detection_id,_time,severity,title,host,user,classification,note
ATD-009-01700,2026-09-01T17:55:22Z,medium,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01145,2026-09-01T17:57:26Z,medium,Scheduled Task Review,JUMP-01,ACME\svc_patch,context,background detection
ATD-009-01603,2026-09-01T17:58:34Z,medium,Scheduled Task Review,DC-01,ACME\svc_patch,context,background detection
ATD-009-01072,2026-09-01T18:00:50Z,medium,PowerShell Review,DC-01,ACME\jsmith,context,background detection
ATD-009-00557,2026-09-01T18:01:20Z,low,PowerShell Review,FILE-02,ACME\jsmith,context,background detection
ATD-009-01818,2026-09-01T18:02:24Z,low,PowerShell Review,HR-WS-22,ACME\svc_patch,context,background detection
ATD-009-01602,2026-09-01T18:05:55Z,medium,Administrative Change Review,JUMP-01,ACME\admin.ops,context,background detection
ATD-009-01790,2026-09-01T18:07:28Z,low,PowerShell Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01132,2026-09-01T18:13:13Z,medium,Scheduled Task Review,APP-03,ACME\admin.ops,context,background detection
ATD-009-01584,2026-09-01T18:13:44Z,low,PowerShell Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00920,2026-09-01T18:17:39Z,medium,Scheduled Task Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00176,2026-09-01T18:18:01Z,medium,Administrative Change Review,APP-03,ACME\jsmith,context,background detection
ATD-009-01052,2026-09-01T18:21:22Z,medium,Scheduled Task Review,HR-WS-22,ACME\admin.ops,context,background detection
ATD-009-01135,2026-09-01T18:22:54Z,low,PowerShell Review,MGMT-01,ACME\kpatel,context,background detection
ATD-009-01876,2026-09-01T18:34:23Z,low,Administrative Change Review,FILE-02,ACME\kpatel,context,background detection
ATD-009-01686,2026-09-01T18:38:53Z,low,Scheduled Task Review,HR-WS-22,ACME\admin.ops,context,background detection
ATD-009-01496,2026-09-01T18:43:24Z,low,Scheduled Task Review,HR-WS-22,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01013,2026-09-01T18:46:04Z,low,Scheduled Task Review,JUMP-01,ACME\kpatel,context,background detection
ATD-009-01363,2026-09-01T18:48:02Z,medium,PowerShell Review,APP-03,ACME\svc_patch,context,background detection
ATD-009-01455,2026-09-01T18:50:51Z,medium,PowerShell Review,HR-WS-22,ACME\kpatel,context,background detection
ATD-009-01632,2026-09-01T19:01:47Z,low,Administrative Change Review,MGMT-01,ACME\jsmith,context,background detection
ATD-009-00413,2026-09-01T19:09:53Z,medium,Scheduled Task Review,FILE-02,ACME\jsmith,context,background detection
ATD-009-01008,2026-09-01T19:09:59Z,medium,Administrative Change Review,PATCH-01,ACME\svc_patch,context,background detection
ATD-009-01897,2026-09-01T19:10:39Z,medium,Scheduled Task Review,JUMP-01,ACME\svc_patch,context,background detection
ATD-009-00291,2026-09-01T19:13:59Z,low,Administrative Change Review,MGMT-01,ACME\admin.ops,context,background detection
ATD-009-01838,2026-09-01T19:15:38Z,low,Scheduled Task Review,DC-01,ACME\jsmith,context,background detection
ATD-009-00403,2026-09-01T19:21:59Z,low,Administrative Change Review,FILE-02,ACME\jsmith,context,background detection
ATD-009-00205,2026-09-01T19:22:53Z,low,Administrative Change Review,HR-WS-22,ACME\svc_patch,context,background detection
ATD-009-00357,2026-09-01T19:30:24Z,medium,Scheduled Task Review,PATCH-01,ACME\svc_patch,context,background detection
ATD-009-01397,2026-09-01T19:32:25Z,low,PowerShell Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00991,2026-09-01T19:35:58Z,low,PowerShell Review,MGMT-01,ACME\jsmith,context,background detection
ATD-009-01771,2026-09-01T19:55:43Z,low,Administrative Change Review,JUMP-01,ACME\jsmith,context,background detection
ATD-009-00709,2026-09-01T19:55:45Z,medium,Scheduled Task Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01505,2026-09-01T20:06:35Z,medium,PowerShell Review,HR-WS-22,ACME\svc_patch,context,background detection
ATD-009-01019,2026-09-01T20:09:20Z,medium,PowerShell Review,PATCH-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01472,2026-09-01T20:10:15Z,low,Administrative Change Review,JUMP-01,ACME\admin.ops,context,background detection
ATD-009-01525,2026-09-01T20:18:29Z,low,Scheduled Task Review,APP-03,ACME\svc_patch,context,background detection
ATD-009-00541,2026-09-01T20:20:28Z,medium,Scheduled Task Review,JUMP-01,ACME\svc_patch,context,background detection
ATD-009-01553,2026-09-01T20:25:02Z,medium,PowerShell Review,PATCH-01,ACME\jsmith,context,background detection
ATD-009-01097,2026-09-01T20:25:30Z,low,Administrative Change Review,HR-WS-22,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01682,2026-09-01T20:30:02Z,medium,PowerShell Review,MGMT-01,ACME\admin.ops,context,background detection
ATD-009-00682,2026-09-01T20:34:40Z,low,PowerShell Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01550,2026-09-01T20:34:49Z,medium,Administrative Change Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01604,2026-09-01T20:35:06Z,low,PowerShell Review,DC-01,ACME\svc_patch,context,background detection
ATD-009-01814,2026-09-01T20:37:37Z,medium,PowerShell Review,MGMT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00112,2026-09-01T20:39:04Z,low,Scheduled Task Review,JUMP-01,ACME\jsmith,context,background detection
ATD-009-00841,2026-09-01T20:54:06Z,medium,PowerShell Review,HR-WS-22,ACME\svc_patch,context,background detection
ATD-009-01126,2026-09-01T20:56:15Z,medium,Administrative Change Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-00352,2026-09-01T20:58:06Z,low,Scheduled Task Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00538,2026-09-01T20:58:18Z,low,PowerShell Review,HR-WS-22,ACME\kpatel,context,background detection
ATD-009-01420,2026-09-01T21:01:01Z,low,Scheduled Task Review,HR-WS-22,ACME\kpatel,context,background detection
ATD-009-00846,2026-09-01T21:08:10Z,low,PowerShell Review,JUMP-01,ACME\admin.ops,context,background detection
ATD-009-01350,2026-09-01T21:12:09Z,medium,Administrative Change Review,DC-01,ACME\jsmith,context,background detection
ATD-009-01852,2026-09-01T21:12:45Z,low,Scheduled Task Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00415,2026-09-01T21:17:18Z,medium,Administrative Change Review,PATCH-01,ACME\admin.ops,context,background detection
ATD-009-01009,2026-09-01T21:19:28Z,low,Scheduled Task Review,HR-WS-22,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00836,2026-09-01T21:24:39Z,medium,PowerShell Review,DC-01,ACME\svc_patch,context,background detection
ATD-009-00895,2026-09-01T21:28:02Z,medium,Administrative Change Review,APP-03,ACME\svc_patch,context,background detection
ATD-009-00678,2026-09-01T21:29:41Z,medium,Scheduled Task Review,PATCH-01,ACME\kpatel,context,background detection
ATD-009-01857,2026-09-01T21:30:37Z,medium,PowerShell Review,MGMT-01,ACME\admin.ops,context,background detection
ATD-009-01835,2026-09-01T21:33:15Z,medium,Scheduled Task Review,APP-03,ACME\svc_patch,context,background detection
ATD-009-00904,2026-09-01T21:35:28Z,medium,Scheduled Task Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-00993,2026-09-01T21:36:38Z,low,Administrative Change Review,MGMT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01095,2026-09-01T21:43:12Z,medium,Administrative Change Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00561,2026-09-01T21:47:15Z,medium,PowerShell Review,DC-01,ACME\admin.ops,context,background detection
ATD-009-01080,2026-09-01T21:59:57Z,low,Scheduled Task Review,PATCH-01,ACME\jsmith,context,background detection
ATD-009-00274,2026-09-01T22:01:43Z,low,Administrative Change Review,FILE-02,ACME\jsmith,context,background detection
ATD-009-00677,2026-09-01T22:05:10Z,medium,Scheduled Task Review,PATCH-01,ACME\jsmith,context,background detection
ATD-009-00566,2026-09-01T22:06:00Z,low,PowerShell Review,MGMT-01,ACME\admin.ops,context,background detection
ATD-009-00377,2026-09-01T22:18:30Z,low,Scheduled Task Review,HR-WS-22,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00584,2026-09-01T22:22:22Z,medium,PowerShell Review,HR-WS-22,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01647,2026-09-01T22:25:38Z,low,Scheduled Task Review,MGMT-01,ACME\svc_patch,context,background detection
ATD-009-01828,2026-09-01T22:37:31Z,medium,PowerShell Review,HR-WS-22,ACME\kpatel,context,background detection
ATD-009-00249,2026-09-01T22:38:24Z,medium,PowerShell Review,MGMT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00829,2026-09-01T22:38:41Z,medium,Scheduled Task Review,JUMP-01,ACME\admin.ops,context,background detection
ATD-009-00485,2026-09-01T22:41:42Z,low,Administrative Change Review,PATCH-01,ACME\admin.ops,context,background detection
ATD-009-00668,2026-09-01T22:47:37Z,medium,Administrative Change Review,APP-03,ACME\kpatel,context,background detection
ATD-009-01010,2026-09-01T22:50:23Z,low,Scheduled Task Review,HR-WS-22,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01695,2026-09-01T22:57:10Z,medium,PowerShell Review,PATCH-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00525,2026-09-01T23:01:09Z,low,Scheduled Task Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01020,2026-09-01T23:01:41Z,low,Scheduled Task Review,PATCH-01,ACME\svc_patch,context,background detection
ATD-009-00347,2026-09-01T23:09:41Z,medium,Scheduled Task Review,HR-WS-22,ACME\admin.ops,context,background detection
ATD-009-00170,2026-09-01T23:12:40Z,low,Administrative Change Review,FILE-02,ACME\kpatel,context,background detection
ATD-009-00858,2026-09-01T23:18:43Z,low,Administrative Change Review,HR-WS-22,ACME\admin.ops,context,background detection
ATD-009-01158,2026-09-01T23:18:54Z,low,PowerShell Review,APP-03,ACME\kpatel,context,background detection
ATD-009-01129,2026-09-01T23:19:17Z,low,Administrative Change Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01303,2026-09-01T23:28:39Z,low,Scheduled Task Review,MGMT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00843,2026-09-01T23:32:50Z,medium,Administrative Change Review,DC-01,ACME\svc_patch,context,background detection
ATD-009-01738,2026-09-01T23:39:51Z,low,PowerShell Review,PATCH-01,ACME\jsmith,context,background detection
ATD-009-01707,2026-09-01T23:43:50Z,medium,PowerShell Review,MGMT-01,ACME\jsmith,context,background detection
ATD-009-01728,2026-09-01T23:45:16Z,low,Administrative Change Review,FILE-02,ACME\admin.ops,context,background detection
ATD-009-00942,2026-09-01T23:46:12Z,low,Administrative Change Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-00703,2026-09-01T23:46:54Z,medium,Administrative Change Review,APP-03,ACME\jsmith,context,background detection
ATD-009-01016,2026-09-01T23:50:24Z,low,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00523,2026-09-02T00:00:59Z,low,Administrative Change Review,APP-03,ACME\kpatel,context,background detection
ATD-009-00627,2026-09-02T00:10:49Z,medium,Scheduled Task Review,APP-03,ACME\admin.ops,context,background detection
ATD-009-01115,2026-09-02T00:13:14Z,medium,Administrative Change Review,JUMP-01,ACME\admin.ops,context,background detection
ATD-009-00828,2026-09-02T00:17:51Z,low,Administrative Change Review,PATCH-01,ACME\kpatel,context,background detection
ATD-009-00287,2026-09-02T00:39:23Z,medium,Administrative Change Review,PATCH-01,ACME\svc_patch,context,background detection
ATD-009-00278,2026-09-02T00:41:21Z,medium,Scheduled Task Review,APP-03,ACME\svc_patch,context,background detection
ATD-009-00702,2026-09-02T00:55:01Z,medium,PowerShell Review,APP-03,ACME\kpatel,context,background detection
ATD-009-00866,2026-09-02T01:09:23Z,low,Administrative Change Review,APP-03,ACME\jsmith,context,background detection
ATD-009-00634,2026-09-02T01:13:27Z,low,Administrative Change Review,MGMT-01,ACME\admin.ops,context,background detection
ATD-009-01368,2026-09-02T01:15:09Z,medium,Scheduled Task Review,HR-WS-22,ACME\kpatel,context,background detection
ATD-009-01669,2026-09-02T01:21:01Z,medium,Scheduled Task Review,APP-03,ACME\jsmith,context,background detection
ATD-009-00796,2026-09-02T01:23:03Z,low,Administrative Change Review,MGMT-01,ACME\svc_patch,context,background detection
ATD-009-01054,2026-09-02T01:37:37Z,medium,Administrative Change Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01015,2026-09-02T01:39:47Z,low,PowerShell Review,APP-03,ACME\jsmith,context,background detection
ATD-009-00992,2026-09-02T01:43:09Z,medium,PowerShell Review,MGMT-01,ACME\jsmith,context,background detection
ATD-009-01833,2026-09-02T01:50:20Z,medium,Scheduled Task Review,APP-03,ACME\admin.ops,context,background detection
ATD-009-00918,2026-09-02T01:50:39Z,low,Scheduled Task Review,HR-WS-22,ACME\kpatel,context,background detection
ATD-009-01479,2026-09-02T01:53:21Z,low,Administrative Change Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-00187,2026-09-02T02:03:10Z,medium,PowerShell Review,APP-03,ACME\admin.ops,context,background detection
ATD-009-00544,2026-09-02T02:04:55Z,medium,Administrative Change Review,JUMP-01,ACME\jsmith,context,background detection
ATD-009-01312,2026-09-02T02:06:34Z,medium,Scheduled Task Review,APP-03,ACME\jsmith,context,background detection
ATD-009-00110,2026-09-02T02:13:43Z,low,PowerShell Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01493,2026-09-02T02:14:22Z,medium,Administrative Change Review,APP-03,ACME\jsmith,context,background detection
ATD-009-01231,2026-09-02T02:15:22Z,medium,PowerShell Review,PATCH-01,ACME\jsmith,context,background detection
ATD-009-00338,2026-09-02T02:15:47Z,low,PowerShell Review,HR-WS-22,ACME\svc_patch,context,background detection
ATD-009-01751,2026-09-02T02:16:06Z,low,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-009-00923,2026-09-02T02:24:02Z,low,Scheduled Task Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00769,2026-09-02T02:31:42Z,low,Administrative Change Review,FILE-02,ACME\kpatel,context,background detection
ATD-009-01162,2026-09-02T02:38:33Z,medium,PowerShell Review,HR-WS-22,ACME\kpatel,context,background detection
ATD-009-00960,2026-09-02T03:01:24Z,medium,Scheduled Task Review,MGMT-01,ACME\jsmith,context,background detection
ATD-009-00808,2026-09-02T03:05:15Z,low,PowerShell Review,APP-03,ACME\jsmith,context,background detection
ATD-009-01264,2026-09-02T03:11:34Z,low,Scheduled Task Review,MGMT-01,ACME\svc_patch,context,background detection
ATD-009-01144,2026-09-02T03:22:16Z,medium,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01180,2026-09-02T03:23:18Z,medium,PowerShell Review,FILE-02,ACME\jsmith,context,background detection
ATD-009-01565,2026-09-02T03:23:52Z,medium,Scheduled Task Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-00902,2026-09-02T03:27:29Z,low,PowerShell Review,FILE-02,ACME\kpatel,context,background detection
ATD-009-00166,2026-09-02T03:30:38Z,medium,Administrative Change Review,APP-03,ACME\svc_patch,context,background detection
ATD-009-00514,2026-09-02T03:34:09Z,low,PowerShell Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-01785,2026-09-02T03:35:15Z,low,PowerShell Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01712,2026-09-02T03:40:44Z,medium,Administrative Change Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01108,2026-09-02T03:42:26Z,low,Scheduled Task Review,MGMT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00569,2026-09-02T03:43:37Z,medium,Administrative Change Review,PATCH-01,ACME\svc_patch,context,background detection
ATD-009-01703,2026-09-02T03:45:47Z,low,Administrative Change Review,DC-01,ACME\kpatel,context,background detection
ATD-009-00996,2026-09-02T03:48:07Z,medium,PowerShell Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01377,2026-09-02T03:52:20Z,low,PowerShell Review,APP-03,ACME\admin.ops,context,background detection
ATD-009-00118,2026-09-02T03:52:50Z,medium,PowerShell Review,HR-WS-22,ACME\kpatel,context,background detection
ATD-009-01663,2026-09-02T03:53:36Z,low,PowerShell Review,HR-WS-22,ACME\svc_patch,context,background detection
ATD-009-00738,2026-09-02T03:55:17Z,medium,Scheduled Task Review,PATCH-01,ACME\admin.ops,context,background detection
ATD-009-01500,2026-09-02T04:01:04Z,low,Scheduled Task Review,PATCH-01,ACME\svc_patch,context,background detection
ATD-009-00986,2026-09-02T04:05:23Z,medium,Administrative Change Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00969,2026-09-02T04:07:57Z,low,Administrative Change Review,JUMP-01,ACME\kpatel,context,background detection
ATD-009-01730,2026-09-02T04:11:23Z,low,Scheduled Task Review,JUMP-01,ACME\kpatel,context,background detection
ATD-009-00160,2026-09-02T04:14:48Z,low,Scheduled Task Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-00207,2026-09-02T04:20:43Z,low,PowerShell Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00194,2026-09-02T04:21:23Z,low,Administrative Change Review,JUMP-01,ACME\svc_patch,context,background detection
ATD-009-01156,2026-09-02T04:32:12Z,medium,PowerShell Review,PATCH-01,ACME\admin.ops,context,background detection
ATD-009-00355,2026-09-02T04:33:29Z,low,PowerShell Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-01241,2026-09-02T04:35:56Z,low,Scheduled Task Review,APP-03,ACME\jsmith,context,background detection
ATD-009-01197,2026-09-02T04:42:20Z,low,PowerShell Review,MGMT-01,ACME\svc_patch,context,background detection
ATD-009-01594,2026-09-02T04:44:12Z,medium,Scheduled Task Review,JUMP-01,ACME\jsmith,context,background detection
ATD-009-00448,2026-09-02T04:47:05Z,low,Scheduled Task Review,MGMT-01,ACME\jsmith,context,background detection
ATD-009-01324,2026-09-02T04:48:12Z,medium,Scheduled Task Review,FILE-02,ACME\kpatel,context,background detection
ATD-009-00467,2026-09-02T04:54:50Z,medium,PowerShell Review,PATCH-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00226,2026-09-02T05:00:22Z,low,Administrative Change Review,FILE-02,ACME\svc_patch,context,background detection
ATD-009-00983,2026-09-02T05:02:36Z,low,PowerShell Review,DC-01,ACME\kpatel,context,background detection
ATD-009-00631,2026-09-02T05:05:30Z,medium,PowerShell Review,APP-03,ACME\kpatel,context,background detection
ATD-009-01529,2026-09-02T05:05:32Z,low,PowerShell Review,FILE-02,ACME\svc_patch,context,background detection
ATD-009-00806,2026-09-02T05:07:28Z,medium,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01777,2026-09-02T05:18:05Z,medium,PowerShell Review,DC-01,ACME\kpatel,context,background detection
ATD-009-01248,2026-09-02T05:19:40Z,medium,Scheduled Task Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00628,2026-09-02T05:29:02Z,medium,Administrative Change Review,JUMP-01,ACME\svc_patch,context,background detection
ATD-009-01877,2026-09-02T05:34:25Z,medium,Administrative Change Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01068,2026-09-02T05:39:13Z,medium,Scheduled Task Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01102,2026-09-02T05:40:42Z,medium,Administrative Change Review,HR-WS-22,ACME\svc_patch,context,background detection
ATD-009-00827,2026-09-02T05:40:54Z,low,Administrative Change Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01374,2026-09-02T05:47:09Z,low,PowerShell Review,PATCH-01,ACME\svc_patch,context,background detection
ATD-009-01405,2026-09-02T05:50:29Z,medium,Scheduled Task Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00134,2026-09-02T05:51:53Z,medium,PowerShell Review,FILE-02,ACME\admin.ops,context,background detection
ATD-009-00786,2026-09-02T05:56:23Z,medium,Administrative Change Review,HR-WS-22,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01787,2026-09-02T05:56:52Z,low,PowerShell Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00463,2026-09-02T06:00:36Z,medium,PowerShell Review,MGMT-01,ACME\admin.ops,context,background detection
ATD-009-01643,2026-09-02T06:05:13Z,medium,Scheduled Task Review,APP-03,ACME\jsmith,context,background detection
ATD-009-01182,2026-09-02T06:16:34Z,low,PowerShell Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-01843,2026-09-02T06:17:13Z,medium,Scheduled Task Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01340,2026-09-02T06:32:16Z,low,Scheduled Task Review,MGMT-01,ACME\svc_patch,context,background detection
ATD-009-00721,2026-09-02T06:32:49Z,low,Scheduled Task Review,JUMP-01,ACME\svc_patch,context,background detection
ATD-009-01666,2026-09-02T06:33:05Z,low,Administrative Change Review,MGMT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01532,2026-09-02T06:33:07Z,low,Administrative Change Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00307,2026-09-02T06:33:15Z,low,Scheduled Task Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-01475,2026-09-02T06:33:39Z,low,PowerShell Review,APP-03,ACME\kpatel,context,background detection
ATD-009-00725,2026-09-02T06:35:58Z,medium,Administrative Change Review,MGMT-01,ACME\kpatel,context,background detection
ATD-009-01840,2026-09-02T06:38:08Z,medium,PowerShell Review,MGMT-01,ACME\admin.ops,context,background detection
ATD-009-00497,2026-09-02T06:39:59Z,medium,Administrative Change Review,APP-03,ACME\kpatel,context,background detection
ATD-009-00553,2026-09-02T06:44:17Z,medium,Scheduled Task Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00662,2026-09-02T06:47:37Z,low,PowerShell Review,FILE-02,ACME\kpatel,context,background detection
ATD-009-01627,2026-09-02T06:52:59Z,low,Administrative Change Review,PATCH-01,ACME\admin.ops,context,background detection
ATD-009-00898,2026-09-02T06:53:14Z,low,Scheduled Task Review,FILE-02,ACME\svc_patch,context,background detection
ATD-009-00997,2026-09-02T06:54:41Z,low,PowerShell Review,DC-01,ACME\svc_patch,context,background detection
ATD-009-00736,2026-09-02T07:00:04Z,low,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00299,2026-09-02T07:06:15Z,low,Scheduled Task Review,JUMP-01,ACME\kpatel,context,background detection
ATD-009-01167,2026-09-02T07:09:07Z,low,Scheduled Task Review,HR-WS-22,ACME\svc_patch,context,background detection
ATD-009-00271,2026-09-02T07:10:48Z,low,Administrative Change Review,DC-01,ACME\admin.ops,context,background detection
ATD-009-01219,2026-09-02T07:23:01Z,medium,Scheduled Task Review,PATCH-01,ACME\jsmith,context,background detection
ATD-009-00889,2026-09-02T07:27:31Z,low,Administrative Change Review,PATCH-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01402,2026-09-02T07:27:33Z,medium,Administrative Change Review,JUMP-01,ACME\kpatel,context,background detection
ATD-009-00162,2026-09-02T07:32:09Z,medium,Administrative Change Review,MGMT-01,ACME\kpatel,context,background detection
ATD-009-01885,2026-09-02T07:35:26Z,low,PowerShell Review,APP-03,ACME\svc_patch,context,background detection
ATD-009-00114,2026-09-02T07:39:09Z,medium,Administrative Change Review,APP-03,ACME\admin.ops,context,background detection
ATD-009-01781,2026-09-02T07:39:39Z,low,Scheduled Task Review,APP-03,ACME\svc_patch,context,background detection
ATD-009-00275,2026-09-02T07:40:19Z,medium,Scheduled Task Review,MGMT-01,ACME\svc_patch,context,background detection
ATD-009-00168,2026-09-02T07:42:31Z,medium,PowerShell Review,DC-01,ACME\svc_patch,context,background detection
ATD-009-00325,2026-09-02T08:07:17Z,medium,Scheduled Task Review,DC-01,ACME\kpatel,context,background detection
ATD-009-00264,2026-09-02T08:08:17Z,medium,PowerShell Review,PATCH-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00404,2026-09-02T08:19:19Z,low,Administrative Change Review,JUMP-01,ACME\admin.ops,context,background detection
ATD-009-00395,2026-09-02T08:25:02Z,low,PowerShell Review,MGMT-01,ACME\admin.ops,context,background detection
ATD-009-00817,2026-09-02T08:25:03Z,low,Administrative Change Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01289,2026-09-02T08:28:25Z,low,PowerShell Review,JUMP-01,ACME\admin.ops,context,background detection
ATD-009-01653,2026-09-02T08:35:53Z,medium,Scheduled Task Review,PATCH-01,ACME\jsmith,context,background detection
ATD-009-00601,2026-09-02T08:37:54Z,low,PowerShell Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00244,2026-09-02T08:38:12Z,low,Scheduled Task Review,MGMT-01,ACME\kpatel,context,background detection
ATD-009-00563,2026-09-02T08:39:29Z,low,Administrative Change Review,HR-WS-22,ACME\jsmith,context,background detection
ATD-009-01514,2026-09-02T08:41:39Z,low,Scheduled Task Review,MGMT-01,ACME\admin.ops,context,background detection
ATD-009-01648,2026-09-02T08:42:59Z,low,Scheduled Task Review,JUMP-01,ACME\svc_patch,context,background detection
ATD-009-00713,2026-09-02T08:47:59Z,low,Scheduled Task Review,PATCH-01,ACME\jsmith,context,background detection
ATD-009-01555,2026-09-02T08:48:48Z,low,Scheduled Task Review,APP-03,ACME\kpatel,context,background detection
ATD-009-01657,2026-09-02T08:59:26Z,medium,PowerShell Review,FILE-02,ACME\admin.ops,context,background detection
ATD-009-00200,2026-09-02T09:04:13Z,medium,PowerShell Review,MGMT-01,ACME\svc_patch,context,background detection
ATD-009-00894,2026-09-02T09:04:20Z,low,Administrative Change Review,APP-03,ACME\jsmith,context,background detection
ATD-009-00451,2026-09-02T09:14:50Z,low,Administrative Change Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00361,2026-09-02T09:15:33Z,low,PowerShell Review,DC-01,ACME\svc_patch,context,background detection
ATD-009-01249,2026-09-02T09:16:44Z,low,Scheduled Task Review,DC-01,ACME\svc_patch,context,background detection
ATD-009-01037,2026-09-02T09:18:28Z,medium,PowerShell Review,PATCH-01,ACME\kpatel,context,background detection
ATD-009-01412,2026-09-02T09:22:52Z,medium,PowerShell Review,DC-01,ACME\kpatel,context,background detection
ATD-009-01539,2026-09-02T09:30:45Z,low,Scheduled Task Review,PATCH-01,ACME\svc_patch,context,background detection
ATD-009-00206,2026-09-02T09:38:07Z,low,PowerShell Review,APP-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01347,2026-09-02T09:40:06Z,medium,Administrative Change Review,DC-01,ACME\admin.ops,context,background detection
ATD-009-01134,2026-09-02T09:41:48Z,low,Scheduled Task Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00995,2026-09-02T09:46:56Z,medium,Scheduled Task Review,MGMT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-00327,2026-09-02T09:49:56Z,low,Administrative Change Review,HR-WS-22,ACME\svc_patch,context,background detection
ATD-009-01880,2026-09-02T09:52:59Z,medium,PowerShell Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-009-01689,2026-09-02T09:53:09Z,low,Scheduled Task Review,FILE-02,ACME\jsmith,context,background detection
