asset_id,host,role,owner,criticality,approved_task_roots,note
AST-00485,LAB-ASSET-0484,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00486,LAB-ASSET-0485,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00487,LAB-ASSET-0486,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00488,LAB-ASSET-0487,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00489,LAB-ASSET-0488,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00490,LAB-ASSET-0489,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00491,LAB-ASSET-0490,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00492,LAB-ASSET-0491,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00493,LAB-ASSET-0492,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00494,LAB-ASSET-0493,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00495,LAB-ASSET-0494,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00496,LAB-ASSET-0495,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00497,LAB-ASSET-0496,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00498,LAB-ASSET-0497,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00499,LAB-ASSET-0498,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00500,LAB-ASSET-0499,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00501,LAB-ASSET-0500,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00502,LAB-ASSET-0501,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00503,LAB-ASSET-0502,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00504,LAB-ASSET-0503,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00505,LAB-ASSET-0504,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00506,LAB-ASSET-0505,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00507,LAB-ASSET-0506,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00508,LAB-ASSET-0507,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00509,LAB-ASSET-0508,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00510,LAB-ASSET-0509,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00511,LAB-ASSET-0510,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00512,LAB-ASSET-0511,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00513,LAB-ASSET-0512,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00514,LAB-ASSET-0513,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00515,LAB-ASSET-0514,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00516,LAB-ASSET-0515,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00517,LAB-ASSET-0516,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00518,LAB-ASSET-0517,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00519,LAB-ASSET-0518,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00520,LAB-ASSET-0519,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00521,LAB-ASSET-0520,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00522,LAB-ASSET-0521,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00523,LAB-ASSET-0522,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00524,LAB-ASSET-0523,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00525,LAB-ASSET-0524,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00526,LAB-ASSET-0525,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00527,LAB-ASSET-0526,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00528,LAB-ASSET-0527,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00529,LAB-ASSET-0528,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00530,LAB-ASSET-0529,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00531,LAB-ASSET-0530,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00532,LAB-ASSET-0531,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00533,LAB-ASSET-0532,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00534,LAB-ASSET-0533,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00535,LAB-ASSET-0534,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00536,LAB-ASSET-0535,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00537,LAB-ASSET-0536,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00538,LAB-ASSET-0537,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00539,LAB-ASSET-0538,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00540,LAB-ASSET-0539,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00541,LAB-ASSET-0540,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00542,LAB-ASSET-0541,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00543,LAB-ASSET-0542,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00544,LAB-ASSET-0543,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00545,LAB-ASSET-0544,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00546,LAB-ASSET-0545,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00547,LAB-ASSET-0546,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00548,LAB-ASSET-0547,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00549,LAB-ASSET-0548,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00550,LAB-ASSET-0549,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00551,LAB-ASSET-0550,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00552,LAB-ASSET-0551,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00553,LAB-ASSET-0552,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00554,LAB-ASSET-0553,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00555,LAB-ASSET-0554,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00556,LAB-ASSET-0555,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00557,LAB-ASSET-0556,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00558,LAB-ASSET-0557,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00559,LAB-ASSET-0558,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00560,LAB-ASSET-0559,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00561,LAB-ASSET-0560,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00562,LAB-ASSET-0561,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00563,LAB-ASSET-0562,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00564,LAB-ASSET-0563,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00565,LAB-ASSET-0564,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00566,LAB-ASSET-0565,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00567,LAB-ASSET-0566,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00568,LAB-ASSET-0567,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00569,LAB-ASSET-0568,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00570,LAB-ASSET-0569,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00571,LAB-ASSET-0570,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00572,LAB-ASSET-0571,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00573,LAB-ASSET-0572,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00574,LAB-ASSET-0573,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00575,LAB-ASSET-0574,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00576,LAB-ASSET-0575,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00577,LAB-ASSET-0576,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00578,LAB-ASSET-0577,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00579,LAB-ASSET-0578,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00580,LAB-ASSET-0579,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00581,LAB-ASSET-0580,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00582,LAB-ASSET-0581,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00583,LAB-ASSET-0582,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00584,LAB-ASSET-0583,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00585,LAB-ASSET-0584,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00586,LAB-ASSET-0585,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00587,LAB-ASSET-0586,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00588,LAB-ASSET-0587,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00589,LAB-ASSET-0588,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00590,LAB-ASSET-0589,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00591,LAB-ASSET-0590,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00592,LAB-ASSET-0591,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00593,LAB-ASSET-0592,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00594,LAB-ASSET-0593,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00595,LAB-ASSET-0594,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00596,LAB-ASSET-0595,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00597,LAB-ASSET-0596,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00598,LAB-ASSET-0597,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00599,LAB-ASSET-0598,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00600,LAB-ASSET-0599,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00601,LAB-ASSET-0600,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00602,LAB-ASSET-0601,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00603,LAB-ASSET-0602,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00604,LAB-ASSET-0603,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00605,LAB-ASSET-0604,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00606,LAB-ASSET-0605,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00607,LAB-ASSET-0606,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00608,LAB-ASSET-0607,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00609,LAB-ASSET-0608,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00610,LAB-ASSET-0609,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00611,LAB-ASSET-0610,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00612,LAB-ASSET-0611,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00613,LAB-ASSET-0612,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00614,LAB-ASSET-0613,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00615,LAB-ASSET-0614,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00616,LAB-ASSET-0615,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00617,LAB-ASSET-0616,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00618,LAB-ASSET-0617,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00619,LAB-ASSET-0618,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00620,LAB-ASSET-0619,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00621,LAB-ASSET-0620,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00622,LAB-ASSET-0621,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00623,LAB-ASSET-0622,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00624,LAB-ASSET-0623,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00625,LAB-ASSET-0624,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00626,LAB-ASSET-0625,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00627,LAB-ASSET-0626,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00628,LAB-ASSET-0627,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00629,LAB-ASSET-0628,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00630,LAB-ASSET-0629,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00631,LAB-ASSET-0630,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00632,LAB-ASSET-0631,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00633,LAB-ASSET-0632,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00634,LAB-ASSET-0633,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00635,LAB-ASSET-0634,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00636,LAB-ASSET-0635,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00637,LAB-ASSET-0636,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00638,LAB-ASSET-0637,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00639,LAB-ASSET-0638,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00640,LAB-ASSET-0639,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00641,LAB-ASSET-0640,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00642,LAB-ASSET-0641,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00643,LAB-ASSET-0642,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00644,LAB-ASSET-0643,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00645,LAB-ASSET-0644,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00646,LAB-ASSET-0645,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00647,LAB-ASSET-0646,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00648,LAB-ASSET-0647,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00649,LAB-ASSET-0648,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00650,LAB-ASSET-0649,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00651,LAB-ASSET-0650,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00652,LAB-ASSET-0651,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00653,LAB-ASSET-0652,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00654,LAB-ASSET-0653,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00655,LAB-ASSET-0654,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00656,LAB-ASSET-0655,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00657,LAB-ASSET-0656,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00658,LAB-ASSET-0657,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00659,LAB-ASSET-0658,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00660,LAB-ASSET-0659,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00661,LAB-ASSET-0660,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00662,LAB-ASSET-0661,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00663,LAB-ASSET-0662,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00664,LAB-ASSET-0663,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00665,LAB-ASSET-0664,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00666,LAB-ASSET-0665,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00667,LAB-ASSET-0666,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00668,LAB-ASSET-0667,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00669,LAB-ASSET-0668,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00670,LAB-ASSET-0669,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00671,LAB-ASSET-0670,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00672,LAB-ASSET-0671,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00673,LAB-ASSET-0672,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00674,LAB-ASSET-0673,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00675,LAB-ASSET-0674,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00676,LAB-ASSET-0675,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00677,LAB-ASSET-0676,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
