event_id,_time,host,user,task_name,action,task_command,run_as,classification,note
TASK-01622,2026-09-01T09:25:44Z,HR-WS-22,ACME\kpatel,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00874,2026-09-01T09:32:02Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00568,2026-09-01T09:41:29Z,DC-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01034,2026-09-01T09:48:11Z,JUMP-01,ACME\jsmith,\ACME\Patch\DailyScan,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00888,2026-09-01T09:48:39Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00329,2026-09-01T09:53:23Z,APP-03,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01643,2026-09-01T10:06:57Z,PATCH-01,ACME\admin.ops,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00484,2026-09-01T10:09:49Z,JUMP-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00345,2026-09-01T10:14:23Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00550,2026-09-01T10:21:59Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00228,2026-09-01T10:22:12Z,PATCH-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01692,2026-09-01T10:26:02Z,HR-WS-22,ACME\jsmith,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01528,2026-09-01T10:32:22Z,PATCH-01,ACME\kpatel,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01230,2026-09-01T10:32:28Z,PATCH-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01200,2026-09-01T10:40:45Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00322,2026-09-01T10:44:15Z,MGMT-01,ACME\svc_patch,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01568,2026-09-01T10:57:43Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00567,2026-09-01T11:11:31Z,DC-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01752,2026-09-01T11:17:45Z,APP-03,ACME\kpatel,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01424,2026-09-01T11:28:52Z,JUMP-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00067,2026-09-01T11:38:32Z,HR-WS-22,ACME\admin.ops,\ACME\Patch\DailyScan,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01065,2026-09-01T11:44:14Z,APP-03,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00150,2026-09-01T11:48:29Z,HR-WS-22,ACME\kpatel,\ACME\Patch\DailyScan,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00813,2026-09-01T11:49:16Z,FILE-02,ACME\kpatel,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00282,2026-09-01T11:58:14Z,MGMT-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00233,2026-09-01T11:58:16Z,HR-WS-22,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00189,2026-09-01T12:03:12Z,APP-03,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00494,2026-09-01T12:03:36Z,HR-WS-22,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00349,2026-09-01T12:09:07Z,HR-WS-22,ACME\kpatel,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01377,2026-09-01T12:11:29Z,MGMT-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00578,2026-09-01T12:12:14Z,FILE-02,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00143,2026-09-01T12:16:39Z,JUMP-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01165,2026-09-01T12:34:08Z,APP-03,ACME\kpatel,\ACME\Patch\DailyScan,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01369,2026-09-01T12:36:20Z,FILE-02,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00014,2026-09-01T12:37:25Z,APP-03,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01401,2026-09-01T12:44:11Z,APP-03,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01567,2026-09-01T12:44:36Z,APP-03,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00116,2026-09-01T12:45:45Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00980,2026-09-01T12:55:43Z,PATCH-01,ACME\jsmith,\ACME\Patch\DailyScan,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01720,2026-09-01T13:11:55Z,APP-03,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00217,2026-09-01T13:16:44Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01410,2026-09-01T13:18:00Z,FILE-02,ACME\jsmith,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00317,2026-09-01T13:20:16Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00383,2026-09-01T13:21:19Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01128,2026-09-01T13:22:41Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01639,2026-09-01T13:23:44Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00902,2026-09-01T13:25:45Z,FILE-02,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01773,2026-09-01T13:26:03Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01613,2026-09-01T13:30:12Z,HR-WS-22,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00061,2026-09-01T13:30:57Z,MGMT-01,ACME\jsmith,\ACME\Patch\DailyScan,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00907,2026-09-01T13:31:47Z,JUMP-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00843,2026-09-01T13:32:28Z,PATCH-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00591,2026-09-01T13:33:35Z,HR-WS-22,ACME\jsmith,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00650,2026-09-01T13:39:05Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01379,2026-09-01T13:41:34Z,APP-03,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00467,2026-09-01T13:43:40Z,FILE-02,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01619,2026-09-01T13:44:55Z,APP-03,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00873,2026-09-01T13:50:20Z,MGMT-01,ACME\admin.ops,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01588,2026-09-01T13:51:04Z,FILE-02,ACME\admin.ops,\ACME\Patch\DailyScan,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00574,2026-09-01T13:51:39Z,MGMT-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01085,2026-09-01T14:01:52Z,FILE-02,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01440,2026-09-01T14:05:53Z,APP-03,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00851,2026-09-01T14:13:25Z,PATCH-01,ACME\admin.ops,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01133,2026-09-01T14:15:07Z,APP-03,ACME\svc_patch,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00698,2026-09-01T14:18:58Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01740,2026-09-01T14:24:10Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01304,2026-09-01T14:24:18Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00107,2026-09-01T14:26:28Z,PATCH-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00605,2026-09-01T14:27:47Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00694,2026-09-01T14:28:38Z,MGMT-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00103,2026-09-01T14:31:40Z,HR-WS-22,ACME\admin.ops,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01396,2026-09-01T14:34:10Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00609,2026-09-01T14:45:31Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00947,2026-09-01T14:50:07Z,MGMT-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00738,2026-09-01T14:51:03Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01023,2026-09-01T14:54:50Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01019,2026-09-01T14:56:23Z,DC-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00598,2026-09-01T14:56:52Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00495,2026-09-01T14:59:19Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01660,2026-09-01T15:03:04Z,PATCH-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00223,2026-09-01T15:09:12Z,JUMP-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00135,2026-09-01T15:12:26Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01074,2026-09-01T15:26:18Z,JUMP-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00812,2026-09-01T15:26:24Z,MGMT-01,ACME\jsmith,\ACME\Patch\DailyScan,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00044,2026-09-01T15:28:12Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00649,2026-09-01T15:28:25Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01269,2026-09-01T15:32:24Z,MGMT-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00511,2026-09-01T15:35:26Z,FILE-02,ACME\admin.ops,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01181,2026-09-01T15:40:08Z,FILE-02,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00592,2026-09-01T15:41:39Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00338,2026-09-01T15:42:42Z,FILE-02,ACME\kpatel,\ACME\Patch\DailyScan,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01163,2026-09-01T15:48:18Z,APP-03,ACME\kpatel,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00370,2026-09-01T15:52:43Z,APP-03,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01664,2026-09-01T15:55:08Z,DC-01,ACME\jsmith,\ACME\Patch\DailyScan,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01053,2026-09-01T15:57:24Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00072,2026-09-01T16:00:39Z,FILE-02,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00995,2026-09-01T16:04:58Z,JUMP-01,ACME\kpatel,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00186,2026-09-01T16:11:27Z,MGMT-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01061,2026-09-01T16:15:55Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00460,2026-09-01T16:18:11Z,DC-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01798,2026-09-01T16:18:25Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01636,2026-09-01T16:29:11Z,FILE-02,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01228,2026-09-01T16:29:48Z,FILE-02,ACME\jsmith,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01193,2026-09-01T16:38:38Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00258,2026-09-01T16:39:38Z,JUMP-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01489,2026-09-01T16:41:59Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00815,2026-09-01T16:43:55Z,APP-03,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01129,2026-09-01T16:44:39Z,MGMT-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00810,2026-09-01T16:45:10Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01395,2026-09-01T16:47:16Z,APP-03,ACME\svc_patch,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01713,2026-09-01T16:55:15Z,HR-WS-22,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00343,2026-09-01T16:57:55Z,DC-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01551,2026-09-01T16:58:07Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00440,2026-09-01T17:01:45Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01289,2026-09-01T17:02:07Z,DC-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01281,2026-09-01T17:07:26Z,MGMT-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00590,2026-09-01T17:08:30Z,HR-WS-22,ACME\svc_patch,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00138,2026-09-01T17:09:22Z,APP-03,ACME\admin.ops,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01530,2026-09-01T17:09:45Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00787,2026-09-01T17:10:49Z,APP-03,ACME\kpatel,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01026,2026-09-01T17:12:40Z,DC-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01248,2026-09-01T17:17:15Z,DC-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01010,2026-09-01T17:25:35Z,JUMP-01,ACME\jsmith,\ACME\Patch\DailyScan,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01562,2026-09-01T17:27:57Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01574,2026-09-01T17:28:16Z,APP-03,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00672,2026-09-01T17:30:04Z,FILE-02,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01770,2026-09-01T17:30:44Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01649,2026-09-01T17:32:22Z,DC-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00762,2026-09-01T17:41:34Z,MGMT-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00654,2026-09-01T17:45:18Z,MGMT-01,ACME\jsmith,\ACME\Patch\DailyScan,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00536,2026-09-01T17:46:10Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01696,2026-09-01T17:47:31Z,APP-03,ACME\admin.ops,\ACME\Patch\DailyScan,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00691,2026-09-01T17:56:47Z,PATCH-01,ACME\svc_patch,\ACME\Patch\DailyScan,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00237,2026-09-01T17:58:00Z,FILE-02,ACME\jsmith,\ACME\Patch\DailyScan,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
