detection_id,_time,severity,title,host,user,classification,note
ATD-010-00452,2026-09-09T05:38:57Z,low,Service Change Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00484,2026-09-09T05:40:20Z,medium,Software Deployment Review,FILE-03,ACME\svc_sccm,context,background detection
ATD-010-00124,2026-09-09T05:41:02Z,medium,Unsigned Binary Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00109,2026-09-09T05:46:07Z,medium,Service Change Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00328,2026-09-09T05:53:10Z,low,Unsigned Binary Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00287,2026-09-09T05:55:10Z,low,Service Change Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00155,2026-09-09T06:05:38Z,medium,Unsigned Binary Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00586,2026-09-09T06:16:22Z,medium,Service Change Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00472,2026-09-09T06:18:42Z,low,Service Change Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00145,2026-09-09T06:31:39Z,medium,Software Deployment Review,SCCM-01,ACME\mturner,context,background detection
ATD-010-00196,2026-09-09T06:39:18Z,medium,Unsigned Binary Review,JUMP-01,ACME\svc_sccm,context,background detection
ATD-010-00264,2026-09-09T06:55:09Z,low,Unsigned Binary Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00336,2026-09-09T07:10:14Z,low,Service Change Review,ENG-WS-17,ACME\svc_sccm,context,background detection
ATD-010-00499,2026-09-09T07:42:57Z,medium,Software Deployment Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00120,2026-09-09T07:44:55Z,low,Unsigned Binary Review,APP-06,ACME\adavis,context,background detection
ATD-010-00161,2026-09-09T07:51:39Z,medium,Unsigned Binary Review,OPS-WS-08,ACME\svc_sccm,context,background detection
ATD-010-00173,2026-09-09T08:12:29Z,medium,Software Deployment Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00386,2026-09-09T08:14:37Z,medium,Service Change Review,SCCM-01,ACME\svc_sccm,context,background detection
ATD-010-00556,2026-09-09T08:53:51Z,medium,Software Deployment Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00464,2026-09-09T08:55:34Z,low,Service Change Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00233,2026-09-09T09:02:01Z,medium,Unsigned Binary Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00424,2026-09-09T09:18:30Z,low,Service Change Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00327,2026-09-09T09:28:46Z,low,Service Change Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00545,2026-09-09T09:49:10Z,medium,Service Change Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00519,2026-09-09T09:57:24Z,low,Unsigned Binary Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00123,2026-09-09T09:58:49Z,medium,Service Change Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00587,2026-09-09T10:04:49Z,medium,Software Deployment Review,OPS-WS-08,ACME\svc_sccm,context,background detection
ATD-010-00376,2026-09-09T10:05:02Z,low,Unsigned Binary Review,DC-01,ACME\mturner,context,background detection
ATD-010-00463,2026-09-09T10:07:09Z,low,Software Deployment Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00297,2026-09-09T10:15:12Z,low,Software Deployment Review,APP-06,ACME\adavis,context,background detection
ATD-010-00399,2026-09-09T10:18:26Z,medium,Unsigned Binary Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00258,2026-09-09T10:19:20Z,low,Software Deployment Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00348,2026-09-09T10:34:39Z,medium,Software Deployment Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00581,2026-09-09T10:40:34Z,medium,Unsigned Binary Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00418,2026-09-09T10:47:21Z,medium,Software Deployment Review,ENG-WS-17,ACME\svc_sccm,context,background detection
ATD-010-00271,2026-09-09T10:56:25Z,medium,Unsigned Binary Review,APP-06,ACME\mturner,context,background detection
ATD-010-00159,2026-09-09T11:00:45Z,low,Service Change Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00477,2026-09-09T11:18:48Z,low,Software Deployment Review,APP-06,ACME\mturner,context,background detection
ATD-010-00339,2026-09-09T11:30:50Z,medium,Unsigned Binary Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00582,2026-09-09T11:42:21Z,medium,Service Change Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00157,2026-09-09T11:44:40Z,low,Software Deployment Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00536,2026-09-09T11:54:05Z,medium,Software Deployment Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00565,2026-09-09T12:06:32Z,low,Software Deployment Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00500,2026-09-09T12:22:09Z,low,Software Deployment Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00329,2026-09-09T12:24:17Z,medium,Unsigned Binary Review,JUMP-01,ACME\adavis,context,background detection
ATD-010-00557,2026-09-09T12:32:34Z,medium,Software Deployment Review,DC-01,ACME\mturner,context,background detection
ATD-010-00361,2026-09-09T12:34:19Z,medium,Unsigned Binary Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00521,2026-09-09T12:36:59Z,medium,Software Deployment Review,DC-01,ACME\adavis,context,background detection
ATD-010-00542,2026-09-09T13:03:26Z,low,Service Change Review,APP-06,ACME\mturner,context,background detection
ATD-010-00283,2026-09-09T13:07:52Z,medium,Service Change Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00567,2026-09-09T13:08:47Z,low,Service Change Review,APP-06,ACME\mturner,context,background detection
ATD-010-00353,2026-09-09T13:18:17Z,medium,Software Deployment Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00260,2026-09-09T13:51:35Z,low,Software Deployment Review,FILE-03,ACME\svc_sccm,context,background detection
ATD-010-00583,2026-09-09T13:54:08Z,low,Unsigned Binary Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00268,2026-09-09T14:08:37Z,medium,Software Deployment Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00514,2026-09-09T14:17:32Z,medium,Software Deployment Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00198,2026-09-09T14:24:39Z,low,Service Change Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00414,2026-09-09T14:26:39Z,medium,Unsigned Binary Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00347,2026-09-09T14:29:25Z,low,Unsigned Binary Review,SCCM-01,ACME\mturner,context,background detection
ATD-010-00584,2026-09-09T14:30:37Z,medium,Unsigned Binary Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00240,2026-09-09T14:35:26Z,low,Service Change Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00426,2026-09-09T15:07:51Z,medium,Unsigned Binary Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00325,2026-09-09T15:16:38Z,medium,Service Change Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00396,2026-09-09T15:35:45Z,medium,Unsigned Binary Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00186,2026-09-09T15:37:54Z,medium,Service Change Review,SCCM-01,ACME\mturner,context,background detection
ATD-010-00560,2026-09-09T15:45:20Z,medium,Unsigned Binary Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00379,2026-09-09T15:46:53Z,medium,Software Deployment Review,OPS-WS-08,ACME\svc_sccm,context,background detection
ATD-010-00432,2026-09-09T15:48:34Z,low,Unsigned Binary Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00482,2026-09-09T15:58:17Z,low,Service Change Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00317,2026-09-09T16:01:55Z,low,Service Change Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00306,2026-09-09T16:10:57Z,low,Unsigned Binary Review,DC-01,ACME\mturner,context,background detection
ATD-010-00309,2026-09-09T16:20:18Z,low,Service Change Review,FILE-03,ACME\adavis,context,background detection
ATD-010-00428,2026-09-09T16:41:07Z,medium,Unsigned Binary Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00224,2026-09-09T16:51:50Z,low,Software Deployment Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00187,2026-09-09T16:55:05Z,low,Unsigned Binary Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00212,2026-09-09T16:59:56Z,low,Service Change Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00510,2026-09-09T17:02:14Z,medium,Unsigned Binary Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00307,2026-09-09T17:13:10Z,medium,Service Change Review,SCCM-01,ACME\svc_sccm,context,background detection
ATD-010-00590,2026-09-09T18:09:01Z,medium,Service Change Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00476,2026-09-09T18:09:56Z,medium,Service Change Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00195,2026-09-09T18:41:30Z,low,Service Change Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00503,2026-09-09T18:52:39Z,low,Unsigned Binary Review,APP-06,ACME\adavis,context,background detection
ATD-010-00516,2026-09-09T19:00:29Z,medium,Service Change Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00421,2026-09-09T19:05:17Z,low,Service Change Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00201,2026-09-09T19:24:55Z,low,Unsigned Binary Review,FILE-03,ACME\adavis,context,background detection
ATD-010-00131,2026-09-09T19:53:32Z,low,Service Change Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00230,2026-09-09T20:02:13Z,medium,Service Change Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00211,2026-09-09T20:04:56Z,low,Software Deployment Review,SCCM-01,ACME\mturner,context,background detection
ATD-010-00149,2026-09-09T20:24:20Z,low,Unsigned Binary Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00549,2026-09-09T20:35:12Z,low,Unsigned Binary Review,JUMP-01,ACME\adavis,context,background detection
ATD-010-00412,2026-09-09T20:36:31Z,medium,Software Deployment Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00269,2026-09-09T20:59:52Z,low,Service Change Review,ENG-WS-17,ACME\jsmith,context,background detection
ATD-010-00333,2026-09-09T21:36:46Z,medium,Service Change Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00310,2026-09-09T21:51:22Z,medium,Software Deployment Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00393,2026-09-09T21:56:15Z,medium,Unsigned Binary Review,APP-06,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00244,2026-09-09T22:15:26Z,low,Unsigned Binary Review,DC-01,ACME\adavis,context,background detection
ATD-010-00178,2026-09-09T22:16:35Z,low,Service Change Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00150,2026-09-09T22:31:22Z,low,Service Change Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00251,2026-09-09T22:46:26Z,low,Software Deployment Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00388,2026-09-09T22:53:14Z,low,Service Change Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00208,2026-09-09T23:05:43Z,medium,Service Change Review,JUMP-01,ACME\adavis,context,background detection
ATD-010-00467,2026-09-09T23:13:54Z,medium,Software Deployment Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00295,2026-09-09T23:53:48Z,low,Unsigned Binary Review,DC-01,ACME\mturner,context,background detection
ATD-010-00397,2026-09-09T23:59:40Z,low,Service Change Review,JUMP-01,ACME\svc_sccm,context,background detection
ATD-010-00485,2026-09-10T00:39:19Z,low,Unsigned Binary Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00345,2026-09-10T01:13:47Z,medium,Software Deployment Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00419,2026-09-10T01:40:17Z,low,Unsigned Binary Review,SCCM-01,ACME\svc_sccm,context,background detection
ATD-010-00214,2026-09-10T01:41:30Z,medium,Software Deployment Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00480,2026-09-10T01:41:34Z,low,Unsigned Binary Review,ENG-WS-17,ACME\svc_sccm,context,background detection
ATD-010-00169,2026-09-10T01:47:11Z,low,Software Deployment Review,ENG-WS-17,ACME\svc_sccm,context,background detection
ATD-010-00505,2026-09-10T01:50:26Z,low,Software Deployment Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00126,2026-09-10T02:05:52Z,low,Software Deployment Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00355,2026-09-10T03:16:57Z,low,Service Change Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00167,2026-09-10T03:29:30Z,low,Service Change Review,DC-01,ACME\mturner,context,background detection
ATD-010-00223,2026-09-10T03:32:45Z,medium,Software Deployment Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00471,2026-09-10T03:49:10Z,low,Software Deployment Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00468,2026-09-10T04:16:18Z,low,Service Change Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00562,2026-09-10T04:17:50Z,medium,Unsigned Binary Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00289,2026-09-10T04:45:44Z,medium,Service Change Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00194,2026-09-10T04:48:25Z,medium,Service Change Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00390,2026-09-10T04:53:56Z,low,Software Deployment Review,DC-01,ACME\adavis,context,background detection
ATD-010-00531,2026-09-10T05:45:44Z,low,Software Deployment Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00147,2026-09-10T05:47:50Z,medium,Software Deployment Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00551,2026-09-10T05:56:51Z,low,Unsigned Binary Review,FILE-03,ACME\svc_sccm,context,background detection
ATD-010-00218,2026-09-10T06:12:34Z,medium,Software Deployment Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00572,2026-09-10T06:19:02Z,medium,Software Deployment Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00322,2026-09-10T06:22:31Z,medium,Unsigned Binary Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00166,2026-09-10T06:28:51Z,low,Unsigned Binary Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00404,2026-09-10T06:30:34Z,low,Unsigned Binary Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00312,2026-09-10T07:16:08Z,low,Service Change Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00440,2026-09-10T08:31:40Z,low,Unsigned Binary Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00487,2026-09-10T08:32:03Z,medium,Unsigned Binary Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00492,2026-09-10T08:38:15Z,medium,Software Deployment Review,JUMP-01,ACME\svc_sccm,context,background detection
ATD-010-00524,2026-09-10T09:02:03Z,medium,Software Deployment Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00263,2026-09-10T09:14:06Z,medium,Service Change Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00574,2026-09-10T09:15:59Z,medium,Software Deployment Review,APP-06,ACME\adavis,context,background detection
ATD-010-00181,2026-09-10T09:21:18Z,medium,Unsigned Binary Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00360,2026-09-10T09:36:50Z,medium,Software Deployment Review,APP-06,ACME\mturner,context,background detection
ATD-010-00460,2026-09-10T09:45:46Z,low,Service Change Review,FILE-03,ACME\adavis,context,background detection
ATD-010-00231,2026-09-10T09:46:55Z,medium,Software Deployment Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00234,2026-09-10T09:50:13Z,low,Software Deployment Review,APP-06,ACME\jsmith,context,background detection
ATD-010-00220,2026-09-10T09:50:45Z,low,Service Change Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00296,2026-09-10T09:55:42Z,medium,Service Change Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00278,2026-09-10T10:34:44Z,medium,Software Deployment Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00170,2026-09-10T10:52:37Z,low,Unsigned Binary Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00136,2026-09-10T11:11:10Z,medium,Software Deployment Review,FILE-03,ACME\svc_sccm,context,background detection
ATD-010-00459,2026-09-10T11:12:13Z,low,Service Change Review,OPS-WS-08,ACME\svc_sccm,context,background detection
ATD-010-00385,2026-09-10T11:17:20Z,low,Software Deployment Review,DC-01,ACME\mturner,context,background detection
ATD-010-00326,2026-09-10T11:18:12Z,medium,Unsigned Binary Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00383,2026-09-10T11:27:22Z,low,Unsigned Binary Review,JUMP-01,ACME\svc_sccm,context,background detection
ATD-010-00239,2026-09-10T11:45:37Z,medium,Software Deployment Review,OPS-WS-08,ACME\svc_sccm,context,background detection
ATD-010-00284,2026-09-10T11:59:29Z,low,Service Change Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00282,2026-09-10T12:13:44Z,low,Service Change Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00138,2026-09-10T12:16:25Z,medium,Service Change Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00140,2026-09-10T12:25:18Z,medium,Unsigned Binary Review,SCCM-01,ACME\svc_sccm,context,background detection
ATD-010-00498,2026-09-10T12:26:35Z,medium,Service Change Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00563,2026-09-10T12:28:29Z,medium,Software Deployment Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00453,2026-09-10T12:49:04Z,medium,Service Change Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00216,2026-09-10T12:57:07Z,medium,Software Deployment Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00527,2026-09-10T13:02:37Z,medium,Unsigned Binary Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00299,2026-09-10T13:18:51Z,low,Software Deployment Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00403,2026-09-10T13:43:02Z,medium,Software Deployment Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00420,2026-09-10T13:46:58Z,low,Software Deployment Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00351,2026-09-10T13:57:46Z,low,Service Change Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00470,2026-09-10T14:04:17Z,medium,Software Deployment Review,APP-06,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00152,2026-09-10T14:18:04Z,low,Unsigned Binary Review,JUMP-01,ACME\adavis,context,background detection
ATD-010-00488,2026-09-10T14:18:44Z,medium,Unsigned Binary Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00454,2026-09-10T14:35:19Z,low,Software Deployment Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00340,2026-09-10T14:41:40Z,low,Service Change Review,ENG-WS-17,ACME\jsmith,context,background detection
ATD-010-00380,2026-09-10T14:44:06Z,medium,Unsigned Binary Review,DC-01,ACME\adavis,context,background detection
ATD-010-00541,2026-09-10T14:53:59Z,medium,Software Deployment Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00344,2026-09-10T15:01:36Z,low,Unsigned Binary Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00192,2026-09-10T15:03:31Z,low,Unsigned Binary Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00444,2026-09-10T15:11:44Z,medium,Service Change Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00177,2026-09-10T15:28:59Z,medium,Unsigned Binary Review,DC-01,ACME\mturner,context,background detection
ATD-010-00451,2026-09-10T15:30:32Z,low,Unsigned Binary Review,ENG-WS-17,ACME\svc_sccm,context,background detection
ATD-010-00561,2026-09-10T15:42:50Z,low,Service Change Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00401,2026-09-10T15:43:34Z,medium,Unsigned Binary Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00443,2026-09-10T15:49:34Z,low,Unsigned Binary Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00566,2026-09-10T16:19:37Z,low,Service Change Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00226,2026-09-10T16:26:49Z,medium,Unsigned Binary Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00569,2026-09-10T17:45:15Z,medium,Service Change Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00301,2026-09-10T17:46:58Z,low,Unsigned Binary Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00430,2026-09-10T18:00:44Z,low,Software Deployment Review,SCCM-01,ACME\mturner,context,background detection
ATD-010-00117,2026-09-10T18:05:02Z,medium,Unsigned Binary Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00431,2026-09-10T18:38:00Z,low,Software Deployment Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00134,2026-09-10T18:57:32Z,low,Unsigned Binary Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00337,2026-09-10T18:58:47Z,medium,Service Change Review,DC-01,ACME\mturner,context,background detection
ATD-010-00279,2026-09-10T19:12:06Z,medium,Software Deployment Review,APP-06,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00596,2026-09-10T19:19:03Z,medium,Software Deployment Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00217,2026-09-10T19:28:44Z,low,Software Deployment Review,DC-01,ACME\mturner,context,background detection
ATD-010-00321,2026-09-10T19:50:17Z,medium,Service Change Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00143,2026-09-10T19:51:40Z,medium,Software Deployment Review,SCCM-01,ACME\mturner,context,background detection
ATD-010-00137,2026-09-10T19:54:51Z,medium,Software Deployment Review,FILE-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00415,2026-09-10T20:09:33Z,medium,Service Change Review,SCCM-01,ACME\mturner,context,background detection
ATD-010-00302,2026-09-10T21:28:04Z,low,Service Change Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00529,2026-09-10T21:29:03Z,medium,Unsigned Binary Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00227,2026-09-10T21:46:05Z,medium,Service Change Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00323,2026-09-10T21:50:26Z,medium,Service Change Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00387,2026-09-10T22:11:32Z,low,Unsigned Binary Review,OPS-WS-08,ACME\svc_sccm,context,background detection
ATD-010-00275,2026-09-10T22:16:13Z,low,Software Deployment Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00331,2026-09-10T22:18:29Z,low,Software Deployment Review,ENG-WS-17,ACME\jsmith,context,background detection
ATD-010-00144,2026-09-10T22:44:53Z,medium,Service Change Review,JUMP-01,ACME\mturner,context,background detection
ATD-010-00568,2026-09-10T22:46:15Z,low,Software Deployment Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00447,2026-09-10T23:50:35Z,low,Unsigned Binary Review,APP-06,ACME\adavis,context,background detection
ATD-010-00182,2026-09-10T23:58:45Z,medium,Service Change Review,SCCM-01,ACME\mturner,context,background detection
ATD-010-00438,2026-09-11T00:00:40Z,medium,Service Change Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00543,2026-09-11T00:03:00Z,medium,Software Deployment Review,OPS-WS-08,ACME\svc_sccm,context,background detection
ATD-010-00559,2026-09-11T00:05:45Z,low,Service Change Review,APP-06,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00262,2026-09-11T00:17:06Z,low,Software Deployment Review,SCCM-01,ACME\adavis,context,background detection
ATD-010-00209,2026-09-11T00:38:35Z,low,Service Change Review,JUMP-01,ACME\adavis,context,background detection
ATD-010-00502,2026-09-11T00:53:17Z,low,Software Deployment Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00210,2026-09-11T00:53:20Z,low,Software Deployment Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00229,2026-09-11T01:09:06Z,low,Software Deployment Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00595,2026-09-11T01:29:03Z,low,Service Change Review,OPS-WS-08,ACME\jsmith,context,background detection
ATD-010-00501,2026-09-11T01:44:15Z,low,Unsigned Binary Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00489,2026-09-11T01:51:27Z,low,Unsigned Binary Review,ENG-WS-17,ACME\adavis,context,background detection
ATD-010-00513,2026-09-11T01:59:49Z,medium,Unsigned Binary Review,APP-06,ACME\mturner,context,background detection
ATD-010-00259,2026-09-11T02:04:34Z,medium,Software Deployment Review,JUMP-01,ACME\jsmith,context,background detection
ATD-010-00291,2026-09-11T02:12:26Z,low,Service Change Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00197,2026-09-11T02:17:01Z,low,Software Deployment Review,APP-06,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00493,2026-09-11T03:02:57Z,medium,Software Deployment Review,ENG-WS-17,ACME\svc_sccm,context,background detection
ATD-010-00394,2026-09-11T03:39:41Z,low,Unsigned Binary Review,DC-01,ACME\jsmith,context,background detection
ATD-010-00128,2026-09-11T03:39:48Z,low,Software Deployment Review,DC-01,ACME\mturner,context,background detection
ATD-010-00373,2026-09-11T03:52:22Z,medium,Unsigned Binary Review,APP-06,ACME\adavis,context,background detection
ATD-010-00122,2026-09-11T04:10:22Z,low,Software Deployment Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00365,2026-09-11T04:31:54Z,low,Software Deployment Review,OPS-WS-08,ACME\svc_sccm,context,background detection
ATD-010-00320,2026-09-11T04:32:31Z,low,Service Change Review,JUMP-01,ACME\adavis,context,background detection
ATD-010-00546,2026-09-11T04:34:27Z,medium,Software Deployment Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00406,2026-09-11T04:34:35Z,medium,Service Change Review,ENG-WS-17,ACME\svc_sccm,context,background detection
ATD-010-00168,2026-09-11T04:45:08Z,medium,Unsigned Binary Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00273,2026-09-11T05:10:09Z,medium,Software Deployment Review,APP-06,ACME\svc_sccm,context,background detection
ATD-010-00133,2026-09-11T05:36:25Z,low,Unsigned Binary Review,OPS-WS-08,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00409,2026-09-11T05:44:44Z,low,Unsigned Binary Review,ENG-WS-17,ACME\mturner,context,background detection
ATD-010-00129,2026-09-11T05:53:11Z,medium,Unsigned Binary Review,ENG-WS-17,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00475,2026-09-11T06:04:02Z,low,Service Change Review,SCCM-01,ACME\svc_sccm,context,background detection
ATD-010-00382,2026-09-11T06:16:39Z,medium,Service Change Review,APP-06,ACME\mturner,context,background detection
