event_id,_time,host,actor,service_name,display_name,action,image_path,start_type,service_account,classification,note
SVC-00394,2026-09-08T14:27:17Z,DC-01,ACME\mturner,ACMEInventory,Print Spooler,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00108,2026-09-08T14:47:04Z,JUMP-01,ACME\adavis,WinDefend,Windows Defender,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00031,2026-09-08T15:02:21Z,ENG-WS-17,ACME\svc_sccm,CcmExec,Windows Time,stopped,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00364,2026-09-08T15:20:18Z,OPS-WS-08,ACME\adavis,WinDefend,Windows Time,stopped,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00019,2026-09-08T15:24:39Z,OPS-WS-08,ACME\adavis,Spooler,Print Spooler,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00098,2026-09-08T15:27:35Z,JUMP-01,ACME\svc_sccm,WinDefend,Windows Time,stopped,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00399,2026-09-08T15:38:32Z,OPS-WS-08,ACME\jsmith,CcmExec,SMS Agent Host,configuration_read,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00361,2026-09-08T16:05:24Z,OPS-WS-08,ACME\svc_sccm,CcmExec,Windows Defender,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00477,2026-09-08T16:13:44Z,SCCM-01,ACME\mturner,Spooler,ACME Inventory,stopped,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00234,2026-09-08T16:18:46Z,OPS-WS-08,ACME\svc_sccm,ACMEInventory,ACME Inventory,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00010,2026-09-08T16:20:45Z,SCCM-01,ACME\adavis,WinDefend,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00462,2026-09-08T16:41:57Z,ENG-WS-17,ACME\adavis,Spooler,Windows Time,started,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00066,2026-09-08T16:44:20Z,APP-06,NT AUTHORITY\SYSTEM,WinDefend,ACME Inventory,started,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00321,2026-09-08T17:03:23Z,FILE-03,NT AUTHORITY\SYSTEM,ACMEInventory,Windows Time,configuration_read,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00419,2026-09-08T17:09:26Z,ENG-WS-17,ACME\adavis,ACMEInventory,Windows Time,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00333,2026-09-08T17:11:34Z,DC-01,ACME\jsmith,ACMEInventory,ACME Inventory,started,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00358,2026-09-08T17:23:17Z,JUMP-01,ACME\mturner,ACMEInventory,SMS Agent Host,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00123,2026-09-08T17:27:01Z,JUMP-01,ACME\jsmith,Spooler,Print Spooler,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00377,2026-09-08T17:34:37Z,FILE-03,NT AUTHORITY\SYSTEM,CcmExec,SMS Agent Host,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00337,2026-09-08T17:41:49Z,SCCM-01,NT AUTHORITY\SYSTEM,CcmExec,Print Spooler,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00252,2026-09-08T17:57:56Z,DC-01,NT AUTHORITY\SYSTEM,W32Time,Print Spooler,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00459,2026-09-08T17:59:37Z,JUMP-01,ACME\jsmith,Spooler,Windows Defender,started,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00485,2026-09-08T18:09:43Z,ENG-WS-17,ACME\mturner,ACMEInventory,ACME Inventory,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00350,2026-09-08T18:32:43Z,ENG-WS-17,ACME\mturner,WinDefend,ACME Inventory,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00281,2026-09-08T19:20:25Z,OPS-WS-08,NT AUTHORITY\SYSTEM,Spooler,SMS Agent Host,stopped,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00130,2026-09-08T19:25:00Z,OPS-WS-08,ACME\adavis,ACMEInventory,Print Spooler,started,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00368,2026-09-08T19:25:26Z,JUMP-01,ACME\mturner,WinDefend,Print Spooler,queried,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00379,2026-09-08T19:37:56Z,DC-01,ACME\adavis,ACMEInventory,Print Spooler,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00149,2026-09-08T19:39:08Z,DC-01,ACME\jsmith,ACMEInventory,ACME Inventory,stopped,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00145,2026-09-08T19:48:34Z,DC-01,ACME\svc_sccm,CcmExec,Print Spooler,started,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00444,2026-09-08T20:06:00Z,JUMP-01,ACME\svc_sccm,CcmExec,Windows Time,stopped,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00119,2026-09-08T20:19:29Z,ENG-WS-17,ACME\svc_sccm,ACMEInventory,Windows Time,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00322,2026-09-08T20:21:24Z,DC-01,ACME\jsmith,Spooler,Print Spooler,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00135,2026-09-08T20:41:43Z,ENG-WS-17,ACME\svc_sccm,WinDefend,SMS Agent Host,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00284,2026-09-08T21:00:43Z,ENG-WS-17,NT AUTHORITY\SYSTEM,WinDefend,Windows Time,configuration_read,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00072,2026-09-08T21:37:53Z,SCCM-01,ACME\jsmith,Spooler,Print Spooler,queried,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00336,2026-09-08T21:51:32Z,FILE-03,NT AUTHORITY\SYSTEM,W32Time,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00323,2026-09-08T22:05:41Z,DC-01,ACME\svc_sccm,CcmExec,SMS Agent Host,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00245,2026-09-08T22:26:55Z,APP-06,ACME\adavis,CcmExec,ACME Inventory,started,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00259,2026-09-08T22:45:02Z,OPS-WS-08,ACME\svc_sccm,Spooler,SMS Agent Host,stopped,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00006,2026-09-08T23:02:27Z,SCCM-01,NT AUTHORITY\SYSTEM,Spooler,Windows Defender,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00114,2026-09-08T23:07:29Z,SCCM-01,ACME\mturner,WinDefend,Windows Defender,started,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00387,2026-09-08T23:30:41Z,ENG-WS-17,ACME\jsmith,CcmExec,Windows Defender,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00371,2026-09-08T23:33:24Z,DC-01,ACME\mturner,W32Time,ACME Inventory,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00489,2026-09-08T23:40:30Z,SCCM-01,ACME\adavis,CcmExec,ACME Inventory,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00382,2026-09-08T23:46:22Z,FILE-03,ACME\mturner,ACMEInventory,ACME Inventory,queried,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00034,2026-09-08T23:56:30Z,OPS-WS-08,NT AUTHORITY\SYSTEM,ACMEInventory,Print Spooler,started,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00458,2026-09-08T23:56:54Z,SCCM-01,NT AUTHORITY\SYSTEM,W32Time,Windows Defender,started,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00205,2026-09-08T23:59:37Z,FILE-03,ACME\adavis,CcmExec,Windows Time,queried,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00122,2026-09-09T00:22:38Z,SCCM-01,ACME\mturner,WinDefend,SMS Agent Host,queried,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00356,2026-09-09T00:23:14Z,ENG-WS-17,ACME\adavis,CcmExec,Windows Defender,started,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00393,2026-09-09T00:34:25Z,SCCM-01,ACME\mturner,WinDefend,Print Spooler,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00478,2026-09-09T00:39:39Z,OPS-WS-08,ACME\jsmith,WinDefend,Windows Time,stopped,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00359,2026-09-09T00:44:19Z,FILE-03,NT AUTHORITY\SYSTEM,W32Time,Windows Time,queried,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00207,2026-09-09T00:56:58Z,ENG-WS-17,ACME\adavis,ACMEInventory,Windows Defender,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00410,2026-09-09T01:37:49Z,SCCM-01,ACME\svc_sccm,W32Time,Windows Time,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00169,2026-09-09T01:46:48Z,DC-01,ACME\jsmith,W32Time,ACME Inventory,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00248,2026-09-09T01:49:34Z,ENG-WS-17,NT AUTHORITY\SYSTEM,WinDefend,ACME Inventory,queried,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00048,2026-09-09T02:17:22Z,OPS-WS-08,ACME\mturner,WinDefend,ACME Inventory,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00217,2026-09-09T02:21:07Z,JUMP-01,ACME\jsmith,WinDefend,ACME Inventory,started,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00155,2026-09-09T02:31:52Z,FILE-03,ACME\mturner,CcmExec,SMS Agent Host,configuration_read,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00038,2026-09-09T02:47:40Z,ENG-WS-17,ACME\jsmith,WinDefend,Windows Time,started,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00235,2026-09-09T02:53:17Z,FILE-03,ACME\svc_sccm,CcmExec,SMS Agent Host,queried,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00152,2026-09-09T03:10:18Z,FILE-03,ACME\svc_sccm,W32Time,Windows Defender,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00470,2026-09-09T03:20:07Z,ENG-WS-17,NT AUTHORITY\SYSTEM,CcmExec,ACME Inventory,configuration_read,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00231,2026-09-09T03:37:15Z,OPS-WS-08,NT AUTHORITY\SYSTEM,Spooler,Windows Defender,stopped,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00102,2026-09-09T03:41:16Z,ENG-WS-17,ACME\adavis,Spooler,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00262,2026-09-09T03:58:46Z,OPS-WS-08,ACME\jsmith,CcmExec,Windows Defender,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00160,2026-09-09T04:06:33Z,APP-06,ACME\adavis,W32Time,SMS Agent Host,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00434,2026-09-09T04:13:31Z,ENG-WS-17,ACME\svc_sccm,Spooler,Windows Defender,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00112,2026-09-09T04:15:04Z,OPS-WS-08,ACME\mturner,WinDefend,SMS Agent Host,stopped,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00349,2026-09-09T04:24:37Z,SCCM-01,ACME\svc_sccm,Spooler,Windows Defender,queried,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00136,2026-09-09T04:25:02Z,APP-06,NT AUTHORITY\SYSTEM,WinDefend,Windows Time,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00100,2026-09-09T05:00:53Z,FILE-03,ACME\svc_sccm,WinDefend,Windows Defender,started,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00198,2026-09-09T05:02:31Z,FILE-03,NT AUTHORITY\SYSTEM,WinDefend,SMS Agent Host,configuration_read,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00158,2026-09-09T05:18:37Z,FILE-03,ACME\mturner,W32Time,SMS Agent Host,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00400,2026-09-09T05:19:25Z,FILE-03,NT AUTHORITY\SYSTEM,ACMEInventory,SMS Agent Host,queried,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00367,2026-09-09T05:33:11Z,FILE-03,NT AUTHORITY\SYSTEM,WinDefend,Print Spooler,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00271,2026-09-09T06:06:26Z,OPS-WS-08,NT AUTHORITY\SYSTEM,W32Time,ACME Inventory,queried,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00483,2026-09-09T06:22:01Z,DC-01,ACME\jsmith,WinDefend,Windows Time,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00101,2026-09-09T06:27:52Z,DC-01,ACME\jsmith,WinDefend,SMS Agent Host,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00392,2026-09-09T06:38:52Z,SCCM-01,ACME\svc_sccm,ACMEInventory,Print Spooler,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00056,2026-09-09T06:56:39Z,OPS-WS-08,ACME\svc_sccm,WinDefend,ACME Inventory,configuration_read,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00215,2026-09-09T07:04:53Z,OPS-WS-08,ACME\adavis,Spooler,Windows Time,started,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00107,2026-09-09T07:55:08Z,OPS-WS-08,ACME\jsmith,Spooler,ACME Inventory,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00178,2026-09-09T08:07:02Z,APP-06,ACME\jsmith,W32Time,SMS Agent Host,started,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00275,2026-09-09T08:11:05Z,ENG-WS-17,ACME\mturner,WinDefend,Print Spooler,configuration_read,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00486,2026-09-09T08:19:34Z,FILE-03,ACME\mturner,W32Time,Windows Defender,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00148,2026-09-09T08:46:46Z,OPS-WS-08,ACME\svc_sccm,Spooler,SMS Agent Host,configuration_read,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00305,2026-09-09T08:54:21Z,SCCM-01,ACME\mturner,W32Time,Windows Defender,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00083,2026-09-09T08:58:27Z,JUMP-01,ACME\adavis,ACMEInventory,Print Spooler,stopped,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00219,2026-09-09T09:00:18Z,FILE-03,ACME\mturner,CcmExec,Windows Defender,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00451,2026-09-09T09:02:49Z,ENG-WS-17,ACME\svc_sccm,WinDefend,SMS Agent Host,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00384,2026-09-09T09:14:57Z,FILE-03,ACME\adavis,WinDefend,SMS Agent Host,stopped,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00143,2026-09-09T09:34:01Z,SCCM-01,ACME\adavis,ACMEInventory,Print Spooler,started,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00247,2026-09-09T09:48:41Z,JUMP-01,ACME\mturner,CcmExec,SMS Agent Host,queried,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00222,2026-09-09T09:56:28Z,FILE-03,ACME\mturner,ACMEInventory,ACME Inventory,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00081,2026-09-09T10:00:36Z,FILE-03,ACME\svc_sccm,W32Time,Windows Defender,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00401,2026-09-09T10:13:54Z,APP-06,ACME\mturner,CcmExec,SMS Agent Host,stopped,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00095,2026-09-09T10:19:52Z,ENG-WS-17,NT AUTHORITY\SYSTEM,ACMEInventory,Print Spooler,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00276,2026-09-09T10:23:24Z,FILE-03,ACME\mturner,WinDefend,Windows Defender,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00265,2026-09-09T10:23:59Z,SCCM-01,ACME\jsmith,ACMEInventory,SMS Agent Host,started,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00127,2026-09-09T10:28:10Z,OPS-WS-08,ACME\adavis,ACMEInventory,SMS Agent Host,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00408,2026-09-09T10:43:28Z,FILE-03,ACME\jsmith,Spooler,ACME Inventory,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00414,2026-09-09T10:50:01Z,FILE-03,ACME\jsmith,WinDefend,Windows Time,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00403,2026-09-09T11:02:22Z,FILE-03,ACME\jsmith,WinDefend,Print Spooler,started,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00141,2026-09-09T11:15:35Z,JUMP-01,ACME\adavis,ACMEInventory,SMS Agent Host,started,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00225,2026-09-09T12:07:54Z,SCCM-01,NT AUTHORITY\SYSTEM,Spooler,Print Spooler,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00132,2026-09-09T12:17:47Z,FILE-03,ACME\mturner,ACMEInventory,Windows Defender,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00491,2026-09-09T12:27:34Z,ENG-WS-17,NT AUTHORITY\SYSTEM,ACMEInventory,Print Spooler,started,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00110,2026-09-09T12:36:10Z,APP-06,ACME\svc_sccm,W32Time,Windows Time,stopped,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00326,2026-09-09T12:40:31Z,JUMP-01,ACME\adavis,Spooler,SMS Agent Host,stopped,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00144,2026-09-09T13:22:02Z,JUMP-01,ACME\jsmith,W32Time,Windows Time,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00126,2026-09-09T13:54:41Z,ENG-WS-17,NT AUTHORITY\SYSTEM,Spooler,Windows Defender,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00363,2026-09-09T14:09:10Z,APP-06,ACME\mturner,CcmExec,Windows Time,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00335,2026-09-09T14:14:57Z,SCCM-01,ACME\adavis,WinDefend,SMS Agent Host,queried,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00017,2026-09-09T14:15:51Z,SCCM-01,ACME\mturner,ACMEInventory,Windows Time,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00071,2026-09-09T14:20:45Z,FILE-03,NT AUTHORITY\SYSTEM,WinDefend,SMS Agent Host,queried,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00070,2026-09-09T14:45:32Z,SCCM-01,ACME\mturner,W32Time,SMS Agent Host,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00457,2026-09-09T14:45:56Z,FILE-03,ACME\svc_sccm,W32Time,Windows Time,stopped,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00268,2026-09-09T14:52:56Z,OPS-WS-08,ACME\jsmith,WinDefend,SMS Agent Host,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00267,2026-09-09T15:15:33Z,ENG-WS-17,ACME\jsmith,WinDefend,Windows Defender,started,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00402,2026-09-09T15:37:14Z,APP-06,ACME\jsmith,WinDefend,Windows Time,started,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00463,2026-09-09T15:49:12Z,DC-01,ACME\jsmith,WinDefend,SMS Agent Host,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00360,2026-09-09T15:53:00Z,JUMP-01,ACME\mturner,Spooler,Windows Defender,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00076,2026-09-09T16:01:54Z,APP-06,ACME\adavis,W32Time,SMS Agent Host,stopped,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00210,2026-09-09T16:02:36Z,APP-06,NT AUTHORITY\SYSTEM,W32Time,SMS Agent Host,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00161,2026-09-09T16:05:36Z,DC-01,ACME\adavis,WinDefend,Print Spooler,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00199,2026-09-09T16:21:53Z,FILE-03,ACME\svc_sccm,Spooler,ACME Inventory,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00310,2026-09-09T16:27:30Z,ENG-WS-17,ACME\svc_sccm,ACMEInventory,Windows Defender,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00138,2026-09-09T16:40:35Z,DC-01,ACME\svc_sccm,Spooler,Windows Time,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00075,2026-09-09T16:51:39Z,OPS-WS-08,ACME\adavis,CcmExec,ACME Inventory,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00057,2026-09-09T17:06:54Z,DC-01,ACME\adavis,Spooler,Print Spooler,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00190,2026-09-09T17:20:50Z,OPS-WS-08,ACME\mturner,Spooler,Print Spooler,queried,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00077,2026-09-09T17:27:29Z,OPS-WS-08,ACME\jsmith,ACMEInventory,Windows Defender,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00409,2026-09-09T17:33:20Z,OPS-WS-08,NT AUTHORITY\SYSTEM,CcmExec,Windows Time,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00113,2026-09-09T17:33:34Z,OPS-WS-08,ACME\mturner,W32Time,SMS Agent Host,queried,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00206,2026-09-09T17:34:54Z,FILE-03,ACME\svc_sccm,CcmExec,SMS Agent Host,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00197,2026-09-09T17:38:14Z,FILE-03,ACME\adavis,CcmExec,ACME Inventory,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00286,2026-09-09T18:12:46Z,APP-06,ACME\adavis,W32Time,Print Spooler,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00498,2026-09-09T18:19:09Z,ENG-WS-17,ACME\svc_sccm,W32Time,SMS Agent Host,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00334,2026-09-09T18:22:56Z,ENG-WS-17,NT AUTHORITY\SYSTEM,CcmExec,Print Spooler,started,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00184,2026-09-09T18:34:51Z,OPS-WS-08,ACME\mturner,W32Time,Print Spooler,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00120,2026-09-09T18:38:55Z,JUMP-01,ACME\svc_sccm,W32Time,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
