change_id,_time,host,owner,change_type,approved,package,deployment_source,classification,note
CHG-01430,2026-09-09T03:35:21Z,ENG-WS-17,Infrastructure,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01444,2026-09-09T03:36:29Z,OPS-WS-08,Endpoint Team,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01049,2026-09-09T03:52:55Z,APP-06,Endpoint Team,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01022,2026-09-09T04:42:27Z,ENG-WS-17,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01299,2026-09-09T04:51:47Z,SCCM-01,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01034,2026-09-09T05:13:31Z,SCCM-01,Endpoint Team,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01326,2026-09-09T05:15:23Z,JUMP-01,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01383,2026-09-09T05:20:53Z,ENG-WS-17,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01382,2026-09-09T05:55:23Z,OPS-WS-08,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01315,2026-09-09T05:55:54Z,FILE-03,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01292,2026-09-09T06:16:59Z,DC-01,Endpoint Team,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01159,2026-09-09T06:17:35Z,APP-06,Infrastructure,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01396,2026-09-09T06:18:16Z,ENG-WS-17,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01226,2026-09-09T06:25:42Z,APP-06,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01408,2026-09-09T06:57:11Z,JUMP-01,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01367,2026-09-09T06:59:52Z,FILE-03,Endpoint Team,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01428,2026-09-09T07:00:07Z,FILE-03,Infrastructure,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01269,2026-09-09T07:04:15Z,JUMP-01,Infrastructure,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01322,2026-09-09T07:07:46Z,SCCM-01,Workplace Engineering,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01280,2026-09-09T07:08:36Z,APP-06,Endpoint Team,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01415,2026-09-09T07:10:04Z,JUMP-01,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01154,2026-09-09T07:33:18Z,APP-06,Infrastructure,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01375,2026-09-09T07:47:34Z,OPS-WS-08,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01085,2026-09-09T08:06:49Z,DC-01,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01145,2026-09-09T08:13:13Z,DC-01,Workplace Engineering,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01092,2026-09-09T08:19:35Z,SCCM-01,Endpoint Team,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01476,2026-09-09T08:20:18Z,FILE-03,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01240,2026-09-09T08:27:20Z,ENG-WS-17,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01064,2026-09-09T08:31:50Z,OPS-WS-08,Infrastructure,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01447,2026-09-09T08:42:04Z,ENG-WS-17,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01283,2026-09-09T08:45:01Z,JUMP-01,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01337,2026-09-09T08:59:11Z,JUMP-01,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01075,2026-09-09T09:00:40Z,OPS-WS-08,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01398,2026-09-09T09:06:00Z,FILE-03,Infrastructure,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01297,2026-09-09T09:21:26Z,JUMP-01,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01223,2026-09-09T09:43:27Z,FILE-03,Infrastructure,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01293,2026-09-09T09:59:21Z,SCCM-01,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01176,2026-09-09T10:20:12Z,ENG-WS-17,Workplace Engineering,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01351,2026-09-09T10:21:23Z,SCCM-01,Endpoint Team,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01247,2026-09-09T10:31:52Z,SCCM-01,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01243,2026-09-09T10:42:01Z,SCCM-01,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01319,2026-09-09T10:57:41Z,JUMP-01,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01014,2026-09-09T11:09:40Z,ENG-WS-17,Endpoint Team,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01468,2026-09-09T11:13:27Z,ENG-WS-17,Infrastructure,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01338,2026-09-09T11:15:55Z,JUMP-01,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01211,2026-09-09T11:21:43Z,SCCM-01,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01015,2026-09-09T11:31:51Z,JUMP-01,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01271,2026-09-09T11:36:33Z,DC-01,Infrastructure,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01230,2026-09-09T11:44:21Z,OPS-WS-08,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01206,2026-09-09T11:53:30Z,JUMP-01,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01334,2026-09-09T12:19:41Z,JUMP-01,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01289,2026-09-09T12:37:02Z,SCCM-01,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01257,2026-09-09T13:13:36Z,FILE-03,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01440,2026-09-09T13:15:59Z,APP-06,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01140,2026-09-09T13:45:55Z,FILE-03,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01067,2026-09-09T14:25:50Z,APP-06,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01451,2026-09-09T14:32:18Z,APP-06,Infrastructure,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01373,2026-09-09T14:34:38Z,ENG-WS-17,Infrastructure,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01260,2026-09-09T14:39:54Z,DC-01,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01267,2026-09-09T14:42:13Z,DC-01,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01010,2026-09-09T14:43:53Z,DC-01,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01133,2026-09-09T14:58:58Z,JUMP-01,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01463,2026-09-09T15:03:20Z,SCCM-01,Endpoint Team,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01426,2026-09-09T15:21:54Z,JUMP-01,Endpoint Team,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01077,2026-09-09T15:38:21Z,OPS-WS-08,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01395,2026-09-09T15:40:11Z,FILE-03,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01288,2026-09-09T15:41:31Z,DC-01,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01484,2026-09-09T15:59:42Z,ENG-WS-17,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01335,2026-09-09T16:23:23Z,ENG-WS-17,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01061,2026-09-09T16:26:33Z,JUMP-01,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01266,2026-09-09T16:44:26Z,APP-06,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01461,2026-09-09T16:58:04Z,OPS-WS-08,Workplace Engineering,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01457,2026-09-09T17:23:46Z,SCCM-01,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01088,2026-09-09T17:30:07Z,OPS-WS-08,Infrastructure,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01128,2026-09-09T17:31:05Z,APP-06,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01160,2026-09-09T17:32:12Z,APP-06,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01353,2026-09-09T17:40:21Z,JUMP-01,Workplace Engineering,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01371,2026-09-09T18:09:21Z,DC-01,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01080,2026-09-09T18:47:24Z,DC-01,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01421,2026-09-09T19:07:08Z,APP-06,Workplace Engineering,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01224,2026-09-09T19:13:28Z,SCCM-01,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01294,2026-09-09T19:19:26Z,FILE-03,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01056,2026-09-09T19:20:30Z,APP-06,Endpoint Team,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01007,2026-09-09T19:21:18Z,JUMP-01,Endpoint Team,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01123,2026-09-09T19:39:30Z,OPS-WS-08,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01482,2026-09-09T19:44:22Z,ENG-WS-17,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01162,2026-09-09T20:08:04Z,FILE-03,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01011,2026-09-09T20:26:00Z,DC-01,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01467,2026-09-09T20:35:38Z,JUMP-01,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01435,2026-09-09T20:39:10Z,FILE-03,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01187,2026-09-09T21:00:52Z,SCCM-01,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01163,2026-09-09T21:11:37Z,JUMP-01,Endpoint Team,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01368,2026-09-09T21:14:54Z,FILE-03,Endpoint Team,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01413,2026-09-09T21:19:25Z,APP-06,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01437,2026-09-09T21:26:13Z,SCCM-01,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01018,2026-09-09T21:59:37Z,FILE-03,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01236,2026-09-09T22:08:18Z,OPS-WS-08,Endpoint Team,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01333,2026-09-09T22:18:16Z,OPS-WS-08,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01127,2026-09-09T23:16:58Z,JUMP-01,Endpoint Team,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01330,2026-09-09T23:33:29Z,FILE-03,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01245,2026-09-09T23:50:21Z,DC-01,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01021,2026-09-09T23:57:38Z,SCCM-01,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01196,2026-09-10T00:18:14Z,FILE-03,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01360,2026-09-10T00:21:44Z,ENG-WS-17,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01137,2026-09-10T00:26:32Z,OPS-WS-08,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01287,2026-09-10T00:27:11Z,DC-01,Endpoint Team,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01032,2026-09-10T00:37:56Z,DC-01,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01016,2026-09-10T00:46:39Z,FILE-03,Endpoint Team,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01364,2026-09-10T00:55:17Z,ENG-WS-17,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01401,2026-09-10T00:59:27Z,DC-01,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01384,2026-09-10T01:17:48Z,SCCM-01,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01225,2026-09-10T01:45:41Z,JUMP-01,Infrastructure,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01474,2026-09-10T01:49:31Z,FILE-03,Infrastructure,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01026,2026-09-10T01:51:16Z,JUMP-01,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01321,2026-09-10T01:55:18Z,APP-06,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01124,2026-09-10T02:02:08Z,OPS-WS-08,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01203,2026-09-10T02:06:55Z,APP-06,Endpoint Team,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01039,2026-09-10T02:45:56Z,APP-06,Infrastructure,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01276,2026-09-10T02:59:33Z,SCCM-01,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01103,2026-09-10T03:05:40Z,ENG-WS-17,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01448,2026-09-10T03:27:57Z,SCCM-01,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01263,2026-09-10T03:29:29Z,SCCM-01,Endpoint Team,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01060,2026-09-10T03:32:20Z,APP-06,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01193,2026-09-10T03:50:48Z,OPS-WS-08,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01058,2026-09-10T03:55:27Z,OPS-WS-08,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01100,2026-09-10T04:08:20Z,JUMP-01,Endpoint Team,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01278,2026-09-10T04:24:06Z,OPS-WS-08,Infrastructure,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01237,2026-09-10T04:31:21Z,DC-01,Endpoint Team,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01291,2026-09-10T05:03:06Z,APP-06,Workplace Engineering,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01082,2026-09-10T05:10:04Z,OPS-WS-08,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01306,2026-09-10T05:21:06Z,ENG-WS-17,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01180,2026-09-10T05:26:32Z,ENG-WS-17,Endpoint Team,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01369,2026-09-10T06:04:45Z,FILE-03,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01151,2026-09-10T06:13:15Z,APP-06,Infrastructure,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01111,2026-09-10T06:14:49Z,SCCM-01,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01202,2026-09-10T06:25:32Z,FILE-03,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01209,2026-09-10T06:44:41Z,ENG-WS-17,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01273,2026-09-10T07:08:16Z,APP-06,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01407,2026-09-10T07:11:39Z,FILE-03,Endpoint Team,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01019,2026-09-10T07:18:27Z,DC-01,Infrastructure,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01109,2026-09-10T07:18:46Z,OPS-WS-08,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01155,2026-09-10T07:26:08Z,FILE-03,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01195,2026-09-10T07:33:33Z,SCCM-01,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01349,2026-09-10T08:00:15Z,SCCM-01,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01429,2026-09-10T08:10:26Z,JUMP-01,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01378,2026-09-10T08:27:04Z,DC-01,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01009,2026-09-10T08:30:09Z,SCCM-01,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01158,2026-09-10T08:37:19Z,JUMP-01,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01165,2026-09-10T08:40:42Z,DC-01,Endpoint Team,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01083,2026-09-10T08:46:13Z,ENG-WS-17,Endpoint Team,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01097,2026-09-10T09:00:58Z,JUMP-01,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01131,2026-09-10T09:05:55Z,DC-01,Infrastructure,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01041,2026-09-10T09:15:27Z,FILE-03,Workplace Engineering,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01012,2026-09-10T09:23:39Z,JUMP-01,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01425,2026-09-10T09:24:03Z,DC-01,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01358,2026-09-10T09:33:11Z,OPS-WS-08,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01370,2026-09-10T09:38:42Z,ENG-WS-17,Endpoint Team,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01157,2026-09-10T09:44:15Z,OPS-WS-08,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01068,2026-09-10T10:52:08Z,JUMP-01,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01438,2026-09-10T11:17:25Z,SCCM-01,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01486,2026-09-10T11:26:47Z,APP-06,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01108,2026-09-10T11:30:35Z,JUMP-01,Infrastructure,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01242,2026-09-10T11:33:43Z,OPS-WS-08,Infrastructure,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01244,2026-09-10T11:43:32Z,DC-01,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01357,2026-09-10T11:57:39Z,ENG-WS-17,Endpoint Team,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01290,2026-09-10T12:07:53Z,JUMP-01,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01345,2026-09-10T12:07:59Z,ENG-WS-17,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01098,2026-09-10T12:32:00Z,APP-06,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01040,2026-09-10T12:34:02Z,FILE-03,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01262,2026-09-10T12:56:36Z,OPS-WS-08,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01442,2026-09-10T13:19:18Z,JUMP-01,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01379,2026-09-10T13:26:41Z,OPS-WS-08,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01099,2026-09-10T13:28:07Z,OPS-WS-08,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01081,2026-09-10T13:37:59Z,ENG-WS-17,Workplace Engineering,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01458,2026-09-10T13:41:23Z,SCCM-01,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01318,2026-09-10T13:54:12Z,DC-01,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01469,2026-09-10T13:59:06Z,ENG-WS-17,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01216,2026-09-10T14:00:10Z,FILE-03,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01038,2026-09-10T14:08:05Z,ENG-WS-17,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01136,2026-09-10T14:20:05Z,OPS-WS-08,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01325,2026-09-10T14:30:44Z,SCCM-01,Endpoint Team,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01441,2026-09-10T14:41:01Z,FILE-03,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01238,2026-09-10T14:58:06Z,APP-06,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01198,2026-09-10T15:04:22Z,OPS-WS-08,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01453,2026-09-10T15:14:23Z,OPS-WS-08,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01120,2026-09-10T15:36:48Z,FILE-03,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01171,2026-09-10T16:00:56Z,APP-06,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01112,2026-09-10T16:16:51Z,SCCM-01,Endpoint Team,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01172,2026-09-10T16:35:19Z,JUMP-01,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01132,2026-09-10T16:36:35Z,SCCM-01,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01164,2026-09-10T16:42:20Z,SCCM-01,Workplace Engineering,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01197,2026-09-10T16:43:18Z,JUMP-01,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01456,2026-09-10T16:58:27Z,JUMP-01,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01470,2026-09-10T17:01:53Z,JUMP-01,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
