event_id,_time,host,file_path,sha256,signature_status,publisher,reputation,classification,note
TRUST-00181,2026-09-08T07:56:31Z,JUMP-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,4013457ae1d8de0956211c0501ce0f2efe9414d1822d8f2c7acce7d03e7e23bc,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00092,2026-09-08T08:10:07Z,ENG-WS-17,C:\Program Files\ACME\Inventory\inventorysvc.exe,07638f70f8eb88837b6bf38c4f1d583fe7474adfc487437efc583c3617af5199,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00298,2026-09-08T08:11:07Z,ENG-WS-17,C:\Program Files\ACME\Inventory\inventorysvc.exe,6f6efbb44b7ac68c71e6802bf416b4bd132b0cce353a0f14a3b15ee62092e2ef,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00218,2026-09-08T08:12:49Z,ENG-WS-17,C:\Windows\System32\svchost.exe,966bddb7b7855c1b16b33a8787d43c7f0a82e17614445078db78f25aa75f2dc7,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00179,2026-09-08T08:30:41Z,APP-06,C:\Program Files\ACME\Inventory\inventorysvc.exe,0f733dfc99576225c99fba78eeac0b1843f6e2186b05bf3b8ae678614813adf4,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00307,2026-09-08T08:53:07Z,ENG-WS-17,C:\Windows\CCM\CcmExec.exe,7f48ccb053fe3e29227c1b30ff4f1f044e9e070cef7e4096f972dfab41407493,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00126,2026-09-08T08:57:20Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,ede61d3f848422bcc40e111384193228ae1b6a6e6935fed5b92a40a6e09abfd2,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00278,2026-09-08T09:09:04Z,ENG-WS-17,C:\Windows\CCM\CcmExec.exe,82f3889d6402f9728f28009423123836f3ed338f90e8cfe85b80010d2ea37f61,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00067,2026-09-08T09:58:50Z,OPS-WS-08,C:\Windows\System32\svchost.exe,f65636269f906a2e7f132e3f7808fc3b97a3a63fb31c96b0a0e7e249e0b4b4d0,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00460,2026-09-08T10:01:48Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,a33a043e5545f6684f16cd7192622cdfd3c314b4482dbd3c7f6e60ecc5ac939b,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00497,2026-09-08T10:08:18Z,FILE-03,C:\Windows\System32\svchost.exe,84e4f910c3d9c4dc1205c0f1e575d6f5ee6dc44f9a90e281fd5c0efd32469f2d,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00190,2026-09-08T10:24:45Z,DC-01,C:\Windows\CCM\CcmExec.exe,c1827c0abbfad93e61c842be7b913b9bcc9e84ce5edec0129b86c8f9663badbe,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00413,2026-09-08T10:28:20Z,FILE-03,C:\Windows\CCM\CcmExec.exe,34ccc79e29dff8160b9ed06aca0b2cf95654b26d8e16b5e268c9e1857b361357,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00230,2026-09-08T11:02:27Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,c1ee47ccffcaf35060bd8e59a17a6dba0cde5f9599aa30b05bc0aeeac65487a3,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00168,2026-09-08T11:05:06Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,4204e0470596c42ccac6b565d5fdc029b4cb3f6955c076a6a3abd254bf064a7f,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00048,2026-09-08T11:20:22Z,SCCM-01,C:\Windows\System32\svchost.exe,8466ced192579fbf3cf6c06857a4c2a9429e287a7c9e6297dd8c5b3b57d3f09d,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00087,2026-09-08T11:37:18Z,APP-06,C:\Windows\CCM\CcmExec.exe,e4320597ca2d456c9c8d3532abb3b043151cd1ed613c3207280ad3053c0b589b,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00402,2026-09-08T11:38:43Z,APP-06,C:\Windows\System32\svchost.exe,3418e8ac831996ee91f0d5a77ee49da0e8ef2c837200ea6c78c2e826a28d66cd,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00054,2026-09-08T11:40:19Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,40733b1b1d03116acf06cb75d496101ddaf65294dab331dd8eeba0d94116e2ed,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00343,2026-09-08T12:05:09Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,5704512411d3068383969763a464307c4036fbccc9d2a589071aa5a4f85cf0fc,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00249,2026-09-08T12:28:28Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,fc11b7eadd425d4ec377dae43457fa240fa2707b586b7ee5bf34c289267e1bac,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00496,2026-09-08T12:35:35Z,JUMP-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,cdf1708046f3b5a593a10479d439236e8205835977b4bd2031ff98a3ef4baf5b,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00365,2026-09-08T12:42:26Z,FILE-03,C:\Windows\CCM\CcmExec.exe,28b8b36d90ed671c5246f8edfe2d5e2e981b26b2c2c6213033439e86e5735662,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00288,2026-09-08T12:55:58Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,a56ec12d93432d0ebac9f2a954e912f911db398fcdcb65384e92d20d5ce2ffdf,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00475,2026-09-08T13:23:33Z,OPS-WS-08,C:\Windows\System32\svchost.exe,62143ca537cec7622de8f15820faed44e2118b55df675301864f3243ec1f8003,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00361,2026-09-08T13:28:38Z,APP-06,C:\Windows\CCM\CcmExec.exe,ccf90b33efd0ddedbac01136d65f6f20282e46d23c68e05146730d2845131d20,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00039,2026-09-08T13:49:34Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,4b9e495681d4bb0fe8b7e57a9f8c65cfe00b345d6bf09700cd081e683ad614fc,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00005,2026-09-08T14:20:15Z,APP-06,C:\Windows\System32\svchost.exe,d48cff76ad80d925927ac92d019c6431059aa91a947b831a5693ad1922f441c8,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00303,2026-09-08T14:31:51Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,002d2d851bbade6b015f8cb56aa764f2821c98c89c93acae0d5aa9c08f0588a3,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00115,2026-09-08T14:43:34Z,APP-06,C:\Windows\System32\svchost.exe,5f4eec886d893d9929768f662b57fceaf698d2fb3fafbd0eb243684a36606462,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00480,2026-09-08T14:52:22Z,ENG-WS-17,C:\Windows\CCM\CcmExec.exe,2512b52733cefb5552f08d5c5a9113d0b2ff7d970d5d3063e25b9d9b21fa13b0,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00420,2026-09-08T14:53:48Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,8b3cc2c339a69504667f0cd6fea85eee7011d1ae54e6a240912943505a493c41,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00104,2026-09-08T14:55:21Z,APP-06,C:\Windows\CCM\CcmExec.exe,bba316cde9ac37bfa1267d6371c809a54a4a339e78ae189eee17186701b5c91d,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00455,2026-09-08T14:58:05Z,FILE-03,C:\Windows\CCM\CcmExec.exe,5d2407e796b0be057251df6dd7418ea00ddbdaf4d39ea3e9fb5055bbc27c4ba9,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00242,2026-09-08T15:25:58Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,02c876618c9b0197e0f36946799155a80f72ac84a108bbb0b6af7fbc81eae505,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00386,2026-09-08T15:36:12Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,a6b9d859acf6949b86eb0faaa33fe103caf2f4f6946070fff23810b4f1425154,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00467,2026-09-08T15:37:13Z,JUMP-01,C:\Windows\CCM\CcmExec.exe,0a067f3cc8791fff4655cd5ee335207b093686cfe92a02bdb6e29ab9617e3251,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00302,2026-09-08T15:37:46Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,f230b9fff9222d29099cc203e84450521248865017c58651ece8896131adb8fd,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00367,2026-09-08T15:52:35Z,JUMP-01,C:\Windows\System32\svchost.exe,abec48edb5c26a1e3c2018d78fbc16343e63354bf1164110379f0deff055bd32,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00125,2026-09-08T16:02:08Z,OPS-WS-08,C:\Windows\System32\svchost.exe,07341fc06265b89bc31a0dbdcd03fed14892bb396e431e17af3085337492ecc8,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00396,2026-09-08T16:12:32Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,f9df9150f1d7fa0a5caa2ef98ed103dbbdec5d7cfb5be71bf46bb49854165aa5,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00235,2026-09-08T16:31:12Z,APP-06,C:\Windows\System32\svchost.exe,b1e8405c0a0f033d2e98da16f7b0ccdef5f524b7419931e11619bbd5b0a7536d,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00373,2026-09-08T16:48:52Z,DC-01,C:\Windows\CCM\CcmExec.exe,8e40e12d8ca1b0f0574a2d506d135388d40568fcd9c34f4bef5094837b1bd155,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00374,2026-09-08T16:57:18Z,ENG-WS-17,C:\Windows\CCM\CcmExec.exe,19a8d33c26fca3bebad4fe42642373189ed8e0795b7c78bb97b89d2a758e070c,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00410,2026-09-08T17:14:47Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,7ff8214b5b8e52ed2e270ddaf86b51a8210890cb9568563f4a2a13c012bae1cb,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00412,2026-09-08T17:30:35Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,a0e0ebc4d6258639574c676072ca2aaa1e6fa9105aec237eb0f1fcda45a3dc54,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00449,2026-09-08T17:43:44Z,ENG-WS-17,C:\Windows\System32\svchost.exe,d4824969c5015719f58b318b785a338b4bfd8b577da0cd952b264919503e048b,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00216,2026-09-08T17:46:48Z,ENG-WS-17,C:\Program Files\ACME\Inventory\inventorysvc.exe,3ff01f655687d27bb82bda0939c96b4967c9cf8fbbe528a21ed7f7f87884e306,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00260,2026-09-08T17:49:32Z,JUMP-01,C:\Windows\CCM\CcmExec.exe,cbbc61fe393e287374b6391497ad0dcfdb3f581439a61b17a56181a89c0a41cd,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00353,2026-09-08T18:08:25Z,APP-06,C:\Windows\CCM\CcmExec.exe,95e48385bd43cb906a90c7da090b5b6be45023f1782c356730ee4788f1a9953c,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00238,2026-09-08T18:08:53Z,FILE-03,C:\Windows\CCM\CcmExec.exe,8b6e1b2cd963529b76e7d3f7aec9736935180fc308ccc1eb3ea58e6746ba60e6,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00177,2026-09-08T18:21:40Z,FILE-03,C:\Windows\System32\svchost.exe,061d1433019cdac859378a9e77f9149dee0e61142b8de1ba0c7b518b6c916c8e,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00136,2026-09-08T18:21:59Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,1322722e2aa772c197a3856ea13783064d0c74a7fece167e0cc1b12b65cb26cb,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00027,2026-09-08T18:23:48Z,JUMP-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,7170ae4643d6064a322d830986eba507897f1ac12dc50c77983fd002053df948,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00182,2026-09-08T18:30:55Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,78d5dfe0dae058e67594a3ca16144859cdce031ade841be12b2c02520e31f779,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00434,2026-09-08T18:37:17Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,539fc54e83129807a5edaf836081f5957501e5b34a4c5367c8b4539bde48d6e8,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00499,2026-09-08T19:00:52Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,d88ded2d58e2a239e909c02e823d1a5ec8a06e4d94414e38a556f225539bc02b,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00432,2026-09-08T19:08:18Z,DC-01,C:\Windows\CCM\CcmExec.exe,f99fad0358843295683306db08c4328b0214dead4b3360aa62b3f7b7d41a0229,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00291,2026-09-08T19:08:22Z,DC-01,C:\Windows\System32\svchost.exe,5c09e24abace0a4d83e3cf8a0e915a349e4be204b63601f1ce03c56a8c66af2d,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00213,2026-09-08T19:12:54Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,7f9c1d90d9504e8fb2459730e3a7196eb5573cafc513d434262fd6be5e949fc0,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00263,2026-09-08T19:18:44Z,DC-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,74f1f46bc970d036f1f49db1ed99f144c0eb465e843fdf0f8e4dbe66373dbbe4,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00085,2026-09-08T19:37:49Z,ENG-WS-17,C:\Program Files\ACME\Inventory\inventorysvc.exe,1ae96bfe33821a4a029e69145eb20938d239e6685213934f8e00047745fab870,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00452,2026-09-08T20:12:29Z,FILE-03,C:\Windows\System32\svchost.exe,216a500a83d36a3283a194849975afe180dd90f046d4dbdcc7d093667c1fb01f,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00217,2026-09-08T20:16:29Z,FILE-03,C:\Windows\System32\svchost.exe,3cd7a1b1a1dbf2c2b9ddc33d07f895ef0b02bb35fe6fe2b6f7f741be24c2c5b2,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00046,2026-09-08T20:35:29Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,708b81d76dcc32cd1f875f7e8547a096b11fd32e2b3d6ad726d4a38a2932d11b,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00430,2026-09-08T20:37:54Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,b33a0fd080c5686255701256a5fe9b313c6044bc5ee4022834f43903fc7d5e50,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00252,2026-09-08T21:04:39Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,f9c0070448fd821d72d03ef6118c9174f79f8a3d39d1f086313c974ae2a994e3,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00314,2026-09-08T21:04:57Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,9c3a5361a0b35bd21096a3335b58e91fe7a6d549b77347e6ec6596e057790d53,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00334,2026-09-08T21:13:06Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,c3b11332e1ae4801b81b2c09597676084eac7f4e2429625bf013410de1b71ebd,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00428,2026-09-08T21:16:56Z,SCCM-01,C:\Windows\System32\svchost.exe,7962eb507557e02a5bb3dc9a97bffc89fa8826b8019bb9b8d371f4bcd7d23066,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00275,2026-09-08T21:26:30Z,DC-01,C:\Windows\CCM\CcmExec.exe,0223555ff209072ec3e9d66709b9a77077e039f27106f6477dd54dbafe4dc1be,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00407,2026-09-08T21:39:45Z,ENG-WS-17,C:\Program Files\ACME\Inventory\inventorysvc.exe,ffea558521a9adcbaa3710364658584fb4557abbd50e847d3d732bc9ed7d390d,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00023,2026-09-08T22:01:00Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,a4d8c12e8ea390a0ac99461013a02ae59190d9441b5ce8469734d314059196d9,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00231,2026-09-08T22:16:25Z,JUMP-01,C:\Windows\System32\svchost.exe,d64a749ffcb51effceb82dee07c28ccc1d8ec72154aee391e890a9eff50d7f3b,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00312,2026-09-08T22:28:29Z,FILE-03,C:\Windows\CCM\CcmExec.exe,582b9c867cdb057ec5e8b7abc5a0638cf8a278bb6afc25840431de5dbcc7b0a1,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00463,2026-09-08T22:30:24Z,DC-01,C:\Windows\CCM\CcmExec.exe,85ac749da36b38b8f25e57fbb08fabed4b6ae35addfceba5d58c57c11bc988af,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00379,2026-09-08T22:32:10Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,fd888fabad445d5f954ff7a01ccd7f1d702dc3f95d88579a8021e13dba7074bf,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00118,2026-09-08T23:41:26Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,39ff46d0ba05a610099a73e0b729fabc60f2d302c93e69cbf1f153c88249cb3e,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00062,2026-09-09T00:05:31Z,JUMP-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,66a7d8622ec112dfe30152fa1531ddba28b688e3061a3919eb499b0c1887160f,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00090,2026-09-09T00:12:33Z,ENG-WS-17,C:\Windows\System32\svchost.exe,fb7aeed96971f1baaf1199282d414c20c0a060cc3fb5c4500389a221c56716d5,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00326,2026-09-09T00:16:37Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,679eb82768dead4d5da9146e2d25c24b08a16a1ee3030e6da696710774ea10c1,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00025,2026-09-09T00:19:42Z,JUMP-01,C:\Windows\System32\svchost.exe,7bc634519d1453bdee909291cb981cbc8663874f34bf16080aca02c465035d1a,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00160,2026-09-09T00:33:27Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,e44769b8b9decb326f51775017a6a75f42b2794139d57ba7b70b1a74032cc607,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00257,2026-09-09T00:45:54Z,DC-01,C:\Windows\CCM\CcmExec.exe,3865dc90da97e038ec023181b54f2a93dcfdfd734ec2a19cd29ad0c15fe35043,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00047,2026-09-09T01:00:30Z,JUMP-01,C:\Windows\CCM\CcmExec.exe,ab36e2ab6cd63228ecd5a7c9a4c4c70af6c56ac103871c790c9d77f2a46d9966,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00205,2026-09-09T01:00:44Z,DC-01,C:\Windows\System32\svchost.exe,0bc946729ad1871856d256e8e4d3c719bc45b97d3ea8995bf70d00048fac42c3,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00201,2026-09-09T01:04:54Z,DC-01,C:\Windows\System32\svchost.exe,efdfdecf5e9a6bb9d8ae3a40df53cbe0cecb45a46be6a736bfe9ea999abf17ea,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00491,2026-09-09T01:17:54Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,3d50ab125ba57afe9b487d4701a74b87804607134e8b89f5203c1e84f888c657,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00081,2026-09-09T01:31:02Z,DC-01,C:\Windows\CCM\CcmExec.exe,0eecca3449f56ac0ee8a1c0d736d68e3175573479413a106288543ed4fa24b24,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00156,2026-09-09T01:36:44Z,FILE-03,C:\Windows\CCM\CcmExec.exe,ba176c8082504046fe3ef66e54ea04a588d60aaa3220e0bd6a8c7d69dbc5923e,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00266,2026-09-09T01:38:59Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,c7026c17bdf1720fa7a45de10129017c8c0607b4c4aa229813b0525db69891c9,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00251,2026-09-09T01:52:38Z,FILE-03,C:\Windows\System32\svchost.exe,691bac7b7a995a96b7fa56e6ddbe48949b85af02573faaf8d228713a58e4dcde,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00050,2026-09-09T02:09:45Z,APP-06,C:\Windows\CCM\CcmExec.exe,e43470431f7ef11d79ada0a6ee5f9c2eec424736391072e7c9af529478dadf27,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00362,2026-09-09T02:15:30Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,bee7d4f8054800ff03f358afe32a321ec2d6c788c21049e764290f5f38633d8a,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00488,2026-09-09T02:36:09Z,FILE-03,C:\Windows\System32\svchost.exe,7fa4ba8f577bbf91b682c6573ec90213476a71386c9be3eefe214fea8491ab25,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00415,2026-09-09T03:31:18Z,ENG-WS-17,C:\Windows\System32\svchost.exe,4b17e293e6e55c1693994b5edd800f156a96d5268c366fcf3cf06bb8d07c3651,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00411,2026-09-09T03:37:41Z,ENG-WS-17,C:\Windows\System32\svchost.exe,6bd87e4dfbc6528790f27325ec7cb8891d9fbb69f771e0d5a4fe64eb0d1acca5,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00162,2026-09-09T03:42:21Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,9ea652debb9b30adf6b93f1606c7a47e6eb8efcea0e87834796ff3e899b32fd2,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00404,2026-09-09T04:01:08Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,14129bc95e1cac9e1dbe83d27c473b5f76ace5c3c1a5637d38717d6e5e1e576b,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00209,2026-09-09T04:09:32Z,DC-01,C:\Windows\CCM\CcmExec.exe,b23744d8ec1e352357cf907cc238fbe0fb7e93d96ac033195fe57198b86555ec,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00154,2026-09-09T04:54:40Z,FILE-03,C:\Windows\CCM\CcmExec.exe,00d454dc03e5d4b9e3a7abcfde876334d973a46ea1e499d307e935a46c564988,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00169,2026-09-09T05:16:39Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,735fb4838bdc8f20e53829c930dfa4fc8ac5814944d4144ce8d199bd6aec5b1e,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00173,2026-09-09T06:32:13Z,APP-06,C:\Windows\CCM\CcmExec.exe,7914f648af0dec85537fa1cbf83156e04afabef447ebe43f39c35d258c917c9f,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00446,2026-09-09T06:49:22Z,FILE-03,C:\Windows\System32\svchost.exe,f7415d05bf76096328bf145d605de2872ce0429304bebfd979a34225ddeab1bc,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00384,2026-09-09T07:00:53Z,DC-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,3f4ad98220d5768135f3f99df8518971da0411ce9bbc215769df8bdd67d0449b,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00083,2026-09-09T07:14:50Z,DC-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,c9e58352047dd160371d26fefbd12cfd3cb14be4fb4a94dff2b013b5dae8470e,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00426,2026-09-09T07:18:55Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,471eb1274ca2c19d75a06c348ff553af5af2215e92a182edadbc8c2e07244191,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00082,2026-09-09T07:34:07Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,156931f62627a4ce93db71066b98bc96abfa9c5f89226cb8d25b44356798549e,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00076,2026-09-09T07:42:20Z,OPS-WS-08,C:\Windows\System32\svchost.exe,e48c668f4df07440a27c73373a16ea67c8c110b7a84e659b44f1aabd3b6ea3a9,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00364,2026-09-09T07:55:43Z,DC-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,369f4fae1bab924ee1537a867fbc7ca63e3d2578f43a53cf159c58aaaefa9546,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00127,2026-09-09T07:55:48Z,APP-06,C:\Program Files\ACME\Inventory\inventorysvc.exe,507704d58251350e0dcc389e670065ec820b69d1c66ee1d79dea8b844c02f6af,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00360,2026-09-09T08:35:30Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,32214267c2a16bf248bd15875fbb958d91d9173c1fd8e61558e4f7545975ae64,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00274,2026-09-09T08:48:16Z,ENG-WS-17,C:\Windows\System32\svchost.exe,2fb5b2e70d3f1aeca6825764fa0dde2c07e4a6b15916ffc381cec0f2b2764e24,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00187,2026-09-09T08:59:04Z,JUMP-01,C:\Windows\System32\svchost.exe,1e44b7ef6d9c42e398d2639369610a2195ae5be4e24b14d9c27f7eb3ceb0192e,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00392,2026-09-09T09:03:01Z,DC-01,C:\Windows\CCM\CcmExec.exe,8daa1a85b2fee3785bf884cff58c49605fba70c674b37e6a0eb166349a527ef4,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00191,2026-09-09T09:10:20Z,FILE-03,C:\Windows\System32\svchost.exe,b0cb78697d5db7aca8cfda98ac723395d0061d5e29d425cb1c0ad108abe9c7a2,trusted_internal,ACME IT Automation,approved,benign,routine trust context
