event_id,_time,host,user,parent_process_name,process_name,command_line,classification,note
PROC-00338,2026-09-09T04:36:36Z,DC-01,ACME\svc_sccm,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00481,2026-09-09T04:39:05Z,ENG-WS-17,ACME\svc_sccm,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00067,2026-09-09T04:40:43Z,APP-06,ACME\adavis,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00181,2026-09-09T04:49:23Z,DC-01,ACME\svc_sccm,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00084,2026-09-09T04:53:23Z,SCCM-01,NT AUTHORITY\SYSTEM,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00269,2026-09-09T05:06:27Z,FILE-03,ACME\svc_sccm,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00429,2026-09-09T05:15:02Z,OPS-WS-08,ACME\adavis,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00391,2026-09-09T05:21:06Z,JUMP-01,ACME\mturner,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00215,2026-09-09T05:24:16Z,SCCM-01,ACME\adavis,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00454,2026-09-09T05:31:21Z,FILE-03,NT AUTHORITY\SYSTEM,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00351,2026-09-09T05:41:54Z,APP-06,ACME\jsmith,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00258,2026-09-09T05:55:07Z,APP-06,ACME\mturner,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00167,2026-09-09T06:14:44Z,SCCM-01,ACME\mturner,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00063,2026-09-09T06:21:08Z,ENG-WS-17,ACME\adavis,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00453,2026-09-09T06:25:00Z,APP-06,ACME\adavis,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00214,2026-09-09T06:36:47Z,ENG-WS-17,ACME\adavis,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00194,2026-09-09T06:36:57Z,SCCM-01,ACME\mturner,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00400,2026-09-09T06:52:33Z,DC-01,ACME\svc_sccm,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00378,2026-09-09T06:59:52Z,DC-01,ACME\svc_sccm,services.exe,agent.exe,routine process execution,benign,routine process
PROC-00061,2026-09-09T07:13:08Z,APP-06,NT AUTHORITY\SYSTEM,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00244,2026-09-09T07:16:05Z,ENG-WS-17,ACME\svc_sccm,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00393,2026-09-09T07:24:24Z,APP-06,NT AUTHORITY\SYSTEM,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00191,2026-09-09T07:24:31Z,OPS-WS-08,ACME\svc_sccm,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00035,2026-09-09T07:28:05Z,JUMP-01,ACME\adavis,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00296,2026-09-09T07:44:50Z,ENG-WS-17,NT AUTHORITY\SYSTEM,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00379,2026-09-09T08:31:56Z,FILE-03,ACME\jsmith,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00008,2026-09-09T08:42:59Z,APP-06,ACME\mturner,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00160,2026-09-09T08:48:37Z,SCCM-01,NT AUTHORITY\SYSTEM,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00218,2026-09-09T08:53:37Z,APP-06,NT AUTHORITY\SYSTEM,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00335,2026-09-09T09:04:43Z,FILE-03,ACME\svc_sccm,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00122,2026-09-09T09:35:00Z,ENG-WS-17,NT AUTHORITY\SYSTEM,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00205,2026-09-09T09:37:04Z,FILE-03,ACME\svc_sccm,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00048,2026-09-09T10:01:35Z,JUMP-01,ACME\svc_sccm,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00056,2026-09-09T10:07:56Z,FILE-03,ACME\mturner,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00365,2026-09-09T10:14:28Z,DC-01,ACME\svc_sccm,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00065,2026-09-09T10:40:34Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00132,2026-09-09T10:42:42Z,DC-01,NT AUTHORITY\SYSTEM,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00274,2026-09-09T10:44:55Z,DC-01,ACME\mturner,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00151,2026-09-09T10:50:53Z,FILE-03,NT AUTHORITY\SYSTEM,services.exe,agent.exe,routine process execution,benign,routine process
PROC-00326,2026-09-09T10:57:40Z,DC-01,ACME\mturner,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00376,2026-09-09T11:15:52Z,APP-06,NT AUTHORITY\SYSTEM,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00133,2026-09-09T11:31:21Z,OPS-WS-08,ACME\adavis,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00266,2026-09-09T11:46:03Z,DC-01,ACME\mturner,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00226,2026-09-09T12:21:09Z,JUMP-01,ACME\adavis,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00350,2026-09-09T12:30:33Z,DC-01,ACME\adavis,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00267,2026-09-09T12:36:55Z,JUMP-01,ACME\jsmith,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00314,2026-09-09T12:39:00Z,ENG-WS-17,ACME\svc_sccm,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00449,2026-09-09T13:00:49Z,ENG-WS-17,ACME\mturner,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00055,2026-09-09T13:03:36Z,OPS-WS-08,NT AUTHORITY\SYSTEM,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00356,2026-09-09T13:05:51Z,DC-01,ACME\mturner,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00030,2026-09-09T13:12:00Z,SCCM-01,NT AUTHORITY\SYSTEM,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00096,2026-09-09T13:12:28Z,SCCM-01,ACME\adavis,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00020,2026-09-09T13:22:39Z,JUMP-01,ACME\adavis,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00358,2026-09-09T13:30:31Z,JUMP-01,NT AUTHORITY\SYSTEM,services.exe,agent.exe,routine process execution,benign,routine process
PROC-00233,2026-09-09T13:41:40Z,FILE-03,ACME\adavis,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00490,2026-09-09T13:53:29Z,FILE-03,NT AUTHORITY\SYSTEM,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00232,2026-09-09T14:47:38Z,SCCM-01,ACME\svc_sccm,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00292,2026-09-09T14:51:33Z,APP-06,NT AUTHORITY\SYSTEM,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00066,2026-09-09T14:55:49Z,ENG-WS-17,ACME\mturner,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00431,2026-09-09T15:06:17Z,SCCM-01,ACME\svc_sccm,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00303,2026-09-09T15:22:44Z,APP-06,ACME\jsmith,services.exe,agent.exe,routine process execution,benign,routine process
PROC-00336,2026-09-09T15:33:56Z,ENG-WS-17,ACME\mturner,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00047,2026-09-09T15:38:12Z,APP-06,ACME\jsmith,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00174,2026-09-09T15:54:27Z,JUMP-01,ACME\svc_sccm,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00420,2026-09-09T15:56:40Z,FILE-03,NT AUTHORITY\SYSTEM,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00482,2026-09-09T16:38:45Z,SCCM-01,ACME\mturner,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00130,2026-09-09T16:45:59Z,ENG-WS-17,ACME\mturner,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00405,2026-09-09T16:46:48Z,ENG-WS-17,ACME\svc_sccm,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00394,2026-09-09T17:02:45Z,DC-01,ACME\adavis,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00050,2026-09-09T17:15:49Z,JUMP-01,ACME\mturner,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00332,2026-09-09T17:17:56Z,ENG-WS-17,NT AUTHORITY\SYSTEM,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00427,2026-09-09T17:35:47Z,OPS-WS-08,ACME\jsmith,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00480,2026-09-09T17:38:54Z,ENG-WS-17,NT AUTHORITY\SYSTEM,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00305,2026-09-09T17:39:40Z,FILE-03,ACME\mturner,services.exe,agent.exe,routine process execution,benign,routine process
PROC-00177,2026-09-09T17:41:49Z,APP-06,ACME\mturner,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00228,2026-09-09T17:51:09Z,JUMP-01,ACME\jsmith,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00221,2026-09-09T17:53:21Z,FILE-03,ACME\adavis,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00325,2026-09-09T17:59:17Z,SCCM-01,ACME\jsmith,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00249,2026-09-09T18:08:21Z,JUMP-01,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00140,2026-09-09T18:14:25Z,JUMP-01,ACME\svc_sccm,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00068,2026-09-09T18:40:22Z,APP-06,ACME\svc_sccm,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00183,2026-09-09T19:00:57Z,FILE-03,ACME\jsmith,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00089,2026-09-09T19:06:33Z,SCCM-01,ACME\svc_sccm,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00414,2026-09-09T19:20:04Z,OPS-WS-08,ACME\jsmith,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00407,2026-09-09T19:33:15Z,OPS-WS-08,ACME\mturner,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00264,2026-09-09T19:35:35Z,APP-06,NT AUTHORITY\SYSTEM,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00027,2026-09-09T19:36:42Z,FILE-03,ACME\jsmith,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00301,2026-09-09T19:56:55Z,JUMP-01,ACME\svc_sccm,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00316,2026-09-09T20:36:44Z,APP-06,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00346,2026-09-09T20:39:22Z,DC-01,ACME\adavis,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00442,2026-09-09T20:45:13Z,OPS-WS-08,ACME\mturner,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00136,2026-09-09T20:47:52Z,APP-06,ACME\adavis,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00037,2026-09-09T21:01:38Z,DC-01,ACME\jsmith,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00425,2026-09-09T21:11:47Z,OPS-WS-08,ACME\mturner,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00069,2026-09-09T21:17:42Z,FILE-03,NT AUTHORITY\SYSTEM,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00088,2026-09-09T21:24:44Z,DC-01,ACME\adavis,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00139,2026-09-09T21:25:01Z,ENG-WS-17,ACME\mturner,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00287,2026-09-09T21:34:55Z,ENG-WS-17,ACME\adavis,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00014,2026-09-09T22:41:16Z,JUMP-01,ACME\svc_sccm,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00404,2026-09-09T22:48:35Z,FILE-03,ACME\adavis,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00412,2026-09-09T22:55:22Z,APP-06,ACME\adavis,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00121,2026-09-09T23:09:01Z,APP-06,ACME\svc_sccm,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00497,2026-09-09T23:13:48Z,SCCM-01,NT AUTHORITY\SYSTEM,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00270,2026-09-09T23:15:24Z,OPS-WS-08,ACME\adavis,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00138,2026-09-09T23:25:24Z,APP-06,NT AUTHORITY\SYSTEM,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00145,2026-09-09T23:26:33Z,SCCM-01,NT AUTHORITY\SYSTEM,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00015,2026-09-09T23:36:26Z,JUMP-01,ACME\jsmith,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00293,2026-09-09T23:45:24Z,OPS-WS-08,ACME\adavis,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00275,2026-09-09T23:50:29Z,OPS-WS-08,ACME\mturner,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00342,2026-09-09T23:51:05Z,FILE-03,NT AUTHORITY\SYSTEM,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00333,2026-09-10T00:02:43Z,FILE-03,ACME\adavis,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00477,2026-09-10T00:03:12Z,OPS-WS-08,NT AUTHORITY\SYSTEM,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00199,2026-09-10T00:19:37Z,JUMP-01,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00377,2026-09-10T00:23:37Z,SCCM-01,ACME\jsmith,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00343,2026-09-10T00:42:57Z,ENG-WS-17,ACME\adavis,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00311,2026-09-10T00:51:27Z,ENG-WS-17,ACME\svc_sccm,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00222,2026-09-10T00:51:38Z,SCCM-01,ACME\mturner,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00193,2026-09-10T00:55:25Z,JUMP-01,ACME\mturner,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00059,2026-09-10T01:09:01Z,APP-06,ACME\adavis,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00049,2026-09-10T01:12:24Z,FILE-03,NT AUTHORITY\SYSTEM,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00131,2026-09-10T01:20:26Z,OPS-WS-08,NT AUTHORITY\SYSTEM,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00390,2026-09-10T01:33:35Z,FILE-03,ACME\mturner,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00229,2026-09-10T01:39:25Z,ENG-WS-17,NT AUTHORITY\SYSTEM,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00128,2026-09-10T02:02:33Z,FILE-03,ACME\svc_sccm,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00439,2026-09-10T02:10:27Z,SCCM-01,ACME\mturner,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00227,2026-09-10T02:20:04Z,ENG-WS-17,ACME\jsmith,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00362,2026-09-10T02:29:15Z,ENG-WS-17,ACME\jsmith,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00470,2026-09-10T02:30:37Z,FILE-03,ACME\svc_sccm,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00134,2026-09-10T02:40:48Z,OPS-WS-08,ACME\mturner,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00353,2026-09-10T03:05:21Z,APP-06,ACME\jsmith,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00148,2026-09-10T03:12:20Z,APP-06,NT AUTHORITY\SYSTEM,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00428,2026-09-10T03:44:44Z,FILE-03,ACME\svc_sccm,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00281,2026-09-10T03:52:18Z,FILE-03,ACME\svc_sccm,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00460,2026-09-10T04:09:47Z,ENG-WS-17,ACME\adavis,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00080,2026-09-10T04:25:23Z,OPS-WS-08,ACME\mturner,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00307,2026-09-10T04:37:00Z,OPS-WS-08,ACME\svc_sccm,CcmExec.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00119,2026-09-10T04:37:28Z,DC-01,NT AUTHORITY\SYSTEM,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00187,2026-09-10T04:43:40Z,SCCM-01,ACME\adavis,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00403,2026-09-10T04:55:27Z,JUMP-01,ACME\svc_sccm,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00401,2026-09-10T05:01:48Z,APP-06,NT AUTHORITY\SYSTEM,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00123,2026-09-10T05:07:34Z,FILE-03,NT AUTHORITY\SYSTEM,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00313,2026-09-10T05:16:49Z,DC-01,NT AUTHORITY\SYSTEM,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00498,2026-09-10T05:42:13Z,OPS-WS-08,ACME\adavis,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00110,2026-09-10T05:44:16Z,ENG-WS-17,ACME\adavis,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00418,2026-09-10T05:50:23Z,FILE-03,ACME\mturner,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00159,2026-09-10T05:53:10Z,SCCM-01,ACME\svc_sccm,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00452,2026-09-10T05:56:19Z,DC-01,ACME\jsmith,explorer.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00175,2026-09-10T06:03:09Z,FILE-03,ACME\svc_sccm,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00328,2026-09-10T06:10:16Z,DC-01,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00435,2026-09-10T06:13:35Z,JUMP-01,NT AUTHORITY\SYSTEM,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00386,2026-09-10T06:25:48Z,JUMP-01,ACME\jsmith,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00103,2026-09-10T06:32:46Z,FILE-03,ACME\svc_sccm,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00169,2026-09-10T06:38:49Z,DC-01,ACME\adavis,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00392,2026-09-10T06:52:16Z,OPS-WS-08,ACME\mturner,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00245,2026-09-10T06:54:55Z,JUMP-01,ACME\jsmith,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00196,2026-09-10T06:57:06Z,OPS-WS-08,NT AUTHORITY\SYSTEM,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00208,2026-09-10T06:57:41Z,JUMP-01,ACME\svc_sccm,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00398,2026-09-10T07:07:30Z,SCCM-01,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00461,2026-09-10T07:41:08Z,JUMP-01,ACME\mturner,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00327,2026-09-10T07:43:43Z,APP-06,ACME\jsmith,svchost.exe,powershell.exe,routine process execution,benign,routine process
PROC-00254,2026-09-10T07:53:38Z,SCCM-01,ACME\jsmith,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00057,2026-09-10T08:09:16Z,APP-06,ACME\svc_sccm,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00259,2026-09-10T08:11:54Z,APP-06,NT AUTHORITY\SYSTEM,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00475,2026-09-10T08:13:52Z,SCCM-01,ACME\adavis,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00168,2026-09-10T08:36:10Z,OPS-WS-08,ACME\svc_sccm,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00368,2026-09-10T08:43:22Z,SCCM-01,ACME\adavis,svchost.exe,agent.exe,routine process execution,benign,routine process
PROC-00207,2026-09-10T09:19:39Z,FILE-03,NT AUTHORITY\SYSTEM,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00441,2026-09-10T09:33:28Z,JUMP-01,ACME\svc_sccm,services.exe,agent.exe,routine process execution,benign,routine process
PROC-00142,2026-09-10T09:34:15Z,FILE-03,ACME\adavis,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00295,2026-09-10T09:43:58Z,OPS-WS-08,ACME\jsmith,svchost.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00310,2026-09-10T09:45:11Z,FILE-03,ACME\mturner,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00276,2026-09-10T09:46:33Z,FILE-03,NT AUTHORITY\SYSTEM,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00135,2026-09-10T09:46:47Z,JUMP-01,NT AUTHORITY\SYSTEM,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00297,2026-09-10T09:53:39Z,JUMP-01,ACME\mturner,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00106,2026-09-10T10:02:17Z,FILE-03,ACME\jsmith,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00318,2026-09-10T10:16:25Z,FILE-03,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00252,2026-09-10T10:19:27Z,DC-01,ACME\svc_sccm,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00321,2026-09-10T10:22:15Z,DC-01,ACME\svc_sccm,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00099,2026-09-10T10:45:57Z,SCCM-01,ACME\jsmith,services.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00448,2026-09-10T10:58:48Z,SCCM-01,ACME\adavis,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00178,2026-09-10T11:05:02Z,DC-01,ACME\jsmith,explorer.exe,powershell.exe,routine process execution,benign,routine process
PROC-00251,2026-09-10T11:25:52Z,DC-01,NT AUTHORITY\SYSTEM,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00204,2026-09-10T11:32:35Z,JUMP-01,ACME\svc_sccm,explorer.exe,inventorysvc.exe,routine process execution,benign,routine process
PROC-00268,2026-09-10T11:33:53Z,ENG-WS-17,ACME\mturner,services.exe,agent.exe,routine process execution,benign,routine process
PROC-00095,2026-09-10T11:38:32Z,OPS-WS-08,NT AUTHORITY\SYSTEM,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00154,2026-09-10T12:07:32Z,JUMP-01,NT AUTHORITY\SYSTEM,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
PROC-00260,2026-09-10T12:12:18Z,JUMP-01,NT AUTHORITY\SYSTEM,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00179,2026-09-10T12:22:18Z,SCCM-01,ACME\jsmith,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00090,2026-09-10T12:29:22Z,ENG-WS-17,ACME\svc_sccm,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00112,2026-09-10T12:50:27Z,JUMP-01,ACME\jsmith,svchost.exe,cmd.exe,routine process execution,benign,routine process
PROC-00450,2026-09-10T12:51:10Z,SCCM-01,NT AUTHORITY\SYSTEM,CcmExec.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00104,2026-09-10T13:05:35Z,JUMP-01,ACME\mturner,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00273,2026-09-10T13:08:16Z,JUMP-01,ACME\svc_sccm,explorer.exe,agent.exe,routine process execution,benign,routine process
PROC-00157,2026-09-10T13:11:55Z,OPS-WS-08,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00329,2026-09-10T13:13:58Z,ENG-WS-17,ACME\adavis,services.exe,agent.exe,routine process execution,benign,routine process
PROC-00396,2026-09-10T13:24:53Z,DC-01,ACME\mturner,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00051,2026-09-10T13:33:41Z,APP-06,ACME\mturner,services.exe,cmd.exe,routine process execution,benign,routine process
PROC-00149,2026-09-10T13:40:39Z,ENG-WS-17,ACME\svc_sccm,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00045,2026-09-10T13:41:24Z,DC-01,ACME\adavis,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00410,2026-09-10T13:46:26Z,FILE-03,ACME\jsmith,CcmExec.exe,powershell.exe,routine process execution,benign,routine process
PROC-00033,2026-09-10T13:56:01Z,FILE-03,ACME\adavis,CcmExec.exe,agent.exe,routine process execution,benign,routine process
PROC-00247,2026-09-10T15:01:12Z,DC-01,ACME\jsmith,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00042,2026-09-10T15:21:48Z,FILE-03,ACME\jsmith,services.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00459,2026-09-10T15:35:46Z,SCCM-01,ACME\svc_sccm,svchost.exe,msiexec.exe,routine process execution,benign,routine process
PROC-00158,2026-09-10T15:43:38Z,FILE-03,ACME\jsmith,services.exe,powershell.exe,routine process execution,benign,routine process
PROC-00087,2026-09-10T15:44:32Z,SCCM-01,ACME\adavis,explorer.exe,cmd.exe,routine process execution,benign,routine process
PROC-00340,2026-09-10T16:02:08Z,OPS-WS-08,ACME\adavis,CcmExec.exe,cmd.exe,routine process execution,benign,routine process
