id,_time,host,user,item,target,source,provenance,classification
START-N-03153,2026-09-20T16:57:15Z,PATCH-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-05204,2026-09-20T16:58:08Z,DC-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-04828,2026-09-20T16:58:35Z,DC-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09464,2026-09-20T16:58:41Z,ENG-WS-17,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-01923,2026-09-20T16:59:15Z,HR-WS-22,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-08497,2026-09-20T16:59:56Z,MGMT-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-08199,2026-09-20T17:00:34Z,FIN-WS-09,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-07242,2026-09-20T17:01:12Z,ENG-WS-17,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-03329,2026-09-20T17:01:32Z,APP-06,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-03476,2026-09-20T17:02:24Z,HR-WS-22,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-00891,2026-09-20T17:02:35Z,FIN-WS-09,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-01290,2026-09-20T17:02:55Z,PATCH-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-05369,2026-09-20T17:03:20Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04811,2026-09-20T17:04:17Z,MGMT-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-08714,2026-09-20T17:05:07Z,APP-06,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-06706,2026-09-20T17:05:18Z,DC-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-09132,2026-09-20T17:05:48Z,APP-06,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-00778,2026-09-20T17:06:59Z,HR-WS-08,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-05865,2026-09-20T17:07:24Z,HR-WS-22,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-04264,2026-09-20T17:07:43Z,ENG-WS-17,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-01574,2026-09-20T17:07:51Z,DC-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-08297,2026-09-20T17:07:52Z,HR-WS-22,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-03549,2026-09-20T17:08:15Z,APP-06,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-09609,2026-09-20T17:09:17Z,ENG-WS-17,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-06401,2026-09-20T17:10:45Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-01559,2026-09-20T17:12:07Z,APP-06,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-03233,2026-09-20T17:12:18Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-05758,2026-09-20T17:12:35Z,DC-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-03021,2026-09-20T17:12:51Z,ENG-WS-17,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-03330,2026-09-20T17:13:00Z,HR-WS-08,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-07847,2026-09-20T17:13:12Z,HR-WS-08,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-00193,2026-09-20T17:14:07Z,DC-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-04472,2026-09-20T17:14:39Z,FIN-WS-09,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-03542,2026-09-20T17:14:56Z,MGMT-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-07973,2026-09-20T17:15:44Z,DC-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09894,2026-09-20T17:15:46Z,FIN-WS-09,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-05363,2026-09-20T17:15:49Z,DC-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-01824,2026-09-20T17:16:20Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-08892,2026-09-20T17:16:29Z,MGMT-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-08518,2026-09-20T17:18:21Z,PATCH-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-00919,2026-09-20T17:18:34Z,PATCH-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-03687,2026-09-20T17:19:04Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-05286,2026-09-20T17:21:19Z,DC-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-05135,2026-09-20T17:21:28Z,FIN-WS-09,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-04324,2026-09-20T17:23:05Z,HR-WS-22,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-01431,2026-09-20T17:25:02Z,ENG-WS-17,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-00645,2026-09-20T17:25:08Z,PATCH-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-08819,2026-09-20T17:25:25Z,APP-06,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-08181,2026-09-20T17:25:49Z,HR-WS-08,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-07519,2026-09-20T17:26:25Z,PATCH-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-04093,2026-09-20T17:27:18Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-08989,2026-09-20T17:27:28Z,HR-WS-08,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-06715,2026-09-20T17:27:50Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01840,2026-09-20T17:27:59Z,FIN-WS-09,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-07873,2026-09-20T17:28:05Z,HR-WS-22,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-01601,2026-09-20T17:28:09Z,FIN-WS-09,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-00609,2026-09-20T17:30:03Z,FIN-WS-09,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-08250,2026-09-20T17:30:04Z,HR-WS-22,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-00720,2026-09-20T17:30:41Z,ENG-WS-17,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-00890,2026-09-20T17:31:33Z,FIN-WS-09,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-03548,2026-09-20T17:32:32Z,FIN-WS-09,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-01548,2026-09-20T17:32:50Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-08756,2026-09-20T17:33:38Z,ENG-WS-17,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-01952,2026-09-20T17:36:03Z,HR-WS-08,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-05835,2026-09-20T17:36:38Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-03730,2026-09-20T17:36:48Z,HR-WS-08,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-09298,2026-09-20T17:36:50Z,FIN-WS-09,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-07026,2026-09-20T17:37:08Z,MGMT-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-03527,2026-09-20T17:37:16Z,APP-06,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-02316,2026-09-20T17:39:35Z,MGMT-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-03393,2026-09-20T17:39:48Z,APP-06,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-02051,2026-09-20T17:40:45Z,PATCH-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-02084,2026-09-20T17:40:46Z,APP-06,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-04037,2026-09-20T17:42:00Z,APP-06,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09815,2026-09-20T17:42:20Z,FIN-WS-09,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-05225,2026-09-20T17:43:08Z,MGMT-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-07521,2026-09-20T17:43:37Z,APP-06,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-05428,2026-09-20T17:43:46Z,HR-WS-08,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-07104,2026-09-20T17:45:44Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-08396,2026-09-20T17:45:58Z,ENG-WS-17,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-01921,2026-09-20T17:46:24Z,ENG-WS-17,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-08891,2026-09-20T17:47:36Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-04526,2026-09-20T17:48:00Z,APP-06,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-07576,2026-09-20T17:48:57Z,HR-WS-08,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-08171,2026-09-20T17:50:06Z,PATCH-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-00388,2026-09-20T17:50:16Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-06532,2026-09-20T17:50:23Z,MGMT-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-06494,2026-09-20T17:50:27Z,APP-06,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-08614,2026-09-20T17:50:43Z,DC-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-09971,2026-09-20T17:52:34Z,FIN-WS-09,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-01831,2026-09-20T17:54:03Z,HR-WS-08,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04211,2026-09-20T17:54:22Z,MGMT-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-00531,2026-09-20T17:55:32Z,HR-WS-22,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-05690,2026-09-20T17:55:42Z,HR-WS-22,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01916,2026-09-20T17:55:59Z,MGMT-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-08376,2026-09-20T17:56:58Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-03529,2026-09-20T17:58:50Z,ENG-WS-17,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-08459,2026-09-20T17:59:21Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-09650,2026-09-20T17:59:21Z,HR-WS-22,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-07176,2026-09-20T17:59:26Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-09691,2026-09-20T17:59:35Z,HR-WS-08,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-07433,2026-09-20T17:59:47Z,PATCH-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-02071,2026-09-20T18:01:38Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-04927,2026-09-20T18:01:40Z,MGMT-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-03101,2026-09-20T18:01:49Z,FIN-WS-09,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-05032,2026-09-20T18:02:31Z,HR-WS-22,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-02906,2026-09-20T18:02:55Z,DC-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-04226,2026-09-20T18:03:12Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-05063,2026-09-20T18:04:00Z,HR-WS-08,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-07875,2026-09-20T18:04:22Z,FIN-WS-09,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-02760,2026-09-20T18:05:01Z,HR-WS-22,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-00644,2026-09-20T18:05:46Z,FIN-WS-09,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-07942,2026-09-20T18:06:38Z,FIN-WS-09,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-09174,2026-09-20T18:06:38Z,APP-06,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-06030,2026-09-20T18:07:05Z,DC-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-06493,2026-09-20T18:09:35Z,HR-WS-22,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-07115,2026-09-20T18:10:29Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-07814,2026-09-20T18:10:32Z,APP-06,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-05984,2026-09-20T18:10:59Z,HR-WS-08,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-04537,2026-09-20T18:12:16Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-02457,2026-09-20T18:14:11Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-06138,2026-09-20T18:14:18Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-05763,2026-09-20T18:14:40Z,APP-06,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-01366,2026-09-20T18:15:46Z,PATCH-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04470,2026-09-20T18:15:55Z,MGMT-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-07351,2026-09-20T18:16:02Z,ENG-WS-17,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-09848,2026-09-20T18:16:19Z,APP-06,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-09397,2026-09-20T18:16:26Z,MGMT-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-04983,2026-09-20T18:16:51Z,FIN-WS-09,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-08006,2026-09-20T18:16:56Z,MGMT-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-03361,2026-09-20T18:17:52Z,MGMT-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-03199,2026-09-20T18:17:56Z,PATCH-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-00869,2026-09-20T18:19:24Z,MGMT-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-03702,2026-09-20T18:19:32Z,ENG-WS-17,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-03918,2026-09-20T18:19:49Z,ENG-WS-17,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-06918,2026-09-20T18:20:12Z,DC-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01850,2026-09-20T18:20:28Z,ENG-WS-17,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-04854,2026-09-20T18:20:51Z,DC-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06052,2026-09-20T18:20:55Z,DC-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-04097,2026-09-20T18:21:46Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04176,2026-09-20T18:22:45Z,MGMT-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-05048,2026-09-20T18:23:04Z,DC-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-04468,2026-09-20T18:23:23Z,PATCH-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-07069,2026-09-20T18:23:42Z,ENG-WS-17,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06625,2026-09-20T18:24:01Z,APP-06,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-05636,2026-09-20T18:24:41Z,FIN-WS-09,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-00003,2026-09-20T18:24:43Z,PATCH-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-01178,2026-09-20T18:26:21Z,HR-WS-22,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-05093,2026-09-20T18:26:31Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-03475,2026-09-20T18:27:36Z,ENG-WS-17,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-04373,2026-09-20T18:30:43Z,FIN-WS-09,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-07288,2026-09-20T18:30:52Z,HR-WS-08,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-00360,2026-09-20T18:31:11Z,PATCH-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-00458,2026-09-20T18:31:31Z,ENG-WS-17,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-06860,2026-09-20T18:31:47Z,HR-WS-08,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-05766,2026-09-20T18:32:27Z,FIN-WS-09,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-09686,2026-09-20T18:32:55Z,DC-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-07910,2026-09-20T18:33:35Z,APP-06,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09207,2026-09-20T18:33:55Z,ENG-WS-17,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-04718,2026-09-20T18:34:15Z,APP-06,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-04304,2026-09-20T18:34:59Z,HR-WS-08,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-03857,2026-09-20T18:35:57Z,DC-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-00967,2026-09-20T18:35:59Z,PATCH-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-02441,2026-09-20T18:36:45Z,DC-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-05003,2026-09-20T18:36:57Z,MGMT-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-05861,2026-09-20T18:37:53Z,MGMT-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-07829,2026-09-20T18:38:38Z,DC-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-01608,2026-09-20T18:38:43Z,FIN-WS-09,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-02200,2026-09-20T18:39:02Z,FIN-WS-09,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-06677,2026-09-20T18:39:03Z,APP-06,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-07236,2026-09-20T18:39:21Z,ENG-WS-17,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-08358,2026-09-20T18:40:52Z,APP-06,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-03319,2026-09-20T18:40:54Z,DC-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-03651,2026-09-20T18:40:59Z,HR-WS-08,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-04069,2026-09-20T18:41:39Z,FIN-WS-09,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-04884,2026-09-20T18:42:01Z,DC-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-00309,2026-09-20T18:42:27Z,HR-WS-08,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-08839,2026-09-20T18:42:31Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-08279,2026-09-20T18:42:54Z,HR-WS-22,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-04855,2026-09-20T18:42:58Z,FIN-WS-09,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-04961,2026-09-20T18:43:45Z,HR-WS-08,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-03380,2026-09-20T18:44:51Z,FIN-WS-09,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-05997,2026-09-20T18:46:17Z,HR-WS-22,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-02515,2026-09-20T18:47:38Z,FIN-WS-09,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-02876,2026-09-20T18:48:49Z,ENG-WS-17,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-07206,2026-09-20T18:49:13Z,APP-06,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-05481,2026-09-20T18:49:22Z,HR-WS-22,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-06142,2026-09-20T18:51:01Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-03155,2026-09-20T18:51:24Z,ENG-WS-17,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06112,2026-09-20T18:51:34Z,ENG-WS-17,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-06406,2026-09-20T18:51:34Z,APP-06,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-06717,2026-09-20T18:52:43Z,HR-WS-08,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-00074,2026-09-20T18:52:56Z,HR-WS-08,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-09636,2026-09-20T18:54:52Z,APP-06,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-04923,2026-09-20T18:55:07Z,HR-WS-22,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-06164,2026-09-20T18:55:07Z,FIN-WS-09,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-04167,2026-09-20T18:56:05Z,FIN-WS-09,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-00812,2026-09-20T18:57:37Z,HR-WS-22,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-02319,2026-09-20T18:57:54Z,PATCH-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-00456,2026-09-20T18:57:59Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-00515,2026-09-20T18:57:59Z,FIN-WS-09,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-04984,2026-09-20T18:58:19Z,PATCH-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06937,2026-09-20T18:59:21Z,APP-06,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-05146,2026-09-20T19:01:20Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06480,2026-09-20T19:02:10Z,HR-WS-08,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-00627,2026-09-20T19:02:40Z,HR-WS-22,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-09090,2026-09-20T19:02:49Z,MGMT-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-02471,2026-09-20T19:04:44Z,MGMT-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-03590,2026-09-20T19:05:08Z,HR-WS-22,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-02587,2026-09-20T19:05:18Z,ENG-WS-17,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-05983,2026-09-20T19:05:42Z,HR-WS-22,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-06309,2026-09-20T19:05:55Z,ENG-WS-17,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-08291,2026-09-20T19:06:03Z,DC-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09804,2026-09-20T19:07:24Z,DC-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-00828,2026-09-20T19:08:01Z,FIN-WS-09,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-08152,2026-09-20T19:08:02Z,MGMT-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-05688,2026-09-20T19:08:11Z,HR-WS-08,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-08421,2026-09-20T19:08:22Z,FIN-WS-09,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-06404,2026-09-20T19:08:47Z,FIN-WS-09,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-08653,2026-09-20T19:08:48Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-01121,2026-09-20T19:09:26Z,ENG-WS-17,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-03163,2026-09-20T19:10:23Z,PATCH-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-06550,2026-09-20T19:10:39Z,DC-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-02857,2026-09-20T19:11:04Z,FIN-WS-09,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-07145,2026-09-20T19:11:14Z,FIN-WS-09,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-01810,2026-09-20T19:11:52Z,MGMT-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-06787,2026-09-20T19:12:04Z,HR-WS-22,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-03307,2026-09-20T19:12:27Z,HR-WS-08,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-03750,2026-09-20T19:13:25Z,DC-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-06356,2026-09-20T19:14:46Z,PATCH-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-02013,2026-09-20T19:14:58Z,FIN-WS-09,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-01377,2026-09-20T19:15:03Z,MGMT-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-03118,2026-09-20T19:15:06Z,MGMT-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-07989,2026-09-20T19:15:31Z,MGMT-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-08021,2026-09-20T19:15:32Z,PATCH-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-05322,2026-09-20T19:16:43Z,DC-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
