id,_time,src,dest,user,process,port,result,classification
NET-N-05048,2026-09-19T18:49:46Z,PATCH-01,DC-01,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-09004,2026-09-19T18:51:03Z,ENG-WS-17,MGMT-01,ACME\\jsmith,Teams.exe,53,allowed,benign
NET-N-00701,2026-09-19T18:51:29Z,APP-06,DC-01,ACME\\mgarcia,cmd.exe,53,allowed,benign
NET-N-07705,2026-09-19T18:51:37Z,HR-WS-08,DC-01,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-03484,2026-09-19T18:52:12Z,HR-WS-22,MGMT-01,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-01278,2026-09-19T18:52:20Z,HR-WS-22,DC-01,ACME\\svc_patch,Teams.exe,53,allowed,benign
NET-N-04830,2026-09-19T18:54:05Z,PATCH-01,MGMT-01,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-06877,2026-09-19T18:54:08Z,MGMT-01,MGMT-01,ACME\\lchen,Teams.exe,53,allowed,benign
NET-N-01180,2026-09-19T18:54:47Z,PATCH-01,198.51.100.20,SYSTEM,agent.exe,53,allowed,benign
NET-N-07765,2026-09-19T18:55:39Z,DC-01,198.51.100.20,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-03186,2026-09-19T18:56:04Z,APP-06,MGMT-01,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-09497,2026-09-19T18:57:36Z,ENG-WS-17,DC-01,ACME\\svc_patch,agent.exe,443,allowed,benign
NET-N-06962,2026-09-19T18:58:15Z,APP-06,DC-01,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-00069,2026-09-19T18:58:26Z,MGMT-01,MGMT-01,ACME\\mgarcia,cmd.exe,53,allowed,benign
NET-N-05065,2026-09-19T18:58:49Z,MGMT-01,DC-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-04440,2026-09-19T18:59:13Z,HR-WS-08,DC-01,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-01826,2026-09-19T18:59:44Z,DC-01,DC-01,SYSTEM,cmd.exe,53,allowed,benign
NET-N-02382,2026-09-19T18:59:46Z,ENG-WS-17,198.51.100.20,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-07673,2026-09-19T18:59:50Z,HR-WS-08,MGMT-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-01391,2026-09-19T19:00:20Z,APP-06,MGMT-01,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-05132,2026-09-19T19:00:57Z,FIN-WS-09,MGMT-01,SYSTEM,cmd.exe,53,allowed,benign
NET-N-03172,2026-09-19T19:01:07Z,HR-WS-22,MGMT-01,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-08670,2026-09-19T19:03:39Z,FIN-WS-09,MGMT-01,SYSTEM,cmd.exe,443,allowed,benign
NET-N-01085,2026-09-19T19:04:13Z,MGMT-01,DC-01,ACME\\svc_patch,cmd.exe,53,allowed,benign
NET-N-00348,2026-09-19T19:04:28Z,ENG-WS-17,MGMT-01,ACME\\mgarcia,cmd.exe,443,allowed,benign
NET-N-01959,2026-09-19T19:05:57Z,FIN-WS-09,198.51.100.20,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-03145,2026-09-19T19:06:37Z,MGMT-01,198.51.100.20,SYSTEM,cmd.exe,445,allowed,benign
NET-N-07568,2026-09-19T19:06:39Z,FIN-WS-09,198.51.100.20,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-09520,2026-09-19T19:06:41Z,FIN-WS-09,198.51.100.20,SYSTEM,cmd.exe,53,allowed,benign
NET-N-06317,2026-09-19T19:07:31Z,HR-WS-22,DC-01,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-03899,2026-09-19T19:08:09Z,HR-WS-22,DC-01,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-05523,2026-09-19T19:08:25Z,HR-WS-22,DC-01,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-07255,2026-09-19T19:08:33Z,ENG-WS-17,DC-01,SYSTEM,cmd.exe,443,allowed,benign
NET-N-05067,2026-09-19T19:09:43Z,FIN-WS-09,DC-01,ACME\\lchen,Teams.exe,53,allowed,benign
NET-N-08739,2026-09-19T19:10:05Z,MGMT-01,DC-01,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-02441,2026-09-19T19:10:11Z,ENG-WS-17,MGMT-01,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-02450,2026-09-19T19:10:21Z,HR-WS-08,MGMT-01,SYSTEM,Teams.exe,443,allowed,benign
NET-N-03148,2026-09-19T19:10:38Z,HR-WS-08,198.51.100.20,ACME\\jsmith,agent.exe,443,allowed,benign
NET-N-01759,2026-09-19T19:10:58Z,APP-06,198.51.100.20,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-08287,2026-09-19T19:13:41Z,HR-WS-08,DC-01,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-06314,2026-09-19T19:14:37Z,HR-WS-22,MGMT-01,ACME\\svc_patch,cmd.exe,443,allowed,benign
NET-N-07014,2026-09-19T19:15:48Z,PATCH-01,MGMT-01,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-07107,2026-09-19T19:16:40Z,FIN-WS-09,MGMT-01,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-09193,2026-09-19T19:17:44Z,APP-06,198.51.100.20,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-09045,2026-09-19T19:17:58Z,DC-01,MGMT-01,SYSTEM,agent.exe,53,allowed,benign
NET-N-04462,2026-09-19T19:18:33Z,MGMT-01,198.51.100.20,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-04322,2026-09-19T19:19:32Z,HR-WS-22,198.51.100.20,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-02514,2026-09-19T19:19:42Z,APP-06,DC-01,SYSTEM,Teams.exe,53,allowed,benign
NET-N-05716,2026-09-19T19:20:19Z,ENG-WS-17,DC-01,SYSTEM,Teams.exe,53,allowed,benign
NET-N-04563,2026-09-19T19:20:33Z,HR-WS-08,198.51.100.20,SYSTEM,cmd.exe,445,allowed,benign
NET-N-07265,2026-09-19T19:20:51Z,FIN-WS-09,DC-01,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-09253,2026-09-19T19:20:56Z,MGMT-01,DC-01,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-05156,2026-09-19T19:21:47Z,APP-06,DC-01,SYSTEM,cmd.exe,53,allowed,benign
NET-N-06630,2026-09-19T19:22:50Z,MGMT-01,MGMT-01,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-02713,2026-09-19T19:23:30Z,HR-WS-08,DC-01,SYSTEM,agent.exe,443,allowed,benign
NET-N-09003,2026-09-19T19:24:37Z,ENG-WS-17,198.51.100.20,ACME\\mgarcia,cmd.exe,53,allowed,benign
NET-N-03908,2026-09-19T19:24:46Z,APP-06,DC-01,ACME\\jsmith,cmd.exe,445,allowed,benign
NET-N-03588,2026-09-19T19:25:14Z,PATCH-01,MGMT-01,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-00133,2026-09-19T19:27:31Z,APP-06,MGMT-01,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-01186,2026-09-19T19:27:34Z,PATCH-01,DC-01,ACME\\mgarcia,cmd.exe,443,allowed,benign
NET-N-09074,2026-09-19T19:27:44Z,PATCH-01,MGMT-01,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-01270,2026-09-19T19:28:37Z,MGMT-01,198.51.100.20,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-02175,2026-09-19T19:30:09Z,HR-WS-22,198.51.100.20,SYSTEM,cmd.exe,53,allowed,benign
NET-N-04458,2026-09-19T19:30:28Z,HR-WS-22,MGMT-01,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-02507,2026-09-19T19:30:48Z,DC-01,DC-01,SYSTEM,Teams.exe,443,allowed,benign
NET-N-02314,2026-09-19T19:30:55Z,HR-WS-08,MGMT-01,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-01330,2026-09-19T19:32:01Z,APP-06,MGMT-01,ACME\\mgarcia,cmd.exe,53,allowed,benign
NET-N-08507,2026-09-19T19:32:21Z,MGMT-01,DC-01,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-04101,2026-09-19T19:32:42Z,HR-WS-08,DC-01,ACME\\svc_patch,agent.exe,53,allowed,benign
NET-N-05594,2026-09-19T19:32:42Z,HR-WS-08,MGMT-01,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-06269,2026-09-19T19:32:47Z,DC-01,DC-01,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-01151,2026-09-19T19:34:06Z,HR-WS-22,198.51.100.20,SYSTEM,cmd.exe,443,allowed,benign
NET-N-02821,2026-09-19T19:34:41Z,DC-01,MGMT-01,ACME\\lchen,cmd.exe,445,allowed,benign
NET-N-02806,2026-09-19T19:35:15Z,DC-01,198.51.100.20,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-08228,2026-09-19T19:35:21Z,APP-06,MGMT-01,ACME\\mgarcia,agent.exe,53,allowed,benign
NET-N-04060,2026-09-19T19:35:22Z,MGMT-01,DC-01,ACME\\mgarcia,cmd.exe,443,allowed,benign
NET-N-05232,2026-09-19T19:35:59Z,FIN-WS-09,198.51.100.20,SYSTEM,cmd.exe,445,allowed,benign
NET-N-05930,2026-09-19T19:36:13Z,PATCH-01,198.51.100.20,SYSTEM,Teams.exe,445,allowed,benign
NET-N-03085,2026-09-19T19:36:53Z,ENG-WS-17,198.51.100.20,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-06912,2026-09-19T19:37:47Z,HR-WS-08,DC-01,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-02785,2026-09-19T19:38:13Z,FIN-WS-09,DC-01,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-06323,2026-09-19T19:38:25Z,HR-WS-08,DC-01,SYSTEM,agent.exe,445,allowed,benign
NET-N-08552,2026-09-19T19:38:57Z,APP-06,DC-01,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-02019,2026-09-19T19:39:06Z,PATCH-01,198.51.100.20,ACME\\jsmith,Teams.exe,53,allowed,benign
NET-N-03875,2026-09-19T19:40:13Z,APP-06,DC-01,ACME\\mgarcia,Teams.exe,445,allowed,benign
NET-N-00792,2026-09-19T19:41:12Z,APP-06,MGMT-01,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-03476,2026-09-19T19:42:12Z,ENG-WS-17,DC-01,ACME\\lchen,agent.exe,443,allowed,benign
NET-N-01150,2026-09-19T19:44:08Z,ENG-WS-17,DC-01,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-08425,2026-09-19T19:44:24Z,HR-WS-22,DC-01,ACME\\lchen,cmd.exe,445,allowed,benign
NET-N-04927,2026-09-19T19:44:36Z,HR-WS-22,198.51.100.20,ACME\\lchen,Teams.exe,445,allowed,benign
NET-N-01726,2026-09-19T19:44:45Z,ENG-WS-17,DC-01,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-05030,2026-09-19T19:45:01Z,HR-WS-08,198.51.100.20,ACME\\lchen,agent.exe,443,allowed,benign
NET-N-00661,2026-09-19T19:45:08Z,PATCH-01,198.51.100.20,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-03742,2026-09-19T19:45:11Z,MGMT-01,DC-01,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-01011,2026-09-19T19:45:16Z,HR-WS-08,MGMT-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-06823,2026-09-19T19:45:38Z,PATCH-01,198.51.100.20,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-07630,2026-09-19T19:46:02Z,HR-WS-22,DC-01,ACME\\lchen,Teams.exe,445,allowed,benign
NET-N-05731,2026-09-19T19:46:06Z,DC-01,198.51.100.20,ACME\\jsmith,cmd.exe,445,allowed,benign
NET-N-01634,2026-09-19T19:46:52Z,HR-WS-22,MGMT-01,ACME\\jsmith,agent.exe,443,allowed,benign
NET-N-04695,2026-09-19T19:48:31Z,HR-WS-08,DC-01,ACME\\svc_patch,cmd.exe,443,allowed,benign
NET-N-05537,2026-09-19T19:49:07Z,ENG-WS-17,198.51.100.20,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-08102,2026-09-19T19:49:14Z,ENG-WS-17,DC-01,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-09296,2026-09-19T19:49:18Z,HR-WS-08,198.51.100.20,SYSTEM,agent.exe,445,allowed,benign
NET-N-01159,2026-09-19T19:49:54Z,APP-06,DC-01,SYSTEM,cmd.exe,53,allowed,benign
NET-N-04000,2026-09-19T19:50:10Z,HR-WS-08,198.51.100.20,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-03377,2026-09-19T19:50:18Z,ENG-WS-17,MGMT-01,ACME\\jsmith,Teams.exe,53,allowed,benign
NET-N-05088,2026-09-19T19:50:26Z,PATCH-01,MGMT-01,ACME\\svc_patch,Teams.exe,445,allowed,benign
NET-N-08442,2026-09-19T19:50:54Z,PATCH-01,MGMT-01,ACME\\jsmith,agent.exe,443,allowed,benign
NET-N-07472,2026-09-19T19:50:59Z,PATCH-01,MGMT-01,ACME\\svc_patch,agent.exe,443,allowed,benign
NET-N-08432,2026-09-19T19:51:48Z,FIN-WS-09,MGMT-01,SYSTEM,Teams.exe,53,allowed,benign
NET-N-04359,2026-09-19T19:51:50Z,DC-01,DC-01,ACME\\jsmith,Teams.exe,445,allowed,benign
NET-N-08824,2026-09-19T19:52:12Z,HR-WS-22,198.51.100.20,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-05379,2026-09-19T19:53:41Z,HR-WS-22,DC-01,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-00076,2026-09-19T19:54:42Z,FIN-WS-09,MGMT-01,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-02955,2026-09-19T19:54:57Z,MGMT-01,198.51.100.20,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-08153,2026-09-19T19:54:57Z,ENG-WS-17,198.51.100.20,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-08502,2026-09-19T19:55:06Z,FIN-WS-09,DC-01,ACME\\lchen,Teams.exe,445,allowed,benign
NET-N-01017,2026-09-19T19:55:52Z,MGMT-01,MGMT-01,ACME\\svc_patch,agent.exe,443,allowed,benign
NET-N-03004,2026-09-19T19:56:12Z,DC-01,DC-01,ACME\\svc_patch,cmd.exe,53,allowed,benign
NET-N-05384,2026-09-19T19:56:17Z,HR-WS-22,MGMT-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-06059,2026-09-19T19:56:17Z,MGMT-01,DC-01,ACME\\svc_patch,agent.exe,443,allowed,benign
NET-N-03012,2026-09-19T19:56:24Z,HR-WS-08,DC-01,ACME\\mgarcia,agent.exe,445,allowed,benign
NET-N-04489,2026-09-19T19:56:25Z,MGMT-01,MGMT-01,ACME\\jsmith,Teams.exe,445,allowed,benign
NET-N-01852,2026-09-19T19:56:37Z,DC-01,MGMT-01,ACME\\mgarcia,cmd.exe,443,allowed,benign
NET-N-09568,2026-09-19T19:57:49Z,FIN-WS-09,DC-01,SYSTEM,Teams.exe,445,allowed,benign
NET-N-06930,2026-09-19T19:58:27Z,HR-WS-22,MGMT-01,SYSTEM,Teams.exe,53,allowed,benign
NET-N-08271,2026-09-19T19:58:52Z,HR-WS-08,MGMT-01,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-00004,2026-09-19T19:58:54Z,ENG-WS-17,DC-01,ACME\\svc_patch,Teams.exe,445,allowed,benign
NET-N-07824,2026-09-19T19:58:56Z,APP-06,198.51.100.20,SYSTEM,cmd.exe,53,allowed,benign
NET-N-01635,2026-09-19T19:59:04Z,DC-01,DC-01,ACME\\lchen,Teams.exe,445,allowed,benign
NET-N-06089,2026-09-19T20:00:32Z,FIN-WS-09,198.51.100.20,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-03779,2026-09-19T20:00:43Z,HR-WS-08,198.51.100.20,ACME\\mgarcia,agent.exe,445,allowed,benign
NET-N-04123,2026-09-19T20:01:22Z,HR-WS-08,DC-01,SYSTEM,Teams.exe,445,allowed,benign
NET-N-05086,2026-09-19T20:01:50Z,HR-WS-08,198.51.100.20,ACME\\lchen,cmd.exe,445,allowed,benign
NET-N-02681,2026-09-19T20:02:00Z,HR-WS-22,MGMT-01,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-09552,2026-09-19T20:02:13Z,DC-01,198.51.100.20,ACME\\svc_patch,cmd.exe,53,allowed,benign
NET-N-02101,2026-09-19T20:02:28Z,PATCH-01,MGMT-01,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-06412,2026-09-19T20:03:12Z,HR-WS-22,DC-01,SYSTEM,agent.exe,443,allowed,benign
NET-N-06180,2026-09-19T20:03:17Z,DC-01,MGMT-01,ACME\\mgarcia,Teams.exe,445,allowed,benign
NET-N-06102,2026-09-19T20:03:42Z,MGMT-01,MGMT-01,ACME\\lchen,agent.exe,53,allowed,benign
NET-N-01769,2026-09-19T20:03:52Z,DC-01,MGMT-01,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-06564,2026-09-19T20:03:55Z,APP-06,DC-01,SYSTEM,agent.exe,445,allowed,benign
NET-N-04009,2026-09-19T20:05:23Z,FIN-WS-09,198.51.100.20,ACME\\lchen,agent.exe,443,allowed,benign
NET-N-02479,2026-09-19T20:05:31Z,MGMT-01,198.51.100.20,SYSTEM,Teams.exe,445,allowed,benign
NET-N-06022,2026-09-19T20:05:41Z,APP-06,198.51.100.20,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-00498,2026-09-19T20:05:45Z,PATCH-01,DC-01,ACME\\mgarcia,Teams.exe,445,allowed,benign
NET-N-06837,2026-09-19T20:05:53Z,FIN-WS-09,DC-01,ACME\\mgarcia,agent.exe,445,allowed,benign
NET-N-00376,2026-09-19T20:06:11Z,DC-01,MGMT-01,ACME\\mgarcia,agent.exe,53,allowed,benign
NET-N-02946,2026-09-19T20:06:15Z,HR-WS-22,DC-01,SYSTEM,Teams.exe,53,allowed,benign
NET-N-07398,2026-09-19T20:06:25Z,APP-06,DC-01,SYSTEM,agent.exe,53,allowed,benign
NET-N-08751,2026-09-19T20:06:27Z,HR-WS-22,198.51.100.20,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-08885,2026-09-19T20:06:33Z,HR-WS-08,198.51.100.20,SYSTEM,agent.exe,53,allowed,benign
NET-N-00116,2026-09-19T20:07:12Z,PATCH-01,MGMT-01,SYSTEM,cmd.exe,445,allowed,benign
NET-N-08349,2026-09-19T20:09:06Z,HR-WS-08,MGMT-01,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-03618,2026-09-19T20:09:38Z,HR-WS-22,MGMT-01,ACME\\mgarcia,agent.exe,445,allowed,benign
NET-N-03792,2026-09-19T20:11:36Z,ENG-WS-17,198.51.100.20,ACME\\jsmith,Teams.exe,445,allowed,benign
NET-N-05125,2026-09-19T20:11:56Z,APP-06,MGMT-01,ACME\\svc_patch,Teams.exe,53,allowed,benign
NET-N-06726,2026-09-19T20:12:09Z,MGMT-01,198.51.100.20,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-00217,2026-09-19T20:12:49Z,PATCH-01,MGMT-01,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-04367,2026-09-19T20:13:28Z,DC-01,198.51.100.20,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-02536,2026-09-19T20:13:38Z,MGMT-01,MGMT-01,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-08295,2026-09-19T20:14:16Z,APP-06,DC-01,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-04847,2026-09-19T20:14:21Z,DC-01,MGMT-01,SYSTEM,agent.exe,53,allowed,benign
NET-N-07570,2026-09-19T20:14:22Z,APP-06,DC-01,ACME\\lchen,agent.exe,443,allowed,benign
NET-N-09073,2026-09-19T20:14:58Z,MGMT-01,MGMT-01,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-01133,2026-09-19T20:15:47Z,HR-WS-08,MGMT-01,ACME\\jsmith,cmd.exe,445,allowed,benign
NET-N-02113,2026-09-19T20:15:57Z,HR-WS-22,DC-01,ACME\\svc_patch,Teams.exe,445,allowed,benign
NET-N-03623,2026-09-19T20:16:01Z,FIN-WS-09,198.51.100.20,ACME\\mgarcia,agent.exe,53,allowed,benign
NET-N-06033,2026-09-19T20:16:14Z,ENG-WS-17,DC-01,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-04845,2026-09-19T20:17:01Z,MGMT-01,MGMT-01,SYSTEM,Teams.exe,53,allowed,benign
NET-N-06853,2026-09-19T20:17:19Z,HR-WS-22,DC-01,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-01459,2026-09-19T20:18:45Z,FIN-WS-09,MGMT-01,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-03561,2026-09-19T20:18:54Z,MGMT-01,DC-01,SYSTEM,agent.exe,443,allowed,benign
NET-N-07619,2026-09-19T20:19:49Z,MGMT-01,MGMT-01,ACME\\svc_patch,cmd.exe,443,allowed,benign
NET-N-00725,2026-09-19T20:22:11Z,HR-WS-08,DC-01,SYSTEM,Teams.exe,443,allowed,benign
NET-N-02438,2026-09-19T20:22:57Z,ENG-WS-17,MGMT-01,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-02276,2026-09-19T20:22:59Z,ENG-WS-17,198.51.100.20,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-01558,2026-09-19T20:24:22Z,MGMT-01,198.51.100.20,ACME\\mgarcia,cmd.exe,443,allowed,benign
NET-N-02145,2026-09-19T20:24:43Z,HR-WS-08,MGMT-01,ACME\\svc_patch,cmd.exe,443,allowed,benign
NET-N-00331,2026-09-19T20:25:32Z,HR-WS-08,MGMT-01,ACME\\lchen,cmd.exe,445,allowed,benign
NET-N-00515,2026-09-19T20:26:38Z,HR-WS-22,DC-01,SYSTEM,cmd.exe,53,allowed,benign
NET-N-09051,2026-09-19T20:27:08Z,APP-06,MGMT-01,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-04107,2026-09-19T20:27:19Z,PATCH-01,MGMT-01,ACME\\svc_patch,agent.exe,443,allowed,benign
NET-N-03414,2026-09-19T20:28:28Z,PATCH-01,DC-01,ACME\\svc_patch,agent.exe,53,allowed,benign
NET-N-05261,2026-09-19T20:28:40Z,HR-WS-08,DC-01,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-09248,2026-09-19T20:30:41Z,ENG-WS-17,MGMT-01,ACME\\jsmith,cmd.exe,445,allowed,benign
NET-N-03841,2026-09-19T20:31:14Z,DC-01,DC-01,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-00463,2026-09-19T20:32:28Z,ENG-WS-17,MGMT-01,ACME\\mgarcia,agent.exe,445,allowed,benign
NET-N-08528,2026-09-19T20:32:56Z,ENG-WS-17,198.51.100.20,ACME\\svc_patch,cmd.exe,443,allowed,benign
NET-N-02224,2026-09-19T20:33:28Z,FIN-WS-09,198.51.100.20,ACME\\svc_patch,cmd.exe,53,allowed,benign
NET-N-01669,2026-09-19T20:34:00Z,FIN-WS-09,MGMT-01,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-01067,2026-09-19T20:34:34Z,ENG-WS-17,DC-01,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-01093,2026-09-19T20:35:21Z,PATCH-01,198.51.100.20,SYSTEM,agent.exe,445,allowed,benign
NET-N-01675,2026-09-19T20:35:54Z,HR-WS-22,DC-01,SYSTEM,Teams.exe,53,allowed,benign
NET-N-06038,2026-09-19T20:36:07Z,MGMT-01,DC-01,SYSTEM,agent.exe,443,allowed,benign
NET-N-02103,2026-09-19T20:36:39Z,FIN-WS-09,MGMT-01,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-04079,2026-09-19T20:37:47Z,HR-WS-22,198.51.100.20,ACME\\lchen,agent.exe,53,allowed,benign
NET-N-02458,2026-09-19T20:37:52Z,PATCH-01,198.51.100.20,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-01997,2026-09-19T20:38:47Z,ENG-WS-17,DC-01,SYSTEM,cmd.exe,445,allowed,benign
NET-N-00512,2026-09-19T20:39:15Z,HR-WS-08,198.51.100.20,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-07671,2026-09-19T20:39:20Z,APP-06,198.51.100.20,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-02266,2026-09-19T20:40:21Z,DC-01,DC-01,ACME\\svc_patch,Teams.exe,445,allowed,benign
NET-N-09138,2026-09-19T20:40:50Z,HR-WS-08,198.51.100.20,ACME\\mgarcia,cmd.exe,443,allowed,benign
NET-N-09099,2026-09-19T20:41:41Z,ENG-WS-17,198.51.100.20,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-00862,2026-09-19T20:41:44Z,HR-WS-22,MGMT-01,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-07813,2026-09-19T20:41:55Z,HR-WS-08,MGMT-01,ACME\\mgarcia,Teams.exe,445,allowed,benign
NET-N-03464,2026-09-19T20:42:15Z,DC-01,198.51.100.20,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-07263,2026-09-19T20:43:09Z,APP-06,DC-01,ACME\\jsmith,Teams.exe,53,allowed,benign
NET-N-05209,2026-09-19T20:43:15Z,APP-06,198.51.100.20,ACME\\jsmith,Teams.exe,445,allowed,benign
NET-N-00106,2026-09-19T20:45:15Z,FIN-WS-09,198.51.100.20,ACME\\svc_patch,Teams.exe,53,allowed,benign
NET-N-00924,2026-09-19T20:45:36Z,APP-06,198.51.100.20,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-06973,2026-09-19T20:47:01Z,MGMT-01,MGMT-01,ACME\\jsmith,Teams.exe,445,allowed,benign
NET-N-09711,2026-09-19T20:47:43Z,FIN-WS-09,198.51.100.20,SYSTEM,Teams.exe,443,allowed,benign
NET-N-07993,2026-09-19T20:47:53Z,HR-WS-22,MGMT-01,SYSTEM,agent.exe,445,allowed,benign
NET-N-03337,2026-09-19T20:48:08Z,ENG-WS-17,DC-01,ACME\\mgarcia,cmd.exe,443,allowed,benign
NET-N-02663,2026-09-19T20:48:30Z,HR-WS-08,DC-01,ACME\\jsmith,agent.exe,443,allowed,benign
NET-N-02947,2026-09-19T20:48:59Z,FIN-WS-09,198.51.100.20,ACME\\mgarcia,Teams.exe,445,allowed,benign
NET-N-07910,2026-09-19T20:49:59Z,ENG-WS-17,198.51.100.20,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-01343,2026-09-19T20:50:20Z,APP-06,DC-01,SYSTEM,Teams.exe,443,allowed,benign
NET-N-07373,2026-09-19T20:50:22Z,HR-WS-22,198.51.100.20,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-01763,2026-09-19T20:50:44Z,APP-06,DC-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-02118,2026-09-19T20:51:58Z,MGMT-01,DC-01,ACME\\svc_patch,cmd.exe,443,allowed,benign
NET-N-00218,2026-09-19T20:52:03Z,HR-WS-08,198.51.100.20,SYSTEM,agent.exe,53,allowed,benign
NET-N-01107,2026-09-19T20:54:02Z,ENG-WS-17,MGMT-01,ACME\\svc_patch,agent.exe,445,allowed,benign
