id,_time,host,user,service,display,image_path,account,creator,provenance,classification
SVC-N-01386,2026-09-20T00:01:14Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07681,2026-09-20T00:01:53Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00048,2026-09-20T00:02:37Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00502,2026-09-20T00:08:17Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05961,2026-09-20T00:08:20Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09252,2026-09-20T00:09:07Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02559,2026-09-20T00:09:23Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00769,2026-09-20T00:10:32Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09377,2026-09-20T00:10:35Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06590,2026-09-20T00:10:48Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08068,2026-09-20T00:10:54Z,HR-WS-22,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09903,2026-09-20T00:11:34Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08439,2026-09-20T00:11:41Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01687,2026-09-20T00:12:15Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09031,2026-09-20T00:12:56Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08193,2026-09-20T00:13:39Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07235,2026-09-20T00:14:35Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09594,2026-09-20T00:17:09Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06256,2026-09-20T00:17:11Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08611,2026-09-20T00:17:39Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01927,2026-09-20T00:18:24Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02677,2026-09-20T00:19:46Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02756,2026-09-20T00:20:18Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03080,2026-09-20T00:21:38Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03045,2026-09-20T00:23:03Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06858,2026-09-20T00:23:59Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07055,2026-09-20T00:25:30Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06159,2026-09-20T00:25:37Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08991,2026-09-20T00:26:05Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06392,2026-09-20T00:26:31Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03963,2026-09-20T00:28:19Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09488,2026-09-20T00:28:21Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00036,2026-09-20T00:29:02Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08016,2026-09-20T00:29:39Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05078,2026-09-20T00:30:00Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05787,2026-09-20T00:30:04Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07737,2026-09-20T00:30:14Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06504,2026-09-20T00:30:26Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08656,2026-09-20T00:30:58Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02819,2026-09-20T00:31:12Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09560,2026-09-20T00:31:15Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07121,2026-09-20T00:32:00Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01174,2026-09-20T00:32:01Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02266,2026-09-20T00:32:34Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03460,2026-09-20T00:32:50Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03216,2026-09-20T00:33:33Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03985,2026-09-20T00:34:05Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07205,2026-09-20T00:34:30Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05555,2026-09-20T00:34:40Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04682,2026-09-20T00:34:42Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04258,2026-09-20T00:35:03Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04934,2026-09-20T00:35:38Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09383,2026-09-20T00:36:17Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00375,2026-09-20T00:36:43Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04781,2026-09-20T00:37:57Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07974,2026-09-20T00:37:57Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08984,2026-09-20T00:38:27Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06690,2026-09-20T00:39:21Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05340,2026-09-20T00:40:37Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05258,2026-09-20T00:41:13Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03007,2026-09-20T00:41:50Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08643,2026-09-20T00:41:59Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09781,2026-09-20T00:42:25Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01701,2026-09-20T00:42:58Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06846,2026-09-20T00:42:58Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03889,2026-09-20T00:42:59Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03706,2026-09-20T00:43:15Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02959,2026-09-20T00:43:58Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02655,2026-09-20T00:44:01Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03168,2026-09-20T00:44:48Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08336,2026-09-20T00:45:53Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09613,2026-09-20T00:46:00Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08212,2026-09-20T00:46:08Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07487,2026-09-20T00:47:11Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03489,2026-09-20T00:47:21Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09039,2026-09-20T00:47:38Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01176,2026-09-20T00:48:05Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04713,2026-09-20T00:48:09Z,HR-WS-22,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09318,2026-09-20T00:49:11Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05751,2026-09-20T00:50:33Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00283,2026-09-20T00:51:11Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06099,2026-09-20T00:51:15Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00995,2026-09-20T00:52:17Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05890,2026-09-20T00:52:20Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03809,2026-09-20T00:53:02Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09137,2026-09-20T00:53:32Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00671,2026-09-20T00:54:22Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04279,2026-09-20T00:54:30Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06472,2026-09-20T00:54:52Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02580,2026-09-20T00:56:14Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02711,2026-09-20T00:56:45Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01024,2026-09-20T00:56:51Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09079,2026-09-20T00:57:07Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04002,2026-09-20T00:57:35Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01390,2026-09-20T00:58:00Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09573,2026-09-20T00:58:03Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01705,2026-09-20T01:00:02Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03986,2026-09-20T01:00:10Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08794,2026-09-20T01:00:30Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00042,2026-09-20T01:01:28Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06346,2026-09-20T01:01:43Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08383,2026-09-20T01:02:28Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04896,2026-09-20T01:02:53Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07790,2026-09-20T01:03:43Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05177,2026-09-20T01:04:21Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09457,2026-09-20T01:05:01Z,HR-WS-22,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08534,2026-09-20T01:06:41Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08564,2026-09-20T01:06:56Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03392,2026-09-20T01:07:23Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08954,2026-09-20T01:08:04Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08249,2026-09-20T01:08:47Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07654,2026-09-20T01:09:06Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03946,2026-09-20T01:09:29Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04930,2026-09-20T01:10:14Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09688,2026-09-20T01:10:38Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01894,2026-09-20T01:11:27Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07934,2026-09-20T01:13:04Z,PATCH-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06325,2026-09-20T01:13:25Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09398,2026-09-20T01:13:32Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05353,2026-09-20T01:13:38Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04284,2026-09-20T01:13:57Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00969,2026-09-20T01:14:20Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00025,2026-09-20T01:14:25Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05248,2026-09-20T01:14:34Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00613,2026-09-20T01:15:09Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09760,2026-09-20T01:15:27Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03876,2026-09-20T01:15:46Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08175,2026-09-20T01:16:07Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06872,2026-09-20T01:17:21Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06260,2026-09-20T01:17:56Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04471,2026-09-20T01:18:42Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09146,2026-09-20T01:18:48Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07125,2026-09-20T01:19:46Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02092,2026-09-20T01:20:33Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04152,2026-09-20T01:20:52Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04542,2026-09-20T01:20:56Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09047,2026-09-20T01:21:43Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01777,2026-09-20T01:21:58Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08399,2026-09-20T01:21:59Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02059,2026-09-20T01:22:13Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01521,2026-09-20T01:24:59Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00595,2026-09-20T01:25:36Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09057,2026-09-20T01:28:47Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03996,2026-09-20T01:29:13Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09951,2026-09-20T01:30:08Z,APP-06,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07176,2026-09-20T01:30:59Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03981,2026-09-20T01:31:04Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00958,2026-09-20T01:31:08Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08857,2026-09-20T01:31:48Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08668,2026-09-20T01:32:11Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02703,2026-09-20T01:34:10Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05172,2026-09-20T01:34:20Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08527,2026-09-20T01:35:51Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03018,2026-09-20T01:35:52Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09852,2026-09-20T01:36:17Z,DC-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03586,2026-09-20T01:36:22Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02312,2026-09-20T01:38:38Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00802,2026-09-20T01:38:54Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02335,2026-09-20T01:40:22Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08613,2026-09-20T01:40:32Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01772,2026-09-20T01:41:09Z,HR-WS-22,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00242,2026-09-20T01:41:32Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00345,2026-09-20T01:41:45Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06265,2026-09-20T01:43:24Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03989,2026-09-20T01:43:31Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03618,2026-09-20T01:43:58Z,DC-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-08531,2026-09-20T01:44:09Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-05813,2026-09-20T01:44:11Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-00266,2026-09-20T01:44:59Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03797,2026-09-20T01:45:01Z,MGMT-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06924,2026-09-20T01:45:44Z,HR-WS-22,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02470,2026-09-20T01:46:03Z,FIN-WS-09,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07191,2026-09-20T01:46:25Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07918,2026-09-20T01:46:33Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-06680,2026-09-20T01:46:51Z,PATCH-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07400,2026-09-20T01:47:01Z,MGMT-01,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04603,2026-09-20T01:48:21Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09319,2026-09-20T01:48:59Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01621,2026-09-20T01:49:07Z,ENG-WS-17,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07045,2026-09-20T01:49:40Z,FIN-WS-09,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07900,2026-09-20T01:49:41Z,DC-01,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07787,2026-09-20T01:50:20Z,FIN-WS-09,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09075,2026-09-20T01:51:15Z,HR-WS-22,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04671,2026-09-20T01:52:01Z,HR-WS-08,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04818,2026-09-20T01:52:49Z,PATCH-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03563,2026-09-20T01:53:28Z,APP-06,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-03050,2026-09-20T01:54:13Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-09907,2026-09-20T01:54:16Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04674,2026-09-20T01:54:22Z,APP-06,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04375,2026-09-20T01:55:23Z,ENG-WS-17,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-07146,2026-09-20T01:55:51Z,MGMT-01,SYSTEM,ACMEInventory,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-01225,2026-09-20T01:56:14Z,HR-WS-08,SYSTEM,BackupAgent,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-02937,2026-09-20T01:56:30Z,HR-WS-08,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
SVC-N-04667,2026-09-20T01:56:52Z,ENG-WS-17,SYSTEM,Spooler,approved service,approved path,LocalSystem,endpoint management,approved,benign
