id,_time,host,user,signal,severity,classification
CAP-N-06936,2026-09-20T01:43:20Z,FIN-WS-09,ACME\\jsmith,admin task review,medium,context
CAP-N-03597,2026-09-20T01:43:35Z,HR-WS-22,ACME\\jsmith,service inventory,medium,context
CAP-N-04992,2026-09-20T01:43:40Z,HR-WS-22,ACME\\jsmith,startup inventory,low,context
CAP-N-03705,2026-09-20T01:43:46Z,PATCH-01,ACME\\lchen,admin task review,medium,context
CAP-N-09046,2026-09-20T01:44:39Z,MGMT-01,SYSTEM,service inventory,low,context
CAP-N-01824,2026-09-20T01:44:53Z,APP-06,ACME\\mgarcia,startup inventory,low,context
CAP-N-08288,2026-09-20T01:44:55Z,HR-WS-22,ACME\\lchen,service inventory,medium,context
CAP-N-05638,2026-09-20T01:45:10Z,APP-06,ACME\\jsmith,service inventory,low,context
CAP-N-09859,2026-09-20T01:45:51Z,DC-01,ACME\\mgarcia,admin task review,low,context
CAP-N-06212,2026-09-20T01:47:34Z,APP-06,ACME\\lchen,startup inventory,medium,context
CAP-N-04585,2026-09-20T01:49:19Z,MGMT-01,ACME\\lchen,admin task review,low,context
CAP-N-03520,2026-09-20T01:50:20Z,DC-01,ACME\\svc_patch,admin task review,low,context
CAP-N-06208,2026-09-20T01:50:20Z,PATCH-01,ACME\\lchen,service inventory,medium,context
CAP-N-00272,2026-09-20T01:50:46Z,ENG-WS-17,ACME\\lchen,service inventory,medium,context
CAP-N-00184,2026-09-20T01:51:04Z,HR-WS-22,ACME\\mgarcia,startup inventory,medium,context
CAP-N-05943,2026-09-20T01:51:09Z,HR-WS-22,SYSTEM,service inventory,low,context
CAP-N-00789,2026-09-20T01:51:31Z,MGMT-01,SYSTEM,startup inventory,low,context
CAP-N-04762,2026-09-20T01:51:57Z,ENG-WS-17,ACME\\lchen,service inventory,low,context
CAP-N-08503,2026-09-20T01:52:44Z,PATCH-01,ACME\\svc_patch,admin task review,medium,context
CAP-N-05206,2026-09-20T01:53:39Z,DC-01,ACME\\mgarcia,admin task review,medium,context
CAP-N-08909,2026-09-20T01:53:56Z,ENG-WS-17,ACME\\jsmith,startup inventory,medium,context
CAP-N-09268,2026-09-20T01:55:10Z,PATCH-01,SYSTEM,startup inventory,low,context
CAP-N-08807,2026-09-20T01:55:45Z,APP-06,ACME\\svc_patch,service inventory,low,context
CAP-N-02266,2026-09-20T01:56:07Z,APP-06,ACME\\svc_patch,startup inventory,medium,context
CAP-N-08179,2026-09-20T01:57:05Z,APP-06,ACME\\jsmith,admin task review,low,context
CAP-N-08549,2026-09-20T01:57:56Z,HR-WS-22,ACME\\mgarcia,service inventory,low,context
CAP-N-00586,2026-09-20T01:57:59Z,DC-01,ACME\\lchen,startup inventory,medium,context
CAP-N-01735,2026-09-20T01:59:24Z,HR-WS-22,ACME\\jsmith,startup inventory,low,context
CAP-N-09143,2026-09-20T01:59:34Z,DC-01,ACME\\jsmith,service inventory,medium,context
CAP-N-02156,2026-09-20T01:59:47Z,DC-01,SYSTEM,service inventory,low,context
CAP-N-07508,2026-09-20T01:59:48Z,FIN-WS-09,SYSTEM,startup inventory,medium,context
CAP-N-05986,2026-09-20T02:00:45Z,PATCH-01,ACME\\lchen,admin task review,medium,context
CAP-N-00488,2026-09-20T02:01:05Z,HR-WS-08,SYSTEM,admin task review,medium,context
CAP-N-03403,2026-09-20T02:01:44Z,APP-06,ACME\\lchen,admin task review,low,context
CAP-N-03393,2026-09-20T02:01:59Z,FIN-WS-09,ACME\\lchen,startup inventory,low,context
CAP-N-06993,2026-09-20T02:02:27Z,FIN-WS-09,SYSTEM,service inventory,medium,context
CAP-N-01666,2026-09-20T02:02:41Z,MGMT-01,ACME\\lchen,service inventory,low,context
CAP-N-06956,2026-09-20T02:03:30Z,MGMT-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-07821,2026-09-20T02:03:35Z,MGMT-01,ACME\\lchen,startup inventory,medium,context
CAP-N-03604,2026-09-20T02:03:43Z,PATCH-01,ACME\\lchen,admin task review,low,context
CAP-N-09294,2026-09-20T02:04:43Z,HR-WS-08,ACME\\mgarcia,service inventory,medium,context
CAP-N-01380,2026-09-20T02:06:19Z,APP-06,ACME\\jsmith,service inventory,medium,context
CAP-N-02941,2026-09-20T02:07:02Z,ENG-WS-17,SYSTEM,startup inventory,low,context
CAP-N-03265,2026-09-20T02:07:39Z,APP-06,ACME\\lchen,admin task review,low,context
CAP-N-02921,2026-09-20T02:07:57Z,MGMT-01,ACME\\lchen,admin task review,low,context
CAP-N-02684,2026-09-20T02:08:55Z,PATCH-01,SYSTEM,admin task review,medium,context
CAP-N-01963,2026-09-20T02:09:21Z,HR-WS-22,ACME\\jsmith,admin task review,low,context
CAP-N-07722,2026-09-20T02:09:30Z,HR-WS-22,SYSTEM,admin task review,low,context
CAP-N-09339,2026-09-20T02:11:03Z,HR-WS-08,ACME\\lchen,startup inventory,medium,context
CAP-N-09353,2026-09-20T02:11:03Z,FIN-WS-09,SYSTEM,service inventory,medium,context
CAP-N-08539,2026-09-20T02:11:21Z,MGMT-01,ACME\\lchen,admin task review,medium,context
CAP-N-02431,2026-09-20T02:11:24Z,ENG-WS-17,ACME\\jsmith,service inventory,low,context
CAP-N-00705,2026-09-20T02:11:59Z,HR-WS-08,ACME\\jsmith,admin task review,low,context
CAP-N-02843,2026-09-20T02:12:50Z,HR-WS-08,ACME\\svc_patch,service inventory,medium,context
CAP-N-08346,2026-09-20T02:12:59Z,FIN-WS-09,SYSTEM,service inventory,low,context
CAP-N-04261,2026-09-20T02:13:21Z,ENG-WS-17,SYSTEM,service inventory,medium,context
CAP-N-07551,2026-09-20T02:13:51Z,HR-WS-08,ACME\\jsmith,service inventory,medium,context
CAP-N-08608,2026-09-20T02:15:30Z,MGMT-01,ACME\\lchen,startup inventory,medium,context
CAP-N-09012,2026-09-20T02:15:37Z,DC-01,ACME\\lchen,admin task review,medium,context
CAP-N-07984,2026-09-20T02:15:40Z,APP-06,ACME\\svc_patch,startup inventory,low,context
CAP-N-06353,2026-09-20T02:15:53Z,PATCH-01,ACME\\mgarcia,admin task review,medium,context
CAP-N-01054,2026-09-20T02:15:59Z,MGMT-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-06551,2026-09-20T02:16:06Z,PATCH-01,ACME\\mgarcia,service inventory,low,context
CAP-N-06193,2026-09-20T02:17:05Z,PATCH-01,ACME\\mgarcia,admin task review,medium,context
CAP-N-04813,2026-09-20T02:19:10Z,DC-01,ACME\\svc_patch,admin task review,low,context
CAP-N-00277,2026-09-20T02:19:14Z,FIN-WS-09,ACME\\mgarcia,startup inventory,medium,context
CAP-N-08506,2026-09-20T02:19:29Z,FIN-WS-09,SYSTEM,startup inventory,low,context
CAP-N-06955,2026-09-20T02:19:34Z,HR-WS-08,SYSTEM,service inventory,medium,context
CAP-N-07887,2026-09-20T02:19:45Z,MGMT-01,ACME\\jsmith,admin task review,medium,context
CAP-N-06900,2026-09-20T02:20:06Z,APP-06,SYSTEM,service inventory,low,context
CAP-N-00303,2026-09-20T02:20:25Z,ENG-WS-17,ACME\\mgarcia,service inventory,low,context
CAP-N-02247,2026-09-20T02:21:58Z,HR-WS-22,ACME\\jsmith,service inventory,low,context
CAP-N-09378,2026-09-20T02:22:17Z,HR-WS-08,SYSTEM,admin task review,low,context
CAP-N-04607,2026-09-20T02:22:20Z,PATCH-01,ACME\\lchen,admin task review,low,context
CAP-N-05102,2026-09-20T02:22:39Z,APP-06,ACME\\lchen,service inventory,medium,context
CAP-N-05318,2026-09-20T02:23:04Z,ENG-WS-17,ACME\\mgarcia,startup inventory,low,context
CAP-N-05521,2026-09-20T02:23:17Z,PATCH-01,SYSTEM,startup inventory,medium,context
CAP-N-00436,2026-09-20T02:23:25Z,DC-01,ACME\\jsmith,startup inventory,low,context
CAP-N-01615,2026-09-20T02:23:30Z,HR-WS-22,ACME\\lchen,admin task review,medium,context
CAP-N-07143,2026-09-20T02:23:50Z,MGMT-01,SYSTEM,startup inventory,medium,context
CAP-N-05278,2026-09-20T02:24:47Z,HR-WS-08,ACME\\svc_patch,admin task review,low,context
CAP-N-05754,2026-09-20T02:26:08Z,DC-01,ACME\\svc_patch,admin task review,medium,context
CAP-N-08808,2026-09-20T02:26:34Z,HR-WS-08,ACME\\jsmith,admin task review,medium,context
CAP-N-04873,2026-09-20T02:27:42Z,HR-WS-22,ACME\\mgarcia,startup inventory,medium,context
CAP-N-09786,2026-09-20T02:29:24Z,HR-WS-22,ACME\\lchen,service inventory,medium,context
CAP-N-05348,2026-09-20T02:30:09Z,APP-06,ACME\\svc_patch,startup inventory,low,context
CAP-N-02817,2026-09-20T02:31:12Z,FIN-WS-09,ACME\\jsmith,startup inventory,medium,context
CAP-N-02196,2026-09-20T02:31:53Z,ENG-WS-17,ACME\\mgarcia,startup inventory,low,context
CAP-N-03782,2026-09-20T02:32:03Z,APP-06,SYSTEM,startup inventory,medium,context
CAP-N-02849,2026-09-20T02:33:09Z,MGMT-01,ACME\\svc_patch,admin task review,low,context
CAP-N-02506,2026-09-20T02:34:13Z,HR-WS-22,SYSTEM,admin task review,medium,context
CAP-N-00609,2026-09-20T02:34:25Z,FIN-WS-09,ACME\\lchen,startup inventory,medium,context
CAP-N-08871,2026-09-20T02:35:44Z,PATCH-01,ACME\\mgarcia,admin task review,low,context
CAP-N-06327,2026-09-20T02:36:33Z,MGMT-01,SYSTEM,admin task review,low,context
CAP-N-07128,2026-09-20T02:36:40Z,APP-06,ACME\\jsmith,startup inventory,low,context
CAP-N-06507,2026-09-20T02:38:25Z,HR-WS-08,SYSTEM,service inventory,low,context
CAP-N-05085,2026-09-20T02:38:36Z,PATCH-01,ACME\\jsmith,startup inventory,medium,context
CAP-N-07947,2026-09-20T02:38:37Z,ENG-WS-17,ACME\\lchen,service inventory,low,context
CAP-N-09153,2026-09-20T02:38:54Z,PATCH-01,SYSTEM,startup inventory,low,context
CAP-N-05938,2026-09-20T02:39:18Z,HR-WS-22,ACME\\svc_patch,service inventory,low,context
CAP-N-03940,2026-09-20T02:39:23Z,HR-WS-22,ACME\\jsmith,admin task review,low,context
CAP-N-09036,2026-09-20T02:39:30Z,PATCH-01,ACME\\jsmith,service inventory,low,context
CAP-N-00342,2026-09-20T02:39:47Z,MGMT-01,ACME\\lchen,startup inventory,medium,context
CAP-N-04378,2026-09-20T02:40:04Z,PATCH-01,ACME\\lchen,startup inventory,medium,context
CAP-N-07770,2026-09-20T02:40:04Z,HR-WS-08,SYSTEM,admin task review,medium,context
CAP-N-09160,2026-09-20T02:40:17Z,DC-01,SYSTEM,startup inventory,medium,context
CAP-N-04961,2026-09-20T02:40:47Z,MGMT-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-05750,2026-09-20T02:41:45Z,APP-06,ACME\\jsmith,admin task review,low,context
CAP-N-04051,2026-09-20T02:41:51Z,HR-WS-22,ACME\\svc_patch,startup inventory,low,context
CAP-N-06189,2026-09-20T02:42:06Z,DC-01,ACME\\lchen,service inventory,medium,context
CAP-N-06349,2026-09-20T02:42:32Z,HR-WS-08,SYSTEM,startup inventory,low,context
CAP-N-09895,2026-09-20T02:44:17Z,PATCH-01,ACME\\lchen,admin task review,low,context
CAP-N-01308,2026-09-20T02:44:24Z,ENG-WS-17,SYSTEM,startup inventory,medium,context
CAP-N-02319,2026-09-20T02:45:59Z,PATCH-01,ACME\\lchen,startup inventory,medium,context
CAP-N-02820,2026-09-20T02:46:16Z,ENG-WS-17,SYSTEM,service inventory,low,context
CAP-N-07646,2026-09-20T02:46:18Z,HR-WS-22,SYSTEM,admin task review,low,context
CAP-N-07846,2026-09-20T02:46:49Z,APP-06,SYSTEM,admin task review,medium,context
CAP-N-08865,2026-09-20T02:46:55Z,HR-WS-08,ACME\\mgarcia,admin task review,medium,context
CAP-N-09562,2026-09-20T02:46:58Z,DC-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-01645,2026-09-20T02:47:00Z,PATCH-01,ACME\\mgarcia,service inventory,low,context
CAP-N-05796,2026-09-20T02:47:47Z,ENG-WS-17,ACME\\mgarcia,service inventory,low,context
CAP-N-00489,2026-09-20T02:48:24Z,MGMT-01,ACME\\jsmith,admin task review,medium,context
CAP-N-00281,2026-09-20T02:48:27Z,PATCH-01,SYSTEM,service inventory,low,context
CAP-N-08360,2026-09-20T02:49:38Z,DC-01,SYSTEM,startup inventory,medium,context
CAP-N-04561,2026-09-20T02:49:47Z,APP-06,ACME\\lchen,service inventory,low,context
CAP-N-01074,2026-09-20T02:50:54Z,DC-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-02087,2026-09-20T02:51:33Z,HR-WS-22,SYSTEM,startup inventory,low,context
CAP-N-09637,2026-09-20T02:52:13Z,MGMT-01,ACME\\lchen,service inventory,low,context
CAP-N-07433,2026-09-20T02:54:37Z,PATCH-01,ACME\\jsmith,startup inventory,low,context
CAP-N-07784,2026-09-20T02:55:17Z,ENG-WS-17,ACME\\lchen,service inventory,low,context
CAP-N-04138,2026-09-20T02:55:47Z,ENG-WS-17,ACME\\lchen,service inventory,medium,context
CAP-N-01877,2026-09-20T02:56:00Z,MGMT-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-07808,2026-09-20T02:56:42Z,PATCH-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-00337,2026-09-20T02:57:17Z,MGMT-01,ACME\\jsmith,admin task review,low,context
CAP-N-09165,2026-09-20T02:57:20Z,DC-01,ACME\\mgarcia,admin task review,medium,context
CAP-N-08012,2026-09-20T02:58:19Z,HR-WS-08,SYSTEM,startup inventory,low,context
CAP-N-08285,2026-09-20T02:59:56Z,APP-06,SYSTEM,service inventory,low,context
CAP-N-07044,2026-09-20T03:00:08Z,ENG-WS-17,ACME\\lchen,admin task review,medium,context
CAP-N-09588,2026-09-20T03:00:36Z,HR-WS-22,ACME\\lchen,service inventory,medium,context
CAP-N-08892,2026-09-20T03:02:53Z,APP-06,ACME\\lchen,startup inventory,medium,context
CAP-N-06027,2026-09-20T03:03:14Z,HR-WS-08,SYSTEM,startup inventory,medium,context
CAP-N-00570,2026-09-20T03:04:42Z,DC-01,ACME\\svc_patch,startup inventory,low,context
CAP-N-08694,2026-09-20T03:05:04Z,HR-WS-08,ACME\\jsmith,startup inventory,medium,context
CAP-N-05529,2026-09-20T03:05:29Z,PATCH-01,ACME\\lchen,admin task review,medium,context
CAP-N-00536,2026-09-20T03:05:34Z,APP-06,SYSTEM,startup inventory,low,context
CAP-N-07888,2026-09-20T03:06:22Z,HR-WS-08,SYSTEM,startup inventory,medium,context
CAP-N-01480,2026-09-20T03:06:25Z,APP-06,ACME\\svc_patch,admin task review,medium,context
CAP-N-05866,2026-09-20T03:06:31Z,FIN-WS-09,ACME\\mgarcia,startup inventory,low,context
CAP-N-07944,2026-09-20T03:06:41Z,APP-06,ACME\\svc_patch,service inventory,low,context
CAP-N-05837,2026-09-20T03:07:41Z,MGMT-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-00706,2026-09-20T03:07:49Z,APP-06,SYSTEM,startup inventory,medium,context
CAP-N-09492,2026-09-20T03:08:33Z,HR-WS-08,ACME\\jsmith,startup inventory,medium,context
CAP-N-04650,2026-09-20T03:08:48Z,APP-06,ACME\\jsmith,startup inventory,low,context
CAP-N-04889,2026-09-20T03:10:11Z,PATCH-01,ACME\\lchen,startup inventory,low,context
CAP-N-04978,2026-09-20T03:10:24Z,ENG-WS-17,ACME\\jsmith,startup inventory,low,context
CAP-N-00223,2026-09-20T03:11:02Z,HR-WS-08,ACME\\mgarcia,startup inventory,low,context
CAP-N-01840,2026-09-20T03:11:16Z,ENG-WS-17,ACME\\mgarcia,startup inventory,low,context
CAP-N-04766,2026-09-20T03:11:16Z,DC-01,ACME\\svc_patch,startup inventory,low,context
CAP-N-00792,2026-09-20T03:11:28Z,HR-WS-08,ACME\\mgarcia,service inventory,medium,context
CAP-N-08516,2026-09-20T03:11:30Z,MGMT-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-08498,2026-09-20T03:12:29Z,MGMT-01,ACME\\jsmith,service inventory,medium,context
CAP-N-08053,2026-09-20T03:12:59Z,PATCH-01,ACME\\jsmith,service inventory,low,context
CAP-N-06702,2026-09-20T03:13:07Z,DC-01,ACME\\svc_patch,admin task review,medium,context
CAP-N-05742,2026-09-20T03:13:24Z,DC-01,ACME\\svc_patch,admin task review,low,context
CAP-N-02995,2026-09-20T03:14:31Z,MGMT-01,ACME\\lchen,startup inventory,low,context
CAP-N-07344,2026-09-20T03:14:37Z,HR-WS-08,ACME\\svc_patch,startup inventory,low,context
CAP-N-08947,2026-09-20T03:14:37Z,FIN-WS-09,SYSTEM,admin task review,medium,context
CAP-N-00562,2026-09-20T03:14:52Z,APP-06,SYSTEM,service inventory,low,context
CAP-N-05290,2026-09-20T03:15:04Z,DC-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-04422,2026-09-20T03:15:08Z,MGMT-01,ACME\\jsmith,startup inventory,low,context
CAP-N-04781,2026-09-20T03:15:08Z,HR-WS-08,ACME\\jsmith,startup inventory,medium,context
CAP-N-05785,2026-09-20T03:15:08Z,HR-WS-22,ACME\\mgarcia,startup inventory,low,context
CAP-N-08166,2026-09-20T03:15:43Z,DC-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-02063,2026-09-20T03:15:46Z,APP-06,ACME\\jsmith,admin task review,low,context
CAP-N-02332,2026-09-20T03:15:58Z,MGMT-01,SYSTEM,service inventory,medium,context
CAP-N-06431,2026-09-20T03:16:21Z,PATCH-01,ACME\\lchen,startup inventory,medium,context
CAP-N-05389,2026-09-20T03:17:14Z,MGMT-01,SYSTEM,startup inventory,medium,context
CAP-N-09448,2026-09-20T03:17:45Z,HR-WS-22,ACME\\mgarcia,admin task review,medium,context
CAP-N-08374,2026-09-20T03:17:55Z,FIN-WS-09,ACME\\svc_patch,startup inventory,medium,context
CAP-N-03517,2026-09-20T03:18:12Z,FIN-WS-09,SYSTEM,admin task review,medium,context
CAP-N-06885,2026-09-20T03:19:49Z,PATCH-01,ACME\\lchen,admin task review,low,context
CAP-N-00561,2026-09-20T03:20:11Z,HR-WS-08,ACME\\jsmith,service inventory,low,context
CAP-N-09279,2026-09-20T03:20:23Z,APP-06,SYSTEM,admin task review,medium,context
CAP-N-06228,2026-09-20T03:20:56Z,FIN-WS-09,ACME\\lchen,startup inventory,low,context
CAP-N-08954,2026-09-20T03:21:05Z,PATCH-01,SYSTEM,service inventory,low,context
CAP-N-03049,2026-09-20T03:21:32Z,FIN-WS-09,ACME\\jsmith,startup inventory,medium,context
CAP-N-00578,2026-09-20T03:21:46Z,ENG-WS-17,ACME\\lchen,startup inventory,medium,context
CAP-N-08861,2026-09-20T03:21:55Z,PATCH-01,ACME\\mgarcia,admin task review,low,context
CAP-N-03647,2026-09-20T03:22:48Z,MGMT-01,ACME\\jsmith,startup inventory,medium,context
CAP-N-03949,2026-09-20T03:23:03Z,HR-WS-08,ACME\\lchen,service inventory,medium,context
CAP-N-03088,2026-09-20T03:24:31Z,APP-06,SYSTEM,startup inventory,medium,context
CAP-N-07099,2026-09-20T03:24:39Z,DC-01,ACME\\jsmith,startup inventory,medium,context
CAP-N-04913,2026-09-20T03:24:45Z,HR-WS-22,ACME\\mgarcia,startup inventory,medium,context
CAP-N-06343,2026-09-20T03:25:34Z,HR-WS-22,ACME\\svc_patch,admin task review,low,context
CAP-N-00298,2026-09-20T03:26:55Z,ENG-WS-17,ACME\\lchen,admin task review,medium,context
CAP-N-01647,2026-09-20T03:27:05Z,APP-06,ACME\\lchen,admin task review,low,context
CAP-N-06476,2026-09-20T03:27:52Z,ENG-WS-17,ACME\\svc_patch,admin task review,medium,context
CAP-N-05977,2026-09-20T03:28:10Z,DC-01,ACME\\svc_patch,admin task review,medium,context
CAP-N-02984,2026-09-20T03:28:28Z,APP-06,ACME\\jsmith,service inventory,low,context
CAP-N-07872,2026-09-20T03:29:34Z,DC-01,SYSTEM,service inventory,low,context
CAP-N-08548,2026-09-20T03:30:22Z,HR-WS-22,SYSTEM,admin task review,low,context
CAP-N-08897,2026-09-20T03:30:56Z,APP-06,ACME\\jsmith,startup inventory,medium,context
CAP-N-05424,2026-09-20T03:31:18Z,DC-01,ACME\\jsmith,admin task review,medium,context
CAP-N-01111,2026-09-20T03:31:34Z,PATCH-01,SYSTEM,startup inventory,low,context
CAP-N-02607,2026-09-20T03:31:55Z,FIN-WS-09,ACME\\mgarcia,service inventory,medium,context
CAP-N-05194,2026-09-20T03:31:58Z,FIN-WS-09,ACME\\svc_patch,startup inventory,medium,context
CAP-N-06508,2026-09-20T03:32:18Z,PATCH-01,SYSTEM,service inventory,low,context
CAP-N-01189,2026-09-20T03:32:25Z,HR-WS-22,ACME\\lchen,startup inventory,low,context
CAP-N-04852,2026-09-20T03:32:56Z,ENG-WS-17,ACME\\jsmith,startup inventory,low,context
CAP-N-06393,2026-09-20T03:35:09Z,DC-01,ACME\\jsmith,service inventory,low,context
CAP-N-06369,2026-09-20T03:35:47Z,MGMT-01,ACME\\lchen,startup inventory,low,context
CAP-N-09397,2026-09-20T03:36:42Z,MGMT-01,ACME\\mgarcia,admin task review,low,context
CAP-N-01223,2026-09-20T03:38:06Z,DC-01,SYSTEM,service inventory,low,context
CAP-N-01070,2026-09-20T03:40:23Z,DC-01,ACME\\jsmith,service inventory,low,context
CAP-N-00659,2026-09-20T03:41:12Z,DC-01,ACME\\svc_patch,admin task review,low,context
CAP-N-05097,2026-09-20T03:41:34Z,HR-WS-22,ACME\\jsmith,startup inventory,medium,context
CAP-N-03504,2026-09-20T03:42:11Z,FIN-WS-09,ACME\\svc_patch,startup inventory,medium,context
CAP-N-08935,2026-09-20T03:42:34Z,FIN-WS-09,ACME\\svc_patch,service inventory,medium,context
CAP-N-09664,2026-09-20T03:42:37Z,HR-WS-22,ACME\\lchen,admin task review,low,context
CAP-N-04797,2026-09-20T03:43:01Z,HR-WS-22,ACME\\jsmith,admin task review,medium,context
CAP-N-08997,2026-09-20T03:43:01Z,APP-06,ACME\\lchen,service inventory,medium,context
CAP-N-07980,2026-09-20T03:43:46Z,HR-WS-22,ACME\\jsmith,service inventory,medium,context
CAP-N-03618,2026-09-20T03:44:08Z,HR-WS-22,ACME\\svc_patch,service inventory,low,context
CAP-N-01823,2026-09-20T03:44:15Z,HR-WS-22,ACME\\svc_patch,admin task review,medium,context
CAP-N-03295,2026-09-20T03:44:48Z,HR-WS-08,SYSTEM,admin task review,medium,context
CAP-N-03882,2026-09-20T03:45:24Z,DC-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-07320,2026-09-20T03:46:17Z,APP-06,ACME\\svc_patch,service inventory,low,context
CAP-N-06080,2026-09-20T03:46:56Z,PATCH-01,ACME\\svc_patch,admin task review,low,context
CAP-N-08125,2026-09-20T03:47:09Z,ENG-WS-17,SYSTEM,admin task review,medium,context
CAP-N-09184,2026-09-20T03:47:31Z,MGMT-01,ACME\\jsmith,service inventory,low,context
CAP-N-04631,2026-09-20T03:47:43Z,FIN-WS-09,ACME\\lchen,startup inventory,low,context
CAP-N-05543,2026-09-20T03:47:54Z,ENG-WS-17,ACME\\svc_patch,admin task review,low,context
CAP-N-08066,2026-09-20T03:48:29Z,DC-01,ACME\\svc_patch,service inventory,low,context
CAP-N-03623,2026-09-20T03:49:05Z,ENG-WS-17,SYSTEM,service inventory,low,context
CAP-N-07316,2026-09-20T03:49:06Z,ENG-WS-17,ACME\\mgarcia,startup inventory,low,context
CAP-N-06777,2026-09-20T03:49:24Z,PATCH-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-06028,2026-09-20T03:49:42Z,HR-WS-22,ACME\\svc_patch,startup inventory,medium,context
CAP-N-01301,2026-09-20T03:50:03Z,HR-WS-22,SYSTEM,startup inventory,low,context
CAP-N-06776,2026-09-20T03:50:30Z,PATCH-01,ACME\\lchen,admin task review,medium,context
CAP-N-09749,2026-09-20T03:50:56Z,ENG-WS-17,ACME\\jsmith,service inventory,medium,context
CAP-N-08994,2026-09-20T03:51:52Z,PATCH-01,SYSTEM,startup inventory,low,context
CAP-N-02720,2026-09-20T03:52:00Z,HR-WS-08,ACME\\jsmith,admin task review,medium,context
CAP-N-05385,2026-09-20T03:52:01Z,FIN-WS-09,SYSTEM,startup inventory,medium,context
CAP-N-02895,2026-09-20T03:52:53Z,ENG-WS-17,SYSTEM,startup inventory,medium,context
CAP-N-08698,2026-09-20T03:53:05Z,HR-WS-22,ACME\\lchen,service inventory,low,context
CAP-N-06758,2026-09-20T03:53:06Z,PATCH-01,SYSTEM,startup inventory,medium,context
CAP-N-07518,2026-09-20T03:53:24Z,HR-WS-22,ACME\\mgarcia,admin task review,low,context
CAP-N-01330,2026-09-20T03:54:02Z,HR-WS-08,ACME\\jsmith,service inventory,medium,context
CAP-N-00172,2026-09-20T03:54:44Z,HR-WS-08,ACME\\jsmith,startup inventory,medium,context
CAP-N-06161,2026-09-20T03:54:50Z,HR-WS-22,ACME\\mgarcia,startup inventory,medium,context
CAP-N-05417,2026-09-20T03:55:03Z,ENG-WS-17,ACME\\svc_patch,startup inventory,medium,context
CAP-N-07703,2026-09-20T03:55:19Z,DC-01,ACME\\mgarcia,admin task review,medium,context
CAP-N-02799,2026-09-20T03:55:31Z,ENG-WS-17,SYSTEM,service inventory,low,context
CAP-N-09274,2026-09-20T03:55:54Z,PATCH-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-01214,2026-09-20T03:57:03Z,APP-06,ACME\\jsmith,service inventory,medium,context
CAP-N-09213,2026-09-20T03:57:29Z,ENG-WS-17,SYSTEM,admin task review,medium,context
CAP-N-07561,2026-09-20T03:57:47Z,DC-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-04531,2026-09-20T03:57:51Z,FIN-WS-09,ACME\\svc_patch,admin task review,low,context
CAP-N-09673,2026-09-20T03:58:32Z,FIN-WS-09,ACME\\mgarcia,admin task review,medium,context
CAP-N-09541,2026-09-20T03:58:35Z,PATCH-01,ACME\\lchen,service inventory,low,context
CAP-N-03216,2026-09-20T03:58:37Z,DC-01,SYSTEM,startup inventory,low,context
CAP-N-05362,2026-09-20T03:59:01Z,PATCH-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-06984,2026-09-20T03:59:01Z,ENG-WS-17,SYSTEM,service inventory,medium,context
CAP-N-03342,2026-09-20T03:59:10Z,PATCH-01,ACME\\jsmith,startup inventory,low,context
CAP-N-00540,2026-09-20T03:59:14Z,HR-WS-08,ACME\\svc_patch,admin task review,low,context
CAP-N-00110,2026-09-20T03:59:56Z,HR-WS-08,ACME\\mgarcia,admin task review,medium,context
CAP-N-01661,2026-09-20T04:00:40Z,FIN-WS-09,ACME\\jsmith,service inventory,medium,context
CAP-N-03700,2026-09-20T04:00:46Z,MGMT-01,SYSTEM,startup inventory,low,context
CAP-N-09356,2026-09-20T04:00:59Z,FIN-WS-09,ACME\\mgarcia,startup inventory,medium,context
CAP-N-04019,2026-09-20T04:01:27Z,PATCH-01,ACME\\jsmith,admin task review,medium,context
CAP-N-01702,2026-09-20T04:02:11Z,DC-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-03156,2026-09-20T04:03:21Z,DC-01,ACME\\jsmith,service inventory,low,context
CAP-N-01854,2026-09-20T04:04:10Z,FIN-WS-09,ACME\\jsmith,startup inventory,low,context
CAP-N-02408,2026-09-20T04:04:36Z,DC-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-02076,2026-09-20T04:05:37Z,FIN-WS-09,ACME\\lchen,startup inventory,low,context
CAP-N-02642,2026-09-20T04:05:46Z,PATCH-01,ACME\\jsmith,service inventory,low,context
CAP-N-06543,2026-09-20T04:05:53Z,PATCH-01,SYSTEM,admin task review,low,context
