event_id,_time,host,user,source_type,item_name,target_path,provenance,classification
CFG-0301,2026-09-16T08:15:51Z,MGMT-01,ACME\\jsmith,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0256,2026-09-16T08:50:04Z,JUMP-01,SYSTEM,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0571,2026-09-16T08:55:20Z,DC-01,SYSTEM,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0328,2026-09-16T09:03:48Z,DC-01,SYSTEM,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0486,2026-09-16T09:19:01Z,HR-WS-04,ACME\\jsmith,Application startup,MapDrives,routine startup target,approved,benign
CFG-0186,2026-09-16T09:26:09Z,MGMT-01,ACME\\jsmith,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0143,2026-09-16T09:37:56Z,JUMP-01,ACME\\mgarcia,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0166,2026-09-16T09:53:02Z,ENG-WS-17,SYSTEM,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0281,2026-09-16T10:02:52Z,ENG-WS-17,ACME\\lchen,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0515,2026-09-16T10:14:02Z,ENG-WS-17,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0494,2026-09-16T10:31:46Z,HR-WS-04,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0443,2026-09-16T10:43:51Z,DC-01,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0541,2026-09-16T10:57:22Z,MGMT-01,ACME\\lchen,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0520,2026-09-16T11:02:00Z,ENG-WS-17,SYSTEM,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0568,2026-09-16T11:02:47Z,FIN-WS-09,ACME\\lchen,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0245,2026-09-16T11:20:07Z,FIN-WS-09,ACME\\mgarcia,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0153,2026-09-16T11:30:58Z,HR-WS-04,ACME\\mgarcia,Application startup,OneDrive,routine startup target,approved,benign
CFG-0162,2026-09-16T11:31:23Z,JUMP-01,ACME\\lchen,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0371,2026-09-16T11:31:24Z,MGMT-01,ACME\\mgarcia,Application startup,Teams,routine startup target,approved,benign
CFG-0146,2026-09-16T11:33:23Z,HR-WS-04,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0373,2026-09-16T11:34:15Z,HR-WS-04,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0324,2026-09-16T11:53:51Z,FIN-WS-09,ACME\\mgarcia,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0374,2026-09-16T11:55:30Z,HR-WS-04,ACME\\mgarcia,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0189,2026-09-16T11:55:59Z,ENG-WS-17,ACME\\mgarcia,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0525,2026-09-16T12:04:40Z,HR-WS-04,ACME\\jsmith,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0430,2026-09-16T12:18:18Z,FIN-WS-09,ACME\\mgarcia,Application startup,OneDrive,routine startup target,approved,benign
CFG-0220,2026-09-16T12:25:39Z,FIN-WS-09,ACME\\mgarcia,Application startup,MapDrives,routine startup target,approved,benign
CFG-0134,2026-09-16T12:28:35Z,MGMT-01,ACME\\lchen,Startup folder,Teams,routine startup target,approved,benign
CFG-0238,2026-09-16T12:34:18Z,DC-01,ACME\\lchen,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0312,2026-09-16T12:45:29Z,JUMP-01,SYSTEM,Application startup,MapDrives,routine startup target,approved,benign
CFG-0505,2026-09-16T12:49:59Z,ENG-WS-17,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0587,2026-09-16T12:54:51Z,MGMT-01,ACME\\jsmith,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0582,2026-09-16T13:02:02Z,DC-01,ACME\\mgarcia,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0434,2026-09-16T13:02:53Z,DC-01,ACME\\jsmith,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0516,2026-09-16T13:04:57Z,HR-WS-04,ACME\\mgarcia,Application startup,OneDrive,routine startup target,approved,benign
CFG-0223,2026-09-16T13:11:59Z,HR-WS-04,ACME\\lchen,Application startup,MapDrives,routine startup target,approved,benign
CFG-0156,2026-09-16T13:18:25Z,FIN-WS-09,ACME\\lchen,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0254,2026-09-16T13:18:28Z,ENG-WS-17,ACME\\mgarcia,Startup folder,Teams,routine startup target,approved,benign
CFG-0532,2026-09-16T13:31:11Z,MGMT-01,SYSTEM,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0545,2026-09-16T14:04:36Z,JUMP-01,ACME\\lchen,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0523,2026-09-16T14:16:50Z,DC-01,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0524,2026-09-16T14:30:30Z,MGMT-01,ACME\\lchen,Application startup,MapDrives,routine startup target,approved,benign
CFG-0450,2026-09-16T14:38:47Z,ENG-WS-17,ACME\\lchen,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0507,2026-09-16T14:38:57Z,FIN-WS-09,SYSTEM,Application startup,Teams,routine startup target,approved,benign
CFG-0307,2026-09-16T15:07:33Z,HR-WS-04,ACME\\mgarcia,Application startup,OneDrive,routine startup target,approved,benign
CFG-0319,2026-09-16T15:27:01Z,DC-01,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0560,2026-09-16T16:08:03Z,JUMP-01,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0147,2026-09-16T16:11:06Z,MGMT-01,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0137,2026-09-16T16:15:21Z,JUMP-01,ACME\\lchen,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0327,2026-09-16T16:22:16Z,FIN-WS-09,ACME\\mgarcia,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0574,2026-09-16T16:26:40Z,JUMP-01,ACME\\lchen,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0410,2026-09-16T16:32:38Z,FIN-WS-09,ACME\\jsmith,Application startup,MapDrives,routine startup target,approved,benign
CFG-0420,2026-09-16T16:33:30Z,HR-WS-04,ACME\\jsmith,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0275,2026-09-16T16:55:30Z,DC-01,ACME\\mgarcia,Application startup,MapDrives,routine startup target,approved,benign
CFG-0249,2026-09-16T17:10:22Z,FIN-WS-09,ACME\\jsmith,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0470,2026-09-16T17:24:38Z,HR-WS-04,SYSTEM,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0576,2026-09-16T17:27:14Z,ENG-WS-17,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0407,2026-09-16T17:45:11Z,HR-WS-04,SYSTEM,Application startup,Teams,routine startup target,approved,benign
CFG-0259,2026-09-16T17:47:38Z,JUMP-01,ACME\\mgarcia,Application startup,OneDrive,routine startup target,approved,benign
CFG-0573,2026-09-16T17:54:34Z,FIN-WS-09,ACME\\jsmith,Application startup,MapDrives,routine startup target,approved,benign
CFG-0339,2026-09-16T18:08:57Z,FIN-WS-09,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0225,2026-09-16T18:37:27Z,FIN-WS-09,SYSTEM,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0406,2026-09-16T18:46:19Z,MGMT-01,ACME\\mgarcia,Application startup,MapDrives,routine startup target,approved,benign
CFG-0111,2026-09-16T18:48:45Z,MGMT-01,ACME\\lchen,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0584,2026-09-16T18:56:39Z,HR-WS-04,ACME\\jsmith,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0243,2026-09-16T19:08:47Z,MGMT-01,ACME\\jsmith,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0309,2026-09-16T19:10:49Z,FIN-WS-09,ACME\\lchen,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0433,2026-09-16T19:19:00Z,HR-WS-04,ACME\\lchen,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0386,2026-09-16T19:27:06Z,DC-01,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0439,2026-09-16T19:31:22Z,ENG-WS-17,ACME\\mgarcia,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0112,2026-09-16T19:35:25Z,HR-WS-04,ACME\\mgarcia,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0101,2026-09-16T19:58:38Z,FIN-WS-09,ACME\\mgarcia,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0521,2026-09-16T20:27:29Z,JUMP-01,SYSTEM,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0102,2026-09-16T20:27:36Z,ENG-WS-17,SYSTEM,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0575,2026-09-16T20:40:22Z,FIN-WS-09,ACME\\mgarcia,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0128,2026-09-16T21:03:47Z,DC-01,ACME\\jsmith,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0211,2026-09-16T21:16:36Z,FIN-WS-09,ACME\\jsmith,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0559,2026-09-16T21:22:32Z,MGMT-01,ACME\\mgarcia,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0140,2026-09-16T21:23:37Z,MGMT-01,SYSTEM,Application startup,Teams,routine startup target,approved,benign
CFG-0548,2026-09-16T21:46:55Z,HR-WS-04,ACME\\jsmith,Startup folder,Teams,routine startup target,approved,benign
CFG-0120,2026-09-16T21:54:45Z,FIN-WS-09,SYSTEM,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0234,2026-09-16T22:12:35Z,DC-01,SYSTEM,Application startup,OneDrive,routine startup target,approved,benign
CFG-0289,2026-09-16T22:14:05Z,MGMT-01,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0194,2026-09-16T22:18:32Z,HR-WS-04,ACME\\mgarcia,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0377,2026-09-16T22:24:53Z,JUMP-01,ACME\\mgarcia,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0445,2026-09-16T22:27:41Z,DC-01,ACME\\lchen,Application startup,MapDrives,routine startup target,approved,benign
CFG-0446,2026-09-16T22:30:14Z,JUMP-01,ACME\\mgarcia,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0175,2026-09-16T22:56:58Z,HR-WS-04,ACME\\lchen,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0130,2026-09-16T23:21:46Z,MGMT-01,ACME\\lchen,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0538,2026-09-16T23:27:40Z,JUMP-01,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0426,2026-09-16T23:44:07Z,JUMP-01,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0480,2026-09-17T00:13:58Z,HR-WS-04,ACME\\mgarcia,Application startup,MapDrives,routine startup target,approved,benign
CFG-0565,2026-09-17T00:35:27Z,ENG-WS-17,ACME\\mgarcia,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0106,2026-09-17T00:45:26Z,DC-01,ACME\\jsmith,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0475,2026-09-17T00:47:58Z,MGMT-01,SYSTEM,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0235,2026-09-17T00:50:06Z,HR-WS-04,SYSTEM,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0421,2026-09-17T00:54:00Z,FIN-WS-09,ACME\\mgarcia,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0539,2026-09-17T01:07:48Z,JUMP-01,SYSTEM,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0459,2026-09-17T01:14:37Z,HR-WS-04,SYSTEM,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0107,2026-09-17T01:20:21Z,JUMP-01,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0379,2026-09-17T01:52:22Z,HR-WS-04,ACME\\jsmith,Startup folder,Teams,routine startup target,approved,benign
CFG-0368,2026-09-17T02:12:39Z,JUMP-01,ACME\\jsmith,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0313,2026-09-17T02:31:18Z,ENG-WS-17,ACME\\mgarcia,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0244,2026-09-17T03:03:45Z,FIN-WS-09,SYSTEM,Application startup,MapDrives,routine startup target,approved,benign
CFG-0219,2026-09-17T03:26:03Z,FIN-WS-09,SYSTEM,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0405,2026-09-17T03:44:32Z,HR-WS-04,ACME\\mgarcia,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0123,2026-09-17T03:58:04Z,DC-01,ACME\\jsmith,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0526,2026-09-17T04:22:59Z,DC-01,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0370,2026-09-17T04:25:59Z,FIN-WS-09,ACME\\mgarcia,Application startup,MapDrives,routine startup target,approved,benign
CFG-0197,2026-09-17T04:33:35Z,FIN-WS-09,ACME\\mgarcia,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0274,2026-09-17T04:37:12Z,JUMP-01,ACME\\lchen,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0383,2026-09-17T04:49:05Z,ENG-WS-17,SYSTEM,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0296,2026-09-17T05:02:56Z,FIN-WS-09,ACME\\mgarcia,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0367,2026-09-17T05:05:58Z,ENG-WS-17,ACME\\jsmith,Startup folder,Teams,routine startup target,approved,benign
CFG-0172,2026-09-17T05:24:17Z,FIN-WS-09,SYSTEM,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0513,2026-09-17T05:49:42Z,DC-01,SYSTEM,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0578,2026-09-17T05:56:19Z,ENG-WS-17,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0333,2026-09-17T06:01:09Z,HR-WS-04,SYSTEM,Application startup,MapDrives,routine startup target,approved,benign
CFG-0273,2026-09-17T06:14:14Z,DC-01,ACME\\jsmith,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0241,2026-09-17T06:17:31Z,MGMT-01,ACME\\lchen,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0155,2026-09-17T06:20:48Z,FIN-WS-09,ACME\\mgarcia,Startup folder,Teams,routine startup target,approved,benign
CFG-0121,2026-09-17T06:27:21Z,JUMP-01,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0124,2026-09-17T06:30:49Z,MGMT-01,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0393,2026-09-17T06:31:45Z,MGMT-01,ACME\\lchen,Application startup,MapDrives,routine startup target,approved,benign
CFG-0139,2026-09-17T06:33:22Z,JUMP-01,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0280,2026-09-17T06:42:44Z,DC-01,ACME\\jsmith,Application startup,MapDrives,routine startup target,approved,benign
CFG-0435,2026-09-17T07:00:09Z,DC-01,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0218,2026-09-17T07:09:08Z,FIN-WS-09,SYSTEM,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0348,2026-09-17T07:11:17Z,HR-WS-04,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0481,2026-09-17T07:18:28Z,HR-WS-04,ACME\\lchen,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0261,2026-09-17T07:33:22Z,HR-WS-04,SYSTEM,Application startup,MapDrives,routine startup target,approved,benign
CFG-0310,2026-09-17T08:04:15Z,HR-WS-04,SYSTEM,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0282,2026-09-17T08:21:11Z,DC-01,SYSTEM,Application startup,OneDrive,routine startup target,approved,benign
CFG-0463,2026-09-17T08:24:03Z,DC-01,ACME\\lchen,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0323,2026-09-17T08:27:18Z,DC-01,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0320,2026-09-17T08:29:21Z,JUMP-01,SYSTEM,Application startup,OneDrive,routine startup target,approved,benign
CFG-0222,2026-09-17T08:36:48Z,ENG-WS-17,ACME\\jsmith,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0476,2026-09-17T08:53:55Z,JUMP-01,SYSTEM,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0168,2026-09-17T09:04:02Z,MGMT-01,SYSTEM,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0403,2026-09-17T09:08:18Z,HR-WS-04,ACME\\mgarcia,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0248,2026-09-17T09:54:22Z,HR-WS-04,SYSTEM,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0265,2026-09-17T10:02:57Z,HR-WS-04,ACME\\lchen,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0228,2026-09-17T10:15:57Z,DC-01,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0411,2026-09-17T10:17:38Z,DC-01,ACME\\lchen,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0350,2026-09-17T10:22:24Z,ENG-WS-17,ACME\\mgarcia,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0340,2026-09-17T10:28:03Z,HR-WS-04,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0267,2026-09-17T10:33:45Z,ENG-WS-17,ACME\\mgarcia,Application startup,MapDrives,routine startup target,approved,benign
CFG-0398,2026-09-17T10:33:52Z,HR-WS-04,SYSTEM,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0360,2026-09-17T10:43:46Z,HR-WS-04,ACME\\mgarcia,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0400,2026-09-17T11:28:19Z,MGMT-01,SYSTEM,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0205,2026-09-17T11:30:12Z,JUMP-01,ACME\\jsmith,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0322,2026-09-17T11:34:41Z,ENG-WS-17,ACME\\jsmith,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0164,2026-09-17T11:42:42Z,JUMP-01,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0132,2026-09-17T11:43:58Z,HR-WS-04,SYSTEM,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0346,2026-09-17T11:59:03Z,JUMP-01,ACME\\lchen,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0208,2026-09-17T12:12:29Z,FIN-WS-09,ACME\\lchen,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0131,2026-09-17T12:22:08Z,ENG-WS-17,ACME\\jsmith,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0535,2026-09-17T12:35:10Z,JUMP-01,ACME\\mgarcia,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0570,2026-09-17T13:12:38Z,ENG-WS-17,ACME\\lchen,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0384,2026-09-17T13:17:18Z,DC-01,SYSTEM,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0122,2026-09-17T13:24:04Z,JUMP-01,SYSTEM,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0561,2026-09-17T13:36:57Z,FIN-WS-09,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0237,2026-09-17T13:37:30Z,MGMT-01,ACME\\lchen,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0376,2026-09-17T13:43:38Z,JUMP-01,ACME\\lchen,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0546,2026-09-17T13:50:34Z,JUMP-01,ACME\\mgarcia,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0466,2026-09-17T13:56:50Z,FIN-WS-09,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0236,2026-09-17T13:58:20Z,ENG-WS-17,ACME\\lchen,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0221,2026-09-17T14:24:14Z,HR-WS-04,ACME\\jsmith,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0353,2026-09-17T14:43:32Z,HR-WS-04,ACME\\mgarcia,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0472,2026-09-17T14:44:23Z,DC-01,ACME\\mgarcia,Startup folder,Teams,routine startup target,approved,benign
CFG-0395,2026-09-17T15:03:30Z,HR-WS-04,ACME\\mgarcia,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0412,2026-09-17T15:24:54Z,JUMP-01,ACME\\jsmith,Application startup,MapDrives,routine startup target,approved,benign
CFG-0329,2026-09-17T15:44:50Z,MGMT-01,ACME\\lchen,Startup folder,Teams,routine startup target,approved,benign
CFG-0540,2026-09-17T15:47:25Z,HR-WS-04,ACME\\lchen,Application startup,Teams,routine startup target,approved,benign
CFG-0184,2026-09-17T16:14:55Z,FIN-WS-09,ACME\\jsmith,Application startup,MapDrives,routine startup target,approved,benign
CFG-0314,2026-09-17T16:18:33Z,MGMT-01,ACME\\mgarcia,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0108,2026-09-17T16:25:47Z,HR-WS-04,ACME\\jsmith,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0536,2026-09-17T16:28:34Z,DC-01,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0344,2026-09-17T16:31:21Z,HR-WS-04,ACME\\lchen,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0509,2026-09-17T16:33:39Z,HR-WS-04,ACME\\mgarcia,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0364,2026-09-17T16:57:53Z,MGMT-01,ACME\\jsmith,Startup folder,Teams,routine startup target,approved,benign
CFG-0356,2026-09-17T17:03:50Z,MGMT-01,ACME\\lchen,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0271,2026-09-17T17:16:20Z,ENG-WS-17,ACME\\lchen,Application startup,Teams,routine startup target,approved,benign
CFG-0178,2026-09-17T17:24:09Z,DC-01,ACME\\lchen,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0181,2026-09-17T17:46:06Z,DC-01,ACME\\lchen,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0151,2026-09-17T17:49:49Z,MGMT-01,ACME\\mgarcia,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0262,2026-09-17T18:02:02Z,HR-WS-04,ACME\\lchen,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0589,2026-09-17T18:15:48Z,MGMT-01,ACME\\mgarcia,Application startup,OneDrive,routine startup target,approved,benign
CFG-0110,2026-09-17T18:33:24Z,JUMP-01,SYSTEM,Application startup,Teams,routine startup target,approved,benign
CFG-0315,2026-09-17T18:37:00Z,MGMT-01,ACME\\mgarcia,Application startup,OneDrive,routine startup target,approved,benign
CFG-0152,2026-09-17T19:24:35Z,FIN-WS-09,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0191,2026-09-17T19:31:03Z,DC-01,ACME\\lchen,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0399,2026-09-17T19:31:03Z,HR-WS-04,SYSTEM,Application startup,MapDrives,routine startup target,approved,benign
CFG-0349,2026-09-17T19:38:29Z,DC-01,ACME\\lchen,Startup folder,Teams,routine startup target,approved,benign
CFG-0414,2026-09-17T19:53:56Z,MGMT-01,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0199,2026-09-17T20:01:20Z,ENG-WS-17,ACME\\lchen,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0493,2026-09-17T20:03:20Z,ENG-WS-17,ACME\\jsmith,Startup folder,Teams,routine startup target,approved,benign
CFG-0232,2026-09-17T20:10:38Z,MGMT-01,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0372,2026-09-17T20:15:58Z,FIN-WS-09,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0276,2026-09-17T20:19:03Z,FIN-WS-09,ACME\\lchen,Application startup,Teams,routine startup target,approved,benign
CFG-0522,2026-09-17T20:23:53Z,MGMT-01,ACME\\jsmith,Application startup,MapDrives,routine startup target,approved,benign
CFG-0285,2026-09-17T20:41:55Z,DC-01,ACME\\jsmith,Application startup,MapDrives,routine startup target,approved,benign
CFG-0325,2026-09-17T20:47:25Z,DC-01,ACME\\mgarcia,Application startup,Teams,routine startup target,approved,benign
CFG-0187,2026-09-17T21:21:12Z,ENG-WS-17,ACME\\lchen,Application startup,MapDrives,routine startup target,approved,benign
CFG-0503,2026-09-17T21:32:57Z,MGMT-01,ACME\\jsmith,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0453,2026-09-17T21:51:38Z,ENG-WS-17,ACME\\jsmith,Startup folder,Teams,routine startup target,approved,benign
CFG-0451,2026-09-17T21:54:20Z,ENG-WS-17,ACME\\mgarcia,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0337,2026-09-17T22:11:23Z,JUMP-01,ACME\\lchen,Application startup,MapDrives,routine startup target,approved,benign
CFG-0335,2026-09-17T22:31:45Z,ENG-WS-17,ACME\\lchen,Startup folder,Teams,routine startup target,approved,benign
CFG-0188,2026-09-17T22:39:42Z,DC-01,ACME\\lchen,Startup folder,Teams,routine startup target,approved,benign
CFG-0530,2026-09-17T22:40:52Z,FIN-WS-09,ACME\\lchen,Application startup,MapDrives,routine startup target,approved,benign
CFG-0499,2026-09-17T22:48:16Z,HR-WS-04,SYSTEM,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0529,2026-09-17T22:49:30Z,FIN-WS-09,ACME\\jsmith,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0557,2026-09-17T22:50:43Z,FIN-WS-09,ACME\\jsmith,Startup folder,Teams,routine startup target,approved,benign
CFG-0321,2026-09-17T22:59:45Z,MGMT-01,ACME\\jsmith,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0117,2026-09-17T23:22:07Z,DC-01,ACME\\lchen,Application startup,MapDrives,routine startup target,approved,benign
CFG-0501,2026-09-17T23:32:07Z,HR-WS-04,ACME\\jsmith,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0212,2026-09-18T00:00:08Z,HR-WS-04,ACME\\lchen,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0396,2026-09-18T00:07:14Z,JUMP-01,SYSTEM,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0330,2026-09-18T00:19:24Z,HR-WS-04,ACME\\jsmith,Application startup,DisplayProfile,routine startup target,approved,benign
