event_id,_time,host,user,action,file_path,source_process,classification
FILE-0297,2026-09-16T10:49:56Z,ENG-WS-17,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0418,2026-09-16T11:09:45Z,MGMT-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0432,2026-09-16T11:16:17Z,MGMT-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0494,2026-09-16T11:21:32Z,MGMT-01,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0425,2026-09-16T11:37:30Z,MGMT-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0217,2026-09-16T11:42:53Z,JUMP-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0532,2026-09-16T11:48:52Z,ENG-WS-17,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0125,2026-09-16T11:57:03Z,HR-WS-04,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0285,2026-09-16T11:58:27Z,MGMT-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0320,2026-09-16T12:15:22Z,DC-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0390,2026-09-16T12:18:09Z,HR-WS-04,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0317,2026-09-16T12:19:10Z,JUMP-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0186,2026-09-16T12:34:44Z,FIN-WS-09,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0586,2026-09-16T12:42:33Z,DC-01,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0178,2026-09-16T12:50:12Z,JUMP-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0279,2026-09-16T12:50:29Z,FIN-WS-09,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0402,2026-09-16T13:13:44Z,ENG-WS-17,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0295,2026-09-16T13:21:53Z,ENG-WS-17,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0327,2026-09-16T14:14:53Z,ENG-WS-17,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0366,2026-09-16T14:16:59Z,ENG-WS-17,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0349,2026-09-16T14:18:42Z,JUMP-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0137,2026-09-16T14:30:52Z,ENG-WS-17,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0261,2026-09-16T14:51:39Z,DC-01,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0200,2026-09-16T15:07:59Z,HR-WS-04,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0336,2026-09-16T15:43:13Z,FIN-WS-09,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0397,2026-09-16T15:50:00Z,FIN-WS-09,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0146,2026-09-16T15:58:06Z,JUMP-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0590,2026-09-16T16:01:28Z,FIN-WS-09,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0135,2026-09-16T16:10:48Z,JUMP-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0234,2026-09-16T17:04:32Z,ENG-WS-17,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0439,2026-09-16T17:49:32Z,ENG-WS-17,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0468,2026-09-16T18:10:01Z,HR-WS-04,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0101,2026-09-16T18:26:08Z,DC-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0540,2026-09-16T18:33:24Z,HR-WS-04,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0270,2026-09-16T18:46:32Z,MGMT-01,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0240,2026-09-16T18:58:02Z,DC-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0301,2026-09-16T19:30:31Z,JUMP-01,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0519,2026-09-16T19:35:40Z,MGMT-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0478,2026-09-16T19:42:31Z,DC-01,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0171,2026-09-16T19:52:04Z,MGMT-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0181,2026-09-16T19:52:44Z,HR-WS-04,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0413,2026-09-16T20:02:45Z,JUMP-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0389,2026-09-16T20:12:18Z,HR-WS-04,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0294,2026-09-16T20:47:18Z,JUMP-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0166,2026-09-16T21:09:48Z,JUMP-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0216,2026-09-16T21:17:43Z,FIN-WS-09,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0142,2026-09-16T21:25:18Z,ENG-WS-17,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0455,2026-09-16T21:29:35Z,ENG-WS-17,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0457,2026-09-16T21:34:00Z,JUMP-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0254,2026-09-16T21:34:12Z,ENG-WS-17,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0103,2026-09-16T21:36:12Z,ENG-WS-17,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0428,2026-09-16T21:43:50Z,FIN-WS-09,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0422,2026-09-16T21:52:34Z,HR-WS-04,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0496,2026-09-16T21:52:42Z,JUMP-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0553,2026-09-16T22:16:52Z,JUMP-01,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0127,2026-09-16T22:45:54Z,ENG-WS-17,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0114,2026-09-16T23:24:20Z,FIN-WS-09,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0433,2026-09-16T23:32:42Z,JUMP-01,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0426,2026-09-16T23:51:34Z,FIN-WS-09,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0158,2026-09-16T23:59:15Z,DC-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0342,2026-09-17T00:04:20Z,HR-WS-04,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0212,2026-09-17T00:26:56Z,DC-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0211,2026-09-17T01:08:37Z,MGMT-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0571,2026-09-17T01:21:11Z,MGMT-01,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0236,2026-09-17T01:26:56Z,JUMP-01,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0323,2026-09-17T01:40:30Z,JUMP-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0446,2026-09-17T01:43:50Z,FIN-WS-09,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0169,2026-09-17T01:57:21Z,JUMP-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0479,2026-09-17T01:59:11Z,DC-01,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0481,2026-09-17T02:09:02Z,JUMP-01,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0176,2026-09-17T02:15:14Z,JUMP-01,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0264,2026-09-17T02:55:07Z,DC-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0412,2026-09-17T03:13:20Z,JUMP-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0382,2026-09-17T03:21:11Z,JUMP-01,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0107,2026-09-17T03:26:24Z,DC-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0104,2026-09-17T03:27:38Z,MGMT-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0357,2026-09-17T03:31:47Z,JUMP-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0490,2026-09-17T03:35:26Z,MGMT-01,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0562,2026-09-17T03:52:47Z,HR-WS-04,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0140,2026-09-17T03:57:07Z,HR-WS-04,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0472,2026-09-17T04:18:31Z,HR-WS-04,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0362,2026-09-17T04:20:30Z,HR-WS-04,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0259,2026-09-17T04:24:58Z,ENG-WS-17,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0360,2026-09-17T04:30:21Z,MGMT-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0182,2026-09-17T04:31:09Z,HR-WS-04,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0255,2026-09-17T04:52:59Z,ENG-WS-17,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0213,2026-09-17T04:54:08Z,FIN-WS-09,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0387,2026-09-17T04:54:46Z,HR-WS-04,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0175,2026-09-17T04:55:45Z,FIN-WS-09,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0558,2026-09-17T05:14:43Z,ENG-WS-17,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0201,2026-09-17T05:19:59Z,ENG-WS-17,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0226,2026-09-17T05:21:41Z,ENG-WS-17,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0263,2026-09-17T05:26:23Z,HR-WS-04,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0388,2026-09-17T05:31:21Z,FIN-WS-09,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0204,2026-09-17T05:39:05Z,FIN-WS-09,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0527,2026-09-17T05:51:03Z,DC-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0414,2026-09-17T05:56:53Z,FIN-WS-09,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0214,2026-09-17T06:03:10Z,FIN-WS-09,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0251,2026-09-17T06:17:33Z,FIN-WS-09,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0338,2026-09-17T06:46:17Z,MGMT-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0567,2026-09-17T06:49:04Z,DC-01,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0512,2026-09-17T06:49:30Z,FIN-WS-09,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0283,2026-09-17T07:14:27Z,HR-WS-04,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0163,2026-09-17T07:22:30Z,MGMT-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0153,2026-09-17T07:43:43Z,FIN-WS-09,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0189,2026-09-17T07:44:49Z,FIN-WS-09,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0292,2026-09-17T07:53:18Z,FIN-WS-09,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0371,2026-09-17T07:56:27Z,FIN-WS-09,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0110,2026-09-17T08:16:10Z,HR-WS-04,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0152,2026-09-17T08:23:53Z,ENG-WS-17,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0225,2026-09-17T08:34:54Z,HR-WS-04,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0229,2026-09-17T08:39:15Z,FIN-WS-09,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0592,2026-09-17T08:42:33Z,DC-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0500,2026-09-17T08:43:49Z,FIN-WS-09,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0332,2026-09-17T08:48:11Z,ENG-WS-17,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0430,2026-09-17T08:53:45Z,DC-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0358,2026-09-17T09:16:39Z,FIN-WS-09,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0431,2026-09-17T09:18:45Z,ENG-WS-17,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0249,2026-09-17T09:40:22Z,DC-01,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0385,2026-09-17T09:49:47Z,FIN-WS-09,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0378,2026-09-17T10:13:47Z,HR-WS-04,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0321,2026-09-17T10:23:34Z,FIN-WS-09,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0305,2026-09-17T10:27:56Z,FIN-WS-09,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0469,2026-09-17T10:29:18Z,FIN-WS-09,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0244,2026-09-17T10:30:33Z,ENG-WS-17,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0276,2026-09-17T10:38:57Z,FIN-WS-09,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0267,2026-09-17T11:03:56Z,ENG-WS-17,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0405,2026-09-17T11:34:07Z,ENG-WS-17,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0368,2026-09-17T11:58:49Z,FIN-WS-09,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0347,2026-09-17T12:03:01Z,HR-WS-04,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0465,2026-09-17T12:15:27Z,JUMP-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0245,2026-09-17T12:27:20Z,DC-01,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0440,2026-09-17T12:37:16Z,FIN-WS-09,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0106,2026-09-17T12:45:33Z,ENG-WS-17,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0577,2026-09-17T13:09:48Z,ENG-WS-17,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0391,2026-09-17T13:12:01Z,JUMP-01,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0258,2026-09-17T13:13:36Z,FIN-WS-09,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0275,2026-09-17T13:15:52Z,DC-01,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0504,2026-09-17T13:16:15Z,DC-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0392,2026-09-17T13:21:17Z,MGMT-01,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0302,2026-09-17T13:33:46Z,DC-01,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0550,2026-09-17T14:11:13Z,HR-WS-04,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0268,2026-09-17T14:11:14Z,DC-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0262,2026-09-17T14:13:44Z,DC-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0403,2026-09-17T14:29:01Z,MGMT-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0230,2026-09-17T14:34:36Z,MGMT-01,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0548,2026-09-17T14:34:40Z,HR-WS-04,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0330,2026-09-17T14:34:49Z,MGMT-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0122,2026-09-17T14:37:37Z,DC-01,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0400,2026-09-17T14:44:43Z,JUMP-01,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0193,2026-09-17T14:48:27Z,DC-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0341,2026-09-17T15:05:57Z,ENG-WS-17,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0224,2026-09-17T15:19:54Z,JUMP-01,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0517,2026-09-17T15:45:34Z,DC-01,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0587,2026-09-17T16:14:08Z,DC-01,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0556,2026-09-17T16:14:39Z,FIN-WS-09,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0340,2026-09-17T16:23:21Z,FIN-WS-09,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0589,2026-09-17T16:30:21Z,FIN-WS-09,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0281,2026-09-17T17:07:04Z,FIN-WS-09,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0573,2026-09-17T17:23:52Z,HR-WS-04,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0131,2026-09-17T17:24:16Z,FIN-WS-09,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0503,2026-09-17T17:29:01Z,MGMT-01,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0516,2026-09-17T17:29:12Z,ENG-WS-17,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0331,2026-09-17T17:31:31Z,HR-WS-04,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0322,2026-09-17T17:36:38Z,FIN-WS-09,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0584,2026-09-17T17:56:00Z,MGMT-01,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0447,2026-09-17T18:07:12Z,DC-01,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0206,2026-09-17T18:10:32Z,ENG-WS-17,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0515,2026-09-17T18:10:51Z,MGMT-01,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0151,2026-09-17T18:28:54Z,MGMT-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0129,2026-09-17T18:34:50Z,MGMT-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0337,2026-09-17T18:46:24Z,ENG-WS-17,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0364,2026-09-17T18:50:26Z,FIN-WS-09,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0210,2026-09-17T18:54:37Z,FIN-WS-09,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0128,2026-09-17T19:07:05Z,ENG-WS-17,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0179,2026-09-17T19:17:33Z,HR-WS-04,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0136,2026-09-17T19:23:21Z,JUMP-01,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0395,2026-09-17T19:28:45Z,ENG-WS-17,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0119,2026-09-17T19:28:55Z,JUMP-01,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0593,2026-09-17T19:42:27Z,FIN-WS-09,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0253,2026-09-17T19:44:08Z,JUMP-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0312,2026-09-17T19:47:36Z,JUMP-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0345,2026-09-17T20:27:20Z,JUMP-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0124,2026-09-17T20:37:04Z,MGMT-01,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0168,2026-09-17T20:39:29Z,JUMP-01,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0421,2026-09-17T20:45:07Z,ENG-WS-17,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0399,2026-09-17T21:12:03Z,ENG-WS-17,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0398,2026-09-17T21:45:44Z,FIN-WS-09,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0566,2026-09-17T22:00:32Z,JUMP-01,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0541,2026-09-17T22:06:33Z,HR-WS-04,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0533,2026-09-17T22:06:42Z,MGMT-01,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0113,2026-09-17T22:08:53Z,ENG-WS-17,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0514,2026-09-17T22:10:51Z,MGMT-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0162,2026-09-17T22:15:17Z,HR-WS-04,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0248,2026-09-17T22:28:14Z,HR-WS-04,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0120,2026-09-17T22:36:41Z,DC-01,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0545,2026-09-17T22:50:35Z,JUMP-01,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0572,2026-09-17T23:07:23Z,FIN-WS-09,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0274,2026-09-17T23:12:54Z,FIN-WS-09,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0100,2026-09-18T00:03:52Z,FIN-WS-09,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0324,2026-09-18T00:28:44Z,DC-01,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0356,2026-09-18T00:38:31Z,ENG-WS-17,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0492,2026-09-18T00:44:38Z,DC-01,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0423,2026-09-18T00:49:16Z,HR-WS-04,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0148,2026-09-18T00:57:02Z,MGMT-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0394,2026-09-18T01:00:04Z,MGMT-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0307,2026-09-18T01:04:13Z,DC-01,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0568,2026-09-18T01:23:40Z,HR-WS-04,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0444,2026-09-18T01:45:53Z,HR-WS-04,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0518,2026-09-18T02:13:29Z,HR-WS-04,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0520,2026-09-18T02:14:36Z,FIN-WS-09,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0228,2026-09-18T02:41:17Z,MGMT-01,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0420,2026-09-18T02:50:17Z,MGMT-01,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0486,2026-09-18T02:54:08Z,MGMT-01,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0450,2026-09-18T02:58:39Z,DC-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0559,2026-09-18T03:16:07Z,JUMP-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0318,2026-09-18T03:29:15Z,JUMP-01,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0145,2026-09-18T04:01:26Z,DC-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0379,2026-09-18T04:06:22Z,MGMT-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0197,2026-09-18T04:09:21Z,MGMT-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0560,2026-09-18T04:20:55Z,FIN-WS-09,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0223,2026-09-18T04:30:27Z,MGMT-01,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0487,2026-09-18T04:39:06Z,JUMP-01,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0501,2026-09-18T04:45:05Z,MGMT-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0510,2026-09-18T04:46:03Z,FIN-WS-09,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0273,2026-09-18T05:00:02Z,DC-01,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0149,2026-09-18T05:32:29Z,FIN-WS-09,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0482,2026-09-18T05:44:10Z,JUMP-01,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0374,2026-09-18T05:45:22Z,DC-01,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0352,2026-09-18T05:45:51Z,DC-01,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0453,2026-09-18T05:51:25Z,DC-01,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0365,2026-09-18T05:51:31Z,JUMP-01,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0209,2026-09-18T05:52:18Z,MGMT-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0143,2026-09-18T05:52:44Z,HR-WS-04,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0185,2026-09-18T06:14:41Z,DC-01,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0257,2026-09-18T06:23:51Z,ENG-WS-17,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0445,2026-09-18T06:28:58Z,DC-01,ACME\\mgarcia,modify,routine user or enterprise file,routine process,benign
FILE-0252,2026-09-18T06:39:42Z,DC-01,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0416,2026-09-18T06:47:42Z,JUMP-01,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
FILE-0396,2026-09-18T06:52:10Z,DC-01,ACME\\mgarcia,read,routine user or enterprise file,routine process,benign
