event_id,_time,src_host,dest_host,user,process_name,dest_port,bytes_out,classification
NET-0115,2026-09-16T09:23:46Z,MGMT-01,MGMT-01,SYSTEM,OneDrive.exe,445,15271,benign
NET-0451,2026-09-16T09:26:07Z,DC-01,MGMT-01,ACME\\jsmith,OneDrive.exe,53,28912,benign
NET-0468,2026-09-16T09:29:58Z,ENG-WS-17,DC-01,SYSTEM,cmd.exe,53,5693,benign
NET-0271,2026-09-16T09:30:35Z,FIN-WS-09,DC-01,SYSTEM,OneDrive.exe,445,13798,benign
NET-0431,2026-09-16T09:37:04Z,HR-WS-04,DC-01,ACME\\lchen,Teams.exe,445,16469,benign
NET-0445,2026-09-16T09:50:17Z,FIN-WS-09,DC-01,ACME\\lchen,Teams.exe,445,9616,benign
NET-0486,2026-09-16T09:57:09Z,ENG-WS-17,MGMT-01,ACME\\mgarcia,Teams.exe,53,28423,benign
NET-0255,2026-09-16T10:21:52Z,MGMT-01,DC-01,ACME\\mgarcia,Teams.exe,445,26586,benign
NET-0162,2026-09-16T10:49:26Z,HR-WS-04,DC-01,ACME\\jsmith,cmd.exe,443,5074,benign
NET-0363,2026-09-16T10:52:29Z,ENG-WS-17,198.51.100.20,SYSTEM,Teams.exe,445,571,benign
NET-0285,2026-09-16T11:37:54Z,JUMP-01,MGMT-01,ACME\\jsmith,cmd.exe,443,5686,benign
NET-0475,2026-09-16T11:46:20Z,MGMT-01,198.51.100.20,SYSTEM,Teams.exe,53,1680,benign
NET-0541,2026-09-16T12:02:03Z,MGMT-01,198.51.100.20,ACME\\mgarcia,OneDrive.exe,443,5583,benign
NET-0311,2026-09-16T12:08:27Z,FIN-WS-09,DC-01,ACME\\jsmith,OneDrive.exe,443,7490,benign
NET-0209,2026-09-16T12:20:09Z,DC-01,198.51.100.20,ACME\\mgarcia,Teams.exe,53,28607,benign
NET-0268,2026-09-16T12:24:50Z,ENG-WS-17,DC-01,SYSTEM,OneDrive.exe,445,11056,benign
NET-0337,2026-09-16T12:47:54Z,HR-WS-04,MGMT-01,ACME\\lchen,cmd.exe,443,12617,benign
NET-0410,2026-09-16T12:47:59Z,ENG-WS-17,198.51.100.20,ACME\\lchen,cmd.exe,445,16855,benign
NET-0589,2026-09-16T12:50:57Z,DC-01,DC-01,SYSTEM,Teams.exe,445,9275,benign
NET-0586,2026-09-16T13:05:13Z,JUMP-01,MGMT-01,ACME\\jsmith,Teams.exe,445,8631,benign
NET-0274,2026-09-16T13:05:37Z,MGMT-01,198.51.100.20,SYSTEM,Teams.exe,445,22144,benign
NET-0146,2026-09-16T13:28:34Z,MGMT-01,MGMT-01,ACME\\mgarcia,OneDrive.exe,443,4133,benign
NET-0553,2026-09-16T13:37:52Z,HR-WS-04,DC-01,ACME\\mgarcia,cmd.exe,443,10960,benign
NET-0260,2026-09-16T13:40:01Z,DC-01,DC-01,ACME\\lchen,cmd.exe,445,15345,benign
NET-0504,2026-09-16T13:52:53Z,MGMT-01,198.51.100.20,ACME\\lchen,OneDrive.exe,53,13952,benign
NET-0429,2026-09-16T13:58:02Z,FIN-WS-09,MGMT-01,ACME\\jsmith,cmd.exe,445,1261,benign
NET-0171,2026-09-16T13:58:56Z,JUMP-01,MGMT-01,ACME\\lchen,cmd.exe,53,14833,benign
NET-0179,2026-09-16T13:59:48Z,FIN-WS-09,MGMT-01,ACME\\jsmith,OneDrive.exe,443,6488,benign
NET-0568,2026-09-16T14:08:22Z,HR-WS-04,DC-01,ACME\\jsmith,OneDrive.exe,53,4500,benign
NET-0460,2026-09-16T14:19:16Z,HR-WS-04,198.51.100.20,SYSTEM,cmd.exe,443,26508,benign
NET-0320,2026-09-16T14:21:55Z,DC-01,DC-01,ACME\\jsmith,OneDrive.exe,443,12680,benign
NET-0406,2026-09-16T14:27:49Z,JUMP-01,DC-01,ACME\\lchen,cmd.exe,445,4656,benign
NET-0263,2026-09-16T14:37:03Z,MGMT-01,DC-01,ACME\\mgarcia,OneDrive.exe,443,16270,benign
NET-0296,2026-09-16T14:51:22Z,MGMT-01,MGMT-01,ACME\\jsmith,cmd.exe,443,24299,benign
NET-0522,2026-09-16T14:52:42Z,HR-WS-04,DC-01,ACME\\mgarcia,Teams.exe,443,2584,benign
NET-0276,2026-09-16T15:03:08Z,HR-WS-04,MGMT-01,ACME\\jsmith,Teams.exe,445,21532,benign
NET-0575,2026-09-16T15:08:41Z,MGMT-01,DC-01,ACME\\jsmith,Teams.exe,443,18264,benign
NET-0436,2026-09-16T15:10:10Z,JUMP-01,198.51.100.20,ACME\\mgarcia,cmd.exe,443,12244,benign
NET-0340,2026-09-16T15:50:30Z,JUMP-01,MGMT-01,ACME\\mgarcia,OneDrive.exe,445,17554,benign
NET-0301,2026-09-16T15:51:37Z,HR-WS-04,DC-01,ACME\\jsmith,cmd.exe,445,8335,benign
NET-0353,2026-09-16T16:01:01Z,MGMT-01,198.51.100.20,ACME\\mgarcia,Teams.exe,443,13108,benign
NET-0154,2026-09-16T16:06:55Z,ENG-WS-17,198.51.100.20,SYSTEM,Teams.exe,53,20028,benign
NET-0520,2026-09-16T16:10:20Z,ENG-WS-17,MGMT-01,ACME\\jsmith,OneDrive.exe,445,14895,benign
NET-0489,2026-09-16T16:17:12Z,DC-01,DC-01,SYSTEM,cmd.exe,445,27621,benign
NET-0386,2026-09-16T16:32:58Z,JUMP-01,DC-01,SYSTEM,OneDrive.exe,443,206,benign
NET-0438,2026-09-16T16:37:30Z,DC-01,MGMT-01,ACME\\lchen,cmd.exe,445,3309,benign
NET-0129,2026-09-16T16:41:25Z,JUMP-01,198.51.100.20,SYSTEM,Teams.exe,443,16949,benign
NET-0452,2026-09-16T16:56:11Z,ENG-WS-17,198.51.100.20,ACME\\lchen,Teams.exe,53,14521,benign
NET-0174,2026-09-16T17:07:35Z,HR-WS-04,198.51.100.20,ACME\\lchen,cmd.exe,445,20252,benign
NET-0455,2026-09-16T17:16:40Z,JUMP-01,198.51.100.20,ACME\\jsmith,Teams.exe,443,8489,benign
NET-0155,2026-09-16T17:27:40Z,DC-01,DC-01,ACME\\lchen,cmd.exe,445,15344,benign
NET-0481,2026-09-16T17:37:41Z,MGMT-01,DC-01,ACME\\mgarcia,cmd.exe,445,14854,benign
NET-0493,2026-09-16T17:37:52Z,ENG-WS-17,198.51.100.20,ACME\\lchen,Teams.exe,443,5434,benign
NET-0397,2026-09-16T18:03:15Z,HR-WS-04,MGMT-01,ACME\\jsmith,OneDrive.exe,53,6476,benign
NET-0496,2026-09-16T18:47:44Z,FIN-WS-09,198.51.100.20,ACME\\mgarcia,OneDrive.exe,53,23732,benign
NET-0502,2026-09-16T19:03:37Z,FIN-WS-09,MGMT-01,SYSTEM,Teams.exe,53,18104,benign
NET-0134,2026-09-16T19:10:22Z,ENG-WS-17,DC-01,ACME\\jsmith,OneDrive.exe,443,2850,benign
NET-0280,2026-09-16T19:20:55Z,JUMP-01,198.51.100.20,ACME\\jsmith,Teams.exe,443,10266,benign
NET-0505,2026-09-16T19:33:57Z,DC-01,DC-01,ACME\\mgarcia,cmd.exe,53,10812,benign
NET-0216,2026-09-16T19:43:25Z,JUMP-01,DC-01,ACME\\jsmith,Teams.exe,445,17048,benign
NET-0202,2026-09-16T19:51:35Z,ENG-WS-17,198.51.100.20,ACME\\jsmith,cmd.exe,445,22236,benign
NET-0219,2026-09-16T19:58:44Z,JUMP-01,198.51.100.20,ACME\\mgarcia,cmd.exe,443,14862,benign
NET-0231,2026-09-16T20:06:14Z,DC-01,198.51.100.20,ACME\\mgarcia,Teams.exe,53,7370,benign
NET-0158,2026-09-16T20:13:23Z,MGMT-01,MGMT-01,ACME\\lchen,Teams.exe,53,29184,benign
NET-0267,2026-09-16T20:18:33Z,HR-WS-04,198.51.100.20,SYSTEM,Teams.exe,53,17070,benign
NET-0433,2026-09-16T20:27:41Z,HR-WS-04,198.51.100.20,ACME\\mgarcia,Teams.exe,445,18108,benign
NET-0494,2026-09-16T20:32:50Z,MGMT-01,198.51.100.20,ACME\\mgarcia,cmd.exe,53,14109,benign
NET-0269,2026-09-16T20:38:43Z,MGMT-01,198.51.100.20,ACME\\lchen,cmd.exe,443,1759,benign
NET-0141,2026-09-16T20:53:43Z,MGMT-01,DC-01,ACME\\mgarcia,cmd.exe,443,23300,benign
NET-0408,2026-09-16T21:01:06Z,HR-WS-04,198.51.100.20,ACME\\lchen,cmd.exe,445,27531,benign
NET-0373,2026-09-16T21:08:08Z,ENG-WS-17,DC-01,ACME\\mgarcia,cmd.exe,443,13338,benign
NET-0465,2026-09-16T21:21:33Z,ENG-WS-17,198.51.100.20,ACME\\jsmith,OneDrive.exe,53,9468,benign
NET-0434,2026-09-16T21:28:24Z,FIN-WS-09,MGMT-01,ACME\\lchen,cmd.exe,445,7456,benign
NET-0388,2026-09-16T21:28:53Z,ENG-WS-17,DC-01,ACME\\lchen,Teams.exe,443,1247,benign
NET-0524,2026-09-16T21:52:09Z,JUMP-01,DC-01,ACME\\jsmith,cmd.exe,443,7938,benign
NET-0272,2026-09-16T21:55:29Z,HR-WS-04,MGMT-01,ACME\\lchen,cmd.exe,445,17091,benign
NET-0203,2026-09-16T22:02:46Z,JUMP-01,198.51.100.20,ACME\\lchen,OneDrive.exe,443,27579,benign
NET-0287,2026-09-16T22:22:08Z,ENG-WS-17,MGMT-01,ACME\\mgarcia,Teams.exe,53,18259,benign
NET-0103,2026-09-16T22:26:35Z,JUMP-01,MGMT-01,SYSTEM,Teams.exe,443,5051,benign
NET-0167,2026-09-16T22:28:36Z,MGMT-01,MGMT-01,ACME\\jsmith,OneDrive.exe,445,19819,benign
NET-0318,2026-09-16T22:33:43Z,FIN-WS-09,MGMT-01,SYSTEM,Teams.exe,445,443,benign
NET-0413,2026-09-16T22:38:08Z,ENG-WS-17,DC-01,ACME\\lchen,OneDrive.exe,445,25481,benign
NET-0163,2026-09-16T22:46:39Z,ENG-WS-17,MGMT-01,ACME\\jsmith,cmd.exe,445,12019,benign
NET-0527,2026-09-16T22:46:59Z,DC-01,198.51.100.20,ACME\\jsmith,OneDrive.exe,445,3076,benign
NET-0261,2026-09-16T23:00:57Z,MGMT-01,DC-01,ACME\\mgarcia,cmd.exe,443,4898,benign
NET-0400,2026-09-16T23:07:11Z,JUMP-01,MGMT-01,ACME\\jsmith,OneDrive.exe,445,14619,benign
NET-0315,2026-09-16T23:27:42Z,DC-01,DC-01,ACME\\jsmith,Teams.exe,53,17518,benign
NET-0195,2026-09-16T23:37:46Z,FIN-WS-09,MGMT-01,SYSTEM,OneDrive.exe,443,738,benign
NET-0347,2026-09-16T23:37:57Z,FIN-WS-09,MGMT-01,ACME\\jsmith,Teams.exe,53,10481,benign
NET-0319,2026-09-16T23:49:49Z,HR-WS-04,MGMT-01,ACME\\jsmith,Teams.exe,443,17910,benign
NET-0124,2026-09-17T00:11:40Z,JUMP-01,MGMT-01,ACME\\lchen,OneDrive.exe,53,9618,benign
NET-0137,2026-09-17T00:14:53Z,FIN-WS-09,MGMT-01,ACME\\mgarcia,Teams.exe,445,23953,benign
NET-0286,2026-09-17T00:31:53Z,JUMP-01,MGMT-01,SYSTEM,OneDrive.exe,445,7737,benign
NET-0361,2026-09-17T00:54:13Z,FIN-WS-09,MGMT-01,ACME\\lchen,Teams.exe,443,17814,benign
NET-0324,2026-09-17T00:59:01Z,JUMP-01,DC-01,SYSTEM,OneDrive.exe,445,11935,benign
NET-0144,2026-09-17T01:09:09Z,DC-01,198.51.100.20,ACME\\lchen,Teams.exe,445,6023,benign
NET-0561,2026-09-17T01:21:48Z,ENG-WS-17,198.51.100.20,ACME\\jsmith,cmd.exe,443,22932,benign
NET-0446,2026-09-17T01:25:01Z,ENG-WS-17,198.51.100.20,SYSTEM,cmd.exe,443,7715,benign
NET-0130,2026-09-17T01:56:34Z,MGMT-01,198.51.100.20,SYSTEM,cmd.exe,53,14170,benign
NET-0421,2026-09-17T02:11:57Z,DC-01,DC-01,ACME\\lchen,cmd.exe,443,638,benign
NET-0439,2026-09-17T02:40:56Z,JUMP-01,DC-01,ACME\\jsmith,Teams.exe,443,12848,benign
NET-0556,2026-09-17T03:05:01Z,HR-WS-04,MGMT-01,SYSTEM,Teams.exe,445,6959,benign
NET-0110,2026-09-17T03:06:28Z,FIN-WS-09,DC-01,ACME\\mgarcia,cmd.exe,443,21963,benign
NET-0358,2026-09-17T03:15:57Z,FIN-WS-09,198.51.100.20,ACME\\jsmith,cmd.exe,53,11979,benign
NET-0530,2026-09-17T03:26:32Z,ENG-WS-17,198.51.100.20,ACME\\jsmith,OneDrive.exe,443,29537,benign
NET-0262,2026-09-17T03:31:00Z,HR-WS-04,DC-01,ACME\\mgarcia,OneDrive.exe,445,15686,benign
NET-0105,2026-09-17T03:36:13Z,DC-01,MGMT-01,ACME\\jsmith,cmd.exe,445,3808,benign
NET-0580,2026-09-17T03:51:55Z,DC-01,MGMT-01,ACME\\mgarcia,Teams.exe,445,23356,benign
NET-0116,2026-09-17T04:14:00Z,FIN-WS-09,198.51.100.20,ACME\\jsmith,OneDrive.exe,53,12417,benign
NET-0232,2026-09-17T04:21:09Z,FIN-WS-09,MGMT-01,ACME\\mgarcia,OneDrive.exe,445,10988,benign
NET-0275,2026-09-17T04:30:09Z,MGMT-01,DC-01,ACME\\jsmith,OneDrive.exe,443,19942,benign
NET-0277,2026-09-17T04:37:45Z,HR-WS-04,DC-01,ACME\\mgarcia,Teams.exe,53,13322,benign
NET-0224,2026-09-17T04:45:19Z,HR-WS-04,198.51.100.20,ACME\\mgarcia,cmd.exe,445,24396,benign
NET-0257,2026-09-17T04:50:00Z,HR-WS-04,MGMT-01,SYSTEM,cmd.exe,53,1452,benign
NET-0404,2026-09-17T04:50:58Z,ENG-WS-17,DC-01,SYSTEM,Teams.exe,443,27978,benign
NET-0516,2026-09-17T04:51:47Z,FIN-WS-09,DC-01,ACME\\jsmith,OneDrive.exe,53,14207,benign
NET-0453,2026-09-17T04:54:17Z,DC-01,198.51.100.20,ACME\\lchen,OneDrive.exe,53,9350,benign
NET-0395,2026-09-17T04:56:38Z,HR-WS-04,MGMT-01,ACME\\lchen,OneDrive.exe,445,21040,benign
NET-0383,2026-09-17T05:06:05Z,FIN-WS-09,DC-01,ACME\\mgarcia,OneDrive.exe,443,9366,benign
NET-0380,2026-09-17T05:06:15Z,HR-WS-04,MGMT-01,ACME\\lchen,Teams.exe,53,19287,benign
NET-0595,2026-09-17T05:19:10Z,FIN-WS-09,MGMT-01,ACME\\mgarcia,Teams.exe,443,24295,benign
NET-0414,2026-09-17T05:20:40Z,DC-01,DC-01,ACME\\lchen,OneDrive.exe,53,375,benign
NET-0511,2026-09-17T05:42:49Z,ENG-WS-17,MGMT-01,ACME\\lchen,OneDrive.exe,443,2080,benign
NET-0151,2026-09-17T05:45:45Z,MGMT-01,MGMT-01,ACME\\jsmith,cmd.exe,53,13908,benign
NET-0308,2026-09-17T05:46:02Z,ENG-WS-17,198.51.100.20,ACME\\mgarcia,Teams.exe,445,13506,benign
NET-0560,2026-09-17T05:52:35Z,MGMT-01,198.51.100.20,ACME\\jsmith,OneDrive.exe,53,12289,benign
NET-0441,2026-09-17T06:22:58Z,MGMT-01,MGMT-01,ACME\\jsmith,cmd.exe,53,23680,benign
NET-0466,2026-09-17T06:43:38Z,HR-WS-04,198.51.100.20,ACME\\mgarcia,Teams.exe,443,29633,benign
NET-0372,2026-09-17T06:44:42Z,JUMP-01,DC-01,SYSTEM,cmd.exe,445,12590,benign
NET-0229,2026-09-17T06:51:27Z,FIN-WS-09,MGMT-01,ACME\\jsmith,Teams.exe,443,13353,benign
NET-0329,2026-09-17T07:25:21Z,HR-WS-04,MGMT-01,SYSTEM,cmd.exe,443,22296,benign
NET-0242,2026-09-17T07:26:36Z,ENG-WS-17,DC-01,ACME\\lchen,Teams.exe,53,25905,benign
NET-0128,2026-09-17T07:39:49Z,DC-01,MGMT-01,SYSTEM,cmd.exe,443,28023,benign
NET-0191,2026-09-17T07:40:20Z,JUMP-01,198.51.100.20,ACME\\mgarcia,OneDrive.exe,53,15178,benign
NET-0576,2026-09-17T07:57:37Z,HR-WS-04,DC-01,ACME\\mgarcia,Teams.exe,445,17022,benign
NET-0464,2026-09-17T08:03:18Z,ENG-WS-17,MGMT-01,ACME\\jsmith,OneDrive.exe,443,4030,benign
NET-0548,2026-09-17T08:12:42Z,ENG-WS-17,MGMT-01,ACME\\jsmith,OneDrive.exe,443,19091,benign
NET-0333,2026-09-17T08:14:58Z,FIN-WS-09,MGMT-01,ACME\\jsmith,OneDrive.exe,53,13272,benign
NET-0499,2026-09-17T08:16:32Z,HR-WS-04,MGMT-01,ACME\\jsmith,OneDrive.exe,443,9548,benign
NET-0270,2026-09-17T08:21:36Z,DC-01,198.51.100.20,SYSTEM,OneDrive.exe,53,19445,benign
NET-0289,2026-09-17T08:44:59Z,DC-01,DC-01,ACME\\jsmith,OneDrive.exe,53,16292,benign
NET-0498,2026-09-17T08:51:52Z,HR-WS-04,198.51.100.20,ACME\\lchen,cmd.exe,445,18433,benign
NET-0533,2026-09-17T08:56:52Z,MGMT-01,198.51.100.20,ACME\\mgarcia,OneDrive.exe,53,15220,benign
NET-0482,2026-09-17T09:02:02Z,ENG-WS-17,MGMT-01,ACME\\lchen,cmd.exe,445,4066,benign
NET-0157,2026-09-17T09:02:48Z,ENG-WS-17,DC-01,ACME\\jsmith,cmd.exe,443,5408,benign
NET-0156,2026-09-17T09:08:25Z,MGMT-01,198.51.100.20,ACME\\lchen,cmd.exe,445,515,benign
NET-0133,2026-09-17T09:28:14Z,HR-WS-04,198.51.100.20,ACME\\mgarcia,cmd.exe,443,13196,benign
NET-0432,2026-09-17T09:30:45Z,HR-WS-04,DC-01,ACME\\lchen,Teams.exe,53,17704,benign
NET-0557,2026-09-17T10:03:57Z,HR-WS-04,198.51.100.20,SYSTEM,cmd.exe,443,10964,benign
NET-0140,2026-09-17T10:16:51Z,MGMT-01,198.51.100.20,SYSTEM,OneDrive.exe,445,17857,benign
NET-0435,2026-09-17T10:44:29Z,FIN-WS-09,MGMT-01,ACME\\lchen,Teams.exe,53,21868,benign
NET-0299,2026-09-17T10:49:42Z,FIN-WS-09,198.51.100.20,ACME\\mgarcia,Teams.exe,445,1876,benign
NET-0354,2026-09-17T10:56:27Z,MGMT-01,DC-01,SYSTEM,cmd.exe,445,3837,benign
NET-0573,2026-09-17T11:09:02Z,HR-WS-04,MGMT-01,ACME\\jsmith,cmd.exe,53,13764,benign
NET-0150,2026-09-17T11:22:27Z,HR-WS-04,MGMT-01,ACME\\mgarcia,Teams.exe,53,15593,benign
NET-0412,2026-09-17T11:32:04Z,JUMP-01,198.51.100.20,SYSTEM,cmd.exe,445,13833,benign
NET-0348,2026-09-17T11:32:05Z,ENG-WS-17,DC-01,SYSTEM,Teams.exe,445,21475,benign
NET-0381,2026-09-17T11:45:49Z,MGMT-01,MGMT-01,ACME\\mgarcia,OneDrive.exe,53,27457,benign
NET-0188,2026-09-17T11:56:11Z,DC-01,DC-01,ACME\\lchen,cmd.exe,445,21936,benign
NET-0312,2026-09-17T12:05:17Z,DC-01,DC-01,ACME\\lchen,cmd.exe,53,12787,benign
NET-0569,2026-09-17T12:08:57Z,DC-01,198.51.100.20,SYSTEM,OneDrive.exe,53,28549,benign
NET-0424,2026-09-17T12:12:03Z,HR-WS-04,MGMT-01,ACME\\mgarcia,Teams.exe,53,12556,benign
NET-0529,2026-09-17T12:17:51Z,MGMT-01,DC-01,ACME\\lchen,Teams.exe,443,21840,benign
NET-0371,2026-09-17T12:23:09Z,HR-WS-04,MGMT-01,ACME\\lchen,Teams.exe,53,5603,benign
NET-0251,2026-09-17T12:27:31Z,MGMT-01,MGMT-01,ACME\\lchen,OneDrive.exe,53,21471,benign
NET-0391,2026-09-17T12:35:56Z,DC-01,MGMT-01,ACME\\lchen,OneDrive.exe,53,29615,benign
NET-0248,2026-09-17T12:58:40Z,ENG-WS-17,MGMT-01,ACME\\jsmith,OneDrive.exe,445,23869,benign
NET-0500,2026-09-17T13:02:22Z,FIN-WS-09,MGMT-01,SYSTEM,OneDrive.exe,443,19798,benign
NET-0521,2026-09-17T13:23:46Z,HR-WS-04,DC-01,ACME\\lchen,OneDrive.exe,53,29094,benign
NET-0582,2026-09-17T13:45:56Z,MGMT-01,198.51.100.20,ACME\\lchen,cmd.exe,443,24327,benign
NET-0336,2026-09-17T13:58:33Z,HR-WS-04,DC-01,SYSTEM,Teams.exe,445,21699,benign
NET-0197,2026-09-17T14:07:51Z,HR-WS-04,MGMT-01,SYSTEM,cmd.exe,445,26523,benign
NET-0142,2026-09-17T15:03:39Z,JUMP-01,MGMT-01,ACME\\jsmith,Teams.exe,445,18792,benign
NET-0566,2026-09-17T15:10:27Z,MGMT-01,198.51.100.20,ACME\\lchen,cmd.exe,445,28663,benign
NET-0346,2026-09-17T15:19:31Z,JUMP-01,198.51.100.20,SYSTEM,OneDrive.exe,445,20444,benign
NET-0201,2026-09-17T15:21:47Z,JUMP-01,198.51.100.20,ACME\\lchen,OneDrive.exe,445,28102,benign
NET-0227,2026-09-17T15:31:31Z,MGMT-01,198.51.100.20,ACME\\lchen,cmd.exe,445,24748,benign
NET-0223,2026-09-17T15:37:51Z,MGMT-01,MGMT-01,ACME\\jsmith,OneDrive.exe,445,17319,benign
NET-0513,2026-09-17T16:06:12Z,DC-01,MGMT-01,SYSTEM,OneDrive.exe,53,13636,benign
NET-0328,2026-09-17T16:19:50Z,FIN-WS-09,198.51.100.20,ACME\\mgarcia,Teams.exe,53,1918,benign
NET-0593,2026-09-17T16:47:01Z,JUMP-01,MGMT-01,SYSTEM,cmd.exe,443,9356,benign
NET-0143,2026-09-17T16:52:40Z,HR-WS-04,198.51.100.20,SYSTEM,Teams.exe,445,19528,benign
NET-0398,2026-09-17T17:14:31Z,JUMP-01,198.51.100.20,ACME\\lchen,Teams.exe,445,3161,benign
NET-0306,2026-09-17T17:20:47Z,DC-01,DC-01,ACME\\jsmith,Teams.exe,443,7706,benign
NET-0525,2026-09-17T17:22:34Z,MGMT-01,DC-01,SYSTEM,OneDrive.exe,443,14674,benign
NET-0547,2026-09-17T17:24:32Z,HR-WS-04,DC-01,ACME\\jsmith,OneDrive.exe,443,3898,benign
NET-0180,2026-09-17T17:37:48Z,HR-WS-04,DC-01,ACME\\jsmith,Teams.exe,53,7340,benign
NET-0540,2026-09-17T17:53:58Z,DC-01,DC-01,ACME\\mgarcia,OneDrive.exe,445,29036,benign
NET-0532,2026-09-17T17:58:41Z,FIN-WS-09,MGMT-01,ACME\\jsmith,cmd.exe,443,23583,benign
NET-0309,2026-09-17T18:07:28Z,JUMP-01,198.51.100.20,ACME\\jsmith,Teams.exe,53,13077,benign
NET-0208,2026-09-17T18:10:48Z,DC-01,198.51.100.20,SYSTEM,Teams.exe,445,14543,benign
NET-0170,2026-09-17T18:19:14Z,JUMP-01,MGMT-01,ACME\\jsmith,Teams.exe,53,9606,benign
NET-0442,2026-09-17T18:39:59Z,HR-WS-04,DC-01,ACME\\mgarcia,Teams.exe,445,20711,benign
NET-0352,2026-09-17T19:41:49Z,HR-WS-04,DC-01,ACME\\jsmith,Teams.exe,53,21815,benign
NET-0278,2026-09-17T19:55:16Z,DC-01,198.51.100.20,ACME\\lchen,cmd.exe,443,20126,benign
NET-0459,2026-09-17T20:29:36Z,DC-01,DC-01,SYSTEM,OneDrive.exe,53,20666,benign
NET-0339,2026-09-17T20:44:48Z,FIN-WS-09,MGMT-01,ACME\\lchen,OneDrive.exe,53,28256,benign
NET-0402,2026-09-17T20:47:55Z,ENG-WS-17,198.51.100.20,ACME\\mgarcia,OneDrive.exe,53,21276,benign
NET-0118,2026-09-17T21:35:26Z,DC-01,DC-01,SYSTEM,cmd.exe,445,22727,benign
NET-0200,2026-09-17T21:38:39Z,DC-01,MGMT-01,ACME\\jsmith,Teams.exe,443,29128,benign
NET-0415,2026-09-17T21:39:30Z,JUMP-01,198.51.100.20,ACME\\mgarcia,cmd.exe,53,105,benign
NET-0405,2026-09-17T21:43:07Z,HR-WS-04,198.51.100.20,ACME\\mgarcia,Teams.exe,445,15781,benign
NET-0228,2026-09-17T22:18:28Z,FIN-WS-09,198.51.100.20,SYSTEM,cmd.exe,53,23839,benign
NET-0147,2026-09-17T22:22:29Z,MGMT-01,198.51.100.20,ACME\\jsmith,cmd.exe,443,28941,benign
NET-0212,2026-09-17T22:34:09Z,FIN-WS-09,DC-01,ACME\\mgarcia,OneDrive.exe,443,12827,benign
NET-0416,2026-09-17T22:43:38Z,HR-WS-04,MGMT-01,SYSTEM,cmd.exe,445,2466,benign
NET-0161,2026-09-17T22:45:28Z,MGMT-01,MGMT-01,ACME\\jsmith,Teams.exe,445,20996,benign
NET-0359,2026-09-17T22:50:03Z,JUMP-01,198.51.100.20,SYSTEM,OneDrive.exe,443,11416,benign
NET-0444,2026-09-17T23:03:31Z,ENG-WS-17,198.51.100.20,ACME\\jsmith,OneDrive.exe,53,28352,benign
NET-0440,2026-09-17T23:14:35Z,DC-01,MGMT-01,ACME\\mgarcia,Teams.exe,445,9114,benign
NET-0221,2026-09-17T23:22:22Z,ENG-WS-17,DC-01,SYSTEM,cmd.exe,443,26898,benign
NET-0551,2026-09-17T23:43:28Z,HR-WS-04,DC-01,ACME\\jsmith,cmd.exe,53,2746,benign
NET-0467,2026-09-18T00:29:22Z,MGMT-01,198.51.100.20,ACME\\jsmith,OneDrive.exe,443,9495,benign
NET-0106,2026-09-18T00:41:23Z,FIN-WS-09,198.51.100.20,ACME\\lchen,OneDrive.exe,443,26542,benign
NET-0367,2026-09-18T00:46:28Z,FIN-WS-09,DC-01,ACME\\mgarcia,Teams.exe,53,19930,benign
NET-0236,2026-09-18T00:52:23Z,DC-01,DC-01,ACME\\mgarcia,cmd.exe,443,9443,benign
NET-0132,2026-09-18T01:02:23Z,FIN-WS-09,MGMT-01,ACME\\jsmith,cmd.exe,53,17597,benign
NET-0173,2026-09-18T01:15:40Z,DC-01,DC-01,ACME\\jsmith,OneDrive.exe,445,3742,benign
NET-0501,2026-09-18T01:24:25Z,ENG-WS-17,198.51.100.20,SYSTEM,cmd.exe,445,8756,benign
NET-0192,2026-09-18T01:26:18Z,FIN-WS-09,DC-01,ACME\\mgarcia,OneDrive.exe,443,29523,benign
NET-0565,2026-09-18T01:34:16Z,JUMP-01,MGMT-01,ACME\\lchen,cmd.exe,443,21289,benign
NET-0102,2026-09-18T01:36:40Z,JUMP-01,DC-01,ACME\\mgarcia,cmd.exe,445,26436,benign
NET-0549,2026-09-18T02:09:52Z,DC-01,198.51.100.20,ACME\\jsmith,Teams.exe,53,29918,benign
NET-0304,2026-09-18T02:30:48Z,ENG-WS-17,MGMT-01,ACME\\lchen,cmd.exe,443,29635,benign
NET-0254,2026-09-18T02:32:01Z,DC-01,198.51.100.20,ACME\\lchen,Teams.exe,443,29113,benign
NET-0349,2026-09-18T02:41:01Z,HR-WS-04,198.51.100.20,SYSTEM,Teams.exe,443,2591,benign
NET-0396,2026-09-18T02:54:52Z,HR-WS-04,DC-01,ACME\\mgarcia,Teams.exe,443,24554,benign
NET-0463,2026-09-18T02:57:16Z,MGMT-01,198.51.100.20,SYSTEM,cmd.exe,443,6000,benign
NET-0295,2026-09-18T03:05:12Z,ENG-WS-17,DC-01,ACME\\mgarcia,OneDrive.exe,53,23642,benign
NET-0273,2026-09-18T03:13:15Z,ENG-WS-17,DC-01,ACME\\mgarcia,cmd.exe,53,19228,benign
NET-0196,2026-09-18T03:23:12Z,JUMP-01,DC-01,ACME\\jsmith,Teams.exe,443,9502,benign
NET-0199,2026-09-18T04:16:29Z,JUMP-01,198.51.100.20,SYSTEM,Teams.exe,445,12801,benign
