event_id,_time,host,user,action,file_path,sha256,source_process,source_process_id,signature_status,classification,note
FILE-00387,2026-08-05T15:00:02Z,FILE-01,ACME\svc_deploy,modify,C:\Windows\Temp\agent.log,aafae156bf555579da7da7ba8b7a949c57b20a0216e9a190c0aa90eae3e6d96f,backup-agent.exe,14958,not_applicable,benign,routine file activity
FILE-00588,2026-08-05T15:05:44Z,DEPLOY-01,NT AUTHORITY\SYSTEM,read,C:\Ops\logs.zip,b828b8210a90913b487e9356a175fd3b48698836ee69b0330a0c5f2ac129aa32,powershell.exe,8926,not_applicable,benign,routine file activity
FILE-00677,2026-08-05T15:32:38Z,FILE-01,NT AUTHORITY\SYSTEM,modify,C:\Ops\logs.zip,af60d4f50dafae84a0b5c98a0177a8cad141e3c3966058207def49cff68571a7,backup-agent.exe,10971,not_applicable,benign,routine file activity
FILE-01077,2026-08-05T15:36:04Z,ADMIN-WS-07,ACME\svc_deploy,read,C:\Deploy\agent.msi,94ac3eb9904d1052441a5e0303ac7c3f0a8a2df6157879962c0edf279815cc33,powershell.exe,5168,signed,benign,routine file activity
FILE-01234,2026-08-05T15:43:23Z,DEPLOY-01,ACME\admin.rpatel,modify,C:\ProgramData\Backup\state.db,8e3e0eddadd7969f1d612b0c72e4e75a12cd2affd80430dc86ff85aa4fa1deb3,backup-agent.exe,13175,not_applicable,benign,routine file activity
FILE-01136,2026-08-05T15:44:53Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,create,C:\Deploy\agent.msi,370c1e7f384ff6687953918d4b42df954148a8751dcabf0a375c0e9e502cdda9,backup-agent.exe,3800,signed,benign,routine file activity
FILE-00809,2026-08-05T15:47:24Z,DEPLOY-01,NT AUTHORITY\SYSTEM,read,C:\Ops\logs.zip,079bdb5e4bfc3624ed5026c0d1b3c01f5ead96304643447fd9e4fe59876c73d9,msiexec.exe,3095,not_applicable,benign,routine file activity
FILE-00191,2026-08-05T15:51:22Z,APP-API-02,ACME\admin.rpatel,modify,C:\Windows\Temp\agent.log,54b9bacd0f3faa8eeb3620dc47063464ce48d5d642e825f627e518bcfd71a608,backup-agent.exe,8517,not_applicable,benign,routine file activity
FILE-00524,2026-08-05T16:00:43Z,ADMIN-WS-11,ACME\admin.rpatel,create,C:\Windows\Temp\agent.log,a38e77e5a00a18090a34c27540986e13ab02ea33ab0b1a66c744e0905cd6ed2c,backup-agent.exe,7790,not_applicable,benign,routine file activity
FILE-00953,2026-08-05T16:23:08Z,DEPLOY-01,ACME\svc_backup,read,C:\Ops\logs.zip,8defa4e2bdb1b26719dbcae6ef79efda4dd2e85a4f40aaab796d200b4fbc4c00,backup-agent.exe,8254,not_applicable,benign,routine file activity
FILE-00790,2026-08-05T16:24:54Z,APP-API-02,NT AUTHORITY\SYSTEM,read,C:\Ops\logs.zip,2c38f0be789a676a7b5e32ea5159548253ed9c10e4634bfb886de0758cb7c70a,backup-agent.exe,3677,not_applicable,benign,routine file activity
FILE-01446,2026-08-05T16:25:59Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,read,C:\Deploy\agent.msi,5b4d41284753556b41fba97a4ef1c70d650d16a4966bb8d81e2f614a755ccbbd,powershell.exe,7763,signed,benign,routine file activity
FILE-00889,2026-08-05T16:30:01Z,ADMIN-WS-07,ACME\admin.rpatel,modify,C:\Deploy\agent.msi,cc912af858b767084c6d970e113c750c8cccd263e0b5241b42f000ec86de2488,powershell.exe,13614,signed,benign,routine file activity
FILE-01068,2026-08-05T16:36:56Z,DEPLOY-01,ACME\svc_deploy,create,C:\ProgramData\Backup\state.db,70f102cbfece5a278a6ad0d795783b23c1c25112d9e2f85e550d6448c8e30063,backup-agent.exe,10816,not_applicable,benign,routine file activity
FILE-01212,2026-08-05T16:57:41Z,ADMIN-WS-07,ACME\admin.rpatel,read,C:\Ops\logs.zip,423e24cd7a9dee6c4defa079ba2804c5abad8f449cb50d41b9d06b2545cc52dc,backup-agent.exe,4979,not_applicable,benign,routine file activity
FILE-01253,2026-08-05T17:20:26Z,FILE-01,ACME\svc_deploy,create,C:\Deploy\agent.msi,e5c720a53d811779b45d55a0a4070ebee01025bfe2013c8f7b4aae40c274d48e,powershell.exe,5510,signed,benign,routine file activity
FILE-00440,2026-08-05T17:21:22Z,DEPLOY-01,ACME\admin.rpatel,modify,C:\Windows\Temp\agent.log,7feb2fcc934aa311ad656f6e0d7642ef371aba80ba6edf85e598b3e68a049d71,backup-agent.exe,4714,not_applicable,benign,routine file activity
FILE-01204,2026-08-05T17:21:30Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\Ops\logs.zip,fce4f199a95c3b6b2d408fb26139421836c7f137224388440ece8ee4151a5b98,powershell.exe,11053,not_applicable,benign,routine file activity
FILE-01292,2026-08-05T17:30:52Z,DEPLOY-01,ACME\svc_deploy,read,C:\Deploy\agent.msi,6481611bcd7e195bee24cf4ca507a7f98e57c314498ae60d09e4c8ca23a177a2,powershell.exe,2242,signed,benign,routine file activity
FILE-00005,2026-08-05T17:31:28Z,FILE-01,ACME\svc_backup,create,C:\Windows\Temp\agent.log,0277ecf624fdd569f3e71b79b5b93fea7ece24456b61119ad947cf47f4d41b62,msiexec.exe,9197,not_applicable,benign,routine file activity
FILE-01280,2026-08-05T17:34:46Z,VULN-SCAN-01,ACME\svc_deploy,read,C:\Ops\logs.zip,02693c0a2ad4c4a157771a4a71e93538675197409686798de7e76185313b4c49,powershell.exe,10953,not_applicable,benign,routine file activity
FILE-00187,2026-08-05T17:37:59Z,WEB-EDGE-01,ACME\svc_backup,read,C:\Windows\Temp\agent.log,7ac58c911811eb838d2629bcfa24dffc2731a1944773f6fa2d22ef2bec17d7dc,backup-agent.exe,11780,not_applicable,benign,routine file activity
FILE-00203,2026-08-05T17:38:48Z,ADMIN-WS-07,ACME\admin.jlee,modify,C:\ProgramData\Backup\state.db,966c97ebb9a937a0b2ca67aa119da119c331801626158d8366778e8faf1a8fd9,msiexec.exe,6472,not_applicable,benign,routine file activity
FILE-00818,2026-08-05T17:49:42Z,VULN-SCAN-01,ACME\svc_backup,read,C:\Windows\Temp\agent.log,04952ed8de405b1e242b64540273939b2024a2f32e7cff5679cd37b078e37c86,msiexec.exe,14731,not_applicable,benign,routine file activity
FILE-00352,2026-08-05T17:51:01Z,ADMIN-WS-11,ACME\svc_backup,read,C:\Windows\Temp\agent.log,cb956e0fcc00ec182dc66f82b8ae3d0d45cca4948f58baca68acebc10419edd5,msiexec.exe,12490,not_applicable,benign,routine file activity
FILE-00973,2026-08-05T17:56:07Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,modify,C:\Deploy\agent.msi,ab70e74c5c8ae56ca2f3280c9f22dc7e209a222452ebf9629a9d9855a3698e55,powershell.exe,5165,signed,benign,routine file activity
FILE-00971,2026-08-05T18:01:10Z,DEPLOY-01,ACME\svc_deploy,modify,C:\Ops\logs.zip,6b54d425528381af7ee5f5bbcb227e4d74a8791181b9ba489601e221d6e39a64,backup-agent.exe,7173,not_applicable,benign,routine file activity
FILE-01496,2026-08-05T18:03:03Z,APP-API-02,ACME\svc_backup,create,C:\Deploy\agent.msi,405561391d18e4cb937fef357c7bbf1eca2a837bdd81d71c6e3a54528acf93b0,powershell.exe,12980,signed,benign,routine file activity
FILE-00535,2026-08-05T18:03:44Z,WEB-EDGE-01,ACME\svc_deploy,read,C:\Windows\Temp\agent.log,f885acf9b54517350d32ef41acb23ee306223aa27112e07b2edd73871e6c1355,msiexec.exe,7618,not_applicable,benign,routine file activity
FILE-00994,2026-08-05T18:04:39Z,WEB-EDGE-01,ACME\svc_deploy,modify,C:\Windows\Temp\agent.log,10d35709e72dc2e795f6300eba310749415d4e8209498134a8ad0d2502405510,backup-agent.exe,13293,not_applicable,benign,routine file activity
FILE-01430,2026-08-05T18:08:10Z,DEPLOY-01,NT AUTHORITY\SYSTEM,read,C:\Deploy\agent.msi,9d802ffa1ddb7dab50f39f91d50f78e93f377ae6baded5c6b232ae91c397ada8,powershell.exe,14877,signed,benign,routine file activity
FILE-01445,2026-08-05T18:22:40Z,FILE-01,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\agent.log,326937f4f69d352433322b4344ccdc1a2c9ea683edaac4001abc79557267ed16,backup-agent.exe,12170,not_applicable,benign,routine file activity
FILE-00570,2026-08-05T18:34:04Z,APP-API-02,ACME\admin.jlee,read,C:\Windows\Temp\agent.log,8a7d671c1696a209184eddaaae4089ecb1fdfd9457ebcd6633d481a821e4c47f,msiexec.exe,1645,not_applicable,benign,routine file activity
FILE-00279,2026-08-05T18:55:44Z,ADMIN-WS-07,ACME\admin.rpatel,modify,C:\Windows\Temp\agent.log,b45c31ba6b814e021eb04a2507941e23c23abec14cf043c5e6a52c8deecb376d,backup-agent.exe,4488,not_applicable,benign,routine file activity
FILE-00768,2026-08-05T19:03:51Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,read,C:\Deploy\agent.msi,d687a16d1478f10652b53000a4c4d1219e140c3e491a92483a3ab48f390f15dd,backup-agent.exe,12334,signed,benign,routine file activity
FILE-01286,2026-08-05T19:06:13Z,ADMIN-WS-11,ACME\svc_backup,modify,C:\ProgramData\Backup\state.db,c6f185db9a80f5d2379d3f1b238058824f6118f08cca9fd509cc2e9d20382000,backup-agent.exe,4109,not_applicable,benign,routine file activity
FILE-00839,2026-08-05T19:08:47Z,APP-API-02,ACME\svc_deploy,create,C:\Windows\Temp\agent.log,7357136b3e7e726dc3afc9b99cd7c25be36f52a8dd4d17c491bca47eacbe1257,backup-agent.exe,5691,not_applicable,benign,routine file activity
FILE-00253,2026-08-05T19:10:42Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,modify,C:\ProgramData\Backup\state.db,d97bf0b3ff58d97748cfac1a6aeab6f803248381b616425d240ffc1b6267e175,backup-agent.exe,1900,not_applicable,benign,routine file activity
FILE-01269,2026-08-05T19:22:49Z,APP-API-02,ACME\admin.rpatel,create,C:\Deploy\agent.msi,2bf1f368fbb1cd4a61936589302a5c6ddffc0646188f7c22410cbe04288ee76f,msiexec.exe,6980,signed,benign,routine file activity
FILE-01457,2026-08-05T19:25:34Z,APP-API-02,ACME\admin.rpatel,create,C:\Deploy\agent.msi,d8665552ec90257e74018f7cb6df13046be72205bcab9f41f884634371e8f3bc,msiexec.exe,14921,signed,benign,routine file activity
FILE-01219,2026-08-05T19:27:39Z,DEPLOY-01,NT AUTHORITY\SYSTEM,read,C:\Ops\logs.zip,8e76b0b93e35322030b44690b6dc8fd9363cfeb398f27c30a6b72988af33a1ac,msiexec.exe,12916,not_applicable,benign,routine file activity
FILE-00173,2026-08-05T19:35:41Z,ADMIN-WS-11,ACME\admin.jlee,modify,C:\Windows\Temp\agent.log,93a86c17e73c84ca66c2fa81dd69f13400edd06d877d9dc8a7203a4b25138715,msiexec.exe,4454,not_applicable,benign,routine file activity
FILE-00931,2026-08-05T19:47:43Z,VULN-SCAN-01,ACME\admin.rpatel,modify,C:\Windows\Temp\agent.log,d9c537cccaaf9249dbba8645529c83b34e8219289436e11267c6fc82107cb2e7,msiexec.exe,14078,not_applicable,benign,routine file activity
FILE-00842,2026-08-05T19:53:28Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,read,C:\ProgramData\Backup\state.db,f881763eb5d2767fff64d223351818dd342ed07e23283eef1ba730b4773c92e2,backup-agent.exe,7407,not_applicable,benign,routine file activity
FILE-00424,2026-08-05T19:55:11Z,DEPLOY-01,ACME\admin.jlee,read,C:\Windows\Temp\agent.log,c30d429d4f926c724a80fdd6a5cd4866c04f6a1739722c1c82a05f48b3aef4cb,msiexec.exe,10310,not_applicable,benign,routine file activity
FILE-00185,2026-08-05T20:06:49Z,DEPLOY-01,ACME\admin.rpatel,create,C:\ProgramData\Backup\state.db,722dc5eb0b453fa771a822457ba159b831b322ad404b38e0ba3ccd34d66dd19d,backup-agent.exe,3981,not_applicable,benign,routine file activity
FILE-00786,2026-08-05T20:13:16Z,WEB-EDGE-01,ACME\admin.rpatel,read,C:\ProgramData\Backup\state.db,9f4b3fba909f3c45026b612f38518ee9b6944fe4d9544b5ad4712640a41828e6,msiexec.exe,10502,not_applicable,benign,routine file activity
FILE-00576,2026-08-05T20:14:11Z,ADMIN-WS-11,ACME\svc_deploy,read,C:\Windows\Temp\agent.log,10ead35392f01f6992d9360c11ca0b6f1ce0ea84237416d6757ad38cc9f54738,powershell.exe,3176,not_applicable,benign,routine file activity
FILE-00779,2026-08-05T20:18:52Z,ADMIN-WS-11,ACME\admin.rpatel,modify,C:\ProgramData\Backup\state.db,63f44a3dee5d4cff737d1dd2d6e870581a747bddcc7092a730ebf8f4353ab93b,powershell.exe,7819,not_applicable,benign,routine file activity
FILE-01084,2026-08-05T20:22:38Z,VULN-SCAN-01,ACME\admin.jlee,create,C:\Windows\Temp\agent.log,4edc45c1737bbe9fb5e8cdd8e990e2f2d5b2422e966a3f55ad036c287b31355b,backup-agent.exe,5172,not_applicable,benign,routine file activity
FILE-00990,2026-08-05T20:32:44Z,ADMIN-WS-11,ACME\admin.jlee,read,C:\Ops\logs.zip,041c3ce946ef49d3ed5cd29657c7d0bf7e700395f12685b0da2bec43b8f5d6af,msiexec.exe,1135,not_applicable,benign,routine file activity
FILE-00394,2026-08-05T20:34:59Z,DEPLOY-01,ACME\svc_backup,create,C:\Windows\Temp\agent.log,bd6caee48ce4a7afbc5112ce3fc401d025ab822d5b20cf387c27d6aca762d4c2,backup-agent.exe,9142,not_applicable,benign,routine file activity
FILE-01221,2026-08-05T20:40:45Z,VULN-SCAN-01,ACME\svc_deploy,modify,C:\Ops\logs.zip,f2a1cc339902e1a98292b1ef87c8b3b139894410b9d0b6f4d6aff312bd9aceb3,msiexec.exe,4331,not_applicable,benign,routine file activity
FILE-00460,2026-08-05T20:46:42Z,ADMIN-WS-07,ACME\svc_deploy,read,C:\Ops\logs.zip,34059dd68f3021516893de453efa0215434ce0ead50494650672f694620ea714,powershell.exe,10913,not_applicable,benign,routine file activity
FILE-01404,2026-08-05T20:50:08Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,create,C:\ProgramData\Backup\state.db,cdfadcdc165eee24d8888f144116ac6044b19f604b52449122b59907bb3517e6,msiexec.exe,13012,not_applicable,benign,routine file activity
FILE-01289,2026-08-05T21:03:34Z,DEPLOY-01,ACME\admin.jlee,create,C:\Ops\logs.zip,a40d850d33c21b80a01e11790cc387cd43e4aa75d546f0fdc9e9460fb0c0d3fb,backup-agent.exe,4943,not_applicable,benign,routine file activity
FILE-00711,2026-08-05T21:05:05Z,ADMIN-WS-11,ACME\admin.jlee,modify,C:\Windows\Temp\agent.log,b30a39370c1763520e4b714d96c28cc47e6f7d467c617d661667424dc06a8b21,msiexec.exe,8658,not_applicable,benign,routine file activity
FILE-01116,2026-08-05T21:07:19Z,WEB-EDGE-01,ACME\svc_deploy,modify,C:\Ops\logs.zip,d585cc688d0b2eed6181c427a0eae376b540e7f283eb2dc90607846260565027,powershell.exe,11256,not_applicable,benign,routine file activity
FILE-01189,2026-08-05T21:08:57Z,VULN-SCAN-01,ACME\admin.rpatel,read,C:\ProgramData\Backup\state.db,f750ebd31d2d7e4b252e5dd4a25d36e4cd1dcdd3c74645f5ac3d83b7ac2da84a,powershell.exe,8868,not_applicable,benign,routine file activity
FILE-00483,2026-08-05T21:10:30Z,FILE-01,ACME\admin.jlee,modify,C:\Deploy\agent.msi,9fe9a1b7cfc02c03cc5351b22852cd36be4a06be80b9fa3e3b3b68b2a07a0b17,msiexec.exe,1990,signed,benign,routine file activity
FILE-00518,2026-08-05T21:23:01Z,ADMIN-WS-07,ACME\admin.jlee,read,C:\Windows\Temp\agent.log,99c5695fb50e4d92e221f215705a50ed6b90e92bd7f1115801ea1145f31eb44a,msiexec.exe,2823,not_applicable,benign,routine file activity
FILE-01048,2026-08-05T21:24:38Z,VULN-SCAN-01,ACME\svc_deploy,modify,C:\ProgramData\Backup\state.db,6423150725d6ce6f3930c392751ff0a4a52e822bfa5622a2e19d84343b188593,msiexec.exe,4115,not_applicable,benign,routine file activity
FILE-00659,2026-08-05T21:24:59Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,read,C:\Ops\logs.zip,f650e0e0d68ccdbbe0a715484deda26ad026071e977a5be9374f8919ebe9bb57,msiexec.exe,13134,not_applicable,benign,routine file activity
FILE-00968,2026-08-05T21:38:14Z,APP-API-02,NT AUTHORITY\SYSTEM,modify,C:\ProgramData\Backup\state.db,e21b7317c8e5ec3b62eea8c8ebbb90056146c132059ff5c3a8657b96ee72b082,backup-agent.exe,11729,not_applicable,benign,routine file activity
FILE-00793,2026-08-05T21:38:20Z,ADMIN-WS-07,ACME\admin.rpatel,modify,C:\Ops\logs.zip,2b835e510b91c417849a048f607f8b83fa9fef13c3fd277f4fd334d77b1fed49,backup-agent.exe,8171,not_applicable,benign,routine file activity
FILE-01293,2026-08-05T21:39:50Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,modify,C:\Ops\logs.zip,202b6a8dd39577f6346f7fb5b11c9d57ea6f3f81fece62e2efa33ef2c0fb0d02,msiexec.exe,9721,not_applicable,benign,routine file activity
FILE-01175,2026-08-05T21:53:28Z,ADMIN-WS-07,ACME\admin.jlee,create,C:\Ops\logs.zip,8ff4d6d3afdfb6d3c2fe6eb4cece052ef1374e4ce30b8d43dc72267e288a0db1,msiexec.exe,1677,not_applicable,benign,routine file activity
FILE-00465,2026-08-05T22:02:37Z,WEB-EDGE-01,ACME\svc_backup,read,C:\ProgramData\Backup\state.db,71b568b030d2e444b71f2c431240493acc55ed692b3ee62350ce5ee77f3edcdf,powershell.exe,13724,not_applicable,benign,routine file activity
FILE-01346,2026-08-05T22:09:25Z,ADMIN-WS-11,ACME\svc_deploy,modify,C:\Windows\Temp\agent.log,e97c12a3d8de9f506fd5948153df2b2121b944c280ae0f57e55ee3bb1b2c8d8c,backup-agent.exe,9486,not_applicable,benign,routine file activity
FILE-01482,2026-08-05T22:16:26Z,DEPLOY-01,ACME\admin.jlee,read,C:\Deploy\agent.msi,f0eb93b8dd09c348ac87a8d1227e7c37cd3058c7a44824004c0a3305a55c60db,backup-agent.exe,1389,signed,benign,routine file activity
FILE-00534,2026-08-05T22:30:38Z,ADMIN-WS-07,ACME\svc_backup,modify,C:\Deploy\agent.msi,1349892003323b2ef99d41343385858c15db46df45a2e93295837e26d57250c7,powershell.exe,5361,signed,benign,routine file activity
FILE-00469,2026-08-05T22:33:37Z,WEB-EDGE-01,ACME\admin.jlee,read,C:\Deploy\agent.msi,39f568adbf484b3c7b8e25eaf615b0d322c0c8637ec3e6d01564eb44d2b3606f,backup-agent.exe,3507,signed,benign,routine file activity
FILE-01262,2026-08-05T22:37:13Z,FILE-01,ACME\admin.rpatel,modify,C:\Ops\logs.zip,1619cda71b05f147a1ff14ca0623075867a109ca46daca0dfd6ea3a63635a978,powershell.exe,14365,not_applicable,benign,routine file activity
FILE-00414,2026-08-05T22:40:12Z,DEPLOY-01,NT AUTHORITY\SYSTEM,modify,C:\ProgramData\Backup\state.db,b85b5c7b7fc0c2639646d04c8eab90281334db625b097bf38768b59f7241aeff,powershell.exe,8997,not_applicable,benign,routine file activity
FILE-00649,2026-08-05T22:45:20Z,APP-API-02,ACME\admin.rpatel,modify,C:\Deploy\agent.msi,c52cebf43895b816179c190d35260466af189dd03d8ca77dc15b61c18f634652,powershell.exe,4933,signed,benign,routine file activity
FILE-00796,2026-08-05T22:48:14Z,VULN-SCAN-01,ACME\admin.jlee,modify,C:\ProgramData\Backup\state.db,8f636960982c02d917e0efdfab56f69d749626007e8ef7abb4c300919a7915dc,msiexec.exe,2885,not_applicable,benign,routine file activity
FILE-01364,2026-08-05T22:48:31Z,WEB-EDGE-01,ACME\svc_deploy,read,C:\Ops\logs.zip,de42ef70f3d8834008942eb6f559f8b1e7ee51543cb8a44e91eee01626a1d1cb,msiexec.exe,14394,not_applicable,benign,routine file activity
FILE-00795,2026-08-05T23:00:31Z,DEPLOY-01,ACME\admin.jlee,read,C:\Ops\logs.zip,e249607c1f8b2d0376bf09122619663c7dc34bfec237591d135fd1aa6f6b1f49,powershell.exe,12583,not_applicable,benign,routine file activity
FILE-00757,2026-08-05T23:05:18Z,VULN-SCAN-01,ACME\admin.jlee,modify,C:\Ops\logs.zip,5c3d954fc067055572caf4df12db06e75c5f109848cd89392eae5e9d1c598f59,powershell.exe,12505,not_applicable,benign,routine file activity
FILE-00787,2026-08-05T23:18:40Z,APP-API-02,ACME\admin.jlee,create,C:\ProgramData\Backup\state.db,24233cfb49b6691a17e7c817ed0c19d3d7682e3e6c8de1a60c96e817249a60fd,msiexec.exe,1726,not_applicable,benign,routine file activity
FILE-00556,2026-08-05T23:51:11Z,VULN-SCAN-01,ACME\svc_deploy,create,C:\Windows\Temp\agent.log,f95e43a2e7a8dfe1e9bfd3f5cc1dd24dc920811da7e3748711fdfcb856e4007b,msiexec.exe,9155,not_applicable,benign,routine file activity
FILE-00708,2026-08-05T23:54:58Z,VULN-SCAN-01,ACME\admin.jlee,modify,C:\Deploy\agent.msi,ee13314d3f9b1beb425bc3b1f80221cac4cb5f204bade47eebf6e11205c4f61b,msiexec.exe,13901,signed,benign,routine file activity
FILE-00704,2026-08-06T00:01:50Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,read,C:\ProgramData\Backup\state.db,2f431a7f2f136271b15ed4793daf8d22d68caef43dda860864160e3003c3b399,msiexec.exe,10281,not_applicable,benign,routine file activity
FILE-01488,2026-08-06T00:02:04Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,create,C:\ProgramData\Backup\state.db,98e0869591dd9e0b6bca854a9a89c4fc78759cccb06cb17550e11aec8127708b,backup-agent.exe,1629,not_applicable,benign,routine file activity
FILE-00471,2026-08-06T00:14:39Z,APP-API-02,ACME\admin.jlee,modify,C:\ProgramData\Backup\state.db,1131ce80858e4f7deea78df0fe63c19a40624218bd59ff202507e57a90b803c8,powershell.exe,5068,not_applicable,benign,routine file activity
FILE-00451,2026-08-06T00:27:18Z,DEPLOY-01,ACME\admin.rpatel,read,C:\ProgramData\Backup\state.db,b8bc279a3f6b13e301b5171b04279c32c42c7ad55e174c2dd53b0742d8b0db0f,backup-agent.exe,7085,not_applicable,benign,routine file activity
FILE-00149,2026-08-06T00:42:20Z,ADMIN-WS-11,ACME\admin.jlee,read,C:\ProgramData\Backup\state.db,36d5c92c8b64a82d8e623aefb0b4f3af91cca3d6602a1d2576666ac831973b55,powershell.exe,13564,not_applicable,benign,routine file activity
FILE-01304,2026-08-06T00:43:43Z,FILE-01,ACME\svc_deploy,modify,C:\Ops\logs.zip,147db5c7781fdd0ca716e84e3d4bd8c906970f829a295e767df26ddcf15062a6,msiexec.exe,8833,not_applicable,benign,routine file activity
FILE-00559,2026-08-06T00:44:55Z,WEB-EDGE-01,ACME\svc_backup,modify,C:\Windows\Temp\agent.log,132bf766163e16b50da77099d6a4397d38a83760312a87cee93b9a6048712ea9,msiexec.exe,14248,not_applicable,benign,routine file activity
FILE-00602,2026-08-06T00:59:34Z,APP-API-02,ACME\admin.rpatel,read,C:\Windows\Temp\agent.log,adf839bd154932acdf7fb5f6e133c2cc0e044d8ebdd19064772106c226f4d6f8,msiexec.exe,13172,not_applicable,benign,routine file activity
FILE-01178,2026-08-06T01:06:05Z,WEB-EDGE-01,ACME\svc_backup,modify,C:\ProgramData\Backup\state.db,c0b996a42461b6d1fd51fa25c941513fa7c06ce83d2641f6b6cfe81d10c31dbb,msiexec.exe,11651,not_applicable,benign,routine file activity
FILE-01387,2026-08-06T01:07:43Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\agent.log,359673715270f9c01aa6b09c0472f7d5513af23fb092430aa35bee97afd3aa1e,backup-agent.exe,11389,not_applicable,benign,routine file activity
FILE-00068,2026-08-06T01:09:56Z,DEPLOY-01,NT AUTHORITY\SYSTEM,read,C:\ProgramData\Backup\state.db,2a0430816d36ace0bd6bd2e8dd9276a2306d46084ddcd0c019f462acc4e47814,backup-agent.exe,13368,not_applicable,benign,routine file activity
FILE-00113,2026-08-06T01:14:13Z,FILE-01,ACME\svc_backup,modify,C:\Deploy\agent.msi,eeb40933bb87bd9268e8f39e9e82ada83b7a18eb29379bf34d07a01f47c81d90,powershell.exe,1187,signed,benign,routine file activity
FILE-00689,2026-08-06T01:20:01Z,WEB-EDGE-01,ACME\svc_backup,modify,C:\Windows\Temp\agent.log,8245375b4bf2c35e88c0c5f6624a0c8bfe167b5b6a5df053181f6a7f54c5e71b,powershell.exe,6090,not_applicable,benign,routine file activity
FILE-01088,2026-08-06T01:34:39Z,DEPLOY-01,ACME\admin.jlee,read,C:\Ops\logs.zip,f9f63750c738a0d2a87cdb5faa45b0f831374c458e0cd79b3e6b79ddd3868f35,msiexec.exe,12457,not_applicable,benign,routine file activity
FILE-01374,2026-08-06T01:38:20Z,APP-API-02,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\agent.log,7bfde637f7e94bb22c74141c8941387959d1b27e334c090ec741a4ca8605774b,powershell.exe,2669,not_applicable,benign,routine file activity
FILE-00688,2026-08-06T01:41:05Z,ADMIN-WS-11,ACME\svc_backup,create,C:\Deploy\agent.msi,9d54c3eacb12ac3cf3e397d940d7f392a7712993b0f7dbc8644406a525526921,msiexec.exe,5236,signed,benign,routine file activity
FILE-00784,2026-08-06T01:52:01Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,modify,C:\ProgramData\Backup\state.db,785127ff63f0b5a1f837aa82672d57cdcce85c08fb472ab38fb56671c22c6b38,msiexec.exe,1767,not_applicable,benign,routine file activity
FILE-00429,2026-08-06T01:54:42Z,WEB-EDGE-01,ACME\admin.jlee,modify,C:\Deploy\agent.msi,2416df152b2c079d654ed91311b4ba3ad11337594cf18eb2826a701460da1c14,backup-agent.exe,9190,signed,benign,routine file activity
FILE-01258,2026-08-06T01:56:29Z,WEB-EDGE-01,ACME\admin.rpatel,create,C:\Ops\logs.zip,673419b895012f27c9492b5520f9e9f780d5a92e06e070ca7d00366ccfb9b287,powershell.exe,4056,not_applicable,benign,routine file activity
FILE-00738,2026-08-06T02:07:28Z,ADMIN-WS-07,ACME\admin.jlee,create,C:\Ops\logs.zip,289c99961cc82eb8641078812d3c6ed662b757227629a127fc28d477a4e62991,powershell.exe,4359,not_applicable,benign,routine file activity
FILE-00922,2026-08-06T02:12:10Z,ADMIN-WS-11,ACME\svc_backup,read,C:\ProgramData\Backup\state.db,0b5fac5b3f1088119467680e38439c6ebbf5c4f19fc590e3cdb67d8538aab9bd,msiexec.exe,11589,not_applicable,benign,routine file activity
FILE-00086,2026-08-06T02:23:22Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\agent.log,9f83f8d7c29d10dda1a576fceaca9c7c010c60cea24cdf5137e40af59cb12b69,backup-agent.exe,2036,not_applicable,benign,routine file activity
FILE-01285,2026-08-06T02:36:47Z,DEPLOY-01,ACME\svc_deploy,create,C:\Deploy\agent.msi,f572d6e9a2f978b915ace23b22ce151bf4cba79a8fb0135dd47affbce22f299d,powershell.exe,4741,signed,benign,routine file activity
FILE-00623,2026-08-06T02:40:41Z,ADMIN-WS-07,ACME\admin.rpatel,read,C:\Ops\logs.zip,afdf2ffe9e20963bda4907bec973863320b4f1aca92ee0d1ed66d6ab08987d32,powershell.exe,8973,not_applicable,benign,routine file activity
FILE-00937,2026-08-06T02:47:57Z,ADMIN-WS-11,ACME\admin.jlee,read,C:\Windows\Temp\agent.log,ec8180e02ab0a5687386f57419375b40a141eea4aedfcf3b7d8392c6e432cfd9,backup-agent.exe,2270,not_applicable,benign,routine file activity
