event_id,_time,host,user,process_name,process_id,query,answer,result,classification,note
DNS-01157,2026-08-06T03:04:22Z,ADMIN-WS-07,ACME\svc_deploy,chrome.exe,9176,packages.microsoft.com,198.51.100.16,success,benign,routine resolution
DNS-00446,2026-08-06T03:11:34Z,VULN-SCAN-01,ACME\svc_backup,powershell.exe,11513,backup.internal,198.51.100.154,success,benign,routine resolution
DNS-01075,2026-08-06T03:12:29Z,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,4607,updates.vendor.example,198.51.100.58,success,benign,routine resolution
DNS-01354,2026-08-06T03:13:30Z,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,4492,packages.microsoft.com,198.51.100.51,success,benign,routine resolution
DNS-00473,2026-08-06T03:14:45Z,ADMIN-WS-07,ACME\admin.jlee,chrome.exe,2914,updates.vendor.example,198.51.100.17,success,benign,routine resolution
DNS-00424,2026-08-06T03:17:38Z,WEB-EDGE-01,ACME\svc_deploy,chrome.exe,1367,packages.microsoft.com,198.51.100.43,success,benign,routine resolution
DNS-01186,2026-08-06T03:22:08Z,VULN-SCAN-01,ACME\svc_deploy,chrome.exe,3617,updates.vendor.example,198.51.100.65,success,benign,routine resolution
DNS-00098,2026-08-06T03:23:30Z,VULN-SCAN-01,ACME\svc_backup,powershell.exe,9261,backup.internal,198.51.100.57,success,benign,routine resolution
DNS-00719,2026-08-06T03:32:09Z,APP-API-02,ACME\admin.jlee,backup-agent.exe,5339,backup.internal,198.51.100.219,success,benign,routine resolution
DNS-00519,2026-08-06T03:36:55Z,WEB-EDGE-01,ACME\svc_deploy,backup-agent.exe,8586,packages.microsoft.com,198.51.100.222,success,benign,routine resolution
DNS-00295,2026-08-06T03:41:42Z,ADMIN-WS-07,ACME\svc_backup,backup-agent.exe,6555,download.sysinternals.com,198.51.100.188,success,benign,routine resolution
DNS-00239,2026-08-06T03:49:09Z,APP-API-02,ACME\admin.rpatel,powershell.exe,1846,repo.internal,198.51.100.163,success,benign,routine resolution
DNS-00850,2026-08-06T03:49:47Z,ADMIN-WS-07,ACME\svc_backup,backup-agent.exe,12634,updates.vendor.example,198.51.100.108,success,benign,routine resolution
DNS-00489,2026-08-06T04:03:53Z,ADMIN-WS-07,ACME\admin.rpatel,backup-agent.exe,13546,packages.microsoft.com,198.51.100.7,success,benign,routine resolution
DNS-00874,2026-08-06T04:09:33Z,ADMIN-WS-07,ACME\svc_backup,backup-agent.exe,9830,packages.microsoft.com,198.51.100.77,success,benign,routine resolution
DNS-00890,2026-08-06T04:20:24Z,FILE-01,ACME\svc_backup,powershell.exe,6158,repo.internal,198.51.100.38,success,benign,routine resolution
DNS-00635,2026-08-06T04:26:55Z,DEPLOY-01,ACME\admin.rpatel,backup-agent.exe,14616,backup.internal,198.51.100.187,success,benign,routine resolution
DNS-00177,2026-08-06T04:28:20Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,14716,backup.internal,198.51.100.18,success,benign,routine resolution
DNS-00914,2026-08-06T04:29:53Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,chrome.exe,8252,backup.internal,198.51.100.147,success,benign,routine resolution
DNS-00415,2026-08-06T04:43:16Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,chrome.exe,1831,backup.internal,198.51.100.211,success,benign,routine resolution
DNS-01087,2026-08-06T05:08:34Z,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,12535,packages.microsoft.com,198.51.100.229,success,benign,routine resolution
DNS-00624,2026-08-06T05:09:27Z,WEB-EDGE-01,ACME\admin.jlee,powershell.exe,11500,updates.vendor.example,198.51.100.23,success,benign,routine resolution
DNS-00334,2026-08-06T05:11:19Z,APP-API-02,ACME\svc_backup,chrome.exe,2605,download.sysinternals.com,198.51.100.79,success,benign,routine resolution
DNS-01407,2026-08-06T05:14:36Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,7650,packages.microsoft.com,198.51.100.192,success,benign,routine resolution
DNS-00301,2026-08-06T05:37:50Z,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,13530,download.sysinternals.com,198.51.100.168,success,benign,routine resolution
DNS-00250,2026-08-06T05:38:43Z,DEPLOY-01,ACME\admin.rpatel,chrome.exe,2598,download.sysinternals.com,198.51.100.53,success,benign,routine resolution
DNS-00498,2026-08-06T05:44:50Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,backup-agent.exe,4879,repo.internal,198.51.100.200,success,benign,routine resolution
DNS-01297,2026-08-06T05:49:53Z,ADMIN-WS-07,ACME\admin.rpatel,chrome.exe,14360,repo.internal,198.51.100.16,success,benign,routine resolution
DNS-01262,2026-08-06T05:59:20Z,FILE-01,ACME\admin.jlee,powershell.exe,5601,updates.vendor.example,198.51.100.133,success,benign,routine resolution
DNS-00513,2026-08-06T06:04:36Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,6910,updates.vendor.example,198.51.100.128,success,benign,routine resolution
DNS-00449,2026-08-06T06:13:50Z,ADMIN-WS-11,ACME\admin.rpatel,chrome.exe,9892,backup.internal,198.51.100.109,success,benign,routine resolution
DNS-00815,2026-08-06T06:14:09Z,DEPLOY-01,ACME\admin.rpatel,backup-agent.exe,14753,download.sysinternals.com,198.51.100.227,success,benign,routine resolution
DNS-00876,2026-08-06T06:19:46Z,DEPLOY-01,ACME\svc_backup,powershell.exe,2828,repo.internal,198.51.100.162,success,benign,routine resolution
DNS-00213,2026-08-06T06:32:35Z,ADMIN-WS-07,ACME\admin.rpatel,chrome.exe,11769,repo.internal,198.51.100.177,success,benign,routine resolution
DNS-00596,2026-08-06T06:35:09Z,APP-API-02,ACME\admin.jlee,backup-agent.exe,5097,repo.internal,198.51.100.112,success,benign,routine resolution
DNS-00327,2026-08-06T07:02:17Z,FILE-01,ACME\admin.rpatel,chrome.exe,6679,packages.microsoft.com,198.51.100.87,success,benign,routine resolution
DNS-00768,2026-08-06T07:05:01Z,ADMIN-WS-07,ACME\admin.jlee,powershell.exe,11658,updates.vendor.example,198.51.100.235,success,benign,routine resolution
DNS-00253,2026-08-06T07:08:02Z,ADMIN-WS-07,ACME\admin.rpatel,powershell.exe,1149,repo.internal,198.51.100.207,success,benign,routine resolution
DNS-00656,2026-08-06T07:11:41Z,FILE-01,ACME\svc_backup,powershell.exe,12783,repo.internal,198.51.100.81,success,benign,routine resolution
DNS-01395,2026-08-06T07:21:34Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,14117,repo.internal,198.51.100.58,success,benign,routine resolution
DNS-00335,2026-08-06T07:24:30Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,backup-agent.exe,8907,repo.internal,198.51.100.30,success,benign,routine resolution
DNS-00905,2026-08-06T07:35:49Z,ADMIN-WS-11,ACME\svc_deploy,powershell.exe,13355,packages.microsoft.com,198.51.100.59,success,benign,routine resolution
DNS-00676,2026-08-06T07:40:32Z,ADMIN-WS-07,ACME\svc_deploy,backup-agent.exe,9937,backup.internal,198.51.100.212,success,benign,routine resolution
DNS-01306,2026-08-06T07:41:20Z,DEPLOY-01,ACME\svc_deploy,backup-agent.exe,3729,packages.microsoft.com,198.51.100.29,success,benign,routine resolution
DNS-01276,2026-08-06T07:43:35Z,FILE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,8836,repo.internal,198.51.100.25,success,benign,routine resolution
DNS-00584,2026-08-06T07:44:21Z,ADMIN-WS-11,ACME\svc_backup,backup-agent.exe,8732,backup.internal,198.51.100.137,success,benign,routine resolution
DNS-00236,2026-08-06T07:53:58Z,FILE-01,ACME\svc_backup,backup-agent.exe,10410,backup.internal,198.51.100.125,success,benign,routine resolution
DNS-01292,2026-08-06T07:59:02Z,FILE-01,ACME\svc_deploy,backup-agent.exe,6637,download.sysinternals.com,198.51.100.160,success,benign,routine resolution
DNS-01267,2026-08-06T08:08:13Z,DEPLOY-01,ACME\admin.rpatel,chrome.exe,2594,packages.microsoft.com,198.51.100.100,success,benign,routine resolution
DNS-00969,2026-08-06T08:21:55Z,FILE-01,ACME\svc_backup,chrome.exe,10487,backup.internal,198.51.100.146,success,benign,routine resolution
DNS-01399,2026-08-06T08:34:51Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,backup-agent.exe,1619,updates.vendor.example,198.51.100.69,success,benign,routine resolution
DNS-00055,2026-08-06T08:37:12Z,ADMIN-WS-07,ACME\admin.jlee,powershell.exe,6290,updates.vendor.example,198.51.100.157,success,benign,routine resolution
DNS-01308,2026-08-06T08:40:40Z,APP-API-02,ACME\svc_backup,backup-agent.exe,5308,updates.vendor.example,198.51.100.58,success,benign,routine resolution
DNS-00398,2026-08-06T08:43:04Z,ADMIN-WS-11,ACME\admin.jlee,chrome.exe,13461,packages.microsoft.com,198.51.100.114,success,benign,routine resolution
DNS-01077,2026-08-06T08:47:13Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,7977,repo.internal,198.51.100.211,success,benign,routine resolution
DNS-00795,2026-08-06T08:56:17Z,APP-API-02,ACME\svc_backup,chrome.exe,13517,backup.internal,198.51.100.209,success,benign,routine resolution
DNS-00688,2026-08-06T09:09:16Z,ADMIN-WS-07,ACME\svc_backup,powershell.exe,5606,download.sysinternals.com,198.51.100.109,success,benign,routine resolution
DNS-00673,2026-08-06T09:11:09Z,ADMIN-WS-11,ACME\svc_backup,chrome.exe,2452,updates.vendor.example,198.51.100.86,success,benign,routine resolution
DNS-00269,2026-08-06T09:26:51Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,backup-agent.exe,8124,packages.microsoft.com,198.51.100.160,success,benign,routine resolution
DNS-00627,2026-08-06T09:42:02Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,2969,updates.vendor.example,198.51.100.204,success,benign,routine resolution
DNS-01383,2026-08-06T09:44:00Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,7793,updates.vendor.example,198.51.100.206,success,benign,routine resolution
DNS-01278,2026-08-06T09:47:30Z,APP-API-02,ACME\svc_deploy,chrome.exe,13120,download.sysinternals.com,198.51.100.222,success,benign,routine resolution
DNS-00165,2026-08-06T09:50:41Z,ADMIN-WS-07,ACME\admin.jlee,chrome.exe,14981,updates.vendor.example,198.51.100.121,success,benign,routine resolution
DNS-00547,2026-08-06T09:58:01Z,DEPLOY-01,ACME\svc_backup,backup-agent.exe,6826,download.sysinternals.com,198.51.100.119,success,benign,routine resolution
DNS-01032,2026-08-06T10:04:55Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,chrome.exe,3139,packages.microsoft.com,198.51.100.224,success,benign,routine resolution
DNS-01125,2026-08-06T10:12:06Z,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,3236,packages.microsoft.com,198.51.100.85,success,benign,routine resolution
DNS-00225,2026-08-06T10:20:11Z,WEB-EDGE-01,ACME\admin.rpatel,chrome.exe,11213,repo.internal,198.51.100.93,success,benign,routine resolution
DNS-00706,2026-08-06T10:28:58Z,APP-API-02,ACME\svc_backup,chrome.exe,9740,updates.vendor.example,198.51.100.143,success,benign,routine resolution
DNS-01165,2026-08-06T10:34:01Z,WEB-EDGE-01,ACME\svc_backup,powershell.exe,10035,updates.vendor.example,198.51.100.67,success,benign,routine resolution
DNS-00991,2026-08-06T11:07:15Z,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,9936,download.sysinternals.com,198.51.100.64,success,benign,routine resolution
DNS-01356,2026-08-06T11:08:32Z,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,11337,backup.internal,198.51.100.24,success,benign,routine resolution
DNS-01250,2026-08-06T11:17:11Z,FILE-01,ACME\svc_backup,backup-agent.exe,14915,packages.microsoft.com,198.51.100.67,success,benign,routine resolution
DNS-01451,2026-08-06T11:20:42Z,WEB-EDGE-01,ACME\svc_backup,powershell.exe,2051,repo.internal,198.51.100.189,success,benign,routine resolution
DNS-01129,2026-08-06T11:26:03Z,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,3318,updates.vendor.example,198.51.100.169,success,benign,routine resolution
DNS-01050,2026-08-06T11:31:51Z,ADMIN-WS-07,ACME\svc_deploy,backup-agent.exe,10814,repo.internal,198.51.100.60,success,benign,routine resolution
DNS-01229,2026-08-06T11:32:06Z,DEPLOY-01,ACME\admin.rpatel,backup-agent.exe,7143,download.sysinternals.com,198.51.100.138,success,benign,routine resolution
DNS-00258,2026-08-06T11:37:58Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,11724,updates.vendor.example,198.51.100.88,success,benign,routine resolution
DNS-00887,2026-08-06T12:09:29Z,VULN-SCAN-01,ACME\svc_backup,backup-agent.exe,11389,backup.internal,198.51.100.36,success,benign,routine resolution
DNS-00696,2026-08-06T12:11:40Z,APP-API-02,ACME\svc_backup,powershell.exe,2093,repo.internal,198.51.100.159,success,benign,routine resolution
DNS-00879,2026-08-06T12:12:15Z,DEPLOY-01,NT AUTHORITY\SYSTEM,chrome.exe,13081,repo.internal,198.51.100.162,success,benign,routine resolution
DNS-00013,2026-08-06T12:17:36Z,ADMIN-WS-11,ACME\svc_backup,backup-agent.exe,13334,repo.internal,198.51.100.227,success,benign,routine resolution
DNS-00245,2026-08-06T12:21:23Z,DEPLOY-01,ACME\svc_backup,chrome.exe,7589,updates.vendor.example,198.51.100.84,success,benign,routine resolution
DNS-01330,2026-08-06T12:21:25Z,APP-API-02,ACME\svc_backup,backup-agent.exe,11501,repo.internal,198.51.100.55,success,benign,routine resolution
DNS-00902,2026-08-06T12:26:31Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,11347,repo.internal,198.51.100.196,success,benign,routine resolution
DNS-00148,2026-08-06T12:28:04Z,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,9346,updates.vendor.example,198.51.100.194,success,benign,routine resolution
DNS-00560,2026-08-06T12:41:14Z,FILE-01,ACME\admin.rpatel,powershell.exe,12934,download.sysinternals.com,198.51.100.40,success,benign,routine resolution
DNS-00031,2026-08-06T12:48:30Z,APP-API-02,ACME\svc_deploy,powershell.exe,12385,download.sysinternals.com,198.51.100.236,success,benign,routine resolution
DNS-01425,2026-08-06T13:04:19Z,DEPLOY-01,NT AUTHORITY\SYSTEM,chrome.exe,3796,repo.internal,198.51.100.153,success,benign,routine resolution
DNS-00309,2026-08-06T13:10:45Z,VULN-SCAN-01,ACME\svc_deploy,chrome.exe,5466,updates.vendor.example,198.51.100.237,success,benign,routine resolution
DNS-00370,2026-08-06T13:10:55Z,WEB-EDGE-01,ACME\svc_deploy,chrome.exe,5487,updates.vendor.example,198.51.100.158,success,benign,routine resolution
DNS-00784,2026-08-06T13:20:47Z,FILE-01,ACME\svc_deploy,powershell.exe,10993,repo.internal,198.51.100.140,success,benign,routine resolution
DNS-00891,2026-08-06T13:36:45Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,chrome.exe,10192,updates.vendor.example,198.51.100.109,success,benign,routine resolution
DNS-01023,2026-08-06T13:41:24Z,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,3026,backup.internal,198.51.100.118,success,benign,routine resolution
DNS-00290,2026-08-06T13:45:25Z,FILE-01,ACME\admin.jlee,backup-agent.exe,1843,download.sysinternals.com,198.51.100.190,success,benign,routine resolution
DNS-01249,2026-08-06T13:54:44Z,WEB-EDGE-01,ACME\admin.rpatel,chrome.exe,11527,updates.vendor.example,198.51.100.143,success,benign,routine resolution
DNS-01380,2026-08-06T14:12:51Z,DEPLOY-01,ACME\admin.rpatel,chrome.exe,7175,packages.microsoft.com,198.51.100.129,success,benign,routine resolution
DNS-01452,2026-08-06T14:21:15Z,WEB-EDGE-01,ACME\svc_backup,powershell.exe,14124,updates.vendor.example,198.51.100.120,success,benign,routine resolution
DNS-00756,2026-08-06T14:33:41Z,ADMIN-WS-11,ACME\admin.jlee,powershell.exe,4296,backup.internal,198.51.100.131,success,benign,routine resolution
DNS-01096,2026-08-06T14:35:26Z,FILE-01,ACME\svc_backup,backup-agent.exe,8199,packages.microsoft.com,198.51.100.240,success,benign,routine resolution
DNS-01351,2026-08-06T14:54:34Z,APP-API-02,ACME\svc_deploy,chrome.exe,1914,packages.microsoft.com,198.51.100.118,success,benign,routine resolution
DNS-01196,2026-08-06T15:07:17Z,FILE-01,ACME\svc_backup,chrome.exe,11168,packages.microsoft.com,198.51.100.140,success,benign,routine resolution
DNS-01364,2026-08-06T15:25:29Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,12560,repo.internal,198.51.100.46,success,benign,routine resolution
DNS-01324,2026-08-06T15:34:00Z,DEPLOY-01,ACME\svc_deploy,chrome.exe,3008,download.sysinternals.com,198.51.100.176,success,benign,routine resolution
DNS-01061,2026-08-06T15:34:19Z,FILE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,2497,backup.internal,198.51.100.135,success,benign,routine resolution
DNS-01460,2026-08-06T15:41:21Z,ADMIN-WS-11,ACME\admin.jlee,chrome.exe,5251,download.sysinternals.com,198.51.100.185,success,benign,routine resolution
DNS-00960,2026-08-06T15:41:22Z,VULN-SCAN-01,ACME\admin.rpatel,chrome.exe,2478,repo.internal,198.51.100.85,success,benign,routine resolution
DNS-00541,2026-08-06T16:08:14Z,WEB-EDGE-01,ACME\svc_deploy,powershell.exe,2474,updates.vendor.example,198.51.100.169,success,benign,routine resolution
DNS-00451,2026-08-06T16:10:44Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,10667,backup.internal,198.51.100.228,success,benign,routine resolution
DNS-01325,2026-08-06T16:13:40Z,ADMIN-WS-07,ACME\svc_backup,powershell.exe,5147,backup.internal,198.51.100.5,success,benign,routine resolution
DNS-01106,2026-08-06T16:23:52Z,WEB-EDGE-01,ACME\svc_deploy,powershell.exe,8579,repo.internal,198.51.100.7,success,benign,routine resolution
DNS-01336,2026-08-06T16:33:31Z,VULN-SCAN-01,ACME\svc_deploy,chrome.exe,4914,updates.vendor.example,198.51.100.85,success,benign,routine resolution
DNS-01469,2026-08-06T16:35:31Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,powershell.exe,9938,download.sysinternals.com,198.51.100.79,success,benign,routine resolution
DNS-00356,2026-08-06T16:35:43Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,1832,backup.internal,198.51.100.181,success,benign,routine resolution
DNS-00442,2026-08-06T16:43:06Z,ADMIN-WS-07,ACME\svc_deploy,powershell.exe,11162,repo.internal,198.51.100.136,success,benign,routine resolution
DNS-00113,2026-08-06T16:45:12Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,chrome.exe,8940,repo.internal,198.51.100.90,success,benign,routine resolution
DNS-00023,2026-08-06T16:49:33Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,chrome.exe,3948,download.sysinternals.com,198.51.100.233,success,benign,routine resolution
DNS-00829,2026-08-06T17:10:08Z,FILE-01,ACME\admin.rpatel,powershell.exe,12289,backup.internal,198.51.100.22,success,benign,routine resolution
DNS-00982,2026-08-06T17:13:17Z,ADMIN-WS-11,ACME\admin.jlee,powershell.exe,2811,repo.internal,198.51.100.195,success,benign,routine resolution
DNS-01132,2026-08-06T17:13:49Z,APP-API-02,ACME\admin.jlee,powershell.exe,11595,packages.microsoft.com,198.51.100.158,success,benign,routine resolution
DNS-01140,2026-08-06T17:25:24Z,ADMIN-WS-07,ACME\admin.rpatel,powershell.exe,6722,packages.microsoft.com,198.51.100.148,success,benign,routine resolution
DNS-00533,2026-08-06T17:52:07Z,WEB-EDGE-01,ACME\admin.rpatel,powershell.exe,8141,updates.vendor.example,198.51.100.19,success,benign,routine resolution
DNS-01118,2026-08-06T18:02:06Z,WEB-EDGE-01,ACME\admin.rpatel,backup-agent.exe,3568,download.sysinternals.com,198.51.100.7,success,benign,routine resolution
DNS-01329,2026-08-06T18:15:27Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,4734,updates.vendor.example,198.51.100.226,success,benign,routine resolution
DNS-01180,2026-08-06T18:19:45Z,WEB-EDGE-01,ACME\admin.jlee,powershell.exe,12795,packages.microsoft.com,198.51.100.17,success,benign,routine resolution
DNS-01006,2026-08-06T18:27:33Z,VULN-SCAN-01,ACME\svc_backup,powershell.exe,1843,repo.internal,198.51.100.5,success,benign,routine resolution
DNS-00860,2026-08-06T18:28:18Z,ADMIN-WS-11,ACME\admin.jlee,chrome.exe,13158,updates.vendor.example,198.51.100.106,success,benign,routine resolution
DNS-00526,2026-08-06T18:45:34Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,powershell.exe,12517,backup.internal,198.51.100.161,success,benign,routine resolution
DNS-01152,2026-08-06T18:46:57Z,ADMIN-WS-07,ACME\svc_deploy,chrome.exe,8816,repo.internal,198.51.100.218,success,benign,routine resolution
DNS-00282,2026-08-06T18:52:15Z,APP-API-02,ACME\svc_backup,chrome.exe,9351,updates.vendor.example,198.51.100.151,success,benign,routine resolution
DNS-00407,2026-08-06T18:57:42Z,ADMIN-WS-07,ACME\admin.jlee,chrome.exe,9346,repo.internal,198.51.100.211,success,benign,routine resolution
DNS-01254,2026-08-06T19:04:37Z,WEB-EDGE-01,ACME\admin.rpatel,chrome.exe,7349,packages.microsoft.com,198.51.100.26,success,benign,routine resolution
DNS-00697,2026-08-06T19:09:01Z,ADMIN-WS-07,ACME\svc_deploy,powershell.exe,11737,updates.vendor.example,198.51.100.17,success,benign,routine resolution
DNS-00452,2026-08-06T19:09:45Z,FILE-01,ACME\svc_backup,chrome.exe,5682,backup.internal,198.51.100.150,success,benign,routine resolution
DNS-00778,2026-08-06T19:11:30Z,APP-API-02,ACME\svc_deploy,backup-agent.exe,10002,packages.microsoft.com,198.51.100.53,success,benign,routine resolution
DNS-00731,2026-08-06T19:32:38Z,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,4031,repo.internal,198.51.100.189,success,benign,routine resolution
DNS-00096,2026-08-06T19:34:11Z,WEB-EDGE-01,ACME\svc_backup,chrome.exe,14940,repo.internal,198.51.100.21,success,benign,routine resolution
DNS-00310,2026-08-06T19:40:02Z,APP-API-02,ACME\admin.jlee,powershell.exe,4199,updates.vendor.example,198.51.100.232,success,benign,routine resolution
DNS-00837,2026-08-06T19:45:12Z,DEPLOY-01,ACME\svc_backup,backup-agent.exe,7219,repo.internal,198.51.100.4,success,benign,routine resolution
DNS-00597,2026-08-06T19:46:28Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,14118,packages.microsoft.com,198.51.100.129,success,benign,routine resolution
DNS-01495,2026-08-06T19:53:55Z,APP-API-02,NT AUTHORITY\SYSTEM,chrome.exe,13453,download.sysinternals.com,198.51.100.46,success,benign,routine resolution
DNS-00579,2026-08-06T19:54:13Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,10566,backup.internal,198.51.100.200,success,benign,routine resolution
DNS-00843,2026-08-06T20:22:33Z,VULN-SCAN-01,ACME\admin.rpatel,backup-agent.exe,4173,backup.internal,198.51.100.118,success,benign,routine resolution
DNS-00516,2026-08-06T20:33:10Z,DEPLOY-01,ACME\svc_deploy,powershell.exe,14174,backup.internal,198.51.100.47,success,benign,routine resolution
DNS-01178,2026-08-06T20:35:31Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,13625,backup.internal,198.51.100.81,success,benign,routine resolution
DNS-00553,2026-08-06T20:39:36Z,APP-API-02,ACME\svc_deploy,backup-agent.exe,2841,repo.internal,198.51.100.172,success,benign,routine resolution
DNS-00827,2026-08-06T20:41:18Z,ADMIN-WS-07,ACME\svc_deploy,backup-agent.exe,9449,packages.microsoft.com,198.51.100.120,success,benign,routine resolution
DNS-00754,2026-08-06T20:43:21Z,DEPLOY-01,ACME\svc_deploy,powershell.exe,3040,repo.internal,198.51.100.143,success,benign,routine resolution
DNS-00628,2026-08-06T20:49:46Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,powershell.exe,11892,packages.microsoft.com,198.51.100.61,success,benign,routine resolution
DNS-01440,2026-08-06T20:51:13Z,FILE-01,ACME\svc_deploy,powershell.exe,11971,backup.internal,198.51.100.217,success,benign,routine resolution
DNS-00930,2026-08-06T21:03:32Z,VULN-SCAN-01,ACME\svc_backup,chrome.exe,8770,backup.internal,198.51.100.60,success,benign,routine resolution
DNS-00311,2026-08-06T21:06:10Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,4138,updates.vendor.example,198.51.100.81,success,benign,routine resolution
DNS-00567,2026-08-06T21:13:19Z,ADMIN-WS-07,ACME\svc_deploy,powershell.exe,4911,packages.microsoft.com,198.51.100.70,success,benign,routine resolution
DNS-00042,2026-08-06T21:23:13Z,ADMIN-WS-07,ACME\svc_deploy,chrome.exe,4184,download.sysinternals.com,198.51.100.203,success,benign,routine resolution
DNS-01397,2026-08-06T21:28:35Z,FILE-01,ACME\admin.rpatel,powershell.exe,11740,repo.internal,198.51.100.164,success,benign,routine resolution
DNS-00525,2026-08-06T21:31:43Z,APP-API-02,ACME\admin.rpatel,chrome.exe,5235,updates.vendor.example,198.51.100.35,success,benign,routine resolution
DNS-00044,2026-08-06T21:33:50Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,8963,updates.vendor.example,198.51.100.190,success,benign,routine resolution
DNS-00561,2026-08-06T21:39:57Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,1732,packages.microsoft.com,198.51.100.210,success,benign,routine resolution
DNS-00664,2026-08-06T21:44:52Z,DEPLOY-01,ACME\admin.rpatel,backup-agent.exe,1826,download.sysinternals.com,198.51.100.23,success,benign,routine resolution
DNS-00550,2026-08-06T21:47:13Z,ADMIN-WS-11,ACME\svc_backup,chrome.exe,3794,download.sysinternals.com,198.51.100.78,success,benign,routine resolution
DNS-00457,2026-08-06T21:48:16Z,DEPLOY-01,ACME\admin.jlee,chrome.exe,6214,backup.internal,198.51.100.114,success,benign,routine resolution
DNS-00156,2026-08-06T21:53:31Z,WEB-EDGE-01,ACME\admin.rpatel,powershell.exe,13448,repo.internal,198.51.100.226,success,benign,routine resolution
DNS-01430,2026-08-06T22:01:58Z,VULN-SCAN-01,ACME\admin.jlee,powershell.exe,14151,download.sysinternals.com,198.51.100.35,success,benign,routine resolution
DNS-00017,2026-08-06T22:04:05Z,FILE-01,NT AUTHORITY\SYSTEM,chrome.exe,1730,backup.internal,198.51.100.224,success,benign,routine resolution
DNS-00692,2026-08-06T22:04:39Z,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,8993,updates.vendor.example,198.51.100.161,success,benign,routine resolution
DNS-01142,2026-08-06T22:06:12Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,12440,backup.internal,198.51.100.208,success,benign,routine resolution
DNS-00330,2026-08-06T22:06:13Z,FILE-01,ACME\svc_backup,backup-agent.exe,13504,backup.internal,198.51.100.195,success,benign,routine resolution
DNS-01154,2026-08-06T22:07:22Z,ADMIN-WS-07,ACME\admin.jlee,powershell.exe,5079,repo.internal,198.51.100.49,success,benign,routine resolution
DNS-00847,2026-08-06T22:09:10Z,FILE-01,ACME\svc_deploy,chrome.exe,4929,backup.internal,198.51.100.90,success,benign,routine resolution
DNS-00672,2026-08-06T22:11:41Z,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,4782,repo.internal,198.51.100.102,success,benign,routine resolution
DNS-00257,2026-08-06T22:29:32Z,FILE-01,ACME\svc_deploy,powershell.exe,11606,repo.internal,198.51.100.226,success,benign,routine resolution
DNS-00099,2026-08-06T22:37:09Z,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,11206,backup.internal,198.51.100.130,success,benign,routine resolution
DNS-00402,2026-08-06T22:40:43Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,5862,backup.internal,198.51.100.181,success,benign,routine resolution
