event_id,_time,host,user,action,target,tool,classification,note
RESP-00855,2026-08-06T05:13:48Z,APP-API-02,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00602,2026-08-06T05:16:21Z,ADMIN-WS-11,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00212,2026-08-06T05:32:53Z,VULN-SCAN-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01083,2026-08-06T05:34:39Z,ADMIN-WS-07,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00329,2026-08-06T05:47:39Z,ADMIN-WS-07,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01047,2026-08-06T05:51:47Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01235,2026-08-06T05:56:13Z,APP-API-02,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00034,2026-08-06T06:00:51Z,FILE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01018,2026-08-06T06:01:33Z,VULN-SCAN-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00339,2026-08-06T06:10:38Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01384,2026-08-06T06:19:24Z,ADMIN-WS-07,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01495,2026-08-06T06:35:18Z,DEPLOY-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00551,2026-08-06T06:35:51Z,VULN-SCAN-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00908,2026-08-06T06:51:21Z,DEPLOY-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01346,2026-08-06T06:51:58Z,FILE-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01425,2026-08-06T06:52:42Z,VULN-SCAN-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00174,2026-08-06T06:58:58Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00190,2026-08-06T07:00:57Z,WEB-EDGE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00008,2026-08-06T07:02:27Z,ADMIN-WS-07,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00528,2026-08-06T07:07:11Z,ADMIN-WS-11,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00953,2026-08-06T07:07:45Z,ADMIN-WS-07,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00459,2026-08-06T07:13:33Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00450,2026-08-06T07:20:54Z,FILE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01462,2026-08-06T07:24:55Z,APP-API-02,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00769,2026-08-06T07:30:09Z,APP-API-02,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00986,2026-08-06T07:39:17Z,FILE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00566,2026-08-06T07:54:02Z,DEPLOY-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00607,2026-08-06T07:55:01Z,WEB-EDGE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01174,2026-08-06T07:57:57Z,FILE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00039,2026-08-06T08:15:35Z,ADMIN-WS-11,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00726,2026-08-06T08:20:28Z,FILE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00255,2026-08-06T08:43:31Z,APP-API-02,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00358,2026-08-06T08:48:51Z,ADMIN-WS-07,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01232,2026-08-06T08:57:41Z,WEB-EDGE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00411,2026-08-06T09:13:41Z,FILE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00390,2026-08-06T09:16:58Z,WEB-EDGE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00095,2026-08-06T09:20:35Z,WEB-EDGE-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00228,2026-08-06T09:20:43Z,VULN-SCAN-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00651,2026-08-06T09:22:29Z,VULN-SCAN-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01209,2026-08-06T09:22:41Z,APP-API-02,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00146,2026-08-06T09:35:12Z,WEB-EDGE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00610,2026-08-06T09:38:05Z,FILE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00006,2026-08-06T09:49:44Z,ADMIN-WS-11,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00051,2026-08-06T09:51:21Z,DEPLOY-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01467,2026-08-06T10:00:22Z,VULN-SCAN-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00749,2026-08-06T10:04:14Z,APP-API-02,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01397,2026-08-06T10:04:22Z,WEB-EDGE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00708,2026-08-06T10:07:19Z,VULN-SCAN-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00780,2026-08-06T10:11:16Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00921,2026-08-06T10:15:56Z,VULN-SCAN-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00047,2026-08-06T10:17:27Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00288,2026-08-06T10:23:30Z,VULN-SCAN-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00761,2026-08-06T10:46:28Z,APP-API-02,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00287,2026-08-06T10:48:40Z,VULN-SCAN-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00086,2026-08-06T10:55:16Z,ADMIN-WS-11,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00059,2026-08-06T11:19:41Z,VULN-SCAN-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00851,2026-08-06T11:38:15Z,FILE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00518,2026-08-06T11:38:44Z,ADMIN-WS-11,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00495,2026-08-06T11:48:52Z,ADMIN-WS-11,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00062,2026-08-06T11:53:29Z,ADMIN-WS-11,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01173,2026-08-06T11:57:25Z,DEPLOY-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01184,2026-08-06T12:02:19Z,APP-API-02,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00604,2026-08-06T12:06:45Z,APP-API-02,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00021,2026-08-06T12:23:03Z,DEPLOY-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00750,2026-08-06T12:26:05Z,FILE-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00698,2026-08-06T12:39:51Z,ADMIN-WS-07,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00431,2026-08-06T12:41:18Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00188,2026-08-06T12:44:04Z,APP-API-02,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01274,2026-08-06T12:47:07Z,DEPLOY-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00641,2026-08-06T12:49:30Z,DEPLOY-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00142,2026-08-06T13:00:53Z,ADMIN-WS-11,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00385,2026-08-06T13:04:38Z,VULN-SCAN-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01253,2026-08-06T13:06:04Z,ADMIN-WS-07,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00945,2026-08-06T13:30:20Z,FILE-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01308,2026-08-06T13:30:31Z,WEB-EDGE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00405,2026-08-06T13:33:10Z,APP-API-02,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00395,2026-08-06T13:34:25Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01077,2026-08-06T13:37:16Z,DEPLOY-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01102,2026-08-06T13:46:22Z,WEB-EDGE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00447,2026-08-06T13:55:59Z,APP-API-02,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00238,2026-08-06T13:59:11Z,DEPLOY-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01132,2026-08-06T14:03:11Z,DEPLOY-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01376,2026-08-06T14:15:20Z,DEPLOY-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00662,2026-08-06T14:19:53Z,ADMIN-WS-07,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00992,2026-08-06T14:21:41Z,FILE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00407,2026-08-06T14:24:52Z,FILE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00895,2026-08-06T14:32:03Z,APP-API-02,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01475,2026-08-06T14:38:05Z,WEB-EDGE-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00489,2026-08-06T14:41:50Z,ADMIN-WS-07,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01325,2026-08-06T15:03:20Z,FILE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01198,2026-08-06T15:06:19Z,ADMIN-WS-11,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00399,2026-08-06T15:14:44Z,VULN-SCAN-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00517,2026-08-06T15:31:22Z,DEPLOY-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01207,2026-08-06T15:32:40Z,FILE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01416,2026-08-06T15:39:28Z,DEPLOY-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01311,2026-08-06T15:41:33Z,VULN-SCAN-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00085,2026-08-06T15:49:32Z,WEB-EDGE-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00237,2026-08-06T15:53:15Z,APP-API-02,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00904,2026-08-06T15:53:36Z,ADMIN-WS-11,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00448,2026-08-06T16:10:53Z,ADMIN-WS-07,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00902,2026-08-06T16:23:48Z,VULN-SCAN-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01461,2026-08-06T16:23:49Z,VULN-SCAN-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01088,2026-08-06T16:28:58Z,APP-API-02,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00943,2026-08-06T16:41:17Z,ADMIN-WS-07,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00274,2026-08-06T16:43:34Z,APP-API-02,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00436,2026-08-06T16:47:07Z,ADMIN-WS-07,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00580,2026-08-06T16:48:52Z,DEPLOY-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00393,2026-08-06T16:51:14Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00700,2026-08-06T17:05:22Z,ADMIN-WS-11,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01003,2026-08-06T17:09:41Z,FILE-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01028,2026-08-06T17:17:17Z,VULN-SCAN-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00106,2026-08-06T17:25:00Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00760,2026-08-06T17:35:27Z,DEPLOY-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00913,2026-08-06T17:36:10Z,ADMIN-WS-07,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00126,2026-08-06T17:36:28Z,ADMIN-WS-07,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00285,2026-08-06T17:38:35Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00817,2026-08-06T17:46:21Z,FILE-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00074,2026-08-06T17:46:50Z,WEB-EDGE-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01005,2026-08-06T17:51:40Z,FILE-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01422,2026-08-06T17:54:51Z,VULN-SCAN-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01114,2026-08-06T18:04:58Z,FILE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01042,2026-08-06T18:09:02Z,WEB-EDGE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00696,2026-08-06T18:18:01Z,VULN-SCAN-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01494,2026-08-06T18:37:45Z,VULN-SCAN-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00055,2026-08-06T18:40:13Z,WEB-EDGE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01460,2026-08-06T18:55:11Z,APP-API-02,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00798,2026-08-06T19:00:24Z,ADMIN-WS-07,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00090,2026-08-06T19:04:05Z,APP-API-02,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00391,2026-08-06T19:21:35Z,WEB-EDGE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01322,2026-08-06T19:24:42Z,ADMIN-WS-07,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01250,2026-08-06T19:25:23Z,FILE-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00619,2026-08-06T19:30:35Z,WEB-EDGE-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01106,2026-08-06T19:34:13Z,DEPLOY-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00384,2026-08-06T19:35:56Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00293,2026-08-06T19:36:19Z,APP-API-02,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00701,2026-08-06T19:37:18Z,APP-API-02,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01161,2026-08-06T19:39:52Z,VULN-SCAN-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00177,2026-08-06T19:42:59Z,ADMIN-WS-11,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00439,2026-08-06T19:47:55Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00729,2026-08-06T19:50:03Z,FILE-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-01283,2026-08-06T19:50:12Z,ADMIN-WS-11,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00664,2026-08-06T19:52:09Z,ADMIN-WS-07,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01378,2026-08-06T19:55:29Z,DEPLOY-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00216,2026-08-06T20:08:22Z,DEPLOY-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00211,2026-08-06T20:09:35Z,DEPLOY-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00171,2026-08-06T20:11:48Z,APP-API-02,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00829,2026-08-06T20:12:02Z,FILE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00552,2026-08-06T20:32:41Z,FILE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01216,2026-08-06T20:40:09Z,WEB-EDGE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01084,2026-08-06T20:49:11Z,DEPLOY-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00042,2026-08-06T20:55:34Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00196,2026-08-06T21:07:30Z,APP-API-02,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-00513,2026-08-06T21:13:47Z,WEB-EDGE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00433,2026-08-06T21:18:28Z,ADMIN-WS-07,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01334,2026-08-06T21:22:52Z,VULN-SCAN-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00031,2026-08-06T21:35:08Z,VULN-SCAN-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00667,2026-08-06T21:42:06Z,VULN-SCAN-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00114,2026-08-06T21:43:50Z,DEPLOY-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00083,2026-08-06T21:50:51Z,FILE-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01492,2026-08-06T22:06:37Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00464,2026-08-06T22:12:15Z,VULN-SCAN-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01379,2026-08-06T22:17:39Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00262,2026-08-06T22:23:05Z,ADMIN-WS-11,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00736,2026-08-06T22:28:59Z,VULN-SCAN-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01096,2026-08-06T22:41:40Z,DEPLOY-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00278,2026-08-06T22:42:25Z,VULN-SCAN-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00203,2026-08-06T22:45:00Z,ADMIN-WS-07,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00863,2026-08-06T22:52:03Z,ADMIN-WS-11,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00253,2026-08-06T23:02:15Z,APP-API-02,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00250,2026-08-06T23:04:00Z,FILE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00231,2026-08-06T23:06:55Z,DEPLOY-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00806,2026-08-06T23:21:02Z,WEB-EDGE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01490,2026-08-06T23:31:12Z,WEB-EDGE-01,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00926,2026-08-06T23:44:26Z,VULN-SCAN-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00847,2026-08-06T23:49:42Z,APP-API-02,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00914,2026-08-06T23:52:18Z,DEPLOY-01,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00122,2026-08-06T23:55:34Z,ADMIN-WS-07,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01299,2026-08-06T23:55:59Z,APP-API-02,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01107,2026-08-06T23:57:10Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00118,2026-08-07T00:09:41Z,FILE-01,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01273,2026-08-07T00:22:15Z,FILE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01158,2026-08-07T00:24:12Z,ADMIN-WS-11,ACME\admin.rpatel,query_process,routine review,EDR,benign_response,authorized activity
RESP-00454,2026-08-07T00:26:16Z,WEB-EDGE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01281,2026-08-07T00:28:23Z,WEB-EDGE-01,ACME\admin.jlee,query_process,routine review,EDR,benign_response,authorized activity
RESP-01181,2026-08-07T00:47:10Z,FILE-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01191,2026-08-07T00:56:07Z,WEB-EDGE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01073,2026-08-07T00:57:59Z,ADMIN-WS-07,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00383,2026-08-07T00:58:27Z,DEPLOY-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-01355,2026-08-07T00:58:27Z,ADMIN-WS-07,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00484,2026-08-07T01:12:28Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01205,2026-08-07T01:40:25Z,ADMIN-WS-07,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-00331,2026-08-07T01:44:39Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00959,2026-08-07T01:46:37Z,ADMIN-WS-11,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00936,2026-08-07T01:48:05Z,APP-API-02,ACME\admin.rpatel,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01078,2026-08-07T02:05:53Z,FILE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01069,2026-08-07T02:07:29Z,DEPLOY-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00520,2026-08-07T02:26:02Z,WEB-EDGE-01,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
RESP-01227,2026-08-07T02:37:12Z,ADMIN-WS-07,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00417,2026-08-07T02:39:34Z,WEB-EDGE-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00600,2026-08-07T02:48:19Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00413,2026-08-07T02:54:16Z,FILE-01,ACME\admin.rpatel,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00240,2026-08-07T02:56:49Z,ADMIN-WS-11,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01410,2026-08-07T02:58:00Z,DEPLOY-01,ACME\admin.jlee,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00162,2026-08-07T03:01:09Z,APP-API-02,SOC-AUTOMATION,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00249,2026-08-07T03:08:01Z,APP-API-02,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-00924,2026-08-07T03:10:44Z,WEB-EDGE-01,SOC-AUTOMATION,review_alert,routine review,EDR,benign_response,authorized activity
RESP-01465,2026-08-07T03:11:29Z,WEB-EDGE-01,ACME\admin.jlee,collect_logs,routine review,EDR,benign_response,authorized activity
RESP-00550,2026-08-07T03:20:24Z,ADMIN-WS-11,SOC-AUTOMATION,query_process,routine review,EDR,benign_response,authorized activity
