event_id,_time,host,user,parent_process_name,parent_process_id,process_name,process_id,command_line,signature_status,classification,note
PROC-00591,2026-08-06T06:58:20Z,ADMIN-WS-07,ACME\admin.jlee,wsmprovhost.exe,2618,powershell.exe,2879,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00327,2026-08-06T06:59:59Z,ADMIN-WS-11,ACME\svc_backup,chrome.exe,8255,msedgewebview2.exe,4305,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00649,2026-08-06T07:00:58Z,FILE-01,ACME\admin.rpatel,taskeng.exe,1244,powershell.exe,8298,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00422,2026-08-06T07:18:28Z,APP-API-02,ACME\svc_deploy,explorer.exe,7136,powershell.exe,12116,powershell.exe Get-Service,signed,benign,routine admin
PROC-00952,2026-08-06T07:31:41Z,VULN-SCAN-01,ACME\admin.jlee,services.exe,8017,backup-agent.exe,13127,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00917,2026-08-06T07:32:56Z,FILE-01,ACME\svc_deploy,wsmprovhost.exe,4762,powershell.exe,7882,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01215,2026-08-06T07:58:11Z,DEPLOY-01,ACME\svc_backup,chrome.exe,5317,msedgewebview2.exe,10318,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00014,2026-08-06T08:06:47Z,ADMIN-WS-07,ACME\admin.jlee,taskeng.exe,4206,powershell.exe,9852,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00514,2026-08-06T08:13:00Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,985,msedgewebview2.exe,6165,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00749,2026-08-06T08:25:20Z,APP-API-02,NT AUTHORITY\SYSTEM,wsmprovhost.exe,5220,powershell.exe,3980,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00451,2026-08-06T08:29:44Z,FILE-01,ACME\svc_backup,taskeng.exe,4525,powershell.exe,9709,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00757,2026-08-06T08:35:22Z,ADMIN-WS-07,ACME\svc_deploy,taskeng.exe,2571,powershell.exe,7377,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00921,2026-08-06T08:55:03Z,ADMIN-WS-07,ACME\svc_deploy,wsmprovhost.exe,339,powershell.exe,13039,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00922,2026-08-06T09:00:52Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,chrome.exe,4903,msedgewebview2.exe,5435,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01277,2026-08-06T09:07:46Z,VULN-SCAN-01,ACME\admin.jlee,taskeng.exe,7918,powershell.exe,6266,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00205,2026-08-06T09:07:59Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,7066,msedgewebview2.exe,6557,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00271,2026-08-06T09:10:36Z,ADMIN-WS-11,ACME\svc_deploy,explorer.exe,2475,powershell.exe,1165,powershell.exe Get-Service,signed,benign,routine admin
PROC-00675,2026-08-06T09:15:28Z,WEB-EDGE-01,ACME\admin.jlee,wsmprovhost.exe,3521,powershell.exe,5385,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01163,2026-08-06T09:18:50Z,FILE-01,ACME\admin.rpatel,services.exe,5207,backup-agent.exe,1306,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01409,2026-08-06T09:28:17Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,chrome.exe,6962,msedgewebview2.exe,13528,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00482,2026-08-06T09:34:16Z,APP-API-02,ACME\svc_backup,taskeng.exe,4319,powershell.exe,4031,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00925,2026-08-06T09:54:22Z,ADMIN-WS-07,ACME\admin.jlee,services.exe,4517,backup-agent.exe,13874,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00183,2026-08-06T09:58:49Z,DEPLOY-01,ACME\svc_backup,chrome.exe,4804,msedgewebview2.exe,8843,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00983,2026-08-06T10:00:36Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,chrome.exe,2435,msedgewebview2.exe,6442,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00895,2026-08-06T10:01:17Z,FILE-01,ACME\svc_backup,taskeng.exe,6709,powershell.exe,3463,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01399,2026-08-06T10:01:23Z,WEB-EDGE-01,ACME\svc_deploy,services.exe,7531,backup-agent.exe,1423,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00145,2026-08-06T10:05:16Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,services.exe,7965,backup-agent.exe,9331,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00877,2026-08-06T10:07:44Z,DEPLOY-01,ACME\svc_backup,taskeng.exe,4328,powershell.exe,14140,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00280,2026-08-06T10:24:22Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,services.exe,1238,backup-agent.exe,13407,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00760,2026-08-06T10:30:19Z,ADMIN-WS-11,ACME\admin.rpatel,chrome.exe,6274,msedgewebview2.exe,2257,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00170,2026-08-06T10:36:29Z,WEB-EDGE-01,ACME\svc_backup,taskeng.exe,3731,powershell.exe,11592,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00535,2026-08-06T10:41:01Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,chrome.exe,5571,msedgewebview2.exe,5669,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00944,2026-08-06T10:41:24Z,DEPLOY-01,ACME\admin.jlee,taskeng.exe,7735,powershell.exe,12594,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01327,2026-08-06T10:47:43Z,FILE-01,NT AUTHORITY\SYSTEM,explorer.exe,589,powershell.exe,7795,powershell.exe Get-Service,signed,benign,routine admin
PROC-00114,2026-08-06T11:00:00Z,WEB-EDGE-01,ACME\admin.jlee,wsmprovhost.exe,8753,powershell.exe,11816,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00733,2026-08-06T11:02:35Z,DEPLOY-01,ACME\svc_deploy,explorer.exe,6465,powershell.exe,8361,powershell.exe Get-Service,signed,benign,routine admin
PROC-01273,2026-08-06T11:04:37Z,ADMIN-WS-07,ACME\svc_backup,services.exe,4654,backup-agent.exe,13829,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00986,2026-08-06T11:17:26Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,chrome.exe,2482,msedgewebview2.exe,4706,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00487,2026-08-06T11:22:13Z,FILE-01,ACME\admin.jlee,chrome.exe,6012,msedgewebview2.exe,5117,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01298,2026-08-06T11:35:20Z,APP-API-02,NT AUTHORITY\SYSTEM,wsmprovhost.exe,2934,powershell.exe,2230,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01005,2026-08-06T11:38:34Z,VULN-SCAN-01,ACME\svc_backup,wsmprovhost.exe,2073,powershell.exe,11858,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00661,2026-08-06T11:38:42Z,WEB-EDGE-01,ACME\svc_backup,chrome.exe,3372,msedgewebview2.exe,14388,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00503,2026-08-06T11:48:53Z,VULN-SCAN-01,ACME\svc_deploy,services.exe,4463,backup-agent.exe,13945,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00463,2026-08-06T11:51:48Z,FILE-01,ACME\svc_deploy,taskeng.exe,2850,powershell.exe,5582,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00089,2026-08-06T11:56:57Z,WEB-EDGE-01,ACME\admin.rpatel,wsmprovhost.exe,8374,powershell.exe,2335,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00828,2026-08-06T11:59:49Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,taskeng.exe,6655,powershell.exe,13118,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01099,2026-08-06T12:00:11Z,FILE-01,NT AUTHORITY\SYSTEM,services.exe,6162,backup-agent.exe,11036,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01211,2026-08-06T12:00:32Z,WEB-EDGE-01,ACME\admin.jlee,taskeng.exe,6285,powershell.exe,7871,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00381,2026-08-06T12:02:06Z,DEPLOY-01,ACME\svc_backup,explorer.exe,1479,powershell.exe,8886,powershell.exe Get-Service,signed,benign,routine admin
PROC-00450,2026-08-06T12:02:54Z,ADMIN-WS-07,ACME\svc_deploy,chrome.exe,1312,msedgewebview2.exe,9698,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01371,2026-08-06T12:36:50Z,WEB-EDGE-01,ACME\admin.jlee,wsmprovhost.exe,1315,powershell.exe,6081,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00550,2026-08-06T12:37:39Z,WEB-EDGE-01,ACME\svc_deploy,explorer.exe,433,powershell.exe,3071,powershell.exe Get-Service,signed,benign,routine admin
PROC-01451,2026-08-06T12:43:05Z,VULN-SCAN-01,ACME\svc_backup,taskeng.exe,5492,powershell.exe,2795,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01226,2026-08-06T12:44:29Z,FILE-01,ACME\admin.rpatel,chrome.exe,6445,msedgewebview2.exe,13603,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00139,2026-08-06T12:50:06Z,WEB-EDGE-01,ACME\admin.jlee,chrome.exe,1964,msedgewebview2.exe,6568,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00384,2026-08-06T12:54:58Z,ADMIN-WS-07,ACME\svc_deploy,services.exe,1765,backup-agent.exe,11850,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00171,2026-08-06T12:56:51Z,ADMIN-WS-11,ACME\admin.rpatel,chrome.exe,5662,msedgewebview2.exe,10613,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00262,2026-08-06T13:02:40Z,FILE-01,NT AUTHORITY\SYSTEM,taskeng.exe,6007,powershell.exe,4567,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01414,2026-08-06T13:06:41Z,WEB-EDGE-01,ACME\admin.rpatel,explorer.exe,4307,powershell.exe,11555,powershell.exe Get-Service,signed,benign,routine admin
PROC-01473,2026-08-06T13:13:24Z,FILE-01,ACME\admin.jlee,services.exe,4443,backup-agent.exe,8520,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00648,2026-08-06T13:19:54Z,DEPLOY-01,ACME\svc_deploy,services.exe,1640,backup-agent.exe,11902,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00179,2026-08-06T13:22:02Z,ADMIN-WS-11,ACME\svc_deploy,wsmprovhost.exe,3741,powershell.exe,12488,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01425,2026-08-06T13:30:11Z,FILE-01,ACME\admin.jlee,taskeng.exe,4027,powershell.exe,13930,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00653,2026-08-06T13:31:33Z,FILE-01,NT AUTHORITY\SYSTEM,taskeng.exe,3927,powershell.exe,11882,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01195,2026-08-06T13:41:48Z,FILE-01,ACME\svc_deploy,explorer.exe,8402,powershell.exe,7758,powershell.exe Get-Service,signed,benign,routine admin
PROC-00222,2026-08-06T13:42:21Z,ADMIN-WS-07,ACME\admin.jlee,services.exe,5506,backup-agent.exe,1787,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00677,2026-08-06T13:52:12Z,APP-API-02,ACME\svc_backup,chrome.exe,7290,msedgewebview2.exe,6970,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01091,2026-08-06T13:53:47Z,FILE-01,ACME\admin.jlee,wsmprovhost.exe,6512,powershell.exe,9361,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00270,2026-08-06T13:57:55Z,ADMIN-WS-11,ACME\svc_deploy,services.exe,7622,backup-agent.exe,13600,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01385,2026-08-06T14:03:15Z,DEPLOY-01,ACME\admin.rpatel,explorer.exe,821,powershell.exe,13985,powershell.exe Get-Service,signed,benign,routine admin
PROC-00866,2026-08-06T14:08:02Z,FILE-01,ACME\svc_backup,chrome.exe,8437,msedgewebview2.exe,3649,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00373,2026-08-06T14:19:54Z,FILE-01,ACME\admin.jlee,wsmprovhost.exe,8888,powershell.exe,4324,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00269,2026-08-06T14:20:50Z,VULN-SCAN-01,ACME\admin.jlee,wsmprovhost.exe,3755,powershell.exe,4959,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00780,2026-08-06T14:25:34Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,chrome.exe,8015,msedgewebview2.exe,3909,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00473,2026-08-06T14:31:39Z,APP-API-02,NT AUTHORITY\SYSTEM,explorer.exe,5039,powershell.exe,13965,powershell.exe Get-Service,signed,benign,routine admin
PROC-00431,2026-08-06T14:37:56Z,FILE-01,ACME\svc_backup,services.exe,1796,backup-agent.exe,10734,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00187,2026-08-06T14:42:22Z,ADMIN-WS-11,ACME\svc_deploy,taskeng.exe,2153,powershell.exe,11296,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01204,2026-08-06T14:44:44Z,ADMIN-WS-11,ACME\svc_backup,services.exe,4520,backup-agent.exe,10916,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01185,2026-08-06T15:00:38Z,ADMIN-WS-11,ACME\admin.rpatel,chrome.exe,6751,msedgewebview2.exe,10813,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00801,2026-08-06T15:06:31Z,APP-API-02,NT AUTHORITY\SYSTEM,explorer.exe,696,powershell.exe,4104,powershell.exe Get-Service,signed,benign,routine admin
PROC-00178,2026-08-06T15:14:55Z,APP-API-02,ACME\admin.jlee,chrome.exe,4725,msedgewebview2.exe,13028,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00155,2026-08-06T15:16:47Z,DEPLOY-01,ACME\svc_backup,taskeng.exe,3530,powershell.exe,14327,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01221,2026-08-06T15:20:34Z,APP-API-02,NT AUTHORITY\SYSTEM,wsmprovhost.exe,6456,powershell.exe,13325,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01388,2026-08-06T15:21:46Z,ADMIN-WS-07,ACME\admin.rpatel,chrome.exe,5522,msedgewebview2.exe,6186,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01171,2026-08-06T15:22:11Z,WEB-EDGE-01,ACME\admin.rpatel,taskeng.exe,8843,powershell.exe,7191,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00325,2026-08-06T15:41:48Z,APP-API-02,ACME\admin.rpatel,wsmprovhost.exe,3845,powershell.exe,5067,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00518,2026-08-06T15:42:10Z,ADMIN-WS-07,ACME\svc_backup,explorer.exe,4622,powershell.exe,8727,powershell.exe Get-Service,signed,benign,routine admin
PROC-00455,2026-08-06T15:53:21Z,WEB-EDGE-01,ACME\svc_deploy,services.exe,5448,backup-agent.exe,6800,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01058,2026-08-06T16:14:29Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,chrome.exe,6379,msedgewebview2.exe,7256,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00606,2026-08-06T16:21:28Z,APP-API-02,ACME\svc_deploy,taskeng.exe,2546,powershell.exe,14339,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00064,2026-08-06T16:24:41Z,WEB-EDGE-01,ACME\svc_backup,services.exe,5888,backup-agent.exe,11483,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01268,2026-08-06T16:27:59Z,FILE-01,NT AUTHORITY\SYSTEM,services.exe,3076,backup-agent.exe,4379,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00099,2026-08-06T16:28:45Z,FILE-01,ACME\admin.jlee,services.exe,2785,backup-agent.exe,11101,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00910,2026-08-06T16:41:34Z,VULN-SCAN-01,ACME\admin.jlee,explorer.exe,4041,powershell.exe,12662,powershell.exe Get-Service,signed,benign,routine admin
PROC-00596,2026-08-06T16:44:50Z,WEB-EDGE-01,ACME\svc_deploy,explorer.exe,2635,powershell.exe,4319,powershell.exe Get-Service,signed,benign,routine admin
PROC-00809,2026-08-06T16:46:20Z,DEPLOY-01,ACME\admin.rpatel,services.exe,3409,backup-agent.exe,13714,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00485,2026-08-06T16:51:11Z,DEPLOY-01,ACME\svc_deploy,explorer.exe,7532,powershell.exe,8631,powershell.exe Get-Service,signed,benign,routine admin
PROC-00368,2026-08-06T16:58:32Z,FILE-01,ACME\svc_deploy,wsmprovhost.exe,5450,powershell.exe,12017,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00830,2026-08-06T17:00:36Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,services.exe,5935,backup-agent.exe,11837,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00784,2026-08-06T17:01:12Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,taskeng.exe,5752,powershell.exe,2895,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00465,2026-08-06T17:06:09Z,FILE-01,ACME\svc_deploy,chrome.exe,4520,msedgewebview2.exe,2570,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00574,2026-08-06T17:11:22Z,DEPLOY-01,ACME\svc_backup,services.exe,3129,backup-agent.exe,2030,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01038,2026-08-06T17:16:17Z,ADMIN-WS-11,ACME\admin.jlee,wsmprovhost.exe,5624,powershell.exe,3962,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01389,2026-08-06T17:16:30Z,WEB-EDGE-01,ACME\svc_backup,services.exe,410,backup-agent.exe,4183,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00372,2026-08-06T17:18:28Z,WEB-EDGE-01,ACME\admin.rpatel,taskeng.exe,1665,powershell.exe,5832,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00633,2026-08-06T17:27:26Z,ADMIN-WS-11,ACME\svc_backup,taskeng.exe,3803,powershell.exe,11517,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01208,2026-08-06T17:49:05Z,VULN-SCAN-01,ACME\svc_deploy,services.exe,5377,backup-agent.exe,1161,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01111,2026-08-06T17:50:40Z,DEPLOY-01,ACME\svc_deploy,wsmprovhost.exe,3460,powershell.exe,12455,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00286,2026-08-06T17:52:54Z,APP-API-02,ACME\svc_deploy,chrome.exe,5455,msedgewebview2.exe,13515,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00215,2026-08-06T17:58:07Z,DEPLOY-01,ACME\admin.jlee,wsmprovhost.exe,2703,powershell.exe,5452,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00283,2026-08-06T18:18:47Z,WEB-EDGE-01,ACME\svc_backup,wsmprovhost.exe,962,powershell.exe,9944,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00579,2026-08-06T18:21:42Z,WEB-EDGE-01,ACME\admin.rpatel,services.exe,6825,backup-agent.exe,5891,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00707,2026-08-06T18:22:49Z,FILE-01,ACME\svc_deploy,wsmprovhost.exe,1517,powershell.exe,3640,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01018,2026-08-06T18:33:31Z,APP-API-02,NT AUTHORITY\SYSTEM,wsmprovhost.exe,7424,powershell.exe,11071,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01363,2026-08-06T18:35:30Z,DEPLOY-01,NT AUTHORITY\SYSTEM,explorer.exe,8399,powershell.exe,13704,powershell.exe Get-Service,signed,benign,routine admin
PROC-00174,2026-08-06T18:36:53Z,WEB-EDGE-01,ACME\svc_backup,wsmprovhost.exe,2939,powershell.exe,4511,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01147,2026-08-06T18:50:51Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,chrome.exe,3534,msedgewebview2.exe,6121,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01021,2026-08-06T18:51:11Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,4664,msedgewebview2.exe,9812,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00898,2026-08-06T19:23:47Z,APP-API-02,ACME\svc_deploy,services.exe,2298,backup-agent.exe,13762,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01014,2026-08-06T19:36:48Z,FILE-01,ACME\admin.jlee,chrome.exe,846,msedgewebview2.exe,9827,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00144,2026-08-06T19:41:34Z,FILE-01,ACME\svc_deploy,explorer.exe,8126,powershell.exe,3649,powershell.exe Get-Service,signed,benign,routine admin
PROC-00448,2026-08-06T19:42:36Z,DEPLOY-01,ACME\svc_backup,explorer.exe,7817,powershell.exe,6744,powershell.exe Get-Service,signed,benign,routine admin
PROC-00561,2026-08-06T19:53:47Z,FILE-01,ACME\svc_backup,taskeng.exe,533,powershell.exe,5304,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01084,2026-08-06T20:04:11Z,FILE-01,NT AUTHORITY\SYSTEM,explorer.exe,3857,powershell.exe,9389,powershell.exe Get-Service,signed,benign,routine admin
PROC-01007,2026-08-06T20:14:38Z,ADMIN-WS-11,ACME\admin.jlee,chrome.exe,4077,msedgewebview2.exe,9962,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00468,2026-08-06T20:18:41Z,APP-API-02,ACME\svc_backup,wsmprovhost.exe,2704,powershell.exe,8568,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01426,2026-08-06T20:47:35Z,APP-API-02,ACME\admin.rpatel,taskeng.exe,2200,powershell.exe,10667,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01213,2026-08-06T20:47:56Z,ADMIN-WS-07,ACME\svc_backup,taskeng.exe,1014,powershell.exe,3122,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00968,2026-08-06T20:51:01Z,ADMIN-WS-11,ACME\admin.rpatel,taskeng.exe,8542,powershell.exe,1747,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00427,2026-08-06T20:56:23Z,DEPLOY-01,ACME\svc_deploy,explorer.exe,5479,powershell.exe,10410,powershell.exe Get-Service,signed,benign,routine admin
PROC-00046,2026-08-06T20:57:44Z,WEB-EDGE-01,ACME\admin.rpatel,taskeng.exe,2271,powershell.exe,8993,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01033,2026-08-06T21:01:05Z,DEPLOY-01,ACME\admin.jlee,explorer.exe,5337,powershell.exe,9722,powershell.exe Get-Service,signed,benign,routine admin
PROC-00370,2026-08-06T21:21:19Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,7544,msedgewebview2.exe,6296,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01439,2026-08-06T21:26:21Z,FILE-01,ACME\svc_backup,taskeng.exe,8571,powershell.exe,3427,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01249,2026-08-06T21:27:01Z,FILE-01,ACME\admin.jlee,taskeng.exe,2900,powershell.exe,14878,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01048,2026-08-06T21:37:31Z,DEPLOY-01,ACME\svc_backup,explorer.exe,8685,powershell.exe,9838,powershell.exe Get-Service,signed,benign,routine admin
PROC-00842,2026-08-06T21:39:25Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,taskeng.exe,6750,powershell.exe,9411,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00008,2026-08-06T21:47:18Z,ADMIN-WS-07,ACME\svc_deploy,chrome.exe,1508,msedgewebview2.exe,2160,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00165,2026-08-06T21:47:39Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,taskeng.exe,2050,powershell.exe,9022,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00871,2026-08-06T21:48:37Z,ADMIN-WS-07,ACME\admin.jlee,chrome.exe,1191,msedgewebview2.exe,3226,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00230,2026-08-06T21:49:36Z,FILE-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,4768,powershell.exe,11595,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01016,2026-08-06T21:59:46Z,APP-API-02,ACME\svc_deploy,taskeng.exe,4673,powershell.exe,6065,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
