event_id,_time,host,src_ip,method,uri,status,user_agent,classification,note
WEB-00844,2026-08-05T12:43:31Z,APP-API-02,203.0.113.44,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-01478,2026-08-05T12:54:25Z,WEB-EDGE-01,203.0.113.176,POST,/,404,scanner/1.0,benign,background web activity
WEB-00872,2026-08-05T12:54:53Z,WEB-EDGE-01,203.0.113.222,POST,/,200,scanner/1.0,benign,background web activity
WEB-00032,2026-08-05T12:59:49Z,WEB-EDGE-01,203.0.113.229,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-00579,2026-08-05T13:02:48Z,APP-API-02,203.0.113.16,GET,/health,404,Mozilla/5.0,benign,background web activity
WEB-00157,2026-08-05T13:02:53Z,WEB-EDGE-01,203.0.113.195,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00962,2026-08-05T13:20:13Z,WEB-EDGE-01,203.0.113.133,GET,/health,200,scanner/1.0,benign,background web activity
WEB-00264,2026-08-05T13:25:13Z,APP-API-02,203.0.113.167,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-00806,2026-08-05T13:38:26Z,APP-API-02,203.0.113.58,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-01220,2026-08-05T13:39:43Z,APP-API-02,203.0.113.48,GET,/health,404,scanner/1.0,benign,background web activity
WEB-00106,2026-08-05T13:47:02Z,WEB-EDGE-01,203.0.113.148,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00316,2026-08-05T13:54:01Z,APP-API-02,203.0.113.68,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-01128,2026-08-05T13:59:47Z,WEB-EDGE-01,203.0.113.197,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00034,2026-08-05T14:11:35Z,WEB-EDGE-01,203.0.113.33,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00875,2026-08-05T14:13:38Z,APP-API-02,203.0.113.190,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00029,2026-08-05T14:16:29Z,WEB-EDGE-01,203.0.113.178,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00454,2026-08-05T14:17:43Z,APP-API-02,203.0.113.65,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00868,2026-08-05T14:23:49Z,WEB-EDGE-01,203.0.113.106,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-01342,2026-08-05T14:27:21Z,APP-API-02,203.0.113.97,POST,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00975,2026-08-05T14:29:47Z,WEB-EDGE-01,203.0.113.96,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-00789,2026-08-05T14:30:55Z,APP-API-02,203.0.113.227,POST,/health,404,InternalHealth/2.1,benign,background web activity
WEB-00670,2026-08-05T14:35:10Z,APP-API-02,203.0.113.87,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-00173,2026-08-05T14:35:59Z,WEB-EDGE-01,203.0.113.47,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-01397,2026-08-05T14:36:14Z,APP-API-02,203.0.113.4,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00941,2026-08-05T14:39:30Z,WEB-EDGE-01,203.0.113.120,GET,/,404,InternalHealth/2.1,benign,background web activity
WEB-01364,2026-08-05T14:41:26Z,APP-API-02,203.0.113.94,GET,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-00210,2026-08-05T14:50:38Z,WEB-EDGE-01,203.0.113.100,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-01205,2026-08-05T14:51:01Z,APP-API-02,203.0.113.218,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-01318,2026-08-05T15:00:09Z,APP-API-02,203.0.113.162,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00800,2026-08-05T15:12:10Z,APP-API-02,203.0.113.120,POST,/,404,InternalHealth/2.1,benign,background web activity
WEB-00048,2026-08-05T15:18:45Z,APP-API-02,203.0.113.124,POST,/api/status,404,scanner/1.0,benign,background web activity
WEB-01479,2026-08-05T15:21:00Z,WEB-EDGE-01,203.0.113.20,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00284,2026-08-05T15:25:18Z,APP-API-02,203.0.113.193,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-01487,2026-08-05T15:31:16Z,WEB-EDGE-01,203.0.113.102,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-01146,2026-08-05T15:42:35Z,APP-API-02,203.0.113.7,GET,/health,404,Mozilla/5.0,benign,background web activity
WEB-00841,2026-08-05T15:54:05Z,APP-API-02,203.0.113.55,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00202,2026-08-05T15:55:27Z,WEB-EDGE-01,203.0.113.105,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00933,2026-08-05T15:57:23Z,WEB-EDGE-01,203.0.113.118,POST,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00916,2026-08-05T15:59:39Z,APP-API-02,203.0.113.39,GET,/health,404,InternalHealth/2.1,benign,background web activity
WEB-00532,2026-08-05T16:03:23Z,WEB-EDGE-01,203.0.113.93,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00220,2026-08-05T16:05:48Z,APP-API-02,203.0.113.105,GET,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-01098,2026-08-05T16:06:00Z,WEB-EDGE-01,203.0.113.149,GET,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-00996,2026-08-05T16:08:02Z,APP-API-02,203.0.113.102,POST,/health,404,scanner/1.0,benign,background web activity
WEB-00549,2026-08-05T16:08:09Z,WEB-EDGE-01,203.0.113.235,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-01107,2026-08-05T16:10:47Z,WEB-EDGE-01,203.0.113.37,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-00946,2026-08-05T16:12:41Z,APP-API-02,203.0.113.110,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00940,2026-08-05T16:13:48Z,APP-API-02,203.0.113.188,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00604,2026-08-05T16:29:37Z,WEB-EDGE-01,203.0.113.133,GET,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-01252,2026-08-05T16:37:00Z,APP-API-02,203.0.113.234,POST,/,200,Mozilla/5.0,benign,background web activity
WEB-00816,2026-08-05T16:46:30Z,WEB-EDGE-01,203.0.113.232,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-01477,2026-08-05T16:46:51Z,WEB-EDGE-01,203.0.113.155,GET,/health,404,Mozilla/5.0,benign,background web activity
WEB-00860,2026-08-05T16:47:51Z,WEB-EDGE-01,203.0.113.214,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00330,2026-08-05T17:05:13Z,APP-API-02,203.0.113.138,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00708,2026-08-05T17:09:25Z,WEB-EDGE-01,203.0.113.77,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-01025,2026-08-05T17:10:49Z,WEB-EDGE-01,203.0.113.203,POST,/.env,404,Mozilla/5.0,benign,background web activity
WEB-01191,2026-08-05T17:16:44Z,APP-API-02,203.0.113.2,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00884,2026-08-05T17:27:05Z,WEB-EDGE-01,203.0.113.88,POST,/,404,InternalHealth/2.1,benign,background web activity
WEB-00012,2026-08-05T17:34:44Z,APP-API-02,203.0.113.102,POST,/health,404,InternalHealth/2.1,benign,background web activity
WEB-00961,2026-08-05T17:36:18Z,WEB-EDGE-01,203.0.113.28,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-01417,2026-08-05T17:36:22Z,APP-API-02,203.0.113.9,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-01254,2026-08-05T17:41:13Z,APP-API-02,203.0.113.85,GET,/,404,Mozilla/5.0,benign,background web activity
WEB-00169,2026-08-05T18:01:24Z,WEB-EDGE-01,203.0.113.38,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00912,2026-08-05T18:01:48Z,APP-API-02,203.0.113.103,GET,/health,404,InternalHealth/2.1,benign,background web activity
WEB-00566,2026-08-05T18:07:40Z,APP-API-02,203.0.113.131,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-01031,2026-08-05T18:11:26Z,WEB-EDGE-01,203.0.113.56,POST,/,200,Mozilla/5.0,benign,background web activity
WEB-01088,2026-08-05T18:17:51Z,APP-API-02,203.0.113.65,POST,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00178,2026-08-05T18:25:51Z,WEB-EDGE-01,203.0.113.170,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-00215,2026-08-05T18:29:49Z,WEB-EDGE-01,203.0.113.119,POST,/,200,Mozilla/5.0,benign,background web activity
WEB-00832,2026-08-05T18:41:04Z,APP-API-02,203.0.113.50,POST,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00978,2026-08-05T18:52:35Z,WEB-EDGE-01,203.0.113.205,GET,/,404,scanner/1.0,benign,background web activity
WEB-01311,2026-08-05T19:15:10Z,WEB-EDGE-01,203.0.113.143,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00796,2026-08-05T19:19:40Z,APP-API-02,203.0.113.42,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00769,2026-08-05T19:35:42Z,WEB-EDGE-01,203.0.113.98,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00279,2026-08-05T19:39:34Z,APP-API-02,203.0.113.174,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00495,2026-08-05T19:44:58Z,WEB-EDGE-01,203.0.113.99,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00852,2026-08-05T19:48:09Z,APP-API-02,203.0.113.29,POST,/.env,200,scanner/1.0,benign,background web activity
WEB-01238,2026-08-05T19:57:16Z,APP-API-02,203.0.113.199,GET,/health,404,scanner/1.0,benign,background web activity
WEB-01372,2026-08-05T20:06:14Z,APP-API-02,203.0.113.170,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-01214,2026-08-05T20:06:17Z,WEB-EDGE-01,203.0.113.205,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00114,2026-08-05T20:15:09Z,WEB-EDGE-01,203.0.113.124,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-01043,2026-08-05T20:18:44Z,APP-API-02,203.0.113.93,POST,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-00707,2026-08-05T20:26:32Z,WEB-EDGE-01,203.0.113.58,GET,/,200,scanner/1.0,benign,background web activity
WEB-00776,2026-08-05T20:31:10Z,WEB-EDGE-01,203.0.113.55,GET,/.env,404,scanner/1.0,benign,background web activity
WEB-01353,2026-08-05T20:35:43Z,WEB-EDGE-01,203.0.113.137,POST,/health,200,scanner/1.0,benign,background web activity
WEB-00144,2026-08-05T20:48:49Z,WEB-EDGE-01,203.0.113.73,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-01273,2026-08-05T20:50:53Z,WEB-EDGE-01,203.0.113.146,POST,/health,404,scanner/1.0,benign,background web activity
WEB-01241,2026-08-05T21:00:04Z,WEB-EDGE-01,203.0.113.94,POST,/,200,scanner/1.0,benign,background web activity
WEB-00754,2026-08-05T21:01:36Z,APP-API-02,203.0.113.155,GET,/health,404,Mozilla/5.0,benign,background web activity
WEB-00526,2026-08-05T21:02:33Z,APP-API-02,203.0.113.178,POST,/health,404,Mozilla/5.0,benign,background web activity
WEB-00758,2026-08-05T21:09:23Z,WEB-EDGE-01,203.0.113.188,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-00028,2026-08-05T21:12:31Z,APP-API-02,203.0.113.151,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-01125,2026-08-05T21:21:13Z,APP-API-02,203.0.113.91,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-01402,2026-08-05T21:32:48Z,WEB-EDGE-01,203.0.113.96,GET,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00477,2026-08-05T21:35:45Z,WEB-EDGE-01,203.0.113.62,GET,/health,404,scanner/1.0,benign,background web activity
WEB-00040,2026-08-05T21:43:23Z,APP-API-02,203.0.113.97,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00867,2026-08-05T21:46:12Z,WEB-EDGE-01,203.0.113.35,GET,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-00938,2026-08-05T21:46:18Z,WEB-EDGE-01,203.0.113.82,POST,/health,200,scanner/1.0,benign,background web activity
WEB-01392,2026-08-05T22:00:19Z,WEB-EDGE-01,203.0.113.205,GET,/,404,InternalHealth/2.1,benign,background web activity
WEB-00244,2026-08-05T22:06:29Z,WEB-EDGE-01,203.0.113.150,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-01169,2026-08-05T22:07:45Z,WEB-EDGE-01,203.0.113.239,GET,/health,404,scanner/1.0,benign,background web activity
WEB-01080,2026-08-05T22:15:22Z,APP-API-02,203.0.113.85,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00433,2026-08-05T22:15:54Z,APP-API-02,203.0.113.94,GET,/,404,InternalHealth/2.1,benign,background web activity
WEB-00365,2026-08-05T22:31:54Z,WEB-EDGE-01,203.0.113.30,GET,/health,404,InternalHealth/2.1,benign,background web activity
WEB-00560,2026-08-05T22:33:58Z,APP-API-02,203.0.113.50,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00777,2026-08-05T22:36:21Z,APP-API-02,203.0.113.123,GET,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-01408,2026-08-05T22:39:49Z,WEB-EDGE-01,203.0.113.174,POST,/,200,Mozilla/5.0,benign,background web activity
WEB-00312,2026-08-05T22:45:54Z,WEB-EDGE-01,203.0.113.37,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-01379,2026-08-05T22:47:44Z,WEB-EDGE-01,203.0.113.112,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-01446,2026-08-05T22:53:17Z,WEB-EDGE-01,203.0.113.82,POST,/health,404,Mozilla/5.0,benign,background web activity
WEB-00462,2026-08-05T23:03:26Z,APP-API-02,203.0.113.207,POST,/health,200,scanner/1.0,benign,background web activity
WEB-01101,2026-08-05T23:04:53Z,APP-API-02,203.0.113.133,GET,/,200,scanner/1.0,benign,background web activity
WEB-00313,2026-08-05T23:06:31Z,APP-API-02,203.0.113.136,POST,/,200,scanner/1.0,benign,background web activity
WEB-00873,2026-08-05T23:18:04Z,WEB-EDGE-01,203.0.113.157,POST,/,200,InternalHealth/2.1,benign,background web activity
WEB-00905,2026-08-05T23:25:50Z,WEB-EDGE-01,203.0.113.28,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-01074,2026-08-05T23:27:07Z,WEB-EDGE-01,203.0.113.135,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-01401,2026-08-05T23:28:41Z,APP-API-02,203.0.113.97,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00389,2026-08-05T23:35:33Z,APP-API-02,203.0.113.192,POST,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-01065,2026-08-05T23:38:38Z,APP-API-02,203.0.113.4,GET,/health,404,Mozilla/5.0,benign,background web activity
WEB-00149,2026-08-05T23:44:20Z,WEB-EDGE-01,203.0.113.32,POST,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00609,2026-08-05T23:50:12Z,WEB-EDGE-01,203.0.113.124,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00937,2026-08-05T23:52:54Z,WEB-EDGE-01,203.0.113.78,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-01040,2026-08-05T23:55:06Z,WEB-EDGE-01,203.0.113.74,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00054,2026-08-06T00:06:24Z,WEB-EDGE-01,203.0.113.223,POST,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00489,2026-08-06T00:06:44Z,APP-API-02,203.0.113.22,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-00706,2026-08-06T00:08:46Z,WEB-EDGE-01,203.0.113.188,GET,/,404,scanner/1.0,benign,background web activity
WEB-00907,2026-08-06T00:17:41Z,WEB-EDGE-01,203.0.113.30,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00402,2026-08-06T00:29:18Z,WEB-EDGE-01,203.0.113.128,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-00078,2026-08-06T00:56:57Z,APP-API-02,203.0.113.84,GET,/health,200,scanner/1.0,benign,background web activity
WEB-00543,2026-08-06T01:05:45Z,WEB-EDGE-01,203.0.113.128,GET,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-00396,2026-08-06T01:13:16Z,WEB-EDGE-01,203.0.113.17,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-00639,2026-08-06T01:19:17Z,WEB-EDGE-01,203.0.113.58,POST,/,200,scanner/1.0,benign,background web activity
WEB-00866,2026-08-06T01:34:31Z,WEB-EDGE-01,203.0.113.198,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00180,2026-08-06T01:35:24Z,APP-API-02,203.0.113.174,POST,/health,200,scanner/1.0,benign,background web activity
WEB-00671,2026-08-06T01:39:11Z,WEB-EDGE-01,203.0.113.149,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00716,2026-08-06T01:46:48Z,APP-API-02,203.0.113.5,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00880,2026-08-06T02:02:21Z,WEB-EDGE-01,203.0.113.107,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00558,2026-08-06T02:03:59Z,APP-API-02,203.0.113.230,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00277,2026-08-06T02:06:55Z,APP-API-02,203.0.113.120,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00775,2026-08-06T02:08:27Z,APP-API-02,203.0.113.42,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-01360,2026-08-06T02:12:58Z,WEB-EDGE-01,203.0.113.106,GET,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-01173,2026-08-06T02:18:23Z,APP-API-02,203.0.113.51,POST,/,200,InternalHealth/2.1,benign,background web activity
WEB-00111,2026-08-06T02:36:30Z,WEB-EDGE-01,203.0.113.195,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00393,2026-08-06T02:39:12Z,WEB-EDGE-01,203.0.113.81,GET,/health,200,scanner/1.0,benign,background web activity
WEB-00464,2026-08-06T02:45:52Z,WEB-EDGE-01,203.0.113.29,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-01351,2026-08-06T03:04:02Z,APP-API-02,203.0.113.88,GET,/health,404,Mozilla/5.0,benign,background web activity
WEB-00364,2026-08-06T03:14:15Z,APP-API-02,203.0.113.56,GET,/,200,scanner/1.0,benign,background web activity
WEB-01239,2026-08-06T03:26:06Z,WEB-EDGE-01,203.0.113.160,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-01044,2026-08-06T03:29:10Z,APP-API-02,203.0.113.220,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00237,2026-08-06T03:31:43Z,WEB-EDGE-01,203.0.113.47,POST,/,200,Mozilla/5.0,benign,background web activity
WEB-00291,2026-08-06T03:32:08Z,APP-API-02,203.0.113.112,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00070,2026-08-06T03:32:17Z,WEB-EDGE-01,203.0.113.113,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00319,2026-08-06T03:59:44Z,APP-API-02,203.0.113.118,GET,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00193,2026-08-06T04:00:45Z,WEB-EDGE-01,203.0.113.117,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00693,2026-08-06T04:04:23Z,APP-API-02,203.0.113.47,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-01272,2026-08-06T04:08:11Z,WEB-EDGE-01,203.0.113.78,GET,/health,200,scanner/1.0,benign,background web activity
WEB-00673,2026-08-06T04:11:01Z,WEB-EDGE-01,203.0.113.169,POST,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00573,2026-08-06T04:17:28Z,WEB-EDGE-01,203.0.113.160,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00588,2026-08-06T04:21:37Z,APP-API-02,203.0.113.166,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00082,2026-08-06T04:24:28Z,WEB-EDGE-01,203.0.113.120,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00483,2026-08-06T04:32:47Z,APP-API-02,203.0.113.225,POST,/,404,Mozilla/5.0,benign,background web activity
WEB-00779,2026-08-06T04:40:28Z,WEB-EDGE-01,203.0.113.22,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-01352,2026-08-06T04:43:55Z,APP-API-02,203.0.113.49,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-00836,2026-08-06T04:47:51Z,WEB-EDGE-01,203.0.113.175,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00100,2026-08-06T04:48:54Z,APP-API-02,203.0.113.74,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00656,2026-08-06T04:59:41Z,WEB-EDGE-01,203.0.113.187,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-01253,2026-08-06T05:01:15Z,APP-API-02,203.0.113.171,POST,/,404,scanner/1.0,benign,background web activity
WEB-01109,2026-08-06T05:03:50Z,APP-API-02,203.0.113.71,POST,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00247,2026-08-06T05:06:10Z,WEB-EDGE-01,203.0.113.4,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00323,2026-08-06T05:21:22Z,WEB-EDGE-01,203.0.113.160,GET,/.env,404,scanner/1.0,benign,background web activity
WEB-00648,2026-08-06T05:24:00Z,WEB-EDGE-01,203.0.113.3,GET,/,404,InternalHealth/2.1,benign,background web activity
WEB-00168,2026-08-06T05:25:02Z,WEB-EDGE-01,203.0.113.35,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00092,2026-08-06T05:31:50Z,APP-API-02,203.0.113.76,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-01290,2026-08-06T05:36:43Z,WEB-EDGE-01,203.0.113.211,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00667,2026-08-06T05:47:25Z,APP-API-02,203.0.113.219,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00602,2026-08-06T05:49:19Z,APP-API-02,203.0.113.44,POST,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00444,2026-08-06T05:58:41Z,APP-API-02,203.0.113.137,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-01127,2026-08-06T06:09:02Z,WEB-EDGE-01,203.0.113.42,POST,/health,200,scanner/1.0,benign,background web activity
WEB-01261,2026-08-06T06:14:01Z,WEB-EDGE-01,203.0.113.187,GET,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00765,2026-08-06T06:14:10Z,APP-API-02,203.0.113.94,POST,/health,200,Mozilla/5.0,benign,background web activity
WEB-01054,2026-08-06T06:22:56Z,APP-API-02,203.0.113.217,GET,/,404,InternalHealth/2.1,benign,background web activity
WEB-01144,2026-08-06T06:24:26Z,APP-API-02,203.0.113.28,POST,/health,200,scanner/1.0,benign,background web activity
WEB-01006,2026-08-06T06:45:16Z,WEB-EDGE-01,203.0.113.56,GET,/,404,scanner/1.0,benign,background web activity
WEB-00910,2026-08-06T06:52:43Z,WEB-EDGE-01,203.0.113.148,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-00024,2026-08-06T06:56:47Z,APP-API-02,203.0.113.232,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00630,2026-08-06T07:00:26Z,APP-API-02,203.0.113.179,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-01103,2026-08-06T07:20:26Z,APP-API-02,203.0.113.8,POST,/api/status,404,scanner/1.0,benign,background web activity
WEB-01463,2026-08-06T07:32:30Z,APP-API-02,203.0.113.15,GET,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00981,2026-08-06T07:33:40Z,WEB-EDGE-01,203.0.113.31,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00842,2026-08-06T07:36:33Z,WEB-EDGE-01,203.0.113.48,GET,/health,404,scanner/1.0,benign,background web activity
WEB-01309,2026-08-06T07:37:40Z,WEB-EDGE-01,203.0.113.80,GET,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-00203,2026-08-06T07:48:56Z,WEB-EDGE-01,203.0.113.235,POST,/health,200,scanner/1.0,benign,background web activity
WEB-00296,2026-08-06T07:54:35Z,APP-API-02,203.0.113.219,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00177,2026-08-06T07:57:42Z,WEB-EDGE-01,203.0.113.81,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00592,2026-08-06T08:01:41Z,WEB-EDGE-01,203.0.113.195,GET,/health,404,scanner/1.0,benign,background web activity
WEB-00361,2026-08-06T08:02:11Z,APP-API-02,203.0.113.162,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-00814,2026-08-06T08:13:02Z,APP-API-02,203.0.113.42,GET,/,200,scanner/1.0,benign,background web activity
WEB-00848,2026-08-06T08:19:34Z,WEB-EDGE-01,203.0.113.16,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00653,2026-08-06T08:30:43Z,WEB-EDGE-01,203.0.113.148,POST,/.env,404,Mozilla/5.0,benign,background web activity
WEB-01496,2026-08-06T08:35:10Z,APP-API-02,203.0.113.51,POST,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-01000,2026-08-06T08:42:11Z,WEB-EDGE-01,203.0.113.40,GET,/,404,scanner/1.0,benign,background web activity
WEB-00989,2026-08-06T08:42:48Z,WEB-EDGE-01,203.0.113.130,POST,/,404,Mozilla/5.0,benign,background web activity
WEB-00254,2026-08-06T08:44:40Z,WEB-EDGE-01,203.0.113.124,GET,/,200,scanner/1.0,benign,background web activity
WEB-00525,2026-08-06T08:45:54Z,APP-API-02,203.0.113.130,GET,/health,404,InternalHealth/2.1,benign,background web activity
WEB-01166,2026-08-06T08:46:02Z,WEB-EDGE-01,203.0.113.68,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-01222,2026-08-06T08:46:08Z,APP-API-02,203.0.113.58,GET,/health,404,InternalHealth/2.1,benign,background web activity
WEB-01331,2026-08-06T08:51:13Z,APP-API-02,203.0.113.65,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00691,2026-08-06T08:55:11Z,APP-API-02,203.0.113.16,POST,/health,200,scanner/1.0,benign,background web activity
WEB-00136,2026-08-06T08:55:46Z,APP-API-02,203.0.113.15,POST,/,200,scanner/1.0,benign,background web activity
WEB-00649,2026-08-06T09:23:18Z,WEB-EDGE-01,203.0.113.240,POST,/.env,200,scanner/1.0,benign,background web activity
WEB-00378,2026-08-06T09:25:06Z,APP-API-02,203.0.113.139,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-00010,2026-08-06T09:27:27Z,APP-API-02,203.0.113.205,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00666,2026-08-06T09:33:56Z,WEB-EDGE-01,203.0.113.213,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00031,2026-08-06T09:34:38Z,APP-API-02,203.0.113.234,GET,/.env,200,Mozilla/5.0,benign,background web activity
