event_id,_time,src_host,dest_host,user,protocol,result,source_ip,mfa,classification,note
AUTH-01282,2026-08-06T02:45:31Z,WEB-EDGE-01,WEB-EDGE-01,ACME\svc_backup,WinRM,success,10.40.33.197,not_applicable,benign,routine authentication
AUTH-00191,2026-08-06T02:49:01Z,DEPLOY-01,VULN-SCAN-01,ACME\svc_deploy,NTLM,failure,10.40.26.176,not_applicable,benign,routine authentication
AUTH-00461,2026-08-06T03:12:53Z,FILE-01,VULN-SCAN-01,ACME\svc_backup,WinRM,success,10.40.30.161,not_applicable,benign,routine authentication
AUTH-00322,2026-08-06T03:18:47Z,APP-API-02,ADMIN-WS-11,ACME\svc_backup,Kerberos,success,10.40.37.59,not_applicable,benign,routine authentication
AUTH-01064,2026-08-06T03:20:20Z,FILE-01,WEB-EDGE-01,ACME\svc_backup,NTLM,success,10.40.35.13,not_applicable,benign,routine authentication
AUTH-00068,2026-08-06T03:21:22Z,FILE-01,APP-API-02,ACME\admin.rpatel,NTLM,success,10.40.4.120,not_applicable,benign,routine authentication
AUTH-01049,2026-08-06T03:22:33Z,WEB-EDGE-01,FILE-01,ACME\svc_deploy,WinRM,success,10.40.45.111,not_applicable,benign,routine authentication
AUTH-01346,2026-08-06T03:36:36Z,APP-API-02,APP-API-02,ACME\admin.jlee,NTLM,failure,10.40.59.110,not_applicable,benign,routine authentication
AUTH-00161,2026-08-06T04:03:01Z,ADMIN-WS-07,DEPLOY-01,ACME\admin.jlee,RDP,success,10.40.59.49,not_applicable,benign,routine authentication
AUTH-00617,2026-08-06T04:16:58Z,FILE-01,FILE-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.29.41,not_applicable,benign,routine authentication
AUTH-00960,2026-08-06T04:18:14Z,ADMIN-WS-07,ADMIN-WS-07,ACME\svc_backup,Kerberos,success,10.40.33.72,not_applicable,benign,routine authentication
AUTH-01094,2026-08-06T04:26:13Z,ADMIN-WS-11,ADMIN-WS-11,ACME\admin.rpatel,WinRM,failure,10.40.32.9,not_applicable,benign,routine authentication
AUTH-01423,2026-08-06T04:32:06Z,WEB-EDGE-01,DEPLOY-01,ACME\admin.rpatel,NTLM,success,10.40.22.107,not_applicable,benign,routine authentication
AUTH-00426,2026-08-06T04:36:06Z,APP-API-02,ADMIN-WS-07,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.57.224,not_applicable,benign,routine authentication
AUTH-00835,2026-08-06T04:48:40Z,FILE-01,DEPLOY-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.4.201,not_applicable,benign,routine authentication
AUTH-01236,2026-08-06T04:57:24Z,ADMIN-WS-11,WEB-EDGE-01,ACME\admin.jlee,WinRM,success,10.40.16.168,not_applicable,benign,routine authentication
AUTH-00942,2026-08-06T05:02:28Z,FILE-01,VULN-SCAN-01,ACME\svc_deploy,Kerberos,success,10.40.55.133,not_applicable,benign,routine authentication
AUTH-00064,2026-08-06T05:05:25Z,APP-API-02,WEB-EDGE-01,ACME\admin.rpatel,Kerberos,failure,10.40.29.33,not_applicable,benign,routine authentication
AUTH-00697,2026-08-06T05:08:20Z,WEB-EDGE-01,ADMIN-WS-07,ACME\admin.jlee,NTLM,failure,10.40.32.63,not_applicable,benign,routine authentication
AUTH-00557,2026-08-06T05:12:35Z,WEB-EDGE-01,WEB-EDGE-01,ACME\admin.jlee,RDP,success,10.40.43.37,not_applicable,benign,routine authentication
AUTH-00028,2026-08-06T05:14:41Z,FILE-01,WEB-EDGE-01,ACME\admin.jlee,WinRM,success,10.40.4.122,not_applicable,benign,routine authentication
AUTH-01338,2026-08-06T05:37:29Z,ADMIN-WS-07,ADMIN-WS-07,ACME\svc_deploy,WinRM,success,10.40.57.182,not_applicable,benign,routine authentication
AUTH-01088,2026-08-06T05:40:36Z,APP-API-02,WEB-EDGE-01,ACME\admin.jlee,RDP,success,10.40.40.76,not_applicable,benign,routine authentication
AUTH-01139,2026-08-06T05:43:59Z,ADMIN-WS-07,ADMIN-WS-07,ACME\admin.rpatel,NTLM,success,10.40.28.44,not_applicable,benign,routine authentication
AUTH-00797,2026-08-06T05:44:50Z,ADMIN-WS-07,VULN-SCAN-01,ACME\admin.rpatel,WinRM,success,10.40.29.109,not_applicable,benign,routine authentication
AUTH-00607,2026-08-06T06:01:14Z,VULN-SCAN-01,APP-API-02,ACME\svc_deploy,WinRM,success,10.40.2.132,not_applicable,benign,routine authentication
AUTH-00456,2026-08-06T06:08:44Z,APP-API-02,FILE-01,ACME\admin.jlee,NTLM,success,10.40.29.219,not_applicable,benign,routine authentication
AUTH-00692,2026-08-06T06:13:48Z,DEPLOY-01,ADMIN-WS-07,ACME\admin.jlee,RDP,failure,10.40.54.31,not_applicable,benign,routine authentication
AUTH-01411,2026-08-06T06:15:22Z,DEPLOY-01,DEPLOY-01,ACME\svc_deploy,Kerberos,success,10.40.16.25,not_applicable,benign,routine authentication
AUTH-00259,2026-08-06T06:22:09Z,APP-API-02,ADMIN-WS-07,ACME\admin.rpatel,Kerberos,success,10.40.50.116,not_applicable,benign,routine authentication
AUTH-00230,2026-08-06T06:23:23Z,FILE-01,VULN-SCAN-01,ACME\svc_backup,NTLM,success,10.40.5.129,not_applicable,benign,routine authentication
AUTH-00299,2026-08-06T06:30:37Z,ADMIN-WS-07,ADMIN-WS-07,ACME\svc_deploy,Kerberos,success,10.40.39.70,not_applicable,benign,routine authentication
AUTH-00530,2026-08-06T06:31:19Z,VULN-SCAN-01,FILE-01,ACME\svc_deploy,WinRM,failure,10.40.7.195,not_applicable,benign,routine authentication
AUTH-00568,2026-08-06T06:35:51Z,WEB-EDGE-01,FILE-01,ACME\admin.jlee,Kerberos,success,10.40.35.181,not_applicable,benign,routine authentication
AUTH-01091,2026-08-06T06:47:21Z,DEPLOY-01,DEPLOY-01,ACME\admin.jlee,WinRM,failure,10.40.15.40,not_applicable,benign,routine authentication
AUTH-00621,2026-08-06T06:48:46Z,ADMIN-WS-11,FILE-01,ACME\svc_backup,WinRM,success,10.40.36.84,not_applicable,benign,routine authentication
AUTH-00556,2026-08-06T06:55:07Z,APP-API-02,ADMIN-WS-07,ACME\admin.jlee,NTLM,failure,10.40.22.168,not_applicable,benign,routine authentication
AUTH-00793,2026-08-06T06:56:38Z,ADMIN-WS-07,VULN-SCAN-01,ACME\svc_backup,NTLM,failure,10.40.30.30,not_applicable,benign,routine authentication
AUTH-01006,2026-08-06T07:03:14Z,FILE-01,DEPLOY-01,ACME\svc_backup,RDP,success,10.40.43.230,not_applicable,benign,routine authentication
AUTH-00643,2026-08-06T07:04:55Z,WEB-EDGE-01,FILE-01,ACME\admin.rpatel,Kerberos,success,10.40.44.10,not_applicable,benign,routine authentication
AUTH-00476,2026-08-06T07:10:59Z,VULN-SCAN-01,APP-API-02,ACME\svc_deploy,NTLM,success,10.40.3.165,not_applicable,benign,routine authentication
AUTH-00072,2026-08-06T07:13:19Z,ADMIN-WS-11,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WinRM,success,10.40.24.84,not_applicable,benign,routine authentication
AUTH-01174,2026-08-06T07:16:58Z,APP-API-02,ADMIN-WS-11,ACME\svc_backup,WinRM,success,10.40.9.213,not_applicable,benign,routine authentication
AUTH-00218,2026-08-06T07:17:44Z,WEB-EDGE-01,APP-API-02,ACME\svc_deploy,WinRM,success,10.40.51.55,not_applicable,benign,routine authentication
AUTH-00868,2026-08-06T07:26:19Z,WEB-EDGE-01,APP-API-02,NT AUTHORITY\SYSTEM,RDP,failure,10.40.58.17,not_applicable,benign,routine authentication
AUTH-00839,2026-08-06T07:30:42Z,ADMIN-WS-11,ADMIN-WS-07,ACME\admin.rpatel,Kerberos,success,10.40.31.96,not_applicable,benign,routine authentication
AUTH-01471,2026-08-06T07:33:19Z,ADMIN-WS-11,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.50.34,not_applicable,benign,routine authentication
AUTH-00404,2026-08-06T07:40:39Z,WEB-EDGE-01,APP-API-02,ACME\svc_backup,RDP,success,10.40.6.128,not_applicable,benign,routine authentication
AUTH-01280,2026-08-06T07:43:01Z,VULN-SCAN-01,WEB-EDGE-01,ACME\admin.rpatel,WinRM,success,10.40.48.184,not_applicable,benign,routine authentication
AUTH-00134,2026-08-06T08:04:38Z,DEPLOY-01,FILE-01,ACME\admin.jlee,RDP,failure,10.40.47.82,not_applicable,benign,routine authentication
AUTH-01098,2026-08-06T08:15:50Z,VULN-SCAN-01,VULN-SCAN-01,NT AUTHORITY\SYSTEM,RDP,success,10.40.15.168,not_applicable,benign,routine authentication
AUTH-01298,2026-08-06T08:23:40Z,APP-API-02,VULN-SCAN-01,ACME\svc_deploy,NTLM,failure,10.40.13.146,not_applicable,benign,routine authentication
AUTH-01371,2026-08-06T08:43:27Z,VULN-SCAN-01,ADMIN-WS-07,NT AUTHORITY\SYSTEM,RDP,success,10.40.52.90,not_applicable,benign,routine authentication
AUTH-00701,2026-08-06T08:43:55Z,APP-API-02,ADMIN-WS-07,ACME\svc_backup,RDP,success,10.40.38.63,not_applicable,benign,routine authentication
AUTH-01250,2026-08-06T08:53:30Z,DEPLOY-01,VULN-SCAN-01,ACME\admin.rpatel,Kerberos,failure,10.40.54.135,not_applicable,benign,routine authentication
AUTH-00156,2026-08-06T08:54:42Z,WEB-EDGE-01,VULN-SCAN-01,ACME\admin.rpatel,WinRM,failure,10.40.57.45,not_applicable,benign,routine authentication
AUTH-01364,2026-08-06T09:03:14Z,DEPLOY-01,WEB-EDGE-01,ACME\svc_deploy,RDP,failure,10.40.48.110,not_applicable,benign,routine authentication
AUTH-00247,2026-08-06T09:08:19Z,ADMIN-WS-11,DEPLOY-01,ACME\admin.rpatel,NTLM,failure,10.40.48.233,not_applicable,benign,routine authentication
AUTH-00638,2026-08-06T09:14:50Z,WEB-EDGE-01,DEPLOY-01,NT AUTHORITY\SYSTEM,RDP,failure,10.40.57.3,not_applicable,benign,routine authentication
AUTH-00656,2026-08-06T09:18:08Z,ADMIN-WS-11,APP-API-02,ACME\admin.jlee,WinRM,success,10.40.34.66,not_applicable,benign,routine authentication
AUTH-00242,2026-08-06T09:30:52Z,ADMIN-WS-07,ADMIN-WS-07,ACME\svc_backup,Kerberos,success,10.40.26.64,not_applicable,benign,routine authentication
AUTH-01073,2026-08-06T09:39:37Z,FILE-01,WEB-EDGE-01,ACME\admin.rpatel,RDP,success,10.40.31.124,not_applicable,benign,routine authentication
AUTH-01197,2026-08-06T09:43:36Z,FILE-01,WEB-EDGE-01,ACME\admin.jlee,RDP,success,10.40.46.218,not_applicable,benign,routine authentication
AUTH-01351,2026-08-06T09:56:03Z,ADMIN-WS-11,FILE-01,ACME\svc_backup,NTLM,failure,10.40.59.220,not_applicable,benign,routine authentication
AUTH-00152,2026-08-06T09:57:17Z,VULN-SCAN-01,ADMIN-WS-07,ACME\svc_backup,Kerberos,success,10.40.51.140,not_applicable,benign,routine authentication
AUTH-01087,2026-08-06T10:07:49Z,DEPLOY-01,WEB-EDGE-01,ACME\svc_deploy,NTLM,failure,10.40.43.108,not_applicable,benign,routine authentication
AUTH-01050,2026-08-06T10:17:00Z,WEB-EDGE-01,WEB-EDGE-01,ACME\admin.jlee,NTLM,success,10.40.7.118,not_applicable,benign,routine authentication
AUTH-00159,2026-08-06T10:19:36Z,VULN-SCAN-01,DEPLOY-01,ACME\svc_deploy,RDP,success,10.40.24.111,not_applicable,benign,routine authentication
AUTH-00616,2026-08-06T10:31:06Z,APP-API-02,DEPLOY-01,ACME\svc_backup,WinRM,failure,10.40.10.145,not_applicable,benign,routine authentication
AUTH-00341,2026-08-06T10:54:38Z,FILE-01,VULN-SCAN-01,ACME\admin.jlee,NTLM,success,10.40.18.238,not_applicable,benign,routine authentication
AUTH-00964,2026-08-06T11:00:27Z,DEPLOY-01,ADMIN-WS-11,ACME\svc_deploy,RDP,success,10.40.35.166,not_applicable,benign,routine authentication
AUTH-00920,2026-08-06T11:02:52Z,ADMIN-WS-11,ADMIN-WS-07,ACME\admin.jlee,NTLM,failure,10.40.11.197,not_applicable,benign,routine authentication
AUTH-00552,2026-08-06T11:08:27Z,WEB-EDGE-01,ADMIN-WS-11,NT AUTHORITY\SYSTEM,RDP,failure,10.40.3.81,not_applicable,benign,routine authentication
AUTH-00981,2026-08-06T11:18:46Z,WEB-EDGE-01,APP-API-02,ACME\admin.jlee,WinRM,success,10.40.6.101,not_applicable,benign,routine authentication
AUTH-01342,2026-08-06T11:20:27Z,VULN-SCAN-01,VULN-SCAN-01,ACME\admin.jlee,WinRM,success,10.40.33.212,not_applicable,benign,routine authentication
AUTH-01053,2026-08-06T11:24:00Z,APP-API-02,ADMIN-WS-07,ACME\svc_backup,RDP,success,10.40.13.226,not_applicable,benign,routine authentication
AUTH-00342,2026-08-06T11:34:01Z,APP-API-02,VULN-SCAN-01,ACME\svc_backup,RDP,success,10.40.53.105,not_applicable,benign,routine authentication
AUTH-00355,2026-08-06T11:34:16Z,FILE-01,WEB-EDGE-01,ACME\svc_deploy,Kerberos,success,10.40.17.13,not_applicable,benign,routine authentication
AUTH-01466,2026-08-06T11:44:21Z,DEPLOY-01,VULN-SCAN-01,ACME\admin.jlee,WinRM,success,10.40.48.126,not_applicable,benign,routine authentication
AUTH-01089,2026-08-06T11:45:24Z,DEPLOY-01,APP-API-02,ACME\svc_backup,NTLM,success,10.40.51.132,not_applicable,benign,routine authentication
AUTH-00359,2026-08-06T11:57:35Z,DEPLOY-01,ADMIN-WS-11,ACME\svc_backup,NTLM,success,10.40.5.143,not_applicable,benign,routine authentication
AUTH-01349,2026-08-06T12:05:28Z,APP-API-02,VULN-SCAN-01,ACME\svc_backup,NTLM,success,10.40.27.208,not_applicable,benign,routine authentication
AUTH-01222,2026-08-06T12:21:26Z,WEB-EDGE-01,APP-API-02,ACME\svc_deploy,WinRM,success,10.40.47.151,not_applicable,benign,routine authentication
AUTH-01278,2026-08-06T12:32:03Z,VULN-SCAN-01,WEB-EDGE-01,ACME\admin.rpatel,Kerberos,failure,10.40.36.106,not_applicable,benign,routine authentication
AUTH-01483,2026-08-06T12:36:54Z,WEB-EDGE-01,APP-API-02,ACME\admin.rpatel,Kerberos,success,10.40.60.229,not_applicable,benign,routine authentication
AUTH-00169,2026-08-06T12:41:37Z,ADMIN-WS-07,ADMIN-WS-11,ACME\svc_backup,Kerberos,success,10.40.40.211,not_applicable,benign,routine authentication
AUTH-01167,2026-08-06T12:51:57Z,VULN-SCAN-01,FILE-01,ACME\admin.rpatel,Kerberos,failure,10.40.45.25,not_applicable,benign,routine authentication
AUTH-00416,2026-08-06T12:52:44Z,APP-API-02,DEPLOY-01,ACME\admin.rpatel,WinRM,success,10.40.5.123,not_applicable,benign,routine authentication
AUTH-00511,2026-08-06T13:00:02Z,DEPLOY-01,FILE-01,ACME\svc_backup,NTLM,success,10.40.21.210,not_applicable,benign,routine authentication
AUTH-00396,2026-08-06T13:00:33Z,ADMIN-WS-07,VULN-SCAN-01,ACME\admin.rpatel,Kerberos,failure,10.40.3.74,not_applicable,benign,routine authentication
AUTH-00641,2026-08-06T13:14:41Z,FILE-01,WEB-EDGE-01,ACME\svc_backup,NTLM,success,10.40.21.233,not_applicable,benign,routine authentication
AUTH-01437,2026-08-06T13:18:51Z,FILE-01,ADMIN-WS-11,ACME\svc_backup,WinRM,failure,10.40.51.198,not_applicable,benign,routine authentication
AUTH-00872,2026-08-06T13:21:50Z,FILE-01,ADMIN-WS-07,ACME\admin.rpatel,NTLM,success,10.40.49.65,not_applicable,benign,routine authentication
AUTH-01079,2026-08-06T13:22:07Z,VULN-SCAN-01,VULN-SCAN-01,ACME\svc_deploy,NTLM,failure,10.40.45.204,not_applicable,benign,routine authentication
AUTH-00013,2026-08-06T13:32:04Z,DEPLOY-01,FILE-01,ACME\svc_deploy,NTLM,failure,10.40.10.164,not_applicable,benign,routine authentication
AUTH-00066,2026-08-06T13:33:02Z,WEB-EDGE-01,DEPLOY-01,ACME\svc_backup,NTLM,success,10.40.2.228,not_applicable,benign,routine authentication
AUTH-00806,2026-08-06T13:34:39Z,DEPLOY-01,APP-API-02,ACME\svc_backup,RDP,success,10.40.9.24,not_applicable,benign,routine authentication
AUTH-00519,2026-08-06T13:35:25Z,ADMIN-WS-07,DEPLOY-01,ACME\admin.jlee,RDP,failure,10.40.12.2,not_applicable,benign,routine authentication
AUTH-01416,2026-08-06T13:41:29Z,VULN-SCAN-01,ADMIN-WS-11,ACME\admin.rpatel,WinRM,failure,10.40.15.230,not_applicable,benign,routine authentication
AUTH-00787,2026-08-06T13:51:18Z,WEB-EDGE-01,ADMIN-WS-07,ACME\svc_deploy,Kerberos,success,10.40.52.158,not_applicable,benign,routine authentication
AUTH-00990,2026-08-06T13:57:04Z,DEPLOY-01,FILE-01,ACME\admin.jlee,Kerberos,success,10.40.2.114,not_applicable,benign,routine authentication
AUTH-00615,2026-08-06T14:03:47Z,ADMIN-WS-11,DEPLOY-01,NT AUTHORITY\SYSTEM,NTLM,failure,10.40.23.205,not_applicable,benign,routine authentication
AUTH-01107,2026-08-06T14:08:09Z,DEPLOY-01,WEB-EDGE-01,ACME\svc_backup,NTLM,success,10.40.18.112,not_applicable,benign,routine authentication
AUTH-00304,2026-08-06T14:17:15Z,VULN-SCAN-01,DEPLOY-01,ACME\admin.jlee,RDP,success,10.40.36.22,not_applicable,benign,routine authentication
AUTH-00773,2026-08-06T14:21:29Z,ADMIN-WS-11,WEB-EDGE-01,ACME\svc_backup,Kerberos,success,10.40.51.156,not_applicable,benign,routine authentication
AUTH-00212,2026-08-06T14:23:12Z,ADMIN-WS-11,VULN-SCAN-01,ACME\admin.rpatel,NTLM,success,10.40.57.129,not_applicable,benign,routine authentication
AUTH-01434,2026-08-06T14:28:18Z,ADMIN-WS-07,ADMIN-WS-11,NT AUTHORITY\SYSTEM,NTLM,success,10.40.8.231,not_applicable,benign,routine authentication
AUTH-00876,2026-08-06T14:30:25Z,DEPLOY-01,WEB-EDGE-01,ACME\svc_deploy,WinRM,failure,10.40.28.166,not_applicable,benign,routine authentication
AUTH-00182,2026-08-06T14:36:20Z,ADMIN-WS-07,DEPLOY-01,ACME\svc_deploy,Kerberos,success,10.40.58.149,not_applicable,benign,routine authentication
AUTH-01154,2026-08-06T14:37:42Z,WEB-EDGE-01,ADMIN-WS-07,ACME\svc_deploy,NTLM,success,10.40.50.67,not_applicable,benign,routine authentication
AUTH-00313,2026-08-06T14:42:15Z,ADMIN-WS-07,VULN-SCAN-01,ACME\svc_deploy,RDP,success,10.40.14.145,not_applicable,benign,routine authentication
AUTH-01386,2026-08-06T14:42:28Z,ADMIN-WS-11,FILE-01,ACME\svc_deploy,RDP,failure,10.40.51.44,not_applicable,benign,routine authentication
AUTH-00077,2026-08-06T14:49:15Z,ADMIN-WS-11,VULN-SCAN-01,ACME\admin.rpatel,NTLM,success,10.40.35.181,not_applicable,benign,routine authentication
AUTH-00308,2026-08-06T15:09:45Z,FILE-01,VULN-SCAN-01,ACME\svc_backup,RDP,success,10.40.14.25,not_applicable,benign,routine authentication
AUTH-00410,2026-08-06T15:17:52Z,ADMIN-WS-11,ADMIN-WS-07,ACME\svc_deploy,Kerberos,success,10.40.50.211,not_applicable,benign,routine authentication
AUTH-00040,2026-08-06T15:25:52Z,ADMIN-WS-07,ADMIN-WS-07,ACME\admin.jlee,RDP,success,10.40.55.158,not_applicable,benign,routine authentication
AUTH-01497,2026-08-06T15:30:45Z,FILE-01,ADMIN-WS-07,ACME\admin.rpatel,Kerberos,success,10.40.28.85,not_applicable,benign,routine authentication
AUTH-01355,2026-08-06T15:31:32Z,VULN-SCAN-01,FILE-01,ACME\svc_deploy,Kerberos,success,10.40.34.211,not_applicable,benign,routine authentication
AUTH-00921,2026-08-06T15:31:35Z,ADMIN-WS-07,ADMIN-WS-07,NT AUTHORITY\SYSTEM,RDP,failure,10.40.18.33,not_applicable,benign,routine authentication
AUTH-00939,2026-08-06T15:33:08Z,DEPLOY-01,ADMIN-WS-07,ACME\admin.rpatel,Kerberos,success,10.40.41.184,not_applicable,benign,routine authentication
AUTH-00130,2026-08-06T15:37:56Z,DEPLOY-01,DEPLOY-01,ACME\svc_backup,Kerberos,success,10.40.56.130,not_applicable,benign,routine authentication
AUTH-00734,2026-08-06T15:58:57Z,APP-API-02,ADMIN-WS-07,ACME\admin.rpatel,NTLM,success,10.40.31.29,not_applicable,benign,routine authentication
AUTH-01233,2026-08-06T16:01:18Z,DEPLOY-01,WEB-EDGE-01,NT AUTHORITY\SYSTEM,NTLM,failure,10.40.13.218,not_applicable,benign,routine authentication
AUTH-01425,2026-08-06T16:05:10Z,FILE-01,APP-API-02,ACME\svc_backup,RDP,success,10.40.7.3,not_applicable,benign,routine authentication
AUTH-01447,2026-08-06T16:05:11Z,VULN-SCAN-01,ADMIN-WS-07,ACME\admin.jlee,Kerberos,success,10.40.35.214,not_applicable,benign,routine authentication
AUTH-00493,2026-08-06T16:05:28Z,ADMIN-WS-07,DEPLOY-01,ACME\admin.jlee,WinRM,failure,10.40.29.158,not_applicable,benign,routine authentication
AUTH-00364,2026-08-06T16:12:30Z,ADMIN-WS-11,DEPLOY-01,ACME\admin.jlee,Kerberos,success,10.40.39.79,not_applicable,benign,routine authentication
AUTH-01417,2026-08-06T16:12:58Z,ADMIN-WS-11,FILE-01,ACME\admin.jlee,RDP,failure,10.40.25.104,not_applicable,benign,routine authentication
AUTH-00403,2026-08-06T16:16:21Z,ADMIN-WS-11,ADMIN-WS-11,NT AUTHORITY\SYSTEM,NTLM,failure,10.40.47.35,not_applicable,benign,routine authentication
AUTH-01356,2026-08-06T16:19:34Z,ADMIN-WS-07,DEPLOY-01,ACME\svc_deploy,Kerberos,success,10.40.57.4,not_applicable,benign,routine authentication
AUTH-00067,2026-08-06T16:21:53Z,DEPLOY-01,WEB-EDGE-01,ACME\admin.jlee,Kerberos,success,10.40.36.236,not_applicable,benign,routine authentication
AUTH-01319,2026-08-06T16:24:53Z,VULN-SCAN-01,WEB-EDGE-01,ACME\admin.jlee,RDP,failure,10.40.17.95,not_applicable,benign,routine authentication
AUTH-01102,2026-08-06T16:26:10Z,DEPLOY-01,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WinRM,failure,10.40.17.228,not_applicable,benign,routine authentication
AUTH-00025,2026-08-06T17:02:06Z,FILE-01,ADMIN-WS-11,ACME\svc_deploy,NTLM,failure,10.40.29.151,not_applicable,benign,routine authentication
AUTH-00875,2026-08-06T17:05:49Z,DEPLOY-01,DEPLOY-01,ACME\admin.rpatel,WinRM,success,10.40.54.38,not_applicable,benign,routine authentication
AUTH-01077,2026-08-06T17:09:53Z,DEPLOY-01,VULN-SCAN-01,ACME\svc_deploy,WinRM,success,10.40.17.116,not_applicable,benign,routine authentication
AUTH-00789,2026-08-06T17:16:18Z,WEB-EDGE-01,ADMIN-WS-11,ACME\svc_backup,Kerberos,success,10.40.14.136,not_applicable,benign,routine authentication
AUTH-00268,2026-08-06T17:19:35Z,WEB-EDGE-01,ADMIN-WS-07,NT AUTHORITY\SYSTEM,NTLM,failure,10.40.12.232,not_applicable,benign,routine authentication
AUTH-00033,2026-08-06T17:22:24Z,ADMIN-WS-07,DEPLOY-01,ACME\svc_deploy,WinRM,failure,10.40.38.16,not_applicable,benign,routine authentication
AUTH-01469,2026-08-06T17:30:52Z,WEB-EDGE-01,FILE-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.46.89,not_applicable,benign,routine authentication
AUTH-00992,2026-08-06T17:31:49Z,WEB-EDGE-01,WEB-EDGE-01,ACME\svc_deploy,RDP,success,10.40.29.34,not_applicable,benign,routine authentication
AUTH-01316,2026-08-06T17:36:02Z,WEB-EDGE-01,ADMIN-WS-11,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.53.166,not_applicable,benign,routine authentication
AUTH-00712,2026-08-06T17:58:58Z,DEPLOY-01,DEPLOY-01,ACME\svc_backup,WinRM,success,10.40.19.179,not_applicable,benign,routine authentication
AUTH-00251,2026-08-06T18:03:36Z,ADMIN-WS-11,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WinRM,failure,10.40.13.100,not_applicable,benign,routine authentication
AUTH-00781,2026-08-06T18:06:04Z,APP-API-02,ADMIN-WS-11,ACME\svc_backup,WinRM,success,10.40.50.42,not_applicable,benign,routine authentication
AUTH-00946,2026-08-06T18:10:56Z,DEPLOY-01,FILE-01,ACME\svc_deploy,RDP,success,10.40.33.40,not_applicable,benign,routine authentication
AUTH-00076,2026-08-06T18:19:59Z,VULN-SCAN-01,WEB-EDGE-01,ACME\svc_deploy,WinRM,success,10.40.47.214,not_applicable,benign,routine authentication
AUTH-00746,2026-08-06T18:21:30Z,FILE-01,WEB-EDGE-01,ACME\admin.jlee,NTLM,success,10.40.55.51,not_applicable,benign,routine authentication
AUTH-00379,2026-08-06T18:35:33Z,DEPLOY-01,FILE-01,ACME\svc_backup,NTLM,success,10.40.29.128,not_applicable,benign,routine authentication
AUTH-00936,2026-08-06T18:55:58Z,APP-API-02,VULN-SCAN-01,ACME\admin.jlee,RDP,success,10.40.32.214,not_applicable,benign,routine authentication
AUTH-00911,2026-08-06T19:05:24Z,ADMIN-WS-11,APP-API-02,ACME\admin.rpatel,Kerberos,success,10.40.54.19,not_applicable,benign,routine authentication
AUTH-00446,2026-08-06T19:15:39Z,FILE-01,DEPLOY-01,ACME\admin.jlee,WinRM,success,10.40.33.35,not_applicable,benign,routine authentication
AUTH-01080,2026-08-06T19:17:20Z,WEB-EDGE-01,ADMIN-WS-11,ACME\admin.jlee,NTLM,success,10.40.35.107,not_applicable,benign,routine authentication
AUTH-00892,2026-08-06T19:29:54Z,APP-API-02,FILE-01,ACME\svc_deploy,WinRM,success,10.40.29.169,not_applicable,benign,routine authentication
AUTH-01264,2026-08-06T19:35:05Z,APP-API-02,FILE-01,ACME\admin.jlee,RDP,success,10.40.52.131,not_applicable,benign,routine authentication
AUTH-01412,2026-08-06T19:40:59Z,VULN-SCAN-01,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WinRM,success,10.40.55.229,not_applicable,benign,routine authentication
AUTH-00328,2026-08-06T19:46:47Z,ADMIN-WS-11,FILE-01,ACME\svc_backup,WinRM,success,10.40.49.210,not_applicable,benign,routine authentication
AUTH-01172,2026-08-06T19:52:39Z,DEPLOY-01,ADMIN-WS-11,ACME\svc_deploy,Kerberos,failure,10.40.1.52,not_applicable,benign,routine authentication
AUTH-01305,2026-08-06T19:55:29Z,ADMIN-WS-11,ADMIN-WS-11,ACME\admin.jlee,RDP,success,10.40.40.13,not_applicable,benign,routine authentication
AUTH-00053,2026-08-06T20:02:31Z,ADMIN-WS-11,APP-API-02,ACME\svc_backup,NTLM,success,10.40.5.136,not_applicable,benign,routine authentication
AUTH-01153,2026-08-06T20:04:22Z,FILE-01,VULN-SCAN-01,ACME\admin.jlee,NTLM,success,10.40.1.130,not_applicable,benign,routine authentication
AUTH-00400,2026-08-06T20:07:58Z,WEB-EDGE-01,VULN-SCAN-01,ACME\svc_deploy,RDP,failure,10.40.40.34,not_applicable,benign,routine authentication
AUTH-01269,2026-08-06T20:13:22Z,WEB-EDGE-01,ADMIN-WS-07,ACME\svc_deploy,WinRM,success,10.40.54.56,not_applicable,benign,routine authentication
AUTH-00844,2026-08-06T20:18:34Z,FILE-01,WEB-EDGE-01,NT AUTHORITY\SYSTEM,NTLM,success,10.40.21.152,not_applicable,benign,routine authentication
AUTH-01232,2026-08-06T20:18:45Z,WEB-EDGE-01,VULN-SCAN-01,ACME\admin.jlee,WinRM,success,10.40.56.92,not_applicable,benign,routine authentication
