event_id,_time,host,user,process_name,process_id,dest_domain,dest_ip,dest_port,action,bytes_out,bytes_in,classification,note
NET-00996,2026-08-05T19:17:17Z,APP-API-02,ACME\admin.rpatel,msiexec.exe,7892,download.sysinternals.com,198.51.100.147,5985,allowed,76474,506783,benign,routine network activity
NET-00067,2026-08-05T19:21:57Z,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,11882,updates.vendor.example,198.51.100.60,445,allowed,42734,1331502,benign,routine network activity
NET-00369,2026-08-05T19:22:06Z,ADMIN-WS-07,ACME\svc_deploy,powershell.exe,6732,updates.vendor.example,198.51.100.182,443,allowed,44111,1727578,benign,routine network activity
NET-01199,2026-08-05T19:22:57Z,WEB-EDGE-01,ACME\svc_backup,backup-agent.exe,5973,packages.microsoft.com,198.51.100.229,443,allowed,27531,640591,benign,routine network activity
NET-01438,2026-08-05T19:40:31Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,chrome.exe,8997,packages.microsoft.com,198.51.100.47,5985,allowed,94720,384345,benign,routine network activity
NET-00935,2026-08-05T19:47:13Z,ADMIN-WS-07,ACME\svc_deploy,powershell.exe,1707,backup.internal,198.51.100.52,443,allowed,26758,1969410,benign,routine network activity
NET-01223,2026-08-05T20:09:33Z,DEPLOY-01,ACME\svc_backup,backup-agent.exe,3288,repo.internal,198.51.100.146,445,allowed,86875,968427,benign,routine network activity
NET-00378,2026-08-05T20:13:58Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,powershell.exe,4958,updates.vendor.example,198.51.100.209,445,allowed,16632,393249,benign,routine network activity
NET-00571,2026-08-05T20:16:54Z,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,6949,download.sysinternals.com,198.51.100.155,445,allowed,45525,944195,benign,routine network activity
NET-01334,2026-08-05T20:19:32Z,ADMIN-WS-11,ACME\admin.jlee,chrome.exe,10475,packages.microsoft.com,198.51.100.11,5985,allowed,43791,295069,benign,routine network activity
NET-01404,2026-08-05T20:27:25Z,ADMIN-WS-11,ACME\svc_deploy,powershell.exe,8314,backup.internal,198.51.100.63,445,allowed,22417,531759,benign,routine network activity
NET-00546,2026-08-05T20:35:21Z,APP-API-02,NT AUTHORITY\SYSTEM,msiexec.exe,8565,download.sysinternals.com,198.51.100.161,445,allowed,68993,141359,benign,routine network activity
NET-00085,2026-08-05T20:40:02Z,FILE-01,ACME\svc_backup,chrome.exe,4879,download.sysinternals.com,198.51.100.12,445,allowed,96857,1983074,benign,routine network activity
NET-00660,2026-08-05T20:43:12Z,ADMIN-WS-07,ACME\svc_deploy,chrome.exe,11141,download.sysinternals.com,198.51.100.42,443,allowed,78443,740164,benign,routine network activity
NET-01494,2026-08-05T20:56:21Z,DEPLOY-01,NT AUTHORITY\SYSTEM,msiexec.exe,13317,packages.microsoft.com,198.51.100.176,443,allowed,12981,1526236,benign,routine network activity
NET-01415,2026-08-05T20:56:44Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,2207,download.sysinternals.com,198.51.100.134,445,allowed,56504,927850,benign,routine network activity
NET-00874,2026-08-05T21:01:01Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,9985,packages.microsoft.com,198.51.100.89,445,allowed,25189,65188,benign,routine network activity
NET-00779,2026-08-05T21:12:22Z,FILE-01,ACME\admin.rpatel,chrome.exe,6050,download.sysinternals.com,198.51.100.138,5985,allowed,47903,359072,benign,routine network activity
NET-00803,2026-08-05T21:13:48Z,APP-API-02,ACME\svc_deploy,backup-agent.exe,5028,packages.microsoft.com,198.51.100.220,445,allowed,86102,331928,benign,routine network activity
NET-00899,2026-08-05T21:19:31Z,APP-API-02,ACME\svc_backup,msiexec.exe,1995,updates.vendor.example,198.51.100.51,5985,allowed,5054,1968812,benign,routine network activity
NET-00017,2026-08-05T21:22:38Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,3045,repo.internal,198.51.100.9,443,allowed,58600,138655,benign,routine network activity
NET-01467,2026-08-05T21:39:52Z,ADMIN-WS-11,ACME\admin.rpatel,chrome.exe,8746,packages.microsoft.com,198.51.100.150,445,allowed,39982,274369,benign,routine network activity
NET-00262,2026-08-05T21:47:28Z,DEPLOY-01,ACME\svc_deploy,backup-agent.exe,11766,backup.internal,198.51.100.209,445,allowed,72188,334732,benign,routine network activity
NET-00455,2026-08-05T22:02:08Z,FILE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,8698,backup.internal,198.51.100.171,443,allowed,54333,1656600,benign,routine network activity
NET-00023,2026-08-05T22:03:39Z,WEB-EDGE-01,ACME\admin.jlee,chrome.exe,9514,backup.internal,198.51.100.88,445,allowed,63311,1720919,benign,routine network activity
NET-01405,2026-08-05T22:04:59Z,ADMIN-WS-11,ACME\admin.jlee,backup-agent.exe,10982,packages.microsoft.com,198.51.100.231,5985,allowed,41515,777535,benign,routine network activity
NET-00311,2026-08-05T22:15:17Z,DEPLOY-01,NT AUTHORITY\SYSTEM,msiexec.exe,1622,updates.vendor.example,198.51.100.63,443,allowed,63999,873777,benign,routine network activity
NET-00903,2026-08-05T22:34:14Z,FILE-01,ACME\svc_backup,msiexec.exe,12430,updates.vendor.example,198.51.100.98,445,allowed,20964,1273150,benign,routine network activity
NET-01466,2026-08-05T22:35:00Z,FILE-01,ACME\admin.rpatel,msiexec.exe,5144,updates.vendor.example,198.51.100.148,5985,allowed,74628,1280425,benign,routine network activity
NET-01271,2026-08-05T22:44:04Z,FILE-01,ACME\svc_backup,msiexec.exe,11633,repo.internal,198.51.100.182,5985,allowed,25560,425738,benign,routine network activity
NET-00567,2026-08-05T23:06:18Z,VULN-SCAN-01,ACME\admin.jlee,msiexec.exe,1026,repo.internal,198.51.100.29,5985,allowed,39725,565641,benign,routine network activity
NET-00561,2026-08-05T23:09:09Z,VULN-SCAN-01,ACME\svc_backup,backup-agent.exe,4615,backup.internal,198.51.100.203,443,allowed,77221,1087512,benign,routine network activity
NET-01179,2026-08-05T23:15:52Z,VULN-SCAN-01,ACME\svc_deploy,msiexec.exe,2096,backup.internal,198.51.100.216,5985,allowed,6043,1464546,benign,routine network activity
NET-01246,2026-08-05T23:17:00Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,12810,updates.vendor.example,198.51.100.13,445,allowed,73976,1546332,benign,routine network activity
NET-00171,2026-08-05T23:19:23Z,WEB-EDGE-01,ACME\svc_deploy,backup-agent.exe,10446,download.sysinternals.com,198.51.100.164,5985,allowed,76315,782143,benign,routine network activity
NET-01019,2026-08-05T23:30:03Z,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,11434,download.sysinternals.com,198.51.100.54,443,allowed,78474,988632,benign,routine network activity
NET-01201,2026-08-05T23:30:34Z,ADMIN-WS-07,ACME\admin.rpatel,chrome.exe,9585,updates.vendor.example,198.51.100.108,5985,allowed,36434,324676,benign,routine network activity
NET-01073,2026-08-05T23:31:09Z,ADMIN-WS-07,ACME\admin.jlee,chrome.exe,1806,backup.internal,198.51.100.110,445,allowed,81420,848714,benign,routine network activity
NET-00052,2026-08-05T23:41:22Z,DEPLOY-01,ACME\svc_backup,backup-agent.exe,11921,updates.vendor.example,198.51.100.172,443,allowed,91591,1480930,benign,routine network activity
NET-01189,2026-08-05T23:47:16Z,VULN-SCAN-01,ACME\svc_backup,powershell.exe,12006,backup.internal,198.51.100.108,443,allowed,13836,1911370,benign,routine network activity
NET-00130,2026-08-05T23:47:40Z,FILE-01,NT AUTHORITY\SYSTEM,chrome.exe,8093,packages.microsoft.com,198.51.100.174,443,allowed,90157,1391856,benign,routine network activity
NET-00273,2026-08-06T00:02:16Z,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,8961,backup.internal,198.51.100.162,443,allowed,49921,882180,benign,routine network activity
NET-00221,2026-08-06T00:08:10Z,VULN-SCAN-01,ACME\svc_backup,chrome.exe,8402,repo.internal,198.51.100.211,5985,allowed,11970,993021,benign,routine network activity
NET-01301,2026-08-06T00:09:02Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,msiexec.exe,10107,repo.internal,198.51.100.91,5985,allowed,46759,678295,benign,routine network activity
NET-00288,2026-08-06T00:13:12Z,APP-API-02,ACME\svc_backup,chrome.exe,14923,backup.internal,198.51.100.22,443,allowed,25451,630652,benign,routine network activity
NET-00973,2026-08-06T00:14:42Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,14436,download.sysinternals.com,198.51.100.117,5985,allowed,52572,1748910,benign,routine network activity
NET-00993,2026-08-06T00:15:46Z,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,10293,repo.internal,198.51.100.104,443,allowed,6350,798109,benign,routine network activity
NET-00194,2026-08-06T00:18:37Z,APP-API-02,ACME\svc_deploy,backup-agent.exe,4350,backup.internal,198.51.100.126,5985,allowed,47961,850606,benign,routine network activity
NET-01141,2026-08-06T00:19:36Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,powershell.exe,8378,repo.internal,198.51.100.109,443,allowed,7309,1459475,benign,routine network activity
NET-00115,2026-08-06T00:21:21Z,DEPLOY-01,ACME\svc_deploy,msiexec.exe,1309,updates.vendor.example,198.51.100.153,445,allowed,78207,67385,benign,routine network activity
NET-01462,2026-08-06T00:30:57Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,10591,download.sysinternals.com,198.51.100.235,445,allowed,11144,728384,benign,routine network activity
NET-00579,2026-08-06T00:37:00Z,DEPLOY-01,ACME\admin.jlee,powershell.exe,6968,updates.vendor.example,198.51.100.13,5985,allowed,77245,1588869,benign,routine network activity
NET-01031,2026-08-06T00:43:12Z,ADMIN-WS-11,ACME\svc_backup,chrome.exe,2895,backup.internal,198.51.100.152,5985,allowed,42582,824944,benign,routine network activity
NET-00855,2026-08-06T00:50:16Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,msiexec.exe,6912,backup.internal,198.51.100.28,443,allowed,60189,66892,benign,routine network activity
NET-00575,2026-08-06T00:51:26Z,FILE-01,ACME\admin.rpatel,backup-agent.exe,2597,download.sysinternals.com,198.51.100.91,443,allowed,45702,936685,benign,routine network activity
NET-00069,2026-08-06T00:54:59Z,VULN-SCAN-01,ACME\admin.jlee,msiexec.exe,10295,repo.internal,198.51.100.215,443,allowed,31025,288786,benign,routine network activity
NET-00250,2026-08-06T00:55:50Z,VULN-SCAN-01,ACME\admin.rpatel,msiexec.exe,3106,download.sysinternals.com,198.51.100.85,445,allowed,48862,1274509,benign,routine network activity
NET-00544,2026-08-06T01:13:28Z,ADMIN-WS-07,ACME\admin.rpatel,msiexec.exe,10288,packages.microsoft.com,198.51.100.50,5985,allowed,21660,1703348,benign,routine network activity
NET-00652,2026-08-06T01:19:02Z,VULN-SCAN-01,ACME\svc_backup,chrome.exe,5699,download.sysinternals.com,198.51.100.121,5985,allowed,41468,1217317,benign,routine network activity
NET-01270,2026-08-06T01:37:27Z,DEPLOY-01,NT AUTHORITY\SYSTEM,chrome.exe,10663,backup.internal,198.51.100.209,443,allowed,33934,863841,benign,routine network activity
NET-01279,2026-08-06T02:16:18Z,APP-API-02,NT AUTHORITY\SYSTEM,msiexec.exe,4187,updates.vendor.example,198.51.100.206,5985,allowed,3795,400088,benign,routine network activity
NET-00295,2026-08-06T02:16:21Z,DEPLOY-01,NT AUTHORITY\SYSTEM,chrome.exe,9783,repo.internal,198.51.100.116,5985,allowed,69306,1944363,benign,routine network activity
NET-00087,2026-08-06T02:29:19Z,DEPLOY-01,ACME\admin.jlee,msiexec.exe,12758,backup.internal,198.51.100.119,5985,allowed,43474,1894200,benign,routine network activity
NET-00205,2026-08-06T02:34:06Z,WEB-EDGE-01,ACME\svc_deploy,chrome.exe,1273,repo.internal,198.51.100.164,5985,allowed,16499,1073750,benign,routine network activity
NET-01264,2026-08-06T02:50:18Z,APP-API-02,NT AUTHORITY\SYSTEM,backup-agent.exe,9676,updates.vendor.example,198.51.100.221,443,allowed,73829,1420581,benign,routine network activity
NET-01245,2026-08-06T02:56:18Z,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,2968,repo.internal,198.51.100.115,5985,allowed,98429,1016557,benign,routine network activity
NET-00807,2026-08-06T03:02:28Z,ADMIN-WS-07,ACME\admin.jlee,msiexec.exe,4552,repo.internal,198.51.100.6,443,allowed,27349,729630,benign,routine network activity
NET-00697,2026-08-06T03:11:59Z,DEPLOY-01,NT AUTHORITY\SYSTEM,msiexec.exe,14545,download.sysinternals.com,198.51.100.8,445,allowed,60196,234293,benign,routine network activity
NET-00334,2026-08-06T03:15:27Z,DEPLOY-01,ACME\svc_backup,backup-agent.exe,6681,repo.internal,198.51.100.210,5985,allowed,32151,536995,benign,routine network activity
NET-00718,2026-08-06T03:20:13Z,ADMIN-WS-07,ACME\admin.rpatel,backup-agent.exe,7152,updates.vendor.example,198.51.100.89,445,allowed,68477,340619,benign,routine network activity
NET-00781,2026-08-06T03:22:52Z,ADMIN-WS-07,ACME\svc_backup,backup-agent.exe,14110,download.sysinternals.com,198.51.100.128,445,allowed,80187,1910646,benign,routine network activity
NET-00714,2026-08-06T03:38:52Z,ADMIN-WS-11,ACME\svc_backup,powershell.exe,3474,download.sysinternals.com,198.51.100.121,443,allowed,12899,1359718,benign,routine network activity
NET-00664,2026-08-06T04:00:10Z,WEB-EDGE-01,ACME\admin.rpatel,chrome.exe,8143,packages.microsoft.com,198.51.100.85,443,allowed,39616,1177488,benign,routine network activity
NET-00160,2026-08-06T04:06:10Z,WEB-EDGE-01,ACME\svc_backup,powershell.exe,9571,updates.vendor.example,198.51.100.82,443,allowed,92340,1485882,benign,routine network activity
NET-00039,2026-08-06T04:06:31Z,FILE-01,ACME\admin.jlee,powershell.exe,7971,packages.microsoft.com,198.51.100.50,443,allowed,52819,1266314,benign,routine network activity
NET-01100,2026-08-06T04:13:44Z,APP-API-02,ACME\admin.jlee,powershell.exe,5156,updates.vendor.example,198.51.100.21,5985,allowed,68703,1429134,benign,routine network activity
NET-00497,2026-08-06T04:18:51Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,8043,repo.internal,198.51.100.130,445,allowed,5268,1456810,benign,routine network activity
NET-01169,2026-08-06T04:23:48Z,DEPLOY-01,ACME\svc_backup,backup-agent.exe,3805,repo.internal,198.51.100.144,443,allowed,53683,726021,benign,routine network activity
NET-00813,2026-08-06T04:28:27Z,ADMIN-WS-11,ACME\svc_backup,powershell.exe,5060,backup.internal,198.51.100.82,443,allowed,75760,157437,benign,routine network activity
NET-00024,2026-08-06T04:35:51Z,ADMIN-WS-11,ACME\svc_deploy,backup-agent.exe,4536,download.sysinternals.com,198.51.100.200,443,allowed,54667,350998,benign,routine network activity
NET-00257,2026-08-06T04:41:39Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,powershell.exe,8264,packages.microsoft.com,198.51.100.84,445,allowed,62138,924950,benign,routine network activity
NET-00542,2026-08-06T04:53:18Z,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,12383,repo.internal,198.51.100.61,5985,allowed,97448,1306338,benign,routine network activity
NET-01286,2026-08-06T05:00:43Z,DEPLOY-01,ACME\admin.jlee,msiexec.exe,11606,updates.vendor.example,198.51.100.155,5985,allowed,15860,835828,benign,routine network activity
NET-00486,2026-08-06T05:06:10Z,DEPLOY-01,ACME\admin.rpatel,msiexec.exe,7680,updates.vendor.example,198.51.100.210,5985,allowed,35657,768935,benign,routine network activity
NET-01278,2026-08-06T05:12:08Z,WEB-EDGE-01,ACME\admin.rpatel,powershell.exe,6294,repo.internal,198.51.100.135,443,allowed,19680,1535540,benign,routine network activity
NET-01331,2026-08-06T05:13:53Z,VULN-SCAN-01,ACME\admin.rpatel,chrome.exe,9996,repo.internal,198.51.100.223,5985,allowed,17085,1974764,benign,routine network activity
NET-00538,2026-08-06T05:14:13Z,APP-API-02,ACME\svc_deploy,chrome.exe,5727,download.sysinternals.com,198.51.100.27,5985,allowed,13577,1104838,benign,routine network activity
NET-00691,2026-08-06T05:15:20Z,DEPLOY-01,ACME\svc_deploy,chrome.exe,4154,packages.microsoft.com,198.51.100.158,445,allowed,44187,1118783,benign,routine network activity
NET-00418,2026-08-06T05:21:03Z,WEB-EDGE-01,ACME\admin.jlee,powershell.exe,3914,repo.internal,198.51.100.22,5985,allowed,71731,1207848,benign,routine network activity
NET-00186,2026-08-06T05:22:37Z,FILE-01,ACME\svc_backup,backup-agent.exe,9902,packages.microsoft.com,198.51.100.216,5985,allowed,66219,102471,benign,routine network activity
NET-00496,2026-08-06T05:24:55Z,DEPLOY-01,NT AUTHORITY\SYSTEM,msiexec.exe,4580,backup.internal,198.51.100.219,445,allowed,15116,1172287,benign,routine network activity
NET-00353,2026-08-06T05:29:58Z,WEB-EDGE-01,ACME\admin.jlee,msiexec.exe,7359,packages.microsoft.com,198.51.100.217,443,allowed,64658,1163377,benign,routine network activity
NET-00475,2026-08-06T05:33:50Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,msiexec.exe,8337,updates.vendor.example,198.51.100.139,443,allowed,49373,877628,benign,routine network activity
NET-00742,2026-08-06T05:42:53Z,APP-API-02,NT AUTHORITY\SYSTEM,chrome.exe,9777,updates.vendor.example,198.51.100.233,5985,allowed,99908,274314,benign,routine network activity
NET-00750,2026-08-06T05:42:53Z,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,4347,repo.internal,198.51.100.173,443,allowed,11765,1176447,benign,routine network activity
NET-01294,2026-08-06T05:53:38Z,ADMIN-WS-07,ACME\admin.rpatel,chrome.exe,4325,repo.internal,198.51.100.197,5985,allowed,57403,1832211,benign,routine network activity
NET-00384,2026-08-06T05:57:16Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,chrome.exe,12055,packages.microsoft.com,198.51.100.144,443,allowed,51645,1064483,benign,routine network activity
NET-00182,2026-08-06T06:04:54Z,ADMIN-WS-07,ACME\admin.jlee,backup-agent.exe,3990,repo.internal,198.51.100.37,5985,allowed,27105,1651680,benign,routine network activity
NET-00317,2026-08-06T06:04:57Z,APP-API-02,ACME\svc_backup,chrome.exe,8895,repo.internal,198.51.100.198,5985,allowed,93065,446501,benign,routine network activity
NET-01391,2026-08-06T06:07:08Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,8499,backup.internal,198.51.100.224,445,allowed,14960,1536141,benign,routine network activity
NET-00746,2026-08-06T06:33:43Z,VULN-SCAN-01,ACME\svc_backup,powershell.exe,4911,backup.internal,198.51.100.117,5985,allowed,489,587785,benign,routine network activity
NET-01336,2026-08-06T06:39:32Z,ADMIN-WS-07,ACME\admin.jlee,powershell.exe,7593,packages.microsoft.com,198.51.100.205,443,allowed,42558,965329,benign,routine network activity
NET-00673,2026-08-06T06:58:25Z,DEPLOY-01,ACME\svc_backup,backup-agent.exe,7819,packages.microsoft.com,198.51.100.88,5985,allowed,36035,1289428,benign,routine network activity
NET-01015,2026-08-06T07:03:19Z,ADMIN-WS-07,ACME\svc_deploy,msiexec.exe,4759,packages.microsoft.com,198.51.100.187,445,allowed,6018,1554301,benign,routine network activity
NET-01108,2026-08-06T07:03:58Z,VULN-SCAN-01,ACME\svc_backup,backup-agent.exe,6941,download.sysinternals.com,198.51.100.125,443,allowed,95148,262830,benign,routine network activity
NET-00452,2026-08-06T07:09:47Z,VULN-SCAN-01,ACME\svc_backup,backup-agent.exe,2389,updates.vendor.example,198.51.100.32,5985,allowed,23127,1333286,benign,routine network activity
NET-01030,2026-08-06T07:12:19Z,ADMIN-WS-11,ACME\svc_backup,backup-agent.exe,10939,backup.internal,198.51.100.195,5985,allowed,33771,921038,benign,routine network activity
NET-00291,2026-08-06T07:29:14Z,ADMIN-WS-07,ACME\svc_backup,msiexec.exe,14305,backup.internal,198.51.100.207,443,allowed,3390,501850,benign,routine network activity
NET-01157,2026-08-06T07:33:05Z,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,5106,updates.vendor.example,198.51.100.213,443,allowed,71973,703299,benign,routine network activity
NET-01123,2026-08-06T07:40:28Z,FILE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,11807,download.sysinternals.com,198.51.100.114,443,allowed,36525,397787,benign,routine network activity
NET-01165,2026-08-06T07:44:31Z,FILE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,3581,download.sysinternals.com,198.51.100.28,443,allowed,85514,823742,benign,routine network activity
NET-00063,2026-08-06T07:44:52Z,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,2138,repo.internal,198.51.100.35,443,allowed,52053,431638,benign,routine network activity
NET-00057,2026-08-06T07:52:03Z,ADMIN-WS-07,ACME\admin.jlee,msiexec.exe,7087,repo.internal,198.51.100.85,443,allowed,51760,853125,benign,routine network activity
NET-01424,2026-08-06T07:52:27Z,ADMIN-WS-11,ACME\svc_deploy,backup-agent.exe,1214,download.sysinternals.com,198.51.100.119,443,allowed,78772,944070,benign,routine network activity
NET-00818,2026-08-06T07:58:23Z,FILE-01,ACME\svc_deploy,backup-agent.exe,6181,packages.microsoft.com,198.51.100.179,443,allowed,21082,577516,benign,routine network activity
NET-01219,2026-08-06T08:13:35Z,WEB-EDGE-01,ACME\svc_backup,msiexec.exe,11002,backup.internal,198.51.100.13,443,allowed,54125,238525,benign,routine network activity
NET-01178,2026-08-06T08:17:08Z,WEB-EDGE-01,ACME\svc_deploy,msiexec.exe,6689,repo.internal,198.51.100.221,445,allowed,15828,135506,benign,routine network activity
NET-00168,2026-08-06T08:30:34Z,ADMIN-WS-11,ACME\admin.rpatel,msiexec.exe,2588,packages.microsoft.com,198.51.100.66,445,allowed,3220,904681,benign,routine network activity
NET-00802,2026-08-06T08:46:22Z,ADMIN-WS-07,ACME\svc_deploy,msiexec.exe,1313,download.sysinternals.com,198.51.100.56,443,allowed,75046,423728,benign,routine network activity
NET-00004,2026-08-06T08:49:16Z,APP-API-02,NT AUTHORITY\SYSTEM,backup-agent.exe,5298,repo.internal,198.51.100.19,445,allowed,60373,123227,benign,routine network activity
NET-01303,2026-08-06T09:09:24Z,VULN-SCAN-01,ACME\admin.rpatel,msiexec.exe,10531,download.sysinternals.com,198.51.100.59,445,allowed,71913,1397758,benign,routine network activity
NET-00088,2026-08-06T09:31:40Z,ADMIN-WS-07,ACME\svc_backup,msiexec.exe,9161,backup.internal,198.51.100.222,5985,allowed,99074,1217516,benign,routine network activity
NET-00179,2026-08-06T09:51:40Z,APP-API-02,ACME\admin.rpatel,powershell.exe,7737,backup.internal,198.51.100.237,445,allowed,40200,1553616,benign,routine network activity
NET-00081,2026-08-06T09:55:09Z,DEPLOY-01,ACME\svc_backup,msiexec.exe,5273,repo.internal,198.51.100.54,5985,allowed,58582,426495,benign,routine network activity
NET-00149,2026-08-06T10:04:32Z,ADMIN-WS-07,ACME\svc_deploy,chrome.exe,7690,repo.internal,198.51.100.55,5985,allowed,78389,1696906,benign,routine network activity
NET-00212,2026-08-06T10:18:31Z,DEPLOY-01,ACME\svc_backup,msiexec.exe,7524,packages.microsoft.com,198.51.100.115,5985,allowed,69879,1106813,benign,routine network activity
NET-01333,2026-08-06T10:19:37Z,ADMIN-WS-11,ACME\svc_backup,chrome.exe,7525,download.sysinternals.com,198.51.100.108,443,allowed,99414,884184,benign,routine network activity
NET-01090,2026-08-06T10:32:12Z,APP-API-02,ACME\admin.rpatel,msiexec.exe,1674,download.sysinternals.com,198.51.100.93,5985,allowed,97213,1071330,benign,routine network activity
NET-00372,2026-08-06T10:34:32Z,APP-API-02,ACME\svc_backup,powershell.exe,12361,updates.vendor.example,198.51.100.65,445,allowed,856,654362,benign,routine network activity
NET-00476,2026-08-06T10:39:27Z,ADMIN-WS-07,ACME\admin.jlee,powershell.exe,5549,repo.internal,198.51.100.174,445,allowed,96250,140859,benign,routine network activity
NET-01153,2026-08-06T10:54:48Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,msiexec.exe,1551,download.sysinternals.com,198.51.100.157,5985,allowed,7646,583265,benign,routine network activity
NET-01158,2026-08-06T10:56:24Z,FILE-01,ACME\admin.rpatel,chrome.exe,9760,packages.microsoft.com,198.51.100.120,5985,allowed,62161,1309560,benign,routine network activity
NET-00141,2026-08-06T11:02:58Z,APP-API-02,ACME\admin.jlee,backup-agent.exe,4289,updates.vendor.example,198.51.100.110,5985,allowed,55653,168199,benign,routine network activity
NET-00018,2026-08-06T11:03:06Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,10746,updates.vendor.example,198.51.100.151,5985,allowed,33262,101955,benign,routine network activity
NET-00597,2026-08-06T11:03:46Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,chrome.exe,11971,backup.internal,198.51.100.233,443,allowed,20695,841585,benign,routine network activity
NET-01435,2026-08-06T11:03:57Z,ADMIN-WS-11,ACME\svc_deploy,chrome.exe,13676,updates.vendor.example,198.51.100.27,443,allowed,9395,471468,benign,routine network activity
NET-01272,2026-08-06T11:12:05Z,VULN-SCAN-01,ACME\svc_backup,chrome.exe,7023,backup.internal,198.51.100.72,5985,allowed,80304,197345,benign,routine network activity
NET-00932,2026-08-06T11:16:56Z,ADMIN-WS-07,ACME\admin.rpatel,chrome.exe,6399,repo.internal,198.51.100.239,443,allowed,91591,1382855,benign,routine network activity
NET-01365,2026-08-06T11:25:06Z,ADMIN-WS-07,ACME\svc_deploy,msiexec.exe,7589,updates.vendor.example,198.51.100.221,443,allowed,63178,829686,benign,routine network activity
NET-01457,2026-08-06T11:31:32Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,msiexec.exe,11978,repo.internal,198.51.100.164,445,allowed,63851,244828,benign,routine network activity
NET-00585,2026-08-06T11:32:22Z,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,6119,repo.internal,198.51.100.177,445,allowed,48354,751744,benign,routine network activity
NET-01254,2026-08-06T11:35:16Z,VULN-SCAN-01,ACME\svc_deploy,msiexec.exe,7114,repo.internal,198.51.100.34,443,allowed,7112,271761,benign,routine network activity
NET-00332,2026-08-06T11:35:35Z,ADMIN-WS-11,ACME\admin.rpatel,msiexec.exe,6816,download.sysinternals.com,198.51.100.73,443,allowed,45967,295528,benign,routine network activity
NET-00761,2026-08-06T11:58:15Z,FILE-01,ACME\svc_backup,msiexec.exe,11855,repo.internal,198.51.100.124,5985,allowed,83975,1211557,benign,routine network activity
NET-01140,2026-08-06T12:10:11Z,VULN-SCAN-01,ACME\svc_backup,msiexec.exe,2054,backup.internal,198.51.100.82,443,allowed,70999,1326009,benign,routine network activity
NET-00468,2026-08-06T12:10:55Z,ADMIN-WS-11,ACME\admin.jlee,backup-agent.exe,6058,backup.internal,198.51.100.159,445,allowed,99134,56980,benign,routine network activity
NET-00604,2026-08-06T12:20:48Z,DEPLOY-01,ACME\svc_deploy,backup-agent.exe,8908,backup.internal,198.51.100.90,5985,allowed,20631,1849756,benign,routine network activity
NET-00659,2026-08-06T12:22:52Z,FILE-01,ACME\admin.rpatel,backup-agent.exe,14741,backup.internal,198.51.100.130,445,allowed,41752,642936,benign,routine network activity
NET-00612,2026-08-06T12:27:57Z,DEPLOY-01,ACME\svc_deploy,powershell.exe,11384,updates.vendor.example,198.51.100.239,5985,allowed,80015,1653200,benign,routine network activity
NET-00533,2026-08-06T12:51:05Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,7733,updates.vendor.example,198.51.100.234,443,allowed,89260,1436550,benign,routine network activity
NET-00037,2026-08-06T12:53:24Z,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,8884,updates.vendor.example,198.51.100.162,5985,allowed,25612,246160,benign,routine network activity
NET-01021,2026-08-06T12:54:10Z,ADMIN-WS-07,ACME\svc_deploy,chrome.exe,12612,packages.microsoft.com,198.51.100.140,445,allowed,65028,1551551,benign,routine network activity
