event_id,_time,host,user,service_name,image_path,start_type,action,source_process,source_process_id,signature_status,classification,note
SVC-00149,2026-08-05T20:56:24Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,9130,signed,benign,approved service activity
SVC-00272,2026-08-05T21:01:10Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,13558,signed,benign,approved service activity
SVC-00626,2026-08-05T21:21:07Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,1566,signed,benign,approved service activity
SVC-00223,2026-08-05T21:29:28Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,8306,signed,benign,approved service activity
SVC-00911,2026-08-05T21:34:03Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,services.exe,9900,signed,benign,approved service activity
SVC-00972,2026-08-05T21:43:12Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,start,services.exe,7155,signed,benign,approved service activity
SVC-00461,2026-08-05T21:44:16Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,1384,signed,benign,approved service activity
SVC-00340,2026-08-05T21:48:16Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,11583,signed,benign,approved service activity
SVC-00647,2026-08-05T21:48:22Z,FILE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,13072,signed,benign,approved service activity
SVC-01112,2026-08-05T21:50:53Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,4554,signed,benign,approved service activity
SVC-00795,2026-08-05T21:51:29Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,3119,signed,benign,approved service activity
SVC-00232,2026-08-05T21:58:43Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,10588,signed,benign,approved service activity
SVC-00355,2026-08-05T22:05:28Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,5874,signed,benign,approved service activity
SVC-00685,2026-08-05T22:06:24Z,DEPLOY-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,13192,signed,benign,approved service activity
SVC-00170,2026-08-05T22:09:02Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,6019,signed,benign,approved service activity
SVC-00447,2026-08-05T22:17:45Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,services.exe,3978,signed,benign,approved service activity
SVC-00356,2026-08-05T22:20:52Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,msiexec.exe,8883,signed,benign,approved service activity
SVC-00273,2026-08-05T22:21:43Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,10441,signed,benign,approved service activity
SVC-00691,2026-08-05T22:35:20Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,7730,signed,benign,approved service activity
SVC-01273,2026-08-05T22:51:12Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,9637,signed,benign,approved service activity
SVC-00105,2026-08-05T22:56:13Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,6121,signed,benign,approved service activity
SVC-00932,2026-08-05T23:02:26Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,14004,signed,benign,approved service activity
SVC-01114,2026-08-05T23:03:41Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,msiexec.exe,12705,signed,benign,approved service activity
SVC-00297,2026-08-05T23:07:52Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,13668,signed,benign,approved service activity
SVC-00801,2026-08-05T23:19:29Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,1407,signed,benign,approved service activity
SVC-00987,2026-08-05T23:26:27Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,1551,signed,benign,approved service activity
SVC-01221,2026-08-05T23:38:39Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,services.exe,12725,signed,benign,approved service activity
SVC-00565,2026-08-05T23:38:52Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,12089,signed,benign,approved service activity
SVC-01454,2026-08-05T23:43:47Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,5359,signed,benign,approved service activity
SVC-01228,2026-08-05T23:46:20Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,msiexec.exe,4996,signed,benign,approved service activity
SVC-01401,2026-08-05T23:48:06Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,6196,signed,benign,approved service activity
SVC-01381,2026-08-06T00:15:07Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,5518,signed,benign,approved service activity
SVC-00134,2026-08-06T00:15:13Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,4830,signed,benign,approved service activity
SVC-00437,2026-08-06T00:22:19Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,services.exe,7106,signed,benign,approved service activity
SVC-00559,2026-08-06T00:22:28Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,2970,signed,benign,approved service activity
SVC-01226,2026-08-06T00:39:03Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,msiexec.exe,9804,signed,benign,approved service activity
SVC-00646,2026-08-06T00:40:04Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,8809,signed,benign,approved service activity
SVC-00007,2026-08-06T00:41:24Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,3233,signed,benign,approved service activity
SVC-00732,2026-08-06T00:58:44Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,11852,signed,benign,approved service activity
SVC-00852,2026-08-06T01:04:19Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,services.exe,7998,signed,benign,approved service activity
SVC-00621,2026-08-06T01:09:24Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,1843,signed,benign,approved service activity
SVC-01060,2026-08-06T01:13:22Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,14930,signed,benign,approved service activity
SVC-00498,2026-08-06T01:14:28Z,DEPLOY-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,12849,signed,benign,approved service activity
SVC-00006,2026-08-06T01:20:33Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,2011,signed,benign,approved service activity
SVC-01106,2026-08-06T01:24:50Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,14329,signed,benign,approved service activity
SVC-01074,2026-08-06T01:29:18Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,services.exe,8668,signed,benign,approved service activity
SVC-01285,2026-08-06T01:31:16Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,3239,signed,benign,approved service activity
SVC-01431,2026-08-06T01:51:53Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,1270,signed,benign,approved service activity
SVC-00142,2026-08-06T01:55:45Z,APP-API-02,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,2601,signed,benign,approved service activity
SVC-00284,2026-08-06T01:56:11Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,6626,signed,benign,approved service activity
SVC-00442,2026-08-06T02:03:15Z,DEPLOY-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,powershell.exe,10366,signed,benign,approved service activity
SVC-00901,2026-08-06T02:15:22Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,3612,signed,benign,approved service activity
SVC-00890,2026-08-06T02:29:00Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,3882,signed,benign,approved service activity
SVC-00494,2026-08-06T02:33:50Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,3984,signed,benign,approved service activity
SVC-00225,2026-08-06T02:44:29Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,11137,signed,benign,approved service activity
SVC-01370,2026-08-06T02:56:14Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,9546,signed,benign,approved service activity
SVC-00833,2026-08-06T02:56:28Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,query,powershell.exe,5861,signed,benign,approved service activity
SVC-00151,2026-08-06T02:59:13Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,4946,signed,benign,approved service activity
SVC-01440,2026-08-06T02:59:27Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,powershell.exe,9120,signed,benign,approved service activity
SVC-00329,2026-08-06T03:06:33Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,11665,signed,benign,approved service activity
SVC-00722,2026-08-06T03:10:15Z,DEPLOY-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,5782,signed,benign,approved service activity
SVC-00472,2026-08-06T03:23:06Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,start,msiexec.exe,6021,signed,benign,approved service activity
SVC-01351,2026-08-06T03:23:37Z,DEPLOY-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,5990,signed,benign,approved service activity
SVC-00064,2026-08-06T03:33:32Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,9416,signed,benign,approved service activity
SVC-00959,2026-08-06T03:40:08Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,9655,signed,benign,approved service activity
SVC-01450,2026-08-06T03:42:41Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,query,services.exe,1372,signed,benign,approved service activity
SVC-00599,2026-08-06T03:45:23Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,services.exe,13910,signed,benign,approved service activity
SVC-00715,2026-08-06T03:49:20Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,12329,signed,benign,approved service activity
SVC-00614,2026-08-06T03:54:21Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,10149,signed,benign,approved service activity
SVC-01085,2026-08-06T04:09:09Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,11194,signed,benign,approved service activity
SVC-01153,2026-08-06T04:10:26Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,9514,signed,benign,approved service activity
SVC-00983,2026-08-06T04:16:05Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,5164,signed,benign,approved service activity
SVC-00847,2026-08-06T04:17:53Z,APP-API-02,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,7390,signed,benign,approved service activity
SVC-01419,2026-08-06T04:19:08Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,12407,signed,benign,approved service activity
SVC-00408,2026-08-06T04:32:52Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,12179,signed,benign,approved service activity
SVC-00977,2026-08-06T04:42:15Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,7501,signed,benign,approved service activity
SVC-01400,2026-08-06T04:44:05Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,11928,signed,benign,approved service activity
SVC-01038,2026-08-06T04:47:11Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,12888,signed,benign,approved service activity
SVC-00042,2026-08-06T04:57:16Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,5483,signed,benign,approved service activity
SVC-00931,2026-08-06T05:04:28Z,DEPLOY-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,5791,signed,benign,approved service activity
SVC-00332,2026-08-06T05:09:36Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,services.exe,7740,signed,benign,approved service activity
SVC-00549,2026-08-06T05:13:15Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,5231,signed,benign,approved service activity
SVC-01397,2026-08-06T05:24:38Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,msiexec.exe,14855,signed,benign,approved service activity
SVC-01065,2026-08-06T05:43:13Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,3186,signed,benign,approved service activity
SVC-01335,2026-08-06T06:03:49Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,1107,signed,benign,approved service activity
SVC-01399,2026-08-06T06:06:54Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,12658,signed,benign,approved service activity
SVC-01136,2026-08-06T06:07:25Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,12930,signed,benign,approved service activity
SVC-00429,2026-08-06T06:11:56Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,6802,signed,benign,approved service activity
SVC-00684,2026-08-06T06:15:40Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,6914,signed,benign,approved service activity
SVC-00891,2026-08-06T06:32:37Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,9346,signed,benign,approved service activity
SVC-00004,2026-08-06T06:38:24Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,services.exe,8564,signed,benign,approved service activity
SVC-00288,2026-08-06T06:39:11Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,8394,signed,benign,approved service activity
SVC-01266,2026-08-06T06:48:22Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,2154,signed,benign,approved service activity
SVC-00803,2026-08-06T07:04:53Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,3749,signed,benign,approved service activity
SVC-00654,2026-08-06T07:14:01Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,5135,signed,benign,approved service activity
SVC-00630,2026-08-06T07:20:00Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,msiexec.exe,12010,signed,benign,approved service activity
SVC-00522,2026-08-06T07:22:01Z,DEPLOY-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,3930,signed,benign,approved service activity
SVC-01320,2026-08-06T07:49:15Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,9179,signed,benign,approved service activity
SVC-01337,2026-08-06T07:57:24Z,DEPLOY-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,13419,signed,benign,approved service activity
SVC-00516,2026-08-06T08:02:49Z,APP-API-02,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,7827,signed,benign,approved service activity
SVC-00052,2026-08-06T08:05:13Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,10421,signed,benign,approved service activity
SVC-00349,2026-08-06T08:19:37Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,9422,signed,benign,approved service activity
SVC-01125,2026-08-06T08:19:40Z,DEPLOY-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,7497,signed,benign,approved service activity
SVC-00757,2026-08-06T08:54:47Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,12544,signed,benign,approved service activity
SVC-01064,2026-08-06T08:59:35Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,9262,signed,benign,approved service activity
SVC-00337,2026-08-06T09:09:10Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,query,powershell.exe,3773,signed,benign,approved service activity
SVC-01402,2026-08-06T09:09:20Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,1069,signed,benign,approved service activity
SVC-00904,2026-08-06T09:23:57Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,7454,signed,benign,approved service activity
SVC-00683,2026-08-06T09:25:22Z,DEPLOY-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,5585,signed,benign,approved service activity
SVC-00963,2026-08-06T09:25:25Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,4647,signed,benign,approved service activity
SVC-00221,2026-08-06T09:27:16Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,5944,signed,benign,approved service activity
SVC-00043,2026-08-06T09:31:23Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,7803,signed,benign,approved service activity
SVC-00876,2026-08-06T09:35:57Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,11882,signed,benign,approved service activity
SVC-00331,2026-08-06T10:04:47Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,1016,signed,benign,approved service activity
SVC-01336,2026-08-06T10:05:00Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,6363,signed,benign,approved service activity
SVC-00057,2026-08-06T10:17:34Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,10755,signed,benign,approved service activity
SVC-00699,2026-08-06T10:26:29Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,2598,signed,benign,approved service activity
SVC-00970,2026-08-06T10:39:41Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,1186,signed,benign,approved service activity
SVC-00988,2026-08-06T10:55:18Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,services.exe,3335,signed,benign,approved service activity
SVC-00414,2026-08-06T11:00:43Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,13160,signed,benign,approved service activity
SVC-00863,2026-08-06T11:01:38Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,services.exe,1710,signed,benign,approved service activity
SVC-01011,2026-08-06T11:21:46Z,APP-API-02,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,4800,signed,benign,approved service activity
SVC-00994,2026-08-06T11:24:03Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,12180,signed,benign,approved service activity
SVC-00285,2026-08-06T11:26:32Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,msiexec.exe,5918,signed,benign,approved service activity
SVC-00420,2026-08-06T11:28:00Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,13700,signed,benign,approved service activity
SVC-00018,2026-08-06T11:31:33Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,9922,signed,benign,approved service activity
SVC-00563,2026-08-06T11:49:10Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,14152,signed,benign,approved service activity
SVC-01025,2026-08-06T12:01:55Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,services.exe,3453,signed,benign,approved service activity
SVC-00339,2026-08-06T12:38:44Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,10163,signed,benign,approved service activity
SVC-00804,2026-08-06T12:48:24Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,12699,signed,benign,approved service activity
SVC-01040,2026-08-06T13:01:59Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,12046,signed,benign,approved service activity
SVC-00848,2026-08-06T13:05:02Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,msiexec.exe,13579,signed,benign,approved service activity
SVC-01062,2026-08-06T13:16:09Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,8742,signed,benign,approved service activity
SVC-00191,2026-08-06T13:19:33Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,8817,signed,benign,approved service activity
SVC-00053,2026-08-06T13:20:21Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,services.exe,13025,signed,benign,approved service activity
SVC-00147,2026-08-06T13:21:13Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,3613,signed,benign,approved service activity
SVC-00595,2026-08-06T13:27:51Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,14158,signed,benign,approved service activity
SVC-00120,2026-08-06T13:34:57Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,msiexec.exe,4618,signed,benign,approved service activity
