event_id,_time,host,file_path,sha256,signature_status,publisher,classification,note
TRUST-00055,2026-09-01T07:24:45Z,APP-03,C:\Windows\System32\cleanmgr.exe,be957c3e770ff46d8d1477d0f09ffd160bdf1b6a5ade61cae62a000dc457cffb,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00853,2026-09-01T07:26:50Z,JUMP-01,C:\Windows\System32\cleanmgr.exe,88f20c88a77745b1bc50be3bf780f6b13242888b3923615c18bb9419348b697b,signed,Microsoft Windows,benign,routine trust context
TRUST-01729,2026-09-01T07:28:17Z,MGMT-01,C:\ACME\Inventory\inventory.exe,f321af86d84ad4fbce9cde4081d37ad0b2a70fb478b0b5b72d8c21f752c0356a,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00711,2026-09-01T07:36:52Z,PATCH-01,C:\Windows\System32\cleanmgr.exe,49f9f0a18afb1a9e65803b1825cbab83ed1d05fa1c66b7a2195a3c230b3f6b9c,signed,ACME IT Automation,benign,routine trust context
TRUST-01102,2026-09-01T07:40:19Z,FILE-02,C:\ACME\Inventory\inventory.exe,9f9b2159cd70e64d69d409d6750012875e53f6d79383e543f45a0bba2a95a5d2,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00527,2026-09-01T07:43:15Z,MGMT-01,C:\Windows\System32\cleanmgr.exe,edd86b9f08624007a7d1d5f27773ae23c65aa61bdf9f5036640ef24c7d64aafc,signed,ACME IT Automation,benign,routine trust context
TRUST-00990,2026-09-01T07:43:45Z,JUMP-01,C:\Windows\System32\cleanmgr.exe,7101c62268ade029a1a3d8d3d698ccada97f198ebb83f06f109dc32217153171,signed,Microsoft Windows,benign,routine trust context
TRUST-00900,2026-09-01T07:44:30Z,DC-01,C:\ACME\Patch\TelemetryCheck.ps1,1837d7b5f074d8ed30484288ef5911e815ee45b92b9e9f3785c679d3cad92296,signed,ACME IT Automation,benign,routine trust context
TRUST-01769,2026-09-01T07:44:31Z,HR-WS-22,C:\ACME\Patch\TelemetryCheck.ps1,9ebd174f2857205564a4486eff40b924f41283f022c2ab83c130697a9560027e,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01797,2026-09-01T07:48:00Z,PATCH-01,C:\ACME\Patch\TelemetryCheck.ps1,f48dbeb20e7c5595efd2cc489e536013c127f5869f70c33d617d8c4d768110eb,signed,ACME IT Automation,benign,routine trust context
TRUST-00661,2026-09-01T07:51:42Z,PATCH-01,C:\Windows\System32\cleanmgr.exe,f40248905c4ebd5364492514937cab2e0d4f28394781fdf9eafcdfb55e67ffe9,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01072,2026-09-01T07:57:04Z,APP-03,C:\ACME\Inventory\inventory.exe,920cd3c47466f448f4ff3207aa5eb62e093a93de13cf17408e6ab70bbc2a089e,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00570,2026-09-01T07:59:38Z,APP-03,C:\ACME\Inventory\inventory.exe,64eaade48bed088cbbb7d875a722d799a25ab05a849333c583be0d7c57f907d0,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00340,2026-09-01T07:59:55Z,PATCH-01,C:\ACME\Patch\TelemetryCheck.ps1,c1d210d885d9dce723ee3b361340d5832775ebb10277b67ea549a0e42f383b6c,signed,Microsoft Windows,benign,routine trust context
TRUST-00060,2026-09-01T08:10:46Z,MGMT-01,C:\ACME\Patch\TelemetryCheck.ps1,f77707fcceb1da218b29065bbfb293483c886ee4bb9f978a8136da002f22b7e8,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00694,2026-09-01T08:13:12Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,e9c66c6f89d33d84004ef1811858ac5d2a02e6ec81b8ba89e6a618540ec08031,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00017,2026-09-01T08:15:39Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,56ec34f1195fee7c08f3de493fd9942686be7ed5dfc72d769f1bedbe971c8d67,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01149,2026-09-01T08:15:41Z,MGMT-01,C:\ACME\Patch\TelemetryCheck.ps1,1f041337640fe87c99fc64569723c8d3f22bd9a031d8dc70574c99397806d77d,signed,ACME IT Automation,benign,routine trust context
TRUST-01687,2026-09-01T08:17:12Z,JUMP-01,C:\Windows\System32\cleanmgr.exe,77f13ef34fa73eebc37dbc32661f146eba6d22d51885b03786219201122991e6,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01438,2026-09-01T08:21:21Z,DC-01,C:\ACME\Patch\TelemetryCheck.ps1,0e5272405683fe480f47cd11c3a3295305d4e3b4702779e39aaeefc3874a4cfb,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00532,2026-09-01T08:25:22Z,DC-01,C:\ACME\Inventory\inventory.exe,75d8f6c7cb930084f5cac45378441fadc2f87dc2c951bf988c36a24ebba0d04a,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00976,2026-09-01T08:28:02Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,8b8926744bea14bad622736644106d0cd7835e543059a2b4996a000b0751f46b,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00425,2026-09-01T08:32:47Z,APP-03,C:\ACME\Inventory\inventory.exe,baa419a14204c2b6e2ca142c9d6a30e9413c9869ee8c96c04e65ddec3cbd1c5c,signed,ACME IT Automation,benign,routine trust context
TRUST-01094,2026-09-01T08:34:59Z,APP-03,C:\ACME\Inventory\inventory.exe,2b0fbf2c2b68e8e830152f339062ef29a911a0c9e782c0cb714a7605845382f8,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01175,2026-09-01T08:50:04Z,HR-WS-22,C:\ACME\Patch\TelemetryCheck.ps1,e1aa284ba9f8166f28495d63d2209b3781fb7b7764db0539e2c3b734514d2f52,signed,ACME IT Automation,benign,routine trust context
TRUST-00025,2026-09-01T08:52:26Z,JUMP-01,C:\Windows\System32\cleanmgr.exe,7bc634519d1453bdee909291cb981cbc8663874f34bf16080aca02c465035d1a,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01644,2026-09-01T08:55:40Z,MGMT-01,C:\ACME\Patch\TelemetryCheck.ps1,280e49d0c70b2f02803275801fbec6fd2b985653326c3fcf4fe1b053360bbaa5,signed,Microsoft Windows,benign,routine trust context
TRUST-00497,2026-09-01T09:01:28Z,PATCH-01,C:\ACME\Patch\TelemetryCheck.ps1,84e4f910c3d9c4dc1205c0f1e575d6f5ee6dc44f9a90e281fd5c0efd32469f2d,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00493,2026-09-01T09:12:22Z,DC-01,C:\Windows\System32\cleanmgr.exe,418aeccf813f48f66f814e8ec7768c60c5cd3c159271c6da2229b08ad38f8201,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01109,2026-09-01T09:15:47Z,MGMT-01,C:\ACME\Patch\TelemetryCheck.ps1,56b01c8782573e7b39e44c656d444e6b1b7bc506c8c29f896391b4626b49b846,signed,Microsoft Windows,benign,routine trust context
TRUST-00379,2026-09-01T09:18:39Z,APP-03,C:\ACME\Inventory\inventory.exe,fd888fabad445d5f954ff7a01ccd7f1d702dc3f95d88579a8021e13dba7074bf,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00363,2026-09-01T09:22:15Z,DC-01,C:\ACME\Inventory\inventory.exe,d600c548143213842622ec8eab2241984eaa6843bb63c54f157a2b121ab40fcf,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00800,2026-09-01T09:28:00Z,FILE-02,C:\Windows\System32\cleanmgr.exe,b473d0f6ca67fb0d614338c8f1412416ea89cfd69229cb1cbf9f2109d8587734,signed,Microsoft Windows,benign,routine trust context
TRUST-01502,2026-09-01T09:28:01Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,13bed0d0ca3954e6adf118c436062ce5262a0a413b1fbe45e2ef05960bd75a8b,signed,ACME IT Automation,benign,routine trust context
TRUST-00638,2026-09-01T09:31:58Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,8d9f8a0a8a5be747ebb60b22bf893c1aba3156932675e37342d974e0e712c84f,signed,ACME IT Automation,benign,routine trust context
TRUST-00005,2026-09-01T09:38:19Z,MGMT-01,C:\Windows\System32\cleanmgr.exe,d48cff76ad80d925927ac92d019c6431059aa91a947b831a5693ad1922f441c8,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01055,2026-09-01T09:40:30Z,MGMT-01,C:\Windows\System32\cleanmgr.exe,fb89f13d90af2dd259e59c74e03e0f2fef1c698355ce35803d4763e9bf02a1cc,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00218,2026-09-01T09:41:35Z,DC-01,C:\ACME\Patch\TelemetryCheck.ps1,966bddb7b7855c1b16b33a8787d43c7f0a82e17614445078db78f25aa75f2dc7,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00065,2026-09-01T09:43:56Z,APP-03,C:\ACME\Patch\TelemetryCheck.ps1,02db12439cc266e63de755d0175d27c6adb72728ab61e3d48087c6fe37cbd78e,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00153,2026-09-01T09:44:28Z,APP-03,C:\ACME\Inventory\inventory.exe,006fef6b99a9dce09eb6061717b0157345ef800b823cf0465d9184d7f94df5fe,signed,Microsoft Windows,benign,routine trust context
TRUST-01564,2026-09-01T09:49:06Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,3a323ef4909f817d76c948f34e7ba391a03d1714268c46e6f5fb4bf84a1786b7,signed,ACME IT Automation,benign,routine trust context
TRUST-01010,2026-09-01T10:02:08Z,APP-03,C:\ACME\Inventory\inventory.exe,f95bb314e139c002d18ee5806a4cf9fd7482b6e44571ac1fe6d21d6e902e12c5,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01243,2026-09-01T10:05:03Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,75d5ba9fbf84593de5de65c2d5e4e658589bfe7c8335d4827b62b654e5aaa88b,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00448,2026-09-01T10:06:58Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,3376d4903da86bc2dfb1e66e4bdaa145351cd3bdec74979d1aebe4307035a506,signed,Microsoft Windows,benign,routine trust context
TRUST-00438,2026-09-01T10:10:23Z,MGMT-01,C:\ACME\Patch\TelemetryCheck.ps1,786dd5db45118745c379e2c9bfb6ce1fba33ebe1f63f84581c2ea9ccf5a83848,signed,ACME IT Automation,benign,routine trust context
TRUST-00768,2026-09-01T10:10:45Z,JUMP-01,C:\ACME\Inventory\inventory.exe,6d2a57e281e1545da31fcc990c0941dece991f30d9e5a3a64eb8807f910af267,signed,Microsoft Windows,benign,routine trust context
TRUST-00300,2026-09-01T10:17:43Z,APP-03,C:\Windows\System32\cleanmgr.exe,8392fdc6d3ade6db1a548b172358ccc347c471b7733c6ed90b38b9f9daf04565,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01007,2026-09-01T10:19:42Z,PATCH-01,C:\ACME\Patch\TelemetryCheck.ps1,f7b59b9c122bba0446cff9b48a9411a788be33e90b48858871df331fd14b6ff1,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01688,2026-09-01T10:22:25Z,APP-03,C:\ACME\Patch\TelemetryCheck.ps1,1ecc5f68dd1cae814522f6ed4f7270d78cc8b2740f26bcc1b5a3fb667d8280a5,signed,ACME IT Automation,benign,routine trust context
TRUST-00412,2026-09-01T10:23:21Z,DC-01,C:\Windows\System32\cleanmgr.exe,a0e0ebc4d6258639574c676072ca2aaa1e6fa9105aec237eb0f1fcda45a3dc54,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01532,2026-09-01T10:24:44Z,DC-01,C:\Windows\System32\cleanmgr.exe,27703916c26829207fa6b8c425098e8694140bf764d2b2304db2329ac0ed212d,signed,ACME IT Automation,benign,routine trust context
TRUST-00627,2026-09-01T10:33:43Z,DC-01,C:\ACME\Inventory\inventory.exe,e642461ad211eb70cca20f00df3775426a80fd042828a98c7b3b9bd2a8348b61,signed,Microsoft Windows,benign,routine trust context
TRUST-01553,2026-09-01T10:37:49Z,PATCH-01,C:\ACME\Inventory\inventory.exe,9672cad2b764831dfc4f2a04862c130983e26106b2d39cd6c4b3c26fc4c0efdc,signed,Microsoft Windows,benign,routine trust context
TRUST-01717,2026-09-01T10:40:19Z,DC-01,C:\ACME\Patch\TelemetryCheck.ps1,a79cef6bb682529077f21482ff28980703566bde8d67bc2896f232219be1d5e6,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01683,2026-09-01T10:51:50Z,JUMP-01,C:\Windows\System32\cleanmgr.exe,576befc2c0c3309de70e9969cc243c1b55eb7f5a4f14afb8664e070c51e8497e,signed,Microsoft Windows,benign,routine trust context
TRUST-01767,2026-09-01T10:57:24Z,HR-WS-22,C:\ACME\Inventory\inventory.exe,82fe8557efb34a38c39e43375296580a97776acc835197636a9053450f6eb264,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01147,2026-09-01T11:00:16Z,APP-03,C:\ACME\Inventory\inventory.exe,6978da6b15e46630640b4b6503c90e3d0cbeda1fcaa8486bc598973b92c3c871,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01473,2026-09-01T11:01:22Z,JUMP-01,C:\ACME\Inventory\inventory.exe,148a64686acdccb057eeb7badb985fd439a5d633b05d28534caf575ebf498cf3,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01757,2026-09-01T11:01:37Z,MGMT-01,C:\ACME\Inventory\inventory.exe,70d8674974079aa9159c91272ff54a8d3d662f70acfaa5dadc5627443b78eae2,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01123,2026-09-01T11:03:35Z,DC-01,C:\Windows\System32\cleanmgr.exe,cc40ebf8e009412b2ac3b01e1197a6b20cb5dcf548574dd88ecb96228d8b2d5c,signed,Microsoft Windows,benign,routine trust context
TRUST-01765,2026-09-01T11:04:45Z,JUMP-01,C:\Windows\System32\cleanmgr.exe,146469f767da01dc30353f4b225922ec724ed28e099d1a4e06045b6b7a1be381,signed,Microsoft Windows,benign,routine trust context
TRUST-01424,2026-09-01T11:06:46Z,JUMP-01,C:\ACME\Patch\TelemetryCheck.ps1,5c7b55e1dfb4169c297dcb59dfe3ae76de116141f886a5e284f10e5ee81d1831,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01456,2026-09-01T11:09:41Z,APP-03,C:\ACME\Inventory\inventory.exe,bdf1fc63aca54844b9deafa040f704dc42600c75f9c6e98b77a206444392a5f3,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01073,2026-09-01T11:16:04Z,PATCH-01,C:\ACME\Patch\TelemetryCheck.ps1,4fca2030863f4ebe3c3c6b886125ae34f9bee7d1c5e6aaaf452cf29b6813a4d2,signed,Microsoft Windows,benign,routine trust context
TRUST-00076,2026-09-01T11:17:43Z,FILE-02,C:\ACME\Inventory\inventory.exe,e48c668f4df07440a27c73373a16ea67c8c110b7a84e659b44f1aabd3b6ea3a9,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00926,2026-09-01T11:18:23Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,a166d6c5b450c03a5ce364ce392cc9cda3377a1fb96298e16a43d8baac1c78de,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01653,2026-09-01T11:20:20Z,HR-WS-22,C:\ACME\Patch\TelemetryCheck.ps1,80cadf30d7ee9f726429ec461e0b903c70c65c88e9ef4dc38e8be72dc82c1cf4,signed,Microsoft Windows,benign,routine trust context
TRUST-00959,2026-09-01T11:22:25Z,JUMP-01,C:\ACME\Inventory\inventory.exe,b20d619bffeaadb60bdae1e8ac2d9b1fc5d40a8d929176fbc3a9f9a709623b68,signed,ACME IT Automation,benign,routine trust context
TRUST-00342,2026-09-01T11:23:29Z,HR-WS-22,C:\ACME\Inventory\inventory.exe,3086825577841839e459f4a1a51df83ba442c2ccebc2c1584d72d1879b86a427,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01245,2026-09-01T11:25:54Z,PATCH-01,C:\ACME\Inventory\inventory.exe,1b37e6178e0f0e4b8c4df99657050cd22198d3422bdc6f49dbcb5bb8dc95d438,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00687,2026-09-01T11:29:32Z,FILE-02,C:\Windows\System32\cleanmgr.exe,c5ffbb5a903926636e70b7efeabec1678f4d88c66abc35e755bb6da0eca706f3,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00635,2026-09-01T11:29:43Z,MGMT-01,C:\ACME\Inventory\inventory.exe,8059d151a3387431ba12dae0e3f89a1cf2aea1bcee7e36c6675a1ddfee5dcfa2,signed,Microsoft Windows,benign,routine trust context
TRUST-00443,2026-09-01T11:33:51Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,16c53984413f9fdfdd71555ad2670d851265c67ff94e7bb65e3009b0fa3c2ac4,signed,ACME IT Automation,benign,routine trust context
TRUST-00490,2026-09-01T11:34:13Z,PATCH-01,C:\ACME\Inventory\inventory.exe,ba9f04155bbe22efce6cc5ef75d38a91c68156221b423e8614ed106a059e39be,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01666,2026-09-01T11:38:46Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,18b77881bc4d12a931071abbe21731b8549837f28963b3f54eb31518dfb060a6,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01290,2026-09-01T11:39:10Z,HR-WS-22,C:\Windows\System32\cleanmgr.exe,3fae001d7262693a483724bcf6b0a340a4b8993423f7eaf36dbf34fb900e40f6,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-00717,2026-09-01T11:48:22Z,FILE-02,C:\Windows\System32\cleanmgr.exe,8bf874da71fb48128848cd2735e9919031233a0e17e0f99f099c44396dcf6adf,signed,ACME IT Automation,benign,routine trust context
TRUST-01096,2026-09-01T12:02:08Z,MGMT-01,C:\ACME\Patch\TelemetryCheck.ps1,cebad3bfd12670095cfa36ae8cd43b4cae4018bc1311b0e2a60522786274b70a,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01034,2026-09-01T12:11:17Z,MGMT-01,C:\Windows\System32\cleanmgr.exe,8d4c0fe6eeb6e3847eedfeb1be8d4e31f4eb0cd823a468413ed23b5db3701413,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01249,2026-09-01T12:12:35Z,PATCH-01,C:\Windows\System32\cleanmgr.exe,634d598b14e903e1c72b6415f8305a7f736dc852378cb382aa7860c73b16604a,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00087,2026-09-01T12:21:47Z,APP-03,C:\ACME\Patch\TelemetryCheck.ps1,e4320597ca2d456c9c8d3532abb3b043151cd1ed613c3207280ad3053c0b589b,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01189,2026-09-01T12:23:46Z,MGMT-01,C:\ACME\Patch\TelemetryCheck.ps1,8daa7b2860dc665ed2b2f5af90e2e5677eab64db17c06b29c140be20006434b8,signed,ACME IT Automation,benign,routine trust context
TRUST-01792,2026-09-01T12:26:08Z,HR-WS-22,C:\ACME\Patch\TelemetryCheck.ps1,b883f003d0fe3044ebfd3992848e079466124c5c9c48920369ff17493db30deb,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01448,2026-09-01T12:43:14Z,DC-01,C:\ACME\Inventory\inventory.exe,5f17becf790f269bc2995460f9f54df827ddd2777102c9d08e8f9790bb7b2ddd,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01694,2026-09-01T12:48:00Z,PATCH-01,C:\ACME\Inventory\inventory.exe,008c39d49012443781f0afc5eb609a714e18385b5cc26569f3e7e22cdb151084,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01662,2026-09-01T12:53:16Z,JUMP-01,C:\ACME\Patch\TelemetryCheck.ps1,69dee0ad4bbee325985cb50b2d37d48a920290f8e51e11e0ca24a2ac5593af9d,signed,ACME IT Automation,benign,routine trust context
TRUST-00928,2026-09-01T13:05:03Z,PATCH-01,C:\ACME\Patch\TelemetryCheck.ps1,a6b718cb38ca77c1a672de43373734b8cb8f185e1e4adf6b4fa61bd1dbe584de,signed,ACME IT Automation,benign,routine trust context
TRUST-01402,2026-09-01T13:05:29Z,PATCH-01,C:\ACME\Inventory\inventory.exe,16bd8043f536453efd9e60f7f60bb67f403eb4dbf003aae614aeafbdd83b4ca9,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01104,2026-09-01T13:08:19Z,DC-01,C:\ACME\Inventory\inventory.exe,2fc70119f0263a95055c236d0e67a61070e13f66a175f327794ed4b4766f985c,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00157,2026-09-01T13:13:02Z,HR-WS-22,C:\ACME\Inventory\inventory.exe,bd225c3758732803c27f7950dd7a2cf6790e4e3548b945281e0680bc061164b4,signed,ACME IT Automation,benign,routine trust context
TRUST-00562,2026-09-01T13:17:47Z,FILE-02,C:\ACME\Inventory\inventory.exe,f31468b3bb943a5c0287454885ccb74f5052c489726ca3ffc5d36bb7cce3bc83,signed,ACME IT Automation,benign,routine trust context
TRUST-01199,2026-09-01T13:17:47Z,JUMP-01,C:\Windows\System32\cleanmgr.exe,902e1d64f478bf6644c366a031dd13d64b4e8a25b53ee39c1fedea2d79b07cf1,signed,ACME IT Automation,benign,routine trust context
TRUST-01751,2026-09-01T13:20:00Z,DC-01,C:\ACME\Inventory\inventory.exe,705c83841d4cc343af0e07787c94f92f015306e5beb74593d6dd83b0e6aa537a,signed,ACME IT Automation,benign,routine trust context
TRUST-00014,2026-09-01T13:24:09Z,DC-01,C:\Windows\System32\cleanmgr.exe,aa8609939a9421ca48b41674bfcd6676022bd495609ed5b06d2d4916dd7c426b,signed,ACME IT Automation,benign,routine trust context
TRUST-00705,2026-09-01T13:33:08Z,PATCH-01,C:\ACME\Inventory\inventory.exe,43d5b4ed485f7c801b2f07f21eb3045d0434412bcee7b18acdce47e80668d776,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01150,2026-09-01T13:35:36Z,DC-01,C:\ACME\Patch\TelemetryCheck.ps1,5dbbe6e8521d71ba08d7b4c56920c2202a78020bd7f573083bcf3c6077c2d8b9,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00837,2026-09-01T13:39:07Z,HR-WS-22,C:\Windows\System32\cleanmgr.exe,ba81b37290f13599c4c1e9348feb9ed6ba8bd9aadc3197ff356b1f6d8fbb1ac6,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01091,2026-09-01T13:45:00Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,3e5033b3f3c144fb10bd7133a806131890cada5b0d3abc7ef8e3add00579e072,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00013,2026-09-01T13:53:11Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,46a5755fee7515a5c5579721dd73df338f06a873cf5cf80a79ea00d90c79e502,signed,ACME IT Automation,benign,routine trust context
TRUST-01148,2026-09-01T13:54:53Z,HR-WS-22,C:\ACME\Inventory\inventory.exe,a306dc19a0050fc9fdc9d062c4d7fae0315162a32483d27b6be0a69a1b689b50,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01665,2026-09-01T13:55:56Z,MGMT-01,C:\ACME\Patch\TelemetryCheck.ps1,0f8673fcec4b7bafee4a05c77348db2795f5187c6aab7527d4fad7f45dfc1065,signed,Microsoft Windows,benign,routine trust context
TRUST-00378,2026-09-01T13:56:56Z,JUMP-01,C:\ACME\Inventory\inventory.exe,ebc50706b0744cb42ba4048e999e98db5f1baea53747883c5535189fafea37dd,signed,ACME IT Automation,benign,routine trust context
TRUST-00103,2026-09-01T14:05:23Z,APP-03,C:\ACME\Inventory\inventory.exe,cf5b05e08845858248cedc2b52c47de603c413f49445e68df390df343c1329fc,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00491,2026-09-01T14:05:23Z,JUMP-01,C:\Windows\System32\cleanmgr.exe,3d50ab125ba57afe9b487d4701a74b87804607134e8b89f5203c1e84f888c657,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00701,2026-09-01T14:08:14Z,FILE-02,C:\ACME\Patch\TelemetryCheck.ps1,33f5587859be26db5ac28182a364d74161e3d906525135f2086dc15d78bf258d,signed,Microsoft Windows,benign,routine trust context
TRUST-01677,2026-09-01T14:12:01Z,PATCH-01,C:\ACME\Inventory\inventory.exe,773c830c249c763b179c8b7a3ed777e35730496b706bded0321a979f7b6982f6,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00471,2026-09-01T14:13:26Z,DC-01,C:\ACME\Patch\TelemetryCheck.ps1,a81f9e3c2a2670172ce17becd8fcadf69e511b68d54c6e8b8abef5bee66af66b,signed,Microsoft Windows,benign,routine trust context
TRUST-01367,2026-09-01T14:22:50Z,MGMT-01,C:\ACME\Inventory\inventory.exe,e5ce70f128baf4c2ca0a162bf0c6aa4b9ea07c752717b193dc4881c2a3ebcf56,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00406,2026-09-01T14:30:06Z,HR-WS-22,C:\ACME\Patch\TelemetryCheck.ps1,897e2120fd18b433e533671fb9c28b1c846c0274300736e187897b7af71e9217,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01736,2026-09-01T14:30:53Z,APP-03,C:\ACME\Patch\TelemetryCheck.ps1,9dc60a9bf5b409982f67d26c015bd726f6c7c4accf8c604e62bcf01d0ba8464a,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-01364,2026-09-01T14:31:25Z,HR-WS-22,C:\ACME\Inventory\inventory.exe,7ca818ae05a14bf9c76cdfe9f48b40880338f2c3c24fbe0a67bd6788e7412fe1,signed,Microsoft Windows,benign,routine trust context
TRUST-01221,2026-09-01T14:32:10Z,APP-03,C:\ACME\Patch\TelemetryCheck.ps1,3116e03054fcaa357ae6012b35c19bc709899973e51e086203abe5fd4d49632d,signed,ACME IT Automation,benign,routine trust context
TRUST-00188,2026-09-01T14:35:55Z,APP-03,C:\Windows\System32\cleanmgr.exe,fe25541bcf3cffc8249623aadad3a7c48b068144001a215e0e33baf2ba5970e2,signed,ACME IT Automation,benign,routine trust context
TRUST-01258,2026-09-01T14:50:21Z,MGMT-01,C:\ACME\Patch\TelemetryCheck.ps1,37bc67a7cd0e9154899d143e8a32a487590e0fd23cf883099ad6bad9ac4569fe,trusted_internal,Microsoft Windows,benign,routine trust context
TRUST-00085,2026-09-01T14:56:26Z,HR-WS-22,C:\ACME\Inventory\inventory.exe,1ae96bfe33821a4a029e69145eb20938d239e6685213934f8e00047745fab870,trusted_internal,ACME IT Automation,benign,routine trust context
TRUST-01557,2026-09-01T14:58:51Z,MGMT-01,C:\ACME\Inventory\inventory.exe,17b28047b9a52efb8863378dd9c75be8b204a5bd3bd47db3cdbe4fc8e9127921,signed,Microsoft Windows,benign,routine trust context
TRUST-00349,2026-09-01T15:05:47Z,MGMT-01,C:\ACME\Patch\TelemetryCheck.ps1,96082396d8d5bb8168975a8b6a05471b8e3a20475eac42f11395769aa6476ffd,signed,ACME IT Automation,benign,routine trust context
TRUST-00924,2026-09-01T15:07:47Z,PATCH-01,C:\ACME\Patch\TelemetryCheck.ps1,12bb83b4cfd2090bcd2a20f7557b79bbae74e0b259565913e0b614f3654be40f,signed,Microsoft Windows,benign,routine trust context
TRUST-01089,2026-09-01T15:08:43Z,PATCH-01,C:\ACME\Inventory\inventory.exe,6f01eb97bed7199eefefad428c0b228e7d1cc35581264660ce98bb0132548bf7,signed,Microsoft Windows,benign,routine trust context
