event_id,_time,src_host,dest_host,user,process_name,dest_port,action,bytes_out,classification,note
NET-00004,2026-09-01T14:09:40Z,FILE-02,JUMP-01,ACME\jsmith,System,445,allowed,1697,benign,routine network
NET-00156,2026-09-01T14:14:44Z,HR-WS-22,MGMT-01,ACME\admin.ops,patch-agent.exe,53,allowed,60080,benign,routine network
NET-00834,2026-09-01T14:15:54Z,APP-03,MGMT-01,ACME\svc_patch,System,443,allowed,17339,benign,routine network
NET-00634,2026-09-01T14:16:38Z,JUMP-01,FILE-02,ACME\svc_patch,patch-agent.exe,53,allowed,59384,benign,routine network
NET-00027,2026-09-01T14:17:27Z,DC-01,MGMT-01,ACME\jsmith,powershell.exe,443,allowed,22743,benign,routine network
NET-00539,2026-09-01T14:18:07Z,MGMT-01,MGMT-01,ACME\kpatel,patch-agent.exe,443,allowed,53109,benign,routine network
NET-00815,2026-09-01T14:19:49Z,DC-01,203.0.113.55,NT AUTHORITY\SYSTEM,inventory.exe,5985,allowed,23279,benign,routine network
NET-00584,2026-09-01T14:26:05Z,JUMP-01,APP-03,NT AUTHORITY\SYSTEM,System,53,allowed,37025,benign,routine network
NET-01499,2026-09-01T14:40:55Z,PATCH-01,203.0.113.55,ACME\jsmith,powershell.exe,5985,allowed,59676,benign,routine network
NET-00039,2026-09-01T14:51:25Z,HR-WS-22,FILE-02,ACME\jsmith,System,445,allowed,60937,benign,routine network
NET-00944,2026-09-01T14:54:14Z,APP-03,APP-03,ACME\jsmith,patch-agent.exe,5985,allowed,75276,benign,routine network
NET-00971,2026-09-01T15:05:00Z,APP-03,PATCH-01,ACME\admin.ops,powershell.exe,445,allowed,64331,benign,routine network
NET-00412,2026-09-01T15:12:39Z,FILE-02,203.0.113.55,ACME\svc_patch,System,445,allowed,21483,benign,routine network
NET-00067,2026-09-01T15:17:10Z,PATCH-01,203.0.113.55,ACME\jsmith,patch-agent.exe,5985,allowed,4377,benign,routine network
NET-01100,2026-09-01T15:17:15Z,APP-03,MGMT-01,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,30100,benign,routine network
NET-01142,2026-09-01T15:17:37Z,MGMT-01,203.0.113.55,ACME\admin.ops,powershell.exe,445,allowed,50333,benign,routine network
NET-01170,2026-09-01T15:22:23Z,PATCH-01,203.0.113.55,ACME\admin.ops,powershell.exe,445,allowed,60634,benign,routine network
NET-01490,2026-09-01T15:27:01Z,PATCH-01,HR-WS-22,NT AUTHORITY\SYSTEM,System,443,allowed,6129,benign,routine network
NET-00315,2026-09-01T15:35:58Z,APP-03,APP-03,ACME\svc_patch,powershell.exe,5985,allowed,63151,benign,routine network
NET-00899,2026-09-01T15:37:48Z,APP-03,HR-WS-22,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,10359,benign,routine network
NET-01186,2026-09-01T15:38:26Z,JUMP-01,HR-WS-22,ACME\admin.ops,powershell.exe,5985,allowed,47112,benign,routine network
NET-00133,2026-09-01T15:38:43Z,HR-WS-22,203.0.113.55,ACME\svc_patch,inventory.exe,443,allowed,21950,benign,routine network
NET-01180,2026-09-01T15:41:57Z,PATCH-01,HR-WS-22,ACME\admin.ops,powershell.exe,445,allowed,51333,benign,routine network
NET-01290,2026-09-01T15:42:21Z,JUMP-01,203.0.113.55,NT AUTHORITY\SYSTEM,System,445,allowed,71766,benign,routine network
NET-00240,2026-09-01T16:01:40Z,DC-01,PATCH-01,ACME\kpatel,System,445,allowed,5428,benign,routine network
NET-01778,2026-09-01T16:03:20Z,APP-03,203.0.113.55,ACME\admin.ops,System,443,allowed,23791,benign,routine network
NET-00370,2026-09-01T16:07:46Z,HR-WS-22,JUMP-01,NT AUTHORITY\SYSTEM,inventory.exe,443,allowed,78330,benign,routine network
NET-01443,2026-09-01T16:12:44Z,MGMT-01,JUMP-01,ACME\jsmith,powershell.exe,53,allowed,66836,benign,routine network
NET-01708,2026-09-01T16:13:00Z,HR-WS-22,HR-WS-22,ACME\jsmith,System,5985,allowed,5134,benign,routine network
NET-01387,2026-09-01T16:14:34Z,JUMP-01,DC-01,ACME\jsmith,System,53,allowed,79646,benign,routine network
NET-00422,2026-09-01T16:18:31Z,DC-01,DC-01,ACME\admin.ops,powershell.exe,443,allowed,75626,benign,routine network
NET-01745,2026-09-01T16:19:20Z,HR-WS-22,JUMP-01,ACME\svc_patch,powershell.exe,443,allowed,9755,benign,routine network
NET-00582,2026-09-01T16:33:00Z,FILE-02,MGMT-01,ACME\admin.ops,inventory.exe,5985,allowed,10017,benign,routine network
NET-00911,2026-09-01T16:33:35Z,FILE-02,DC-01,ACME\svc_patch,powershell.exe,5985,allowed,46878,benign,routine network
NET-01047,2026-09-01T16:34:24Z,HR-WS-22,APP-03,ACME\jsmith,inventory.exe,53,allowed,23024,benign,routine network
NET-00719,2026-09-01T16:50:01Z,JUMP-01,HR-WS-22,ACME\svc_patch,patch-agent.exe,443,allowed,312,benign,routine network
NET-00159,2026-09-01T16:50:36Z,MGMT-01,JUMP-01,ACME\jsmith,inventory.exe,5985,allowed,65136,benign,routine network
NET-01025,2026-09-01T16:57:15Z,APP-03,JUMP-01,NT AUTHORITY\SYSTEM,inventory.exe,443,allowed,36454,benign,routine network
NET-00177,2026-09-01T17:10:02Z,MGMT-01,HR-WS-22,ACME\jsmith,System,53,allowed,4491,benign,routine network
NET-00314,2026-09-01T17:15:45Z,DC-01,PATCH-01,ACME\kpatel,System,443,allowed,13766,benign,routine network
NET-00471,2026-09-01T17:19:52Z,APP-03,MGMT-01,NT AUTHORITY\SYSTEM,System,445,allowed,7622,benign,routine network
NET-00532,2026-09-01T17:20:38Z,DC-01,MGMT-01,ACME\kpatel,System,53,allowed,34026,benign,routine network
NET-01753,2026-09-01T17:22:14Z,PATCH-01,HR-WS-22,ACME\svc_patch,inventory.exe,445,allowed,58624,benign,routine network
NET-00323,2026-09-01T17:24:13Z,FILE-02,FILE-02,ACME\admin.ops,powershell.exe,53,allowed,67912,benign,routine network
NET-01622,2026-09-01T17:30:06Z,PATCH-01,DC-01,ACME\admin.ops,patch-agent.exe,445,allowed,52524,benign,routine network
NET-00822,2026-09-01T17:31:12Z,FILE-02,HR-WS-22,ACME\svc_patch,patch-agent.exe,445,allowed,52504,benign,routine network
NET-00007,2026-09-01T17:33:35Z,HR-WS-22,JUMP-01,ACME\jsmith,inventory.exe,5985,allowed,31583,benign,routine network
NET-01615,2026-09-01T17:34:22Z,DC-01,HR-WS-22,ACME\svc_patch,patch-agent.exe,5985,allowed,16919,benign,routine network
NET-01557,2026-09-01T17:34:39Z,APP-03,203.0.113.55,ACME\svc_patch,System,443,allowed,63464,benign,routine network
NET-00578,2026-09-01T17:37:25Z,JUMP-01,DC-01,ACME\kpatel,inventory.exe,445,allowed,65153,benign,routine network
NET-01576,2026-09-01T17:45:04Z,PATCH-01,APP-03,NT AUTHORITY\SYSTEM,patch-agent.exe,5985,allowed,51580,benign,routine network
NET-00454,2026-09-01T17:46:22Z,PATCH-01,APP-03,ACME\kpatel,System,445,allowed,4611,benign,routine network
NET-00048,2026-09-01T17:48:33Z,HR-WS-22,203.0.113.55,NT AUTHORITY\SYSTEM,inventory.exe,53,allowed,69178,benign,routine network
NET-01277,2026-09-01T17:51:37Z,APP-03,203.0.113.55,ACME\jsmith,System,443,allowed,77123,benign,routine network
NET-01187,2026-09-01T18:02:51Z,HR-WS-22,DC-01,ACME\kpatel,patch-agent.exe,443,allowed,33223,benign,routine network
NET-01647,2026-09-01T18:12:30Z,HR-WS-22,FILE-02,ACME\svc_patch,powershell.exe,53,allowed,59323,benign,routine network
NET-01026,2026-09-01T18:14:34Z,FILE-02,JUMP-01,ACME\kpatel,powershell.exe,5985,allowed,27110,benign,routine network
NET-01669,2026-09-01T18:16:58Z,APP-03,DC-01,ACME\svc_patch,System,443,allowed,25511,benign,routine network
NET-00739,2026-09-01T18:17:02Z,APP-03,JUMP-01,ACME\admin.ops,powershell.exe,445,allowed,36742,benign,routine network
NET-00478,2026-09-01T18:20:32Z,DC-01,HR-WS-22,ACME\kpatel,inventory.exe,443,allowed,79520,benign,routine network
NET-01255,2026-09-01T18:26:28Z,DC-01,203.0.113.55,ACME\jsmith,powershell.exe,5985,allowed,54260,benign,routine network
NET-00430,2026-09-01T18:28:25Z,PATCH-01,PATCH-01,ACME\jsmith,patch-agent.exe,445,allowed,73650,benign,routine network
NET-00253,2026-09-01T18:30:03Z,APP-03,203.0.113.55,ACME\svc_patch,patch-agent.exe,53,allowed,26635,benign,routine network
NET-00258,2026-09-01T18:34:00Z,JUMP-01,DC-01,ACME\admin.ops,powershell.exe,443,allowed,44905,benign,routine network
NET-00408,2026-09-01T18:39:14Z,JUMP-01,JUMP-01,ACME\admin.ops,powershell.exe,53,allowed,29734,benign,routine network
NET-00260,2026-09-01T18:39:19Z,JUMP-01,PATCH-01,ACME\kpatel,patch-agent.exe,5985,allowed,14748,benign,routine network
NET-00638,2026-09-01T18:41:46Z,MGMT-01,MGMT-01,NT AUTHORITY\SYSTEM,System,5985,allowed,10116,benign,routine network
NET-01132,2026-09-01T18:44:25Z,DC-01,MGMT-01,ACME\svc_patch,patch-agent.exe,445,allowed,48159,benign,routine network
NET-01638,2026-09-01T18:47:02Z,APP-03,APP-03,ACME\admin.ops,inventory.exe,53,allowed,42987,benign,routine network
NET-00989,2026-09-01T18:48:21Z,DC-01,APP-03,ACME\kpatel,powershell.exe,445,allowed,35281,benign,routine network
NET-01485,2026-09-01T18:52:47Z,HR-WS-22,MGMT-01,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,40576,benign,routine network
NET-00534,2026-09-01T18:56:55Z,DC-01,203.0.113.55,ACME\jsmith,System,445,allowed,18388,benign,routine network
NET-01377,2026-09-01T18:59:05Z,HR-WS-22,DC-01,ACME\admin.ops,inventory.exe,443,allowed,10790,benign,routine network
NET-00353,2026-09-01T19:00:12Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,inventory.exe,443,allowed,52763,benign,routine network
NET-01126,2026-09-01T19:00:56Z,MGMT-01,PATCH-01,ACME\jsmith,System,443,allowed,58220,benign,routine network
NET-00610,2026-09-01T19:01:19Z,FILE-02,MGMT-01,NT AUTHORITY\SYSTEM,inventory.exe,443,allowed,79252,benign,routine network
NET-01791,2026-09-01T19:06:27Z,FILE-02,MGMT-01,ACME\svc_patch,inventory.exe,53,allowed,17732,benign,routine network
NET-00814,2026-09-01T19:06:43Z,PATCH-01,JUMP-01,ACME\kpatel,inventory.exe,5985,allowed,34472,benign,routine network
NET-00046,2026-09-01T19:13:43Z,MGMT-01,MGMT-01,ACME\admin.ops,System,443,allowed,57638,benign,routine network
NET-00029,2026-09-01T19:16:53Z,PATCH-01,MGMT-01,ACME\jsmith,System,5985,allowed,60687,benign,routine network
NET-01039,2026-09-01T19:18:42Z,FILE-02,DC-01,NT AUTHORITY\SYSTEM,System,443,allowed,71102,benign,routine network
NET-00305,2026-09-01T19:22:24Z,MGMT-01,JUMP-01,NT AUTHORITY\SYSTEM,powershell.exe,53,allowed,11779,benign,routine network
NET-01408,2026-09-01T19:25:47Z,JUMP-01,203.0.113.55,ACME\admin.ops,inventory.exe,5985,allowed,27700,benign,routine network
NET-01209,2026-09-01T19:28:53Z,FILE-02,FILE-02,ACME\svc_patch,powershell.exe,53,allowed,48721,benign,routine network
NET-01271,2026-09-01T19:30:04Z,PATCH-01,HR-WS-22,ACME\kpatel,powershell.exe,5985,allowed,34458,benign,routine network
NET-00085,2026-09-01T19:41:38Z,APP-03,PATCH-01,ACME\jsmith,System,443,allowed,40676,benign,routine network
NET-01348,2026-09-01T19:44:43Z,PATCH-01,HR-WS-22,ACME\jsmith,powershell.exe,443,allowed,38171,benign,routine network
NET-00549,2026-09-01T19:45:09Z,HR-WS-22,DC-01,ACME\kpatel,powershell.exe,445,allowed,78970,benign,routine network
NET-00185,2026-09-01T19:46:53Z,FILE-02,JUMP-01,ACME\svc_patch,System,5985,allowed,17292,benign,routine network
NET-01127,2026-09-01T19:52:47Z,PATCH-01,203.0.113.55,ACME\admin.ops,powershell.exe,445,allowed,60431,benign,routine network
NET-01744,2026-09-01T19:57:07Z,DC-01,MGMT-01,ACME\svc_patch,patch-agent.exe,443,allowed,7245,benign,routine network
NET-01724,2026-09-01T20:03:31Z,HR-WS-22,FILE-02,ACME\jsmith,inventory.exe,445,allowed,76735,benign,routine network
NET-01059,2026-09-01T20:03:42Z,APP-03,APP-03,ACME\kpatel,System,443,allowed,61352,benign,routine network
NET-00711,2026-09-01T20:05:32Z,PATCH-01,203.0.113.55,ACME\jsmith,powershell.exe,5985,allowed,71171,benign,routine network
NET-01354,2026-09-01T20:06:44Z,JUMP-01,DC-01,ACME\admin.ops,System,5985,allowed,9450,benign,routine network
NET-00139,2026-09-01T20:09:20Z,JUMP-01,JUMP-01,ACME\svc_patch,System,445,allowed,35678,benign,routine network
NET-01287,2026-09-01T20:25:01Z,FILE-02,DC-01,ACME\kpatel,patch-agent.exe,445,allowed,35837,benign,routine network
NET-01680,2026-09-01T20:32:21Z,HR-WS-22,PATCH-01,ACME\admin.ops,patch-agent.exe,443,allowed,24044,benign,routine network
NET-00681,2026-09-01T20:33:30Z,FILE-02,APP-03,ACME\kpatel,powershell.exe,5985,allowed,60601,benign,routine network
NET-00552,2026-09-01T20:39:06Z,APP-03,HR-WS-22,ACME\kpatel,System,445,allowed,42825,benign,routine network
NET-01003,2026-09-01T20:39:53Z,DC-01,HR-WS-22,ACME\kpatel,inventory.exe,53,allowed,38400,benign,routine network
NET-00782,2026-09-01T20:41:46Z,DC-01,FILE-02,ACME\admin.ops,System,445,allowed,8930,benign,routine network
NET-01091,2026-09-01T20:42:12Z,DC-01,MGMT-01,ACME\admin.ops,powershell.exe,5985,allowed,63194,benign,routine network
NET-01765,2026-09-01T20:46:44Z,MGMT-01,203.0.113.55,ACME\admin.ops,patch-agent.exe,445,allowed,18088,benign,routine network
NET-01396,2026-09-01T20:50:14Z,JUMP-01,DC-01,ACME\svc_patch,inventory.exe,53,allowed,27841,benign,routine network
NET-00246,2026-09-01T20:54:26Z,MGMT-01,FILE-02,ACME\svc_patch,patch-agent.exe,445,allowed,19734,benign,routine network
NET-00288,2026-09-01T20:54:48Z,HR-WS-22,FILE-02,ACME\svc_patch,patch-agent.exe,445,allowed,40023,benign,routine network
NET-01592,2026-09-01T21:01:52Z,FILE-02,APP-03,ACME\jsmith,powershell.exe,5985,allowed,21483,benign,routine network
NET-00224,2026-09-01T21:14:03Z,APP-03,JUMP-01,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,18900,benign,routine network
NET-00725,2026-09-01T21:21:14Z,FILE-02,DC-01,ACME\kpatel,inventory.exe,5985,allowed,51012,benign,routine network
NET-01696,2026-09-01T21:33:22Z,APP-03,MGMT-01,NT AUTHORITY\SYSTEM,patch-agent.exe,445,allowed,79741,benign,routine network
NET-01435,2026-09-01T21:33:43Z,APP-03,APP-03,NT AUTHORITY\SYSTEM,powershell.exe,53,allowed,33694,benign,routine network
NET-00040,2026-09-01T21:36:23Z,HR-WS-22,HR-WS-22,ACME\kpatel,System,53,allowed,7111,benign,routine network
NET-00721,2026-09-01T21:38:00Z,DC-01,PATCH-01,ACME\admin.ops,patch-agent.exe,443,allowed,12166,benign,routine network
NET-00969,2026-09-01T21:41:32Z,HR-WS-22,PATCH-01,ACME\svc_patch,System,53,allowed,45056,benign,routine network
NET-00015,2026-09-01T21:45:54Z,DC-01,HR-WS-22,ACME\kpatel,patch-agent.exe,53,allowed,36644,benign,routine network
NET-00972,2026-09-01T21:54:19Z,HR-WS-22,DC-01,ACME\jsmith,powershell.exe,5985,allowed,73354,benign,routine network
NET-01333,2026-09-01T21:57:07Z,HR-WS-22,PATCH-01,ACME\jsmith,inventory.exe,445,allowed,36505,benign,routine network
NET-01000,2026-09-01T22:05:34Z,MGMT-01,203.0.113.55,NT AUTHORITY\SYSTEM,inventory.exe,5985,allowed,43995,benign,routine network
NET-01462,2026-09-01T22:06:27Z,DC-01,MGMT-01,ACME\jsmith,powershell.exe,443,allowed,45653,benign,routine network
NET-01733,2026-09-01T22:09:41Z,MGMT-01,HR-WS-22,NT AUTHORITY\SYSTEM,patch-agent.exe,5985,allowed,28596,benign,routine network
NET-01303,2026-09-01T22:13:57Z,HR-WS-22,HR-WS-22,NT AUTHORITY\SYSTEM,inventory.exe,443,allowed,21916,benign,routine network
NET-00671,2026-09-01T22:17:17Z,PATCH-01,FILE-02,ACME\svc_patch,System,445,allowed,2807,benign,routine network
NET-01139,2026-09-01T22:27:06Z,FILE-02,DC-01,ACME\admin.ops,patch-agent.exe,445,allowed,44199,benign,routine network
NET-00536,2026-09-01T22:32:17Z,PATCH-01,203.0.113.55,NT AUTHORITY\SYSTEM,inventory.exe,5985,allowed,59709,benign,routine network
NET-01067,2026-09-01T22:36:21Z,MGMT-01,JUMP-01,ACME\svc_patch,powershell.exe,5985,allowed,46272,benign,routine network
NET-01714,2026-09-01T22:36:56Z,MGMT-01,DC-01,ACME\svc_patch,patch-agent.exe,443,allowed,47625,benign,routine network
NET-00500,2026-09-01T22:42:15Z,MGMT-01,PATCH-01,ACME\kpatel,powershell.exe,53,allowed,43590,benign,routine network
NET-00837,2026-09-01T22:42:47Z,JUMP-01,PATCH-01,NT AUTHORITY\SYSTEM,System,5985,allowed,45278,benign,routine network
NET-01116,2026-09-01T22:43:36Z,FILE-02,APP-03,ACME\admin.ops,System,5985,allowed,39331,benign,routine network
NET-01755,2026-09-01T22:56:07Z,PATCH-01,203.0.113.55,ACME\admin.ops,patch-agent.exe,443,allowed,1705,benign,routine network
NET-01169,2026-09-01T22:56:42Z,DC-01,FILE-02,ACME\admin.ops,inventory.exe,5985,allowed,14248,benign,routine network
NET-00348,2026-09-01T22:58:30Z,JUMP-01,FILE-02,ACME\admin.ops,powershell.exe,5985,allowed,60533,benign,routine network
NET-00859,2026-09-01T22:58:52Z,HR-WS-22,PATCH-01,ACME\svc_patch,inventory.exe,53,allowed,45793,benign,routine network
NET-00770,2026-09-01T22:59:00Z,JUMP-01,FILE-02,ACME\admin.ops,System,53,allowed,14011,benign,routine network
NET-00464,2026-09-01T23:06:47Z,FILE-02,JUMP-01,NT AUTHORITY\SYSTEM,System,5985,allowed,22723,benign,routine network
NET-00744,2026-09-01T23:08:58Z,HR-WS-22,203.0.113.55,ACME\kpatel,patch-agent.exe,53,allowed,30278,benign,routine network
NET-00602,2026-09-01T23:09:39Z,FILE-02,JUMP-01,ACME\svc_patch,powershell.exe,445,allowed,27541,benign,routine network
NET-01013,2026-09-01T23:11:58Z,MGMT-01,FILE-02,ACME\kpatel,patch-agent.exe,5985,allowed,73649,benign,routine network
NET-00962,2026-09-01T23:15:54Z,DC-01,203.0.113.55,ACME\admin.ops,powershell.exe,53,allowed,18347,benign,routine network
NET-00245,2026-09-01T23:20:14Z,MGMT-01,APP-03,ACME\jsmith,patch-agent.exe,5985,allowed,72860,benign,routine network
NET-01356,2026-09-01T23:21:16Z,JUMP-01,DC-01,ACME\admin.ops,patch-agent.exe,53,allowed,53038,benign,routine network
NET-01526,2026-09-01T23:22:29Z,MGMT-01,FILE-02,ACME\admin.ops,System,53,allowed,39666,benign,routine network
NET-00101,2026-09-01T23:23:59Z,PATCH-01,HR-WS-22,ACME\svc_patch,System,445,allowed,60791,benign,routine network
NET-00713,2026-09-01T23:25:48Z,MGMT-01,PATCH-01,NT AUTHORITY\SYSTEM,patch-agent.exe,5985,allowed,30710,benign,routine network
NET-00502,2026-09-01T23:36:05Z,HR-WS-22,FILE-02,ACME\jsmith,powershell.exe,445,allowed,79487,benign,routine network
NET-01498,2026-09-01T23:41:35Z,DC-01,HR-WS-22,ACME\jsmith,powershell.exe,445,allowed,70315,benign,routine network
NET-00262,2026-09-01T23:46:11Z,DC-01,MGMT-01,ACME\jsmith,System,53,allowed,49728,benign,routine network
NET-01347,2026-09-01T23:55:30Z,HR-WS-22,HR-WS-22,ACME\admin.ops,patch-agent.exe,5985,allowed,37938,benign,routine network
NET-00617,2026-09-01T23:57:08Z,DC-01,DC-01,ACME\svc_patch,powershell.exe,443,allowed,914,benign,routine network
NET-01167,2026-09-01T23:57:30Z,HR-WS-22,203.0.113.55,ACME\svc_patch,patch-agent.exe,443,allowed,71616,benign,routine network
NET-00330,2026-09-01T23:58:10Z,MGMT-01,MGMT-01,NT AUTHORITY\SYSTEM,powershell.exe,5985,allowed,46839,benign,routine network
NET-00599,2026-09-02T00:03:25Z,JUMP-01,HR-WS-22,ACME\admin.ops,patch-agent.exe,443,allowed,34594,benign,routine network
NET-00045,2026-09-02T00:04:06Z,PATCH-01,JUMP-01,ACME\svc_patch,powershell.exe,53,allowed,30001,benign,routine network
NET-01676,2026-09-02T00:10:44Z,FILE-02,APP-03,NT AUTHORITY\SYSTEM,patch-agent.exe,443,allowed,73141,benign,routine network
NET-01630,2026-09-02T00:11:15Z,FILE-02,HR-WS-22,ACME\svc_patch,inventory.exe,53,allowed,29227,benign,routine network
NET-01299,2026-09-02T00:15:25Z,APP-03,HR-WS-22,ACME\jsmith,System,53,allowed,52840,benign,routine network
NET-01077,2026-09-02T00:17:32Z,APP-03,JUMP-01,ACME\svc_patch,patch-agent.exe,445,allowed,30837,benign,routine network
NET-01097,2026-09-02T00:19:39Z,DC-01,FILE-02,ACME\svc_patch,inventory.exe,443,allowed,35666,benign,routine network
NET-00019,2026-09-02T00:23:00Z,FILE-02,203.0.113.55,ACME\kpatel,System,5985,allowed,61069,benign,routine network
NET-00141,2026-09-02T00:23:07Z,FILE-02,JUMP-01,ACME\kpatel,patch-agent.exe,443,allowed,33823,benign,routine network
NET-01122,2026-09-02T00:30:30Z,FILE-02,FILE-02,ACME\kpatel,System,443,allowed,36610,benign,routine network
NET-00767,2026-09-02T00:30:51Z,JUMP-01,FILE-02,ACME\admin.ops,patch-agent.exe,445,allowed,25611,benign,routine network
NET-01429,2026-09-02T00:34:06Z,APP-03,FILE-02,ACME\jsmith,System,443,allowed,39685,benign,routine network
NET-01621,2026-09-02T00:43:08Z,PATCH-01,FILE-02,ACME\kpatel,patch-agent.exe,445,allowed,70052,benign,routine network
NET-01274,2026-09-02T00:45:11Z,FILE-02,APP-03,ACME\admin.ops,System,5985,allowed,59340,benign,routine network
NET-01174,2026-09-02T00:47:36Z,JUMP-01,HR-WS-22,ACME\jsmith,patch-agent.exe,5985,allowed,50183,benign,routine network
NET-01517,2026-09-02T00:47:50Z,DC-01,FILE-02,NT AUTHORITY\SYSTEM,System,53,allowed,3828,benign,routine network
NET-00683,2026-09-02T00:54:26Z,DC-01,HR-WS-22,ACME\jsmith,patch-agent.exe,53,allowed,45427,benign,routine network
NET-01697,2026-09-02T01:01:46Z,APP-03,MGMT-01,ACME\svc_patch,patch-agent.exe,443,allowed,25903,benign,routine network
NET-00845,2026-09-02T01:03:12Z,MGMT-01,FILE-02,NT AUTHORITY\SYSTEM,patch-agent.exe,5985,allowed,59986,benign,routine network
NET-00682,2026-09-02T01:04:31Z,APP-03,DC-01,ACME\jsmith,System,443,allowed,527,benign,routine network
NET-01016,2026-09-02T01:08:48Z,PATCH-01,DC-01,ACME\svc_patch,patch-agent.exe,443,allowed,7646,benign,routine network
NET-01113,2026-09-02T01:09:15Z,PATCH-01,PATCH-01,NT AUTHORITY\SYSTEM,powershell.exe,443,allowed,48610,benign,routine network
NET-01544,2026-09-02T01:12:54Z,JUMP-01,HR-WS-22,NT AUTHORITY\SYSTEM,System,445,allowed,41435,benign,routine network
NET-00052,2026-09-02T01:25:39Z,DC-01,APP-03,ACME\svc_patch,patch-agent.exe,443,allowed,60127,benign,routine network
NET-00269,2026-09-02T01:29:11Z,PATCH-01,DC-01,ACME\kpatel,powershell.exe,443,allowed,30270,benign,routine network
NET-00117,2026-09-02T01:33:38Z,FILE-02,FILE-02,ACME\jsmith,System,53,allowed,22646,benign,routine network
NET-01478,2026-09-02T01:36:17Z,MGMT-01,JUMP-01,NT AUTHORITY\SYSTEM,inventory.exe,5985,allowed,36012,benign,routine network
NET-00849,2026-09-02T01:43:46Z,DC-01,JUMP-01,ACME\kpatel,patch-agent.exe,5985,allowed,62791,benign,routine network
NET-00396,2026-09-02T01:44:57Z,HR-WS-22,HR-WS-22,ACME\kpatel,powershell.exe,53,allowed,33744,benign,routine network
NET-00407,2026-09-02T01:53:49Z,JUMP-01,FILE-02,ACME\jsmith,inventory.exe,53,allowed,12836,benign,routine network
NET-00825,2026-09-02T02:14:06Z,MGMT-01,APP-03,NT AUTHORITY\SYSTEM,powershell.exe,445,allowed,31210,benign,routine network
NET-00215,2026-09-02T02:14:13Z,PATCH-01,JUMP-01,ACME\svc_patch,patch-agent.exe,5985,allowed,14918,benign,routine network
NET-00569,2026-09-02T02:16:39Z,HR-WS-22,MGMT-01,ACME\kpatel,inventory.exe,443,allowed,7645,benign,routine network
NET-01784,2026-09-02T02:27:35Z,DC-01,MGMT-01,NT AUTHORITY\SYSTEM,inventory.exe,5985,allowed,72802,benign,routine network
NET-00310,2026-09-02T02:28:01Z,PATCH-01,203.0.113.55,NT AUTHORITY\SYSTEM,System,53,allowed,70456,benign,routine network
NET-00530,2026-09-02T02:35:36Z,HR-WS-22,HR-WS-22,ACME\svc_patch,patch-agent.exe,5985,allowed,44409,benign,routine network
NET-01635,2026-09-02T02:35:59Z,JUMP-01,203.0.113.55,ACME\svc_patch,inventory.exe,5985,allowed,52359,benign,routine network
NET-01535,2026-09-02T02:39:17Z,PATCH-01,DC-01,ACME\kpatel,inventory.exe,53,allowed,28967,benign,routine network
NET-01693,2026-09-02T02:48:18Z,DC-01,203.0.113.55,ACME\jsmith,inventory.exe,443,allowed,63397,benign,routine network
NET-00604,2026-09-02T02:49:19Z,FILE-02,JUMP-01,ACME\svc_patch,System,443,allowed,39679,benign,routine network
NET-01124,2026-09-02T02:52:16Z,DC-01,HR-WS-22,NT AUTHORITY\SYSTEM,inventory.exe,445,allowed,77776,benign,routine network
NET-00166,2026-09-02T02:54:25Z,DC-01,APP-03,ACME\kpatel,System,5985,allowed,28947,benign,routine network
NET-00694,2026-09-02T02:56:59Z,MGMT-01,HR-WS-22,ACME\admin.ops,patch-agent.exe,443,allowed,53808,benign,routine network
NET-01098,2026-09-02T03:03:08Z,MGMT-01,PATCH-01,NT AUTHORITY\SYSTEM,inventory.exe,5985,allowed,9735,benign,routine network
NET-00371,2026-09-02T03:11:34Z,APP-03,JUMP-01,ACME\svc_patch,inventory.exe,53,allowed,69659,benign,routine network
NET-01063,2026-09-02T03:14:15Z,HR-WS-22,203.0.113.55,ACME\kpatel,inventory.exe,443,allowed,14106,benign,routine network
NET-00640,2026-09-02T03:17:08Z,PATCH-01,203.0.113.55,NT AUTHORITY\SYSTEM,inventory.exe,5985,allowed,61375,benign,routine network
NET-01457,2026-09-02T03:18:20Z,JUMP-01,203.0.113.55,ACME\jsmith,patch-agent.exe,5985,allowed,27193,benign,routine network
NET-01431,2026-09-02T03:22:25Z,JUMP-01,FILE-02,NT AUTHORITY\SYSTEM,patch-agent.exe,445,allowed,50457,benign,routine network
NET-01057,2026-09-02T03:26:16Z,MGMT-01,APP-03,ACME\svc_patch,powershell.exe,443,allowed,3696,benign,routine network
NET-00913,2026-09-02T03:36:36Z,HR-WS-22,203.0.113.55,ACME\jsmith,patch-agent.exe,53,allowed,22755,benign,routine network
NET-01192,2026-09-02T03:38:26Z,DC-01,FILE-02,ACME\svc_patch,powershell.exe,443,allowed,36678,benign,routine network
NET-00581,2026-09-02T03:40:58Z,FILE-02,JUMP-01,ACME\jsmith,inventory.exe,5985,allowed,22092,benign,routine network
NET-00885,2026-09-02T03:42:41Z,PATCH-01,HR-WS-22,ACME\svc_patch,inventory.exe,53,allowed,13018,benign,routine network
