change_id,_time,host,owner,change_type,approved,related_task,classification,note
CHG-01372,2026-09-01T18:31:10Z,PATCH-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01341,2026-09-01T18:44:33Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01292,2026-09-01T18:44:38Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02688,2026-09-01T18:53:07Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02057,2026-09-01T18:59:30Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01391,2026-09-01T19:01:46Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01421,2026-09-01T19:04:52Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01111,2026-09-01T19:05:48Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02227,2026-09-01T19:08:00Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01168,2026-09-01T19:20:48Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01905,2026-09-01T19:22:48Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02371,2026-09-01T19:23:12Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02323,2026-09-01T19:23:41Z,APP-03,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01343,2026-09-01T19:28:01Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02411,2026-09-01T19:32:59Z,APP-03,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01928,2026-09-01T19:37:25Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02239,2026-09-01T19:38:53Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01709,2026-09-01T19:41:01Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02703,2026-09-01T19:41:30Z,DC-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01705,2026-09-01T19:42:49Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02316,2026-09-01T19:49:18Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01374,2026-09-01T19:50:01Z,APP-03,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02007,2026-09-01T19:56:18Z,FILE-02,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01555,2026-09-01T19:58:23Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01467,2026-09-01T20:03:31Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02122,2026-09-01T20:04:06Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01057,2026-09-01T20:08:51Z,APP-03,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01025,2026-09-01T20:12:32Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02758,2026-09-01T20:16:52Z,MGMT-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02666,2026-09-01T20:17:38Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02515,2026-09-01T20:18:54Z,PATCH-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02570,2026-09-01T20:23:45Z,FILE-02,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02224,2026-09-01T20:39:48Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01960,2026-09-01T20:40:32Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02504,2026-09-01T20:40:53Z,APP-03,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01693,2026-09-01T20:44:09Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01112,2026-09-01T20:50:09Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01806,2026-09-01T20:55:03Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02755,2026-09-01T21:01:59Z,HR-WS-22,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01610,2026-09-01T21:04:22Z,FILE-02,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02045,2026-09-01T21:07:56Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01373,2026-09-01T21:08:24Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01055,2026-09-01T21:09:13Z,MGMT-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01300,2026-09-01T21:15:07Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02796,2026-09-01T21:16:57Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01437,2026-09-01T21:18:28Z,MGMT-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01491,2026-09-01T21:19:17Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01897,2026-09-01T21:25:11Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02460,2026-09-01T21:28:08Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02542,2026-09-01T21:28:53Z,MGMT-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02400,2026-09-01T21:32:11Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01570,2026-09-01T21:32:56Z,HR-WS-22,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02174,2026-09-01T21:35:22Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02314,2026-09-01T21:39:57Z,HR-WS-22,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02540,2026-09-01T21:40:41Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02245,2026-09-01T21:47:11Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01760,2026-09-01T21:48:22Z,JUMP-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02517,2026-09-01T21:53:00Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02751,2026-09-01T21:57:37Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01088,2026-09-01T22:04:52Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02008,2026-09-01T22:05:42Z,MGMT-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01772,2026-09-01T22:10:30Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02420,2026-09-01T22:24:58Z,HR-WS-22,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02260,2026-09-01T22:27:15Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01035,2026-09-01T22:38:34Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02597,2026-09-01T22:40:20Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02748,2026-09-01T22:41:46Z,FILE-02,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01219,2026-09-01T22:42:28Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01501,2026-09-01T22:44:25Z,FILE-02,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02782,2026-09-01T22:55:06Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01346,2026-09-01T23:08:51Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01316,2026-09-01T23:15:50Z,HR-WS-22,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02761,2026-09-01T23:18:58Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01186,2026-09-01T23:26:08Z,APP-03,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02457,2026-09-01T23:27:03Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01621,2026-09-01T23:37:17Z,HR-WS-22,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02257,2026-09-01T23:40:47Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01236,2026-09-01T23:57:29Z,FILE-02,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02050,2026-09-01T23:59:24Z,APP-03,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02737,2026-09-01T23:59:37Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01602,2026-09-02T00:00:36Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01107,2026-09-02T00:02:41Z,FILE-02,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02070,2026-09-02T00:02:42Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01812,2026-09-02T00:08:30Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02409,2026-09-02T00:09:14Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02735,2026-09-02T00:09:34Z,PATCH-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02778,2026-09-02T00:15:07Z,APP-03,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02125,2026-09-02T00:15:45Z,FILE-02,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01041,2026-09-02T00:17:10Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01977,2026-09-02T00:25:35Z,PATCH-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02056,2026-09-02T00:39:34Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02127,2026-09-02T00:42:10Z,FILE-02,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02591,2026-09-02T00:43:47Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02491,2026-09-02T00:48:01Z,HR-WS-22,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01274,2026-09-02T00:51:13Z,HR-WS-22,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01840,2026-09-02T00:53:49Z,HR-WS-22,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01158,2026-09-02T00:56:06Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01095,2026-09-02T01:02:28Z,DC-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02135,2026-09-02T01:06:32Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01495,2026-09-02T01:14:13Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01950,2026-09-02T01:15:10Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01957,2026-09-02T01:20:15Z,JUMP-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02249,2026-09-02T01:28:34Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01273,2026-09-02T01:29:16Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01358,2026-09-02T01:37:11Z,HR-WS-22,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02473,2026-09-02T01:37:51Z,FILE-02,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02322,2026-09-02T01:39:39Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02417,2026-09-02T01:54:19Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02028,2026-09-02T01:58:13Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01550,2026-09-02T02:02:31Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02422,2026-09-02T02:07:57Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01156,2026-09-02T02:10:55Z,FILE-02,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01031,2026-09-02T02:11:30Z,FILE-02,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01362,2026-09-02T02:15:05Z,APP-03,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01687,2026-09-02T02:20:18Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01947,2026-09-02T02:21:03Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02734,2026-09-02T02:22:51Z,FILE-02,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01235,2026-09-02T02:27:34Z,JUMP-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01195,2026-09-02T02:33:10Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01946,2026-09-02T02:35:01Z,APP-03,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02182,2026-09-02T02:36:11Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02702,2026-09-02T02:40:00Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02611,2026-09-02T02:45:05Z,PATCH-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02548,2026-09-02T02:51:40Z,FILE-02,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01120,2026-09-02T02:54:54Z,JUMP-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01852,2026-09-02T02:57:09Z,PATCH-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02671,2026-09-02T03:00:33Z,JUMP-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01319,2026-09-02T03:00:54Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02121,2026-09-02T03:01:14Z,APP-03,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01380,2026-09-02T03:03:36Z,FILE-02,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02039,2026-09-02T03:06:43Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01579,2026-09-02T03:10:24Z,HR-WS-22,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02004,2026-09-02T03:14:57Z,FILE-02,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01005,2026-09-02T03:16:26Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01462,2026-09-02T03:25:17Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01665,2026-09-02T03:33:01Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02739,2026-09-02T03:33:40Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01972,2026-09-02T03:34:01Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02426,2026-09-02T03:35:08Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01636,2026-09-02T03:36:48Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01502,2026-09-02T03:41:14Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01313,2026-09-02T03:41:46Z,MGMT-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02104,2026-09-02T03:42:29Z,MGMT-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01296,2026-09-02T03:46:34Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02129,2026-09-02T03:54:24Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01927,2026-09-02T03:55:34Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01036,2026-09-02T03:55:39Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02309,2026-09-02T03:55:49Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02419,2026-09-02T03:56:45Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02550,2026-09-02T04:15:39Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01205,2026-09-02T04:29:11Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02385,2026-09-02T04:30:16Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02576,2026-09-02T04:32:45Z,FILE-02,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02237,2026-09-02T04:38:53Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01254,2026-09-02T04:47:24Z,PATCH-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01133,2026-09-02T04:58:34Z,PATCH-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02305,2026-09-02T05:01:19Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01821,2026-09-02T05:03:25Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01843,2026-09-02T05:07:54Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01228,2026-09-02T05:11:40Z,APP-03,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01049,2026-09-02T05:12:23Z,APP-03,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02455,2026-09-02T05:13:35Z,APP-03,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02729,2026-09-02T05:15:52Z,APP-03,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02443,2026-09-02T05:22:16Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02332,2026-09-02T05:42:10Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02159,2026-09-02T05:45:47Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02654,2026-09-02T05:52:08Z,HR-WS-22,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01457,2026-09-02T05:56:43Z,JUMP-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01099,2026-09-02T06:00:03Z,APP-03,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01355,2026-09-02T06:01:17Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02170,2026-09-02T06:06:55Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02195,2026-09-02T06:09:15Z,FILE-02,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01310,2026-09-02T06:21:00Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02480,2026-09-02T06:24:38Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01670,2026-09-02T06:30:59Z,PATCH-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02362,2026-09-02T06:34:47Z,DC-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02365,2026-09-02T06:40:00Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01167,2026-09-02T06:55:31Z,HR-WS-22,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02134,2026-09-02T06:58:32Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01925,2026-09-02T07:07:32Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02673,2026-09-02T07:08:44Z,APP-03,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02633,2026-09-02T07:12:28Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01976,2026-09-02T07:14:21Z,HR-WS-22,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01892,2026-09-02T07:14:37Z,DC-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01904,2026-09-02T07:15:25Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01096,2026-09-02T07:24:37Z,DC-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02440,2026-09-02T07:25:54Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02342,2026-09-02T07:27:36Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02481,2026-09-02T07:32:04Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02428,2026-09-02T07:33:16Z,HR-WS-22,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02559,2026-09-02T07:36:14Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02799,2026-09-02T07:38:21Z,MGMT-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01079,2026-09-02T07:42:11Z,PATCH-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01498,2026-09-02T07:54:16Z,PATCH-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01527,2026-09-02T08:00:00Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01616,2026-09-02T08:08:39Z,MGMT-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01829,2026-09-02T08:09:14Z,HR-WS-22,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02657,2026-09-02T08:12:12Z,FILE-02,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01734,2026-09-02T08:20:21Z,APP-03,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02153,2026-09-02T08:24:27Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01949,2026-09-02T08:30:42Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02545,2026-09-02T08:32:33Z,MGMT-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01231,2026-09-02T08:41:34Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01857,2026-09-02T08:50:38Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02706,2026-09-02T08:51:05Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02483,2026-09-02T08:54:40Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02466,2026-09-02T08:56:13Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01824,2026-09-02T08:58:28Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
