event_id,_time,host,user,parent_process_name,process_name,process_id,command_line,classification,note
PROC-00342,2026-08-13T02:16:48Z,DEPLOY-01,ACME\jsmith,taskeng.exe,backup-agent.exe,9472,routine process,benign,routine process
PROC-00639,2026-08-13T02:29:18Z,FILE-02,ACME\mrivera,taskeng.exe,w3wp.exe,7947,routine process,benign,routine process
PROC-00056,2026-08-13T02:32:34Z,APP-API-02,ACME\mrivera,taskeng.exe,powershell.exe,10090,routine process,benign,routine process
PROC-01229,2026-08-13T02:35:08Z,DEPLOY-01,ACME\svc_backup,wsmprovhost.exe,w3wp.exe,11677,routine process,benign,routine process
PROC-00468,2026-08-13T02:43:45Z,DEPLOY-01,ACME\svc_deploy,explorer.exe,backup-agent.exe,4886,routine process,benign,routine process
PROC-00052,2026-08-13T02:47:19Z,DEPLOY-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,msiexec.exe,1360,routine process,benign,routine process
PROC-00303,2026-08-13T02:47:33Z,JUMP-01,ACME\mrivera,services.exe,powershell.exe,5000,routine process,benign,routine process
PROC-00696,2026-08-13T02:48:05Z,JUMP-01,ACME\mrivera,services.exe,msiexec.exe,5203,routine process,benign,routine process
PROC-00849,2026-08-13T02:51:56Z,FILE-02,ACME\jsmith,services.exe,backup-agent.exe,13009,routine process,benign,routine process
PROC-00844,2026-08-13T02:51:59Z,JUMP-01,ACME\svc_deploy,services.exe,w3wp.exe,2765,routine process,benign,routine process
PROC-00454,2026-08-13T03:06:54Z,APP-API-02,NT AUTHORITY\SYSTEM,explorer.exe,backup-agent.exe,13669,routine process,benign,routine process
PROC-00363,2026-08-13T03:12:40Z,APP-API-02,ACME\svc_deploy,wsmprovhost.exe,powershell.exe,13083,routine process,benign,routine process
PROC-00940,2026-08-13T03:16:52Z,JUMP-01,ACME\mrivera,services.exe,backup-agent.exe,12183,routine process,benign,routine process
PROC-01458,2026-08-13T03:18:05Z,JUMP-01,ACME\svc_deploy,services.exe,w3wp.exe,9534,routine process,benign,routine process
PROC-00714,2026-08-13T03:20:39Z,DEPLOY-01,ACME\svc_deploy,taskeng.exe,msiexec.exe,6988,routine process,benign,routine process
PROC-00044,2026-08-13T03:23:55Z,APP-API-02,ACME\svc_backup,services.exe,powershell.exe,12355,routine process,benign,routine process
PROC-01153,2026-08-13T03:29:00Z,JUMP-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,powershell.exe,7355,routine process,benign,routine process
PROC-01107,2026-08-13T03:38:32Z,DEPLOY-01,NT AUTHORITY\SYSTEM,explorer.exe,w3wp.exe,7132,routine process,benign,routine process
PROC-00552,2026-08-13T03:39:05Z,APP-API-02,ACME\svc_deploy,taskeng.exe,msiexec.exe,5471,routine process,benign,routine process
PROC-00285,2026-08-13T03:50:28Z,JUMP-01,ACME\svc_deploy,services.exe,msiexec.exe,5455,routine process,benign,routine process
PROC-00357,2026-08-13T04:00:09Z,APP-API-03,ACME\jsmith,wsmprovhost.exe,msiexec.exe,3811,routine process,benign,routine process
PROC-00181,2026-08-13T04:11:12Z,DEPLOY-01,ACME\jsmith,wsmprovhost.exe,w3wp.exe,7319,routine process,benign,routine process
PROC-00343,2026-08-13T04:14:42Z,DEPLOY-01,ACME\svc_deploy,explorer.exe,powershell.exe,10771,routine process,benign,routine process
PROC-00939,2026-08-13T04:20:41Z,APP-API-02,ACME\svc_deploy,taskeng.exe,backup-agent.exe,7605,routine process,benign,routine process
PROC-01428,2026-08-13T04:32:51Z,JUMP-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,w3wp.exe,11658,routine process,benign,routine process
PROC-01481,2026-08-13T04:38:13Z,DEPLOY-01,ACME\svc_deploy,wsmprovhost.exe,msiexec.exe,2402,routine process,benign,routine process
PROC-00737,2026-08-13T04:43:43Z,DEPLOY-01,ACME\mrivera,taskeng.exe,msiexec.exe,10408,routine process,benign,routine process
PROC-00321,2026-08-13T04:46:00Z,FIN-WS-14,NT AUTHORITY\SYSTEM,taskeng.exe,msiexec.exe,2296,routine process,benign,routine process
PROC-00713,2026-08-13T04:54:47Z,APP-API-02,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,6018,routine process,benign,routine process
PROC-00258,2026-08-13T05:01:01Z,FILE-02,ACME\jsmith,explorer.exe,powershell.exe,3673,routine process,benign,routine process
PROC-01335,2026-08-13T05:01:29Z,FIN-WS-14,ACME\mrivera,services.exe,w3wp.exe,9317,routine process,benign,routine process
PROC-00251,2026-08-13T05:21:29Z,DEPLOY-01,ACME\mrivera,taskeng.exe,w3wp.exe,9835,routine process,benign,routine process
PROC-00279,2026-08-13T05:28:03Z,APP-API-03,NT AUTHORITY\SYSTEM,taskeng.exe,msiexec.exe,2253,routine process,benign,routine process
PROC-00379,2026-08-13T05:31:10Z,APP-API-03,ACME\jsmith,services.exe,backup-agent.exe,6608,routine process,benign,routine process
PROC-01459,2026-08-13T05:33:17Z,DEPLOY-01,ACME\jsmith,services.exe,w3wp.exe,9517,routine process,benign,routine process
PROC-00232,2026-08-13T05:58:20Z,APP-API-02,ACME\svc_backup,explorer.exe,backup-agent.exe,12733,routine process,benign,routine process
PROC-00748,2026-08-13T06:04:49Z,APP-API-02,ACME\svc_backup,taskeng.exe,backup-agent.exe,3688,routine process,benign,routine process
PROC-01420,2026-08-13T06:06:02Z,JUMP-01,ACME\svc_backup,taskeng.exe,msiexec.exe,10800,routine process,benign,routine process
PROC-00452,2026-08-13T06:09:53Z,FIN-WS-14,NT AUTHORITY\SYSTEM,services.exe,backup-agent.exe,14593,routine process,benign,routine process
PROC-01238,2026-08-13T06:22:59Z,DEPLOY-01,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,8099,routine process,benign,routine process
PROC-00615,2026-08-13T06:31:37Z,FIN-WS-14,ACME\mrivera,explorer.exe,powershell.exe,8286,routine process,benign,routine process
PROC-01051,2026-08-13T06:39:45Z,JUMP-01,ACME\svc_backup,explorer.exe,msiexec.exe,9970,routine process,benign,routine process
PROC-01029,2026-08-13T06:43:38Z,FIN-WS-14,ACME\jsmith,explorer.exe,powershell.exe,8161,routine process,benign,routine process
PROC-01057,2026-08-13T06:53:32Z,JUMP-01,ACME\svc_backup,explorer.exe,w3wp.exe,5911,routine process,benign,routine process
PROC-00040,2026-08-13T06:58:04Z,JUMP-01,NT AUTHORITY\SYSTEM,services.exe,msiexec.exe,7839,routine process,benign,routine process
PROC-00569,2026-08-13T07:01:20Z,JUMP-01,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,9829,routine process,benign,routine process
PROC-00368,2026-08-13T07:04:26Z,FIN-WS-14,ACME\svc_backup,explorer.exe,w3wp.exe,3329,routine process,benign,routine process
PROC-00701,2026-08-13T07:32:28Z,DEPLOY-01,ACME\mrivera,taskeng.exe,powershell.exe,1760,routine process,benign,routine process
PROC-01315,2026-08-13T07:37:05Z,FIN-WS-14,ACME\jsmith,taskeng.exe,w3wp.exe,13851,routine process,benign,routine process
PROC-00464,2026-08-13T07:40:33Z,JUMP-01,ACME\svc_deploy,explorer.exe,powershell.exe,1601,routine process,benign,routine process
PROC-00072,2026-08-13T07:46:25Z,APP-API-02,ACME\svc_deploy,explorer.exe,backup-agent.exe,2276,routine process,benign,routine process
PROC-00502,2026-08-13T08:14:12Z,APP-API-02,ACME\mrivera,wsmprovhost.exe,msiexec.exe,2242,routine process,benign,routine process
PROC-00882,2026-08-13T08:15:19Z,FIN-WS-14,ACME\svc_deploy,services.exe,w3wp.exe,8195,routine process,benign,routine process
PROC-01431,2026-08-13T08:17:51Z,APP-API-02,ACME\mrivera,taskeng.exe,msiexec.exe,4207,routine process,benign,routine process
PROC-00762,2026-08-13T08:25:14Z,FILE-02,ACME\svc_backup,services.exe,backup-agent.exe,13360,routine process,benign,routine process
PROC-00702,2026-08-13T08:25:56Z,APP-API-03,ACME\svc_deploy,services.exe,backup-agent.exe,14974,routine process,benign,routine process
PROC-00376,2026-08-13T08:26:01Z,JUMP-01,ACME\svc_backup,services.exe,backup-agent.exe,8312,routine process,benign,routine process
PROC-01042,2026-08-13T08:26:06Z,DEPLOY-01,NT AUTHORITY\SYSTEM,explorer.exe,msiexec.exe,6622,routine process,benign,routine process
PROC-00332,2026-08-13T08:40:40Z,JUMP-01,ACME\svc_backup,services.exe,powershell.exe,7679,routine process,benign,routine process
PROC-00463,2026-08-13T08:44:02Z,APP-API-03,ACME\svc_backup,services.exe,backup-agent.exe,4569,routine process,benign,routine process
PROC-00866,2026-08-13T08:45:00Z,DEPLOY-01,ACME\jsmith,explorer.exe,msiexec.exe,6129,routine process,benign,routine process
PROC-00651,2026-08-13T08:45:46Z,APP-API-02,ACME\svc_deploy,explorer.exe,msiexec.exe,2939,routine process,benign,routine process
PROC-00128,2026-08-13T08:54:02Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,w3wp.exe,4192,routine process,benign,routine process
PROC-00412,2026-08-13T08:55:15Z,APP-API-02,ACME\svc_deploy,taskeng.exe,msiexec.exe,8879,routine process,benign,routine process
PROC-00859,2026-08-13T08:55:54Z,DEPLOY-01,ACME\jsmith,services.exe,powershell.exe,13600,routine process,benign,routine process
PROC-00060,2026-08-13T08:57:37Z,APP-API-02,ACME\mrivera,taskeng.exe,w3wp.exe,4299,routine process,benign,routine process
PROC-00931,2026-08-13T09:06:54Z,FILE-02,ACME\svc_backup,services.exe,msiexec.exe,8906,routine process,benign,routine process
PROC-01093,2026-08-13T09:14:59Z,FIN-WS-14,ACME\mrivera,wsmprovhost.exe,w3wp.exe,7248,routine process,benign,routine process
PROC-00373,2026-08-13T09:27:20Z,APP-API-03,ACME\svc_deploy,explorer.exe,w3wp.exe,8441,routine process,benign,routine process
PROC-00802,2026-08-13T09:29:58Z,FILE-02,ACME\svc_backup,wsmprovhost.exe,backup-agent.exe,12985,routine process,benign,routine process
PROC-00117,2026-08-13T09:40:31Z,JUMP-01,ACME\svc_backup,explorer.exe,w3wp.exe,4771,routine process,benign,routine process
PROC-01108,2026-08-13T09:50:56Z,FILE-02,ACME\svc_deploy,explorer.exe,w3wp.exe,12920,routine process,benign,routine process
PROC-00154,2026-08-13T10:01:43Z,APP-API-03,ACME\jsmith,wsmprovhost.exe,powershell.exe,8672,routine process,benign,routine process
PROC-00153,2026-08-13T10:02:46Z,FILE-02,ACME\svc_deploy,explorer.exe,powershell.exe,5713,routine process,benign,routine process
PROC-00050,2026-08-13T10:13:48Z,FILE-02,ACME\jsmith,explorer.exe,powershell.exe,13603,routine process,benign,routine process
PROC-01142,2026-08-13T10:14:11Z,APP-API-02,ACME\svc_deploy,taskeng.exe,msiexec.exe,2036,routine process,benign,routine process
PROC-00659,2026-08-13T10:19:45Z,APP-API-03,ACME\mrivera,services.exe,msiexec.exe,9286,routine process,benign,routine process
PROC-00271,2026-08-13T10:20:48Z,APP-API-03,ACME\svc_backup,services.exe,w3wp.exe,11716,routine process,benign,routine process
PROC-00809,2026-08-13T10:21:43Z,JUMP-01,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,4631,routine process,benign,routine process
PROC-00088,2026-08-13T10:37:52Z,DEPLOY-01,ACME\jsmith,explorer.exe,msiexec.exe,3333,routine process,benign,routine process
PROC-01081,2026-08-13T10:42:35Z,JUMP-01,ACME\svc_deploy,explorer.exe,powershell.exe,6347,routine process,benign,routine process
PROC-00425,2026-08-13T10:44:30Z,JUMP-01,ACME\mrivera,explorer.exe,backup-agent.exe,6572,routine process,benign,routine process
PROC-01078,2026-08-13T10:47:49Z,APP-API-02,ACME\jsmith,wsmprovhost.exe,backup-agent.exe,14617,routine process,benign,routine process
PROC-01120,2026-08-13T10:48:26Z,JUMP-01,ACME\svc_backup,wsmprovhost.exe,powershell.exe,5357,routine process,benign,routine process
PROC-00055,2026-08-13T11:00:57Z,DEPLOY-01,ACME\svc_backup,services.exe,w3wp.exe,8825,routine process,benign,routine process
PROC-00378,2026-08-13T11:01:40Z,APP-API-02,ACME\jsmith,explorer.exe,msiexec.exe,7818,routine process,benign,routine process
PROC-01283,2026-08-13T11:04:51Z,DEPLOY-01,NT AUTHORITY\SYSTEM,taskeng.exe,msiexec.exe,5791,routine process,benign,routine process
PROC-01287,2026-08-13T11:12:10Z,APP-API-03,ACME\svc_backup,explorer.exe,powershell.exe,4953,routine process,benign,routine process
PROC-01340,2026-08-13T11:16:54Z,FIN-WS-14,ACME\mrivera,services.exe,powershell.exe,7463,routine process,benign,routine process
PROC-01416,2026-08-13T11:42:15Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,powershell.exe,2408,routine process,benign,routine process
PROC-00829,2026-08-13T11:47:14Z,APP-API-03,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,3943,routine process,benign,routine process
PROC-00074,2026-08-13T11:53:23Z,FILE-02,ACME\svc_backup,taskeng.exe,msiexec.exe,8471,routine process,benign,routine process
PROC-00600,2026-08-13T11:55:10Z,DEPLOY-01,ACME\svc_deploy,wsmprovhost.exe,backup-agent.exe,11281,routine process,benign,routine process
PROC-00401,2026-08-13T11:57:38Z,FILE-02,ACME\svc_deploy,explorer.exe,backup-agent.exe,9173,routine process,benign,routine process
PROC-00852,2026-08-13T12:02:38Z,FILE-02,NT AUTHORITY\SYSTEM,explorer.exe,powershell.exe,6241,routine process,benign,routine process
PROC-01487,2026-08-13T12:07:08Z,DEPLOY-01,ACME\mrivera,taskeng.exe,msiexec.exe,5522,routine process,benign,routine process
PROC-00099,2026-08-13T12:17:02Z,FILE-02,ACME\svc_backup,wsmprovhost.exe,backup-agent.exe,3720,routine process,benign,routine process
PROC-00664,2026-08-13T12:21:00Z,DEPLOY-01,ACME\svc_deploy,explorer.exe,backup-agent.exe,9215,routine process,benign,routine process
PROC-01170,2026-08-13T12:26:29Z,APP-API-03,ACME\jsmith,services.exe,backup-agent.exe,10253,routine process,benign,routine process
PROC-01333,2026-08-13T12:29:40Z,FILE-02,ACME\mrivera,services.exe,w3wp.exe,11239,routine process,benign,routine process
PROC-00652,2026-08-13T12:32:51Z,FIN-WS-14,ACME\jsmith,services.exe,msiexec.exe,7618,routine process,benign,routine process
PROC-01463,2026-08-13T12:41:22Z,DEPLOY-01,ACME\svc_backup,taskeng.exe,w3wp.exe,6864,routine process,benign,routine process
PROC-00102,2026-08-13T12:49:00Z,FIN-WS-14,ACME\jsmith,services.exe,msiexec.exe,2430,routine process,benign,routine process
PROC-01440,2026-08-13T12:49:39Z,APP-API-02,ACME\jsmith,explorer.exe,powershell.exe,3909,routine process,benign,routine process
PROC-01044,2026-08-13T13:17:51Z,FIN-WS-14,ACME\svc_deploy,explorer.exe,w3wp.exe,14387,routine process,benign,routine process
PROC-01073,2026-08-13T13:17:54Z,FILE-02,ACME\svc_deploy,taskeng.exe,backup-agent.exe,6422,routine process,benign,routine process
PROC-01103,2026-08-13T13:19:24Z,APP-API-02,ACME\jsmith,taskeng.exe,powershell.exe,5586,routine process,benign,routine process
PROC-01184,2026-08-13T13:23:34Z,JUMP-01,ACME\svc_deploy,taskeng.exe,backup-agent.exe,4946,routine process,benign,routine process
PROC-00575,2026-08-13T13:49:10Z,DEPLOY-01,ACME\svc_backup,services.exe,msiexec.exe,2663,routine process,benign,routine process
PROC-01195,2026-08-13T14:07:57Z,JUMP-01,NT AUTHORITY\SYSTEM,services.exe,backup-agent.exe,10336,routine process,benign,routine process
PROC-00397,2026-08-13T14:18:26Z,FILE-02,ACME\svc_backup,explorer.exe,backup-agent.exe,13655,routine process,benign,routine process
PROC-01223,2026-08-13T14:22:07Z,APP-API-02,ACME\svc_deploy,explorer.exe,powershell.exe,13675,routine process,benign,routine process
PROC-00798,2026-08-13T14:24:50Z,JUMP-01,ACME\svc_deploy,explorer.exe,msiexec.exe,12021,routine process,benign,routine process
PROC-01028,2026-08-13T14:25:40Z,FILE-02,ACME\svc_backup,explorer.exe,msiexec.exe,7806,routine process,benign,routine process
PROC-00691,2026-08-13T14:35:10Z,DEPLOY-01,ACME\svc_backup,services.exe,backup-agent.exe,5696,routine process,benign,routine process
PROC-01201,2026-08-13T14:43:10Z,DEPLOY-01,ACME\mrivera,services.exe,msiexec.exe,5328,routine process,benign,routine process
PROC-00319,2026-08-13T14:45:10Z,FILE-02,ACME\jsmith,services.exe,w3wp.exe,7977,routine process,benign,routine process
PROC-00524,2026-08-13T14:45:43Z,FIN-WS-14,ACME\svc_backup,taskeng.exe,backup-agent.exe,3602,routine process,benign,routine process
PROC-00779,2026-08-13T14:59:36Z,DEPLOY-01,ACME\svc_backup,explorer.exe,w3wp.exe,10689,routine process,benign,routine process
PROC-01474,2026-08-13T15:01:19Z,APP-API-02,ACME\svc_backup,taskeng.exe,w3wp.exe,8806,routine process,benign,routine process
PROC-00148,2026-08-13T15:29:11Z,FILE-02,ACME\jsmith,taskeng.exe,msiexec.exe,9415,routine process,benign,routine process
PROC-01363,2026-08-13T15:31:00Z,DEPLOY-01,ACME\svc_backup,wsmprovhost.exe,w3wp.exe,1948,routine process,benign,routine process
PROC-01424,2026-08-13T15:32:18Z,FILE-02,ACME\mrivera,taskeng.exe,backup-agent.exe,5242,routine process,benign,routine process
PROC-00005,2026-08-13T15:36:30Z,DEPLOY-01,ACME\mrivera,taskeng.exe,powershell.exe,8414,routine process,benign,routine process
PROC-01379,2026-08-13T15:41:13Z,APP-API-03,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,14565,routine process,benign,routine process
PROC-00761,2026-08-13T15:46:35Z,JUMP-01,ACME\svc_backup,taskeng.exe,w3wp.exe,2670,routine process,benign,routine process
PROC-01293,2026-08-13T15:53:02Z,DEPLOY-01,ACME\svc_backup,taskeng.exe,powershell.exe,11302,routine process,benign,routine process
PROC-00699,2026-08-13T16:10:02Z,DEPLOY-01,ACME\svc_backup,wsmprovhost.exe,backup-agent.exe,2850,routine process,benign,routine process
PROC-01013,2026-08-13T16:13:31Z,FIN-WS-14,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,7226,routine process,benign,routine process
PROC-00399,2026-08-13T16:21:34Z,APP-API-02,ACME\svc_backup,services.exe,msiexec.exe,14063,routine process,benign,routine process
PROC-00257,2026-08-13T16:28:55Z,DEPLOY-01,ACME\svc_deploy,taskeng.exe,backup-agent.exe,14972,routine process,benign,routine process
PROC-00019,2026-08-13T16:32:39Z,DEPLOY-01,NT AUTHORITY\SYSTEM,taskeng.exe,msiexec.exe,4542,routine process,benign,routine process
PROC-00565,2026-08-13T16:44:11Z,APP-API-02,ACME\svc_backup,explorer.exe,w3wp.exe,2944,routine process,benign,routine process
PROC-00766,2026-08-13T16:45:56Z,FILE-02,ACME\jsmith,taskeng.exe,msiexec.exe,7007,routine process,benign,routine process
PROC-00538,2026-08-13T16:50:38Z,FIN-WS-14,ACME\jsmith,explorer.exe,backup-agent.exe,1680,routine process,benign,routine process
PROC-00046,2026-08-13T16:51:09Z,DEPLOY-01,ACME\jsmith,services.exe,msiexec.exe,9340,routine process,benign,routine process
PROC-01047,2026-08-13T16:58:32Z,FILE-02,ACME\jsmith,explorer.exe,powershell.exe,14753,routine process,benign,routine process
PROC-01371,2026-08-13T17:00:17Z,APP-API-02,ACME\svc_backup,wsmprovhost.exe,w3wp.exe,4877,routine process,benign,routine process
PROC-00188,2026-08-13T17:07:46Z,APP-API-03,ACME\jsmith,wsmprovhost.exe,msiexec.exe,10571,routine process,benign,routine process
PROC-01055,2026-08-13T17:12:26Z,FILE-02,ACME\mrivera,taskeng.exe,w3wp.exe,4951,routine process,benign,routine process
PROC-00419,2026-08-13T17:23:13Z,FIN-WS-14,ACME\mrivera,explorer.exe,msiexec.exe,2514,routine process,benign,routine process
PROC-01309,2026-08-13T17:24:09Z,DEPLOY-01,ACME\svc_backup,taskeng.exe,w3wp.exe,9337,routine process,benign,routine process
PROC-00474,2026-08-13T17:32:19Z,JUMP-01,ACME\svc_backup,taskeng.exe,backup-agent.exe,1171,routine process,benign,routine process
PROC-01040,2026-08-13T17:33:28Z,FIN-WS-14,ACME\jsmith,services.exe,msiexec.exe,9844,routine process,benign,routine process
PROC-00208,2026-08-13T17:39:59Z,APP-API-03,ACME\svc_backup,services.exe,msiexec.exe,9930,routine process,benign,routine process
PROC-01401,2026-08-13T17:49:38Z,FILE-02,ACME\svc_deploy,explorer.exe,w3wp.exe,5499,routine process,benign,routine process
PROC-00749,2026-08-13T17:51:26Z,APP-API-03,ACME\svc_backup,wsmprovhost.exe,powershell.exe,2036,routine process,benign,routine process
PROC-00168,2026-08-13T17:51:27Z,JUMP-01,ACME\svc_backup,explorer.exe,w3wp.exe,3967,routine process,benign,routine process
PROC-00826,2026-08-13T17:54:50Z,JUMP-01,ACME\jsmith,taskeng.exe,powershell.exe,3820,routine process,benign,routine process
PROC-01372,2026-08-13T17:56:38Z,APP-API-02,ACME\mrivera,wsmprovhost.exe,w3wp.exe,4218,routine process,benign,routine process
PROC-00919,2026-08-13T18:04:06Z,FIN-WS-14,ACME\jsmith,wsmprovhost.exe,msiexec.exe,5285,routine process,benign,routine process
PROC-00621,2026-08-13T18:10:00Z,FIN-WS-14,ACME\svc_deploy,wsmprovhost.exe,w3wp.exe,4953,routine process,benign,routine process
PROC-01026,2026-08-13T18:15:41Z,FIN-WS-14,NT AUTHORITY\SYSTEM,wsmprovhost.exe,backup-agent.exe,2676,routine process,benign,routine process
PROC-00383,2026-08-13T18:24:50Z,FILE-02,ACME\mrivera,taskeng.exe,backup-agent.exe,1492,routine process,benign,routine process
PROC-00763,2026-08-13T18:25:16Z,FILE-02,ACME\svc_backup,services.exe,backup-agent.exe,9545,routine process,benign,routine process
PROC-00536,2026-08-13T18:31:51Z,APP-API-02,ACME\jsmith,taskeng.exe,msiexec.exe,13361,routine process,benign,routine process
PROC-01316,2026-08-13T18:33:52Z,JUMP-01,ACME\svc_deploy,wsmprovhost.exe,msiexec.exe,11814,routine process,benign,routine process
PROC-00449,2026-08-13T18:35:14Z,FILE-02,ACME\svc_backup,taskeng.exe,msiexec.exe,6206,routine process,benign,routine process
PROC-01046,2026-08-13T18:35:56Z,APP-API-02,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,3214,routine process,benign,routine process
PROC-01049,2026-08-13T18:37:39Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,msiexec.exe,7851,routine process,benign,routine process
PROC-00246,2026-08-13T18:41:32Z,FIN-WS-14,ACME\svc_deploy,wsmprovhost.exe,powershell.exe,3456,routine process,benign,routine process
PROC-00850,2026-08-13T18:44:58Z,FIN-WS-14,ACME\svc_deploy,explorer.exe,w3wp.exe,7409,routine process,benign,routine process
PROC-01414,2026-08-13T18:45:11Z,FILE-02,ACME\mrivera,explorer.exe,backup-agent.exe,13284,routine process,benign,routine process
PROC-00287,2026-08-13T18:46:06Z,APP-API-02,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,14734,routine process,benign,routine process
PROC-01079,2026-08-13T18:50:04Z,APP-API-03,ACME\jsmith,explorer.exe,msiexec.exe,8288,routine process,benign,routine process
PROC-01475,2026-08-13T18:57:54Z,JUMP-01,ACME\mrivera,services.exe,powershell.exe,6262,routine process,benign,routine process
PROC-01343,2026-08-13T19:08:34Z,APP-API-03,ACME\svc_deploy,wsmprovhost.exe,powershell.exe,1928,routine process,benign,routine process
PROC-00002,2026-08-13T19:15:57Z,FIN-WS-14,NT AUTHORITY\SYSTEM,taskeng.exe,w3wp.exe,7383,routine process,benign,routine process
PROC-01076,2026-08-13T19:21:30Z,APP-API-02,ACME\mrivera,taskeng.exe,backup-agent.exe,4616,routine process,benign,routine process
PROC-00669,2026-08-13T19:22:09Z,FIN-WS-14,ACME\svc_deploy,services.exe,w3wp.exe,13028,routine process,benign,routine process
PROC-00184,2026-08-13T19:27:32Z,DEPLOY-01,ACME\mrivera,explorer.exe,msiexec.exe,13129,routine process,benign,routine process
PROC-00448,2026-08-13T19:29:39Z,FILE-02,NT AUTHORITY\SYSTEM,explorer.exe,w3wp.exe,7093,routine process,benign,routine process
PROC-00834,2026-08-13T19:33:20Z,DEPLOY-01,ACME\svc_deploy,taskeng.exe,msiexec.exe,8862,routine process,benign,routine process
PROC-01032,2026-08-13T19:35:46Z,APP-API-02,ACME\jsmith,taskeng.exe,w3wp.exe,10758,routine process,benign,routine process
PROC-00405,2026-08-13T19:36:26Z,APP-API-02,ACME\svc_deploy,wsmprovhost.exe,powershell.exe,1539,routine process,benign,routine process
PROC-00054,2026-08-13T19:37:39Z,DEPLOY-01,ACME\svc_backup,explorer.exe,powershell.exe,13081,routine process,benign,routine process
PROC-00380,2026-08-13T19:42:41Z,JUMP-01,ACME\jsmith,taskeng.exe,powershell.exe,9834,routine process,benign,routine process
PROC-01210,2026-08-13T19:44:45Z,DEPLOY-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,backup-agent.exe,3293,routine process,benign,routine process
PROC-00895,2026-08-13T19:55:47Z,FIN-WS-14,ACME\jsmith,services.exe,msiexec.exe,12746,routine process,benign,routine process
PROC-01045,2026-08-13T20:12:16Z,APP-API-02,ACME\svc_backup,explorer.exe,w3wp.exe,2543,routine process,benign,routine process
PROC-00191,2026-08-13T20:37:03Z,DEPLOY-01,ACME\svc_deploy,wsmprovhost.exe,backup-agent.exe,9197,routine process,benign,routine process
PROC-00920,2026-08-13T20:44:16Z,FILE-02,ACME\svc_backup,services.exe,msiexec.exe,14383,routine process,benign,routine process
PROC-00556,2026-08-13T20:48:51Z,DEPLOY-01,ACME\svc_deploy,taskeng.exe,w3wp.exe,10220,routine process,benign,routine process
PROC-00684,2026-08-13T20:49:27Z,DEPLOY-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,msiexec.exe,8041,routine process,benign,routine process
PROC-01062,2026-08-13T20:49:30Z,APP-API-02,ACME\mrivera,explorer.exe,w3wp.exe,11911,routine process,benign,routine process
PROC-00732,2026-08-13T20:57:47Z,APP-API-02,ACME\mrivera,taskeng.exe,powershell.exe,9053,routine process,benign,routine process
PROC-00130,2026-08-13T21:07:23Z,FIN-WS-14,ACME\svc_deploy,services.exe,backup-agent.exe,11416,routine process,benign,routine process
PROC-00254,2026-08-13T21:21:47Z,FILE-02,ACME\svc_deploy,services.exe,w3wp.exe,9183,routine process,benign,routine process
PROC-01189,2026-08-13T21:31:23Z,APP-API-03,ACME\svc_deploy,taskeng.exe,powershell.exe,10814,routine process,benign,routine process
PROC-01039,2026-08-13T21:39:25Z,DEPLOY-01,ACME\jsmith,taskeng.exe,backup-agent.exe,8850,routine process,benign,routine process
PROC-00193,2026-08-13T21:48:08Z,FIN-WS-14,ACME\mrivera,explorer.exe,powershell.exe,4678,routine process,benign,routine process
PROC-00894,2026-08-13T22:05:01Z,JUMP-01,ACME\svc_backup,services.exe,backup-agent.exe,2253,routine process,benign,routine process
PROC-01196,2026-08-13T22:07:57Z,FILE-02,NT AUTHORITY\SYSTEM,wsmprovhost.exe,w3wp.exe,14911,routine process,benign,routine process
PROC-00819,2026-08-13T22:08:56Z,JUMP-01,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,2059,routine process,benign,routine process
PROC-00365,2026-08-13T22:09:04Z,FIN-WS-14,ACME\svc_deploy,taskeng.exe,backup-agent.exe,1909,routine process,benign,routine process
PROC-01023,2026-08-13T22:12:36Z,FIN-WS-14,ACME\mrivera,wsmprovhost.exe,w3wp.exe,14194,routine process,benign,routine process
PROC-00090,2026-08-13T22:14:37Z,FIN-WS-14,ACME\mrivera,explorer.exe,msiexec.exe,1373,routine process,benign,routine process
PROC-00685,2026-08-13T22:18:24Z,FILE-02,ACME\svc_deploy,services.exe,powershell.exe,13880,routine process,benign,routine process
PROC-01383,2026-08-13T22:21:03Z,FIN-WS-14,ACME\svc_deploy,wsmprovhost.exe,msiexec.exe,9607,routine process,benign,routine process
