event_id,_time,src_host,dest_host,user,protocol,result,source_ip,classification,note
AUTH-00794,2026-08-12T23:54:44Z,FILE-02,FIN-WS-14,ACME\jsmith,Kerberos,failure,10.50.46.51,benign,routine authentication
AUTH-01168,2026-08-12T23:56:56Z,APP-API-03,JUMP-01,NT AUTHORITY\SYSTEM,WinRM,success,10.50.1.70,benign,routine authentication
AUTH-00726,2026-08-13T00:07:37Z,JUMP-01,APP-API-02,ACME\jsmith,Kerberos,success,10.50.24.76,benign,routine authentication
AUTH-00577,2026-08-13T00:35:02Z,FILE-02,JUMP-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.33.144,benign,routine authentication
AUTH-00396,2026-08-13T00:36:27Z,JUMP-01,FIN-WS-14,ACME\jsmith,NTLM,success,10.50.15.179,benign,routine authentication
AUTH-01293,2026-08-13T00:37:52Z,FIN-WS-14,JUMP-01,ACME\jsmith,NTLM,success,10.50.48.185,benign,routine authentication
AUTH-00057,2026-08-13T00:42:57Z,DEPLOY-01,DEPLOY-01,ACME\mrivera,Kerberos,success,10.50.7.49,benign,routine authentication
AUTH-00402,2026-08-13T00:43:46Z,JUMP-01,DEPLOY-01,ACME\mrivera,WinRM,success,10.50.34.227,benign,routine authentication
AUTH-01347,2026-08-13T00:51:45Z,FILE-02,APP-API-02,NT AUTHORITY\SYSTEM,NTLM,success,10.50.32.20,benign,routine authentication
AUTH-00468,2026-08-13T00:51:46Z,DEPLOY-01,APP-API-02,ACME\svc_backup,RDP,success,10.50.38.213,benign,routine authentication
AUTH-00894,2026-08-13T00:54:10Z,APP-API-03,JUMP-01,ACME\svc_deploy,RDP,success,10.50.7.117,benign,routine authentication
AUTH-00299,2026-08-13T01:03:35Z,FIN-WS-14,FIN-WS-14,ACME\svc_backup,WinRM,success,10.50.43.210,benign,routine authentication
AUTH-00880,2026-08-13T01:05:40Z,FIN-WS-14,APP-API-03,ACME\jsmith,RDP,success,10.50.30.45,benign,routine authentication
AUTH-01031,2026-08-13T01:16:48Z,FILE-02,DEPLOY-01,ACME\svc_deploy,WinRM,success,10.50.16.13,benign,routine authentication
AUTH-01029,2026-08-13T01:31:34Z,APP-API-02,APP-API-02,ACME\mrivera,NTLM,success,10.50.34.193,benign,routine authentication
AUTH-01227,2026-08-13T01:37:00Z,FIN-WS-14,APP-API-03,ACME\svc_backup,Kerberos,failure,10.50.18.121,benign,routine authentication
AUTH-01290,2026-08-13T01:37:27Z,DEPLOY-01,JUMP-01,ACME\jsmith,NTLM,success,10.50.22.49,benign,routine authentication
AUTH-01427,2026-08-13T01:42:52Z,APP-API-03,FIN-WS-14,ACME\mrivera,Kerberos,failure,10.50.3.11,benign,routine authentication
AUTH-00502,2026-08-13T02:32:47Z,APP-API-03,FILE-02,ACME\svc_backup,Kerberos,success,10.50.45.58,benign,routine authentication
AUTH-01221,2026-08-13T02:33:44Z,FIN-WS-14,APP-API-03,NT AUTHORITY\SYSTEM,NTLM,failure,10.50.3.25,benign,routine authentication
AUTH-01220,2026-08-13T02:34:19Z,DEPLOY-01,APP-API-03,ACME\svc_backup,RDP,failure,10.50.17.182,benign,routine authentication
AUTH-00570,2026-08-13T02:37:30Z,DEPLOY-01,APP-API-03,NT AUTHORITY\SYSTEM,WinRM,success,10.50.18.144,benign,routine authentication
AUTH-00783,2026-08-13T02:38:11Z,APP-API-03,APP-API-02,ACME\mrivera,Kerberos,success,10.50.17.168,benign,routine authentication
AUTH-00328,2026-08-13T02:44:48Z,DEPLOY-01,DEPLOY-01,ACME\mrivera,Kerberos,failure,10.50.29.136,benign,routine authentication
AUTH-00471,2026-08-13T02:50:44Z,JUMP-01,APP-API-03,ACME\jsmith,Kerberos,failure,10.50.35.94,benign,routine authentication
AUTH-00505,2026-08-13T02:53:07Z,APP-API-03,JUMP-01,ACME\mrivera,NTLM,success,10.50.14.15,benign,routine authentication
AUTH-00811,2026-08-13T02:54:19Z,JUMP-01,FIN-WS-14,NT AUTHORITY\SYSTEM,RDP,success,10.50.39.55,benign,routine authentication
AUTH-01478,2026-08-13T03:04:31Z,APP-API-03,FIN-WS-14,ACME\svc_deploy,NTLM,failure,10.50.50.77,benign,routine authentication
AUTH-00421,2026-08-13T03:06:35Z,DEPLOY-01,JUMP-01,ACME\jsmith,NTLM,success,10.50.28.108,benign,routine authentication
AUTH-00862,2026-08-13T03:17:45Z,FILE-02,JUMP-01,ACME\svc_deploy,NTLM,failure,10.50.21.237,benign,routine authentication
AUTH-00945,2026-08-13T03:34:42Z,JUMP-01,DEPLOY-01,ACME\svc_backup,NTLM,failure,10.50.45.72,benign,routine authentication
AUTH-00021,2026-08-13T03:37:54Z,APP-API-02,FILE-02,ACME\svc_deploy,RDP,success,10.50.47.73,benign,routine authentication
AUTH-00650,2026-08-13T03:38:32Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,10.50.17.35,benign,routine authentication
AUTH-00479,2026-08-13T03:39:58Z,APP-API-03,DEPLOY-01,ACME\jsmith,Kerberos,success,10.50.12.133,benign,routine authentication
AUTH-00118,2026-08-13T03:47:38Z,JUMP-01,DEPLOY-01,ACME\jsmith,WinRM,success,10.50.36.112,benign,routine authentication
AUTH-01404,2026-08-13T03:49:04Z,APP-API-03,JUMP-01,NT AUTHORITY\SYSTEM,NTLM,success,10.50.21.237,benign,routine authentication
AUTH-01099,2026-08-13T04:17:58Z,APP-API-02,APP-API-03,ACME\svc_deploy,WinRM,success,10.50.36.186,benign,routine authentication
AUTH-00625,2026-08-13T04:19:09Z,DEPLOY-01,APP-API-03,ACME\svc_backup,Kerberos,failure,10.50.21.181,benign,routine authentication
AUTH-01216,2026-08-13T04:27:02Z,DEPLOY-01,APP-API-03,ACME\jsmith,WinRM,success,10.50.16.128,benign,routine authentication
AUTH-01415,2026-08-13T04:32:16Z,JUMP-01,DEPLOY-01,ACME\mrivera,RDP,failure,10.50.14.52,benign,routine authentication
AUTH-00189,2026-08-13T04:47:36Z,APP-API-02,JUMP-01,ACME\svc_backup,Kerberos,failure,10.50.41.125,benign,routine authentication
AUTH-00582,2026-08-13T04:48:11Z,DEPLOY-01,FIN-WS-14,NT AUTHORITY\SYSTEM,NTLM,failure,10.50.13.133,benign,routine authentication
AUTH-00842,2026-08-13T04:59:58Z,APP-API-02,FILE-02,ACME\svc_deploy,WinRM,success,10.50.31.134,benign,routine authentication
AUTH-00483,2026-08-13T05:01:50Z,APP-API-02,DEPLOY-01,ACME\jsmith,RDP,success,10.50.40.209,benign,routine authentication
AUTH-00428,2026-08-13T05:01:57Z,DEPLOY-01,FIN-WS-14,ACME\svc_backup,Kerberos,failure,10.50.11.67,benign,routine authentication
AUTH-00993,2026-08-13T05:14:54Z,APP-API-02,APP-API-03,ACME\svc_deploy,NTLM,success,10.50.45.30,benign,routine authentication
AUTH-00239,2026-08-13T05:34:19Z,APP-API-03,DEPLOY-01,ACME\jsmith,WinRM,failure,10.50.50.186,benign,routine authentication
AUTH-01418,2026-08-13T05:34:26Z,APP-API-02,FIN-WS-14,ACME\jsmith,WinRM,success,10.50.45.171,benign,routine authentication
AUTH-00699,2026-08-13T05:46:39Z,DEPLOY-01,DEPLOY-01,NT AUTHORITY\SYSTEM,WinRM,failure,10.50.49.217,benign,routine authentication
AUTH-01252,2026-08-13T05:47:12Z,FIN-WS-14,DEPLOY-01,ACME\svc_deploy,RDP,success,10.50.27.197,benign,routine authentication
AUTH-00703,2026-08-13T06:07:38Z,FIN-WS-14,FIN-WS-14,ACME\svc_deploy,Kerberos,success,10.50.29.193,benign,routine authentication
AUTH-00096,2026-08-13T06:08:02Z,FILE-02,DEPLOY-01,NT AUTHORITY\SYSTEM,WinRM,success,10.50.3.47,benign,routine authentication
AUTH-00146,2026-08-13T06:09:49Z,FIN-WS-14,FILE-02,ACME\jsmith,WinRM,success,10.50.17.195,benign,routine authentication
AUTH-01254,2026-08-13T06:14:45Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.6.208,benign,routine authentication
AUTH-00611,2026-08-13T06:18:46Z,APP-API-02,JUMP-01,ACME\jsmith,Kerberos,failure,10.50.18.8,benign,routine authentication
AUTH-00627,2026-08-13T06:25:28Z,DEPLOY-01,APP-API-02,ACME\jsmith,NTLM,success,10.50.39.24,benign,routine authentication
AUTH-00906,2026-08-13T06:28:56Z,DEPLOY-01,JUMP-01,ACME\jsmith,RDP,success,10.50.43.9,benign,routine authentication
AUTH-00086,2026-08-13T06:30:14Z,FIN-WS-14,APP-API-02,ACME\jsmith,Kerberos,success,10.50.26.93,benign,routine authentication
AUTH-00688,2026-08-13T06:31:35Z,FIN-WS-14,DEPLOY-01,ACME\mrivera,RDP,success,10.50.47.98,benign,routine authentication
AUTH-00606,2026-08-13T06:37:05Z,DEPLOY-01,DEPLOY-01,ACME\svc_deploy,Kerberos,success,10.50.43.53,benign,routine authentication
AUTH-00254,2026-08-13T06:37:19Z,FIN-WS-14,APP-API-03,ACME\svc_deploy,RDP,failure,10.50.7.213,benign,routine authentication
AUTH-01001,2026-08-13T06:39:21Z,FILE-02,FIN-WS-14,ACME\svc_deploy,WinRM,success,10.50.9.47,benign,routine authentication
AUTH-01407,2026-08-13T06:54:35Z,APP-API-02,FILE-02,ACME\mrivera,NTLM,success,10.50.8.160,benign,routine authentication
AUTH-00095,2026-08-13T06:57:07Z,DEPLOY-01,DEPLOY-01,ACME\jsmith,RDP,success,10.50.27.148,benign,routine authentication
AUTH-00353,2026-08-13T06:58:56Z,JUMP-01,FILE-02,ACME\jsmith,WinRM,failure,10.50.4.187,benign,routine authentication
AUTH-00936,2026-08-13T07:05:40Z,APP-API-02,FILE-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.26.155,benign,routine authentication
AUTH-00234,2026-08-13T07:09:01Z,JUMP-01,APP-API-03,ACME\svc_deploy,RDP,failure,10.50.9.122,benign,routine authentication
AUTH-01238,2026-08-13T07:13:29Z,FIN-WS-14,DEPLOY-01,ACME\svc_deploy,Kerberos,success,10.50.40.11,benign,routine authentication
AUTH-00965,2026-08-13T07:14:31Z,DEPLOY-01,DEPLOY-01,ACME\svc_deploy,Kerberos,success,10.50.6.236,benign,routine authentication
AUTH-00330,2026-08-13T07:15:01Z,FIN-WS-14,FILE-02,ACME\svc_deploy,NTLM,success,10.50.45.50,benign,routine authentication
AUTH-00316,2026-08-13T07:18:48Z,DEPLOY-01,APP-API-03,ACME\jsmith,Kerberos,success,10.50.34.16,benign,routine authentication
AUTH-01412,2026-08-13T07:40:53Z,APP-API-03,JUMP-01,ACME\svc_backup,NTLM,success,10.50.3.217,benign,routine authentication
AUTH-00205,2026-08-13T07:52:24Z,APP-API-02,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,10.50.40.13,benign,routine authentication
AUTH-00638,2026-08-13T07:52:29Z,APP-API-02,FIN-WS-14,NT AUTHORITY\SYSTEM,WinRM,failure,10.50.15.92,benign,routine authentication
AUTH-00059,2026-08-13T08:05:16Z,FIN-WS-14,FILE-02,ACME\jsmith,Kerberos,failure,10.50.49.123,benign,routine authentication
AUTH-01038,2026-08-13T08:12:16Z,APP-API-03,APP-API-03,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.46.162,benign,routine authentication
AUTH-00803,2026-08-13T08:26:09Z,APP-API-03,APP-API-02,ACME\svc_backup,Kerberos,success,10.50.7.77,benign,routine authentication
AUTH-00618,2026-08-13T08:31:04Z,FILE-02,APP-API-02,ACME\jsmith,WinRM,success,10.50.36.210,benign,routine authentication
AUTH-01330,2026-08-13T08:35:11Z,FIN-WS-14,DEPLOY-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.7.172,benign,routine authentication
AUTH-00418,2026-08-13T08:50:28Z,DEPLOY-01,FILE-02,ACME\svc_backup,Kerberos,success,10.50.50.20,benign,routine authentication
AUTH-01306,2026-08-13T08:59:53Z,APP-API-02,FILE-02,ACME\jsmith,WinRM,success,10.50.28.157,benign,routine authentication
AUTH-00826,2026-08-13T09:02:51Z,JUMP-01,DEPLOY-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.1.233,benign,routine authentication
AUTH-00132,2026-08-13T09:26:21Z,APP-API-02,APP-API-03,NT AUTHORITY\SYSTEM,RDP,failure,10.50.50.63,benign,routine authentication
AUTH-00661,2026-08-13T10:10:23Z,FILE-02,FILE-02,ACME\mrivera,WinRM,failure,10.50.35.66,benign,routine authentication
AUTH-00550,2026-08-13T10:10:54Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,NTLM,failure,10.50.44.187,benign,routine authentication
AUTH-01475,2026-08-13T10:12:20Z,JUMP-01,APP-API-02,ACME\svc_deploy,NTLM,success,10.50.24.180,benign,routine authentication
AUTH-01088,2026-08-13T10:15:52Z,FILE-02,APP-API-03,ACME\svc_backup,Kerberos,failure,10.50.19.159,benign,routine authentication
AUTH-00012,2026-08-13T10:28:40Z,APP-API-03,DEPLOY-01,ACME\svc_backup,RDP,success,10.50.48.58,benign,routine authentication
AUTH-00864,2026-08-13T10:34:53Z,JUMP-01,FIN-WS-14,ACME\mrivera,WinRM,failure,10.50.47.236,benign,routine authentication
AUTH-01218,2026-08-13T10:42:47Z,JUMP-01,FILE-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.49.22,benign,routine authentication
AUTH-00587,2026-08-13T10:50:59Z,APP-API-02,APP-API-02,ACME\jsmith,RDP,success,10.50.3.66,benign,routine authentication
AUTH-00729,2026-08-13T10:55:29Z,JUMP-01,FILE-02,ACME\jsmith,NTLM,failure,10.50.30.6,benign,routine authentication
AUTH-01461,2026-08-13T11:00:38Z,APP-API-02,FIN-WS-14,ACME\svc_deploy,NTLM,success,10.50.4.185,benign,routine authentication
AUTH-00678,2026-08-13T11:05:31Z,FIN-WS-14,FIN-WS-14,NT AUTHORITY\SYSTEM,RDP,success,10.50.9.201,benign,routine authentication
AUTH-00579,2026-08-13T11:07:49Z,FIN-WS-14,JUMP-01,ACME\svc_backup,RDP,success,10.50.39.170,benign,routine authentication
AUTH-00156,2026-08-13T11:10:06Z,JUMP-01,DEPLOY-01,ACME\mrivera,Kerberos,success,10.50.6.131,benign,routine authentication
AUTH-01171,2026-08-13T11:12:45Z,DEPLOY-01,APP-API-03,ACME\svc_backup,Kerberos,failure,10.50.17.76,benign,routine authentication
AUTH-01211,2026-08-13T11:13:51Z,APP-API-02,FILE-02,ACME\mrivera,NTLM,success,10.50.29.208,benign,routine authentication
AUTH-01282,2026-08-13T11:16:07Z,JUMP-01,DEPLOY-01,ACME\svc_backup,Kerberos,success,10.50.10.145,benign,routine authentication
AUTH-00379,2026-08-13T11:28:01Z,JUMP-01,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.9.62,benign,routine authentication
AUTH-00986,2026-08-13T11:40:22Z,JUMP-01,APP-API-03,ACME\svc_deploy,NTLM,success,10.50.43.62,benign,routine authentication
AUTH-01401,2026-08-13T11:44:21Z,FILE-02,APP-API-03,ACME\svc_backup,RDP,success,10.50.47.198,benign,routine authentication
AUTH-00974,2026-08-13T11:48:18Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,WinRM,success,10.50.20.100,benign,routine authentication
AUTH-00091,2026-08-13T11:56:10Z,FIN-WS-14,JUMP-01,ACME\jsmith,RDP,success,10.50.28.184,benign,routine authentication
AUTH-01054,2026-08-13T12:01:51Z,DEPLOY-01,FIN-WS-14,ACME\jsmith,NTLM,success,10.50.34.164,benign,routine authentication
AUTH-00001,2026-08-13T12:02:02Z,FIN-WS-14,APP-API-03,ACME\mrivera,RDP,success,10.50.37.154,benign,routine authentication
AUTH-01120,2026-08-13T12:03:40Z,DEPLOY-01,FILE-02,ACME\jsmith,NTLM,success,10.50.46.41,benign,routine authentication
AUTH-01364,2026-08-13T12:07:30Z,DEPLOY-01,FILE-02,NT AUTHORITY\SYSTEM,RDP,failure,10.50.29.163,benign,routine authentication
AUTH-00117,2026-08-13T12:11:21Z,FIN-WS-14,APP-API-03,ACME\svc_backup,Kerberos,failure,10.50.42.86,benign,routine authentication
AUTH-00459,2026-08-13T12:16:10Z,DEPLOY-01,FILE-02,ACME\svc_deploy,Kerberos,failure,10.50.37.155,benign,routine authentication
AUTH-00195,2026-08-13T12:24:18Z,JUMP-01,APP-API-02,ACME\svc_backup,NTLM,failure,10.50.36.104,benign,routine authentication
AUTH-00174,2026-08-13T12:30:32Z,DEPLOY-01,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,failure,10.50.31.180,benign,routine authentication
AUTH-00185,2026-08-13T12:40:17Z,JUMP-01,APP-API-03,ACME\mrivera,Kerberos,success,10.50.50.122,benign,routine authentication
AUTH-00926,2026-08-13T12:41:17Z,FILE-02,APP-API-03,ACME\svc_backup,RDP,success,10.50.12.104,benign,routine authentication
AUTH-01296,2026-08-13T12:46:48Z,APP-API-02,APP-API-03,ACME\svc_backup,RDP,success,10.50.25.52,benign,routine authentication
AUTH-01050,2026-08-13T12:48:43Z,DEPLOY-01,DEPLOY-01,ACME\svc_deploy,RDP,success,10.50.29.3,benign,routine authentication
AUTH-00687,2026-08-13T12:50:39Z,APP-API-02,APP-API-03,ACME\svc_deploy,RDP,success,10.50.35.153,benign,routine authentication
AUTH-00389,2026-08-13T12:53:17Z,FILE-02,DEPLOY-01,ACME\jsmith,Kerberos,success,10.50.29.81,benign,routine authentication
AUTH-00923,2026-08-13T12:56:28Z,FILE-02,DEPLOY-01,ACME\mrivera,Kerberos,success,10.50.17.120,benign,routine authentication
AUTH-01169,2026-08-13T12:58:48Z,FIN-WS-14,JUMP-01,ACME\mrivera,RDP,success,10.50.36.50,benign,routine authentication
AUTH-00951,2026-08-13T12:58:52Z,APP-API-03,APP-API-02,ACME\jsmith,RDP,success,10.50.47.161,benign,routine authentication
AUTH-01267,2026-08-13T13:01:06Z,DEPLOY-01,DEPLOY-01,ACME\mrivera,WinRM,success,10.50.20.29,benign,routine authentication
AUTH-00142,2026-08-13T13:02:32Z,FIN-WS-14,DEPLOY-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.31.42,benign,routine authentication
AUTH-00354,2026-08-13T13:16:06Z,APP-API-02,APP-API-03,ACME\svc_deploy,RDP,success,10.50.11.181,benign,routine authentication
AUTH-00257,2026-08-13T13:18:42Z,FILE-02,FIN-WS-14,ACME\mrivera,Kerberos,success,10.50.20.91,benign,routine authentication
AUTH-01325,2026-08-13T13:23:09Z,JUMP-01,FIN-WS-14,ACME\svc_deploy,RDP,success,10.50.8.219,benign,routine authentication
AUTH-00888,2026-08-13T13:38:14Z,APP-API-03,FIN-WS-14,ACME\mrivera,RDP,success,10.50.45.227,benign,routine authentication
AUTH-01134,2026-08-13T14:02:06Z,APP-API-03,APP-API-03,ACME\svc_backup,Kerberos,success,10.50.34.221,benign,routine authentication
AUTH-00042,2026-08-13T14:12:37Z,FILE-02,DEPLOY-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.20.31,benign,routine authentication
AUTH-01032,2026-08-13T14:18:23Z,APP-API-03,FIN-WS-14,ACME\svc_deploy,Kerberos,failure,10.50.19.103,benign,routine authentication
AUTH-00514,2026-08-13T14:29:28Z,JUMP-01,FIN-WS-14,ACME\svc_backup,RDP,failure,10.50.28.190,benign,routine authentication
AUTH-00955,2026-08-13T14:30:02Z,APP-API-02,JUMP-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.21.22,benign,routine authentication
AUTH-00033,2026-08-13T14:36:05Z,FIN-WS-14,APP-API-03,ACME\jsmith,NTLM,success,10.50.2.70,benign,routine authentication
AUTH-01021,2026-08-13T14:37:28Z,FIN-WS-14,FIN-WS-14,ACME\svc_deploy,RDP,success,10.50.8.52,benign,routine authentication
AUTH-01069,2026-08-13T14:37:58Z,DEPLOY-01,FIN-WS-14,ACME\mrivera,RDP,success,10.50.21.97,benign,routine authentication
AUTH-00897,2026-08-13T14:42:18Z,DEPLOY-01,APP-API-02,ACME\mrivera,RDP,failure,10.50.31.209,benign,routine authentication
AUTH-00542,2026-08-13T14:53:48Z,DEPLOY-01,JUMP-01,ACME\svc_backup,WinRM,success,10.50.37.60,benign,routine authentication
AUTH-01372,2026-08-13T14:59:44Z,FIN-WS-14,JUMP-01,ACME\svc_deploy,Kerberos,success,10.50.7.11,benign,routine authentication
AUTH-00304,2026-08-13T15:29:07Z,DEPLOY-01,DEPLOY-01,ACME\jsmith,Kerberos,success,10.50.28.32,benign,routine authentication
AUTH-00111,2026-08-13T15:31:45Z,APP-API-03,APP-API-02,ACME\mrivera,Kerberos,success,10.50.41.152,benign,routine authentication
AUTH-01317,2026-08-13T15:36:56Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.14.14,benign,routine authentication
AUTH-00593,2026-08-13T15:39:46Z,APP-API-02,FIN-WS-14,ACME\svc_deploy,RDP,failure,10.50.10.120,benign,routine authentication
AUTH-00135,2026-08-13T15:51:06Z,FIN-WS-14,FIN-WS-14,ACME\jsmith,RDP,success,10.50.41.115,benign,routine authentication
AUTH-00645,2026-08-13T15:52:30Z,JUMP-01,DEPLOY-01,ACME\svc_deploy,NTLM,failure,10.50.44.189,benign,routine authentication
AUTH-00298,2026-08-13T15:54:57Z,APP-API-02,FIN-WS-14,ACME\svc_deploy,Kerberos,success,10.50.50.207,benign,routine authentication
AUTH-00990,2026-08-13T16:14:14Z,FILE-02,JUMP-01,NT AUTHORITY\SYSTEM,WinRM,success,10.50.30.193,benign,routine authentication
AUTH-00225,2026-08-13T16:16:48Z,DEPLOY-01,JUMP-01,ACME\mrivera,WinRM,success,10.50.32.5,benign,routine authentication
AUTH-00301,2026-08-13T16:19:31Z,APP-API-02,DEPLOY-01,ACME\jsmith,RDP,success,10.50.15.121,benign,routine authentication
AUTH-00778,2026-08-13T16:34:17Z,FIN-WS-14,APP-API-03,ACME\svc_backup,NTLM,failure,10.50.25.174,benign,routine authentication
AUTH-00750,2026-08-13T16:34:23Z,FIN-WS-14,JUMP-01,NT AUTHORITY\SYSTEM,NTLM,success,10.50.32.188,benign,routine authentication
AUTH-00359,2026-08-13T16:40:21Z,FIN-WS-14,FILE-02,ACME\mrivera,RDP,success,10.50.4.158,benign,routine authentication
AUTH-00481,2026-08-13T16:41:55Z,APP-API-02,APP-API-03,ACME\svc_backup,WinRM,success,10.50.14.59,benign,routine authentication
AUTH-00908,2026-08-13T16:42:34Z,APP-API-02,FILE-02,ACME\mrivera,NTLM,failure,10.50.4.128,benign,routine authentication
AUTH-01089,2026-08-13T17:06:46Z,JUMP-01,APP-API-02,ACME\mrivera,NTLM,failure,10.50.15.131,benign,routine authentication
AUTH-00561,2026-08-13T17:09:20Z,APP-API-03,APP-API-03,ACME\svc_backup,Kerberos,success,10.50.49.111,benign,routine authentication
AUTH-01271,2026-08-13T17:16:53Z,APP-API-02,APP-API-03,ACME\svc_deploy,NTLM,success,10.50.36.129,benign,routine authentication
AUTH-00314,2026-08-13T17:35:48Z,FILE-02,FILE-02,ACME\svc_backup,Kerberos,success,10.50.26.128,benign,routine authentication
AUTH-01491,2026-08-13T17:41:10Z,APP-API-03,FIN-WS-14,ACME\svc_backup,Kerberos,failure,10.50.36.103,benign,routine authentication
AUTH-00532,2026-08-13T17:43:37Z,APP-API-03,DEPLOY-01,ACME\jsmith,NTLM,success,10.50.50.137,benign,routine authentication
AUTH-01072,2026-08-13T17:51:28Z,FILE-02,DEPLOY-01,ACME\svc_backup,WinRM,success,10.50.4.105,benign,routine authentication
AUTH-00313,2026-08-13T17:58:16Z,APP-API-03,FIN-WS-14,ACME\jsmith,Kerberos,success,10.50.28.50,benign,routine authentication
AUTH-00272,2026-08-13T18:00:58Z,FILE-02,FILE-02,ACME\mrivera,WinRM,success,10.50.34.27,benign,routine authentication
AUTH-01382,2026-08-13T18:01:46Z,FIN-WS-14,APP-API-03,ACME\svc_deploy,NTLM,failure,10.50.44.42,benign,routine authentication
AUTH-01484,2026-08-13T18:02:34Z,FILE-02,JUMP-01,ACME\mrivera,Kerberos,success,10.50.47.183,benign,routine authentication
AUTH-01463,2026-08-13T18:16:03Z,JUMP-01,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.9.148,benign,routine authentication
AUTH-00305,2026-08-13T18:22:21Z,FILE-02,FIN-WS-14,ACME\jsmith,WinRM,success,10.50.3.187,benign,routine authentication
AUTH-00673,2026-08-13T18:32:01Z,FIN-WS-14,FIN-WS-14,ACME\mrivera,RDP,success,10.50.32.138,benign,routine authentication
AUTH-00564,2026-08-13T18:40:58Z,APP-API-02,APP-API-02,ACME\svc_deploy,Kerberos,success,10.50.7.123,benign,routine authentication
AUTH-01086,2026-08-13T18:42:01Z,APP-API-03,FILE-02,ACME\jsmith,NTLM,success,10.50.8.223,benign,routine authentication
AUTH-00252,2026-08-13T18:52:38Z,FIN-WS-14,DEPLOY-01,ACME\svc_backup,RDP,success,10.50.32.192,benign,routine authentication
AUTH-00931,2026-08-13T18:53:17Z,APP-API-02,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.20.204,benign,routine authentication
AUTH-01291,2026-08-13T18:58:57Z,DEPLOY-01,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,10.50.7.107,benign,routine authentication
AUTH-01357,2026-08-13T19:01:30Z,FIN-WS-14,FIN-WS-14,ACME\mrivera,Kerberos,success,10.50.11.229,benign,routine authentication
AUTH-00567,2026-08-13T19:07:49Z,APP-API-03,FILE-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.11.2,benign,routine authentication
AUTH-00290,2026-08-13T19:10:39Z,FILE-02,FIN-WS-14,NT AUTHORITY\SYSTEM,RDP,success,10.50.40.134,benign,routine authentication
AUTH-00647,2026-08-13T19:13:38Z,APP-API-03,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.29.43,benign,routine authentication
AUTH-01274,2026-08-13T19:19:35Z,APP-API-03,JUMP-01,ACME\svc_backup,WinRM,success,10.50.9.48,benign,routine authentication
AUTH-00738,2026-08-13T19:25:51Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.43.34,benign,routine authentication
AUTH-00065,2026-08-13T19:28:04Z,FILE-02,FILE-02,ACME\jsmith,NTLM,success,10.50.12.34,benign,routine authentication
AUTH-01144,2026-08-13T19:28:45Z,FIN-WS-14,FIN-WS-14,ACME\svc_backup,Kerberos,success,10.50.18.10,benign,routine authentication
AUTH-00651,2026-08-13T19:29:33Z,DEPLOY-01,FILE-02,ACME\jsmith,RDP,success,10.50.38.78,benign,routine authentication
AUTH-00222,2026-08-13T19:31:40Z,FIN-WS-14,JUMP-01,ACME\jsmith,RDP,failure,10.50.27.21,benign,routine authentication
AUTH-00939,2026-08-13T19:40:39Z,APP-API-03,JUMP-01,ACME\jsmith,WinRM,success,10.50.45.204,benign,routine authentication
AUTH-00028,2026-08-13T19:52:13Z,APP-API-03,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.46.159,benign,routine authentication
AUTH-00008,2026-08-13T20:17:34Z,FIN-WS-14,APP-API-03,ACME\svc_backup,RDP,success,10.50.46.112,benign,routine authentication
AUTH-00539,2026-08-13T20:18:38Z,FILE-02,DEPLOY-01,ACME\svc_backup,WinRM,success,10.50.37.157,benign,routine authentication
AUTH-00718,2026-08-13T20:26:56Z,DEPLOY-01,DEPLOY-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.46.73,benign,routine authentication
AUTH-00605,2026-08-13T20:28:58Z,FILE-02,APP-API-03,NT AUTHORITY\SYSTEM,RDP,success,10.50.12.45,benign,routine authentication
AUTH-00215,2026-08-13T20:31:45Z,JUMP-01,JUMP-01,ACME\svc_deploy,Kerberos,success,10.50.10.12,benign,routine authentication
