event_id,_time,actor,target_user,action,result,classification,note
ACT-00952,2026-08-19T16:44:07Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01154,2026-08-19T16:44:13Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01451,2026-08-19T17:02:02Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00463,2026-08-19T17:08:01Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00338,2026-08-19T17:09:07Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00261,2026-08-19T17:14:22Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00329,2026-08-19T17:24:21Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01622,2026-08-19T17:30:42Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00202,2026-08-19T17:37:55Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01146,2026-08-19T17:54:04Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00838,2026-08-19T18:01:25Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00594,2026-08-19T18:02:03Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01332,2026-08-19T18:13:22Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00231,2026-08-19T18:13:37Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00213,2026-08-19T18:14:20Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01579,2026-08-19T18:17:12Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01655,2026-08-19T18:17:31Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00929,2026-08-19T18:28:28Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01038,2026-08-19T18:30:24Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00177,2026-08-19T18:41:07Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00541,2026-08-19T18:54:38Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00687,2026-08-19T18:55:17Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01102,2026-08-19T18:59:13Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01793,2026-08-19T19:05:17Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01248,2026-08-19T19:05:50Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01561,2026-08-19T19:06:32Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00894,2026-08-19T19:11:15Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01277,2026-08-19T19:13:48Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00146,2026-08-19T19:13:49Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01581,2026-08-19T19:15:33Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01401,2026-08-19T19:18:34Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00914,2026-08-19T19:33:05Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00704,2026-08-19T19:46:13Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01593,2026-08-19T19:46:18Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00275,2026-08-19T19:48:03Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01077,2026-08-19T19:57:22Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00017,2026-08-19T20:04:23Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00998,2026-08-19T20:04:32Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00117,2026-08-19T20:04:57Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00520,2026-08-19T20:05:00Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00976,2026-08-19T20:06:45Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00504,2026-08-19T20:09:17Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00250,2026-08-19T20:18:08Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01308,2026-08-19T20:22:04Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00920,2026-08-19T20:35:14Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00857,2026-08-19T20:35:55Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00935,2026-08-19T20:38:14Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00777,2026-08-19T20:40:51Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01493,2026-08-19T20:42:31Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01105,2026-08-19T20:47:44Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01636,2026-08-19T20:54:00Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01081,2026-08-19T20:58:15Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00644,2026-08-19T21:17:00Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01156,2026-08-19T21:20:09Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01616,2026-08-19T21:21:47Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01447,2026-08-19T21:21:52Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01183,2026-08-19T21:22:18Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00947,2026-08-19T21:23:30Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00149,2026-08-19T21:27:29Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01725,2026-08-19T21:29:09Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00728,2026-08-19T21:34:30Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01626,2026-08-19T21:39:16Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01016,2026-08-19T21:40:33Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00997,2026-08-19T21:45:44Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00120,2026-08-19T21:49:00Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01559,2026-08-19T21:55:24Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01557,2026-08-19T22:02:40Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01678,2026-08-19T22:06:46Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00347,2026-08-19T22:13:06Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00908,2026-08-19T22:13:06Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00096,2026-08-19T22:13:12Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01543,2026-08-19T22:15:12Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01753,2026-08-19T22:28:03Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00252,2026-08-19T22:30:29Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01517,2026-08-19T22:32:44Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00989,2026-08-19T22:35:03Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01654,2026-08-19T22:44:47Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01010,2026-08-19T22:48:33Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00754,2026-08-19T22:49:42Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00450,2026-08-19T22:57:36Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01723,2026-08-19T23:01:28Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00200,2026-08-19T23:03:34Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00590,2026-08-19T23:04:25Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01279,2026-08-19T23:07:46Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00533,2026-08-19T23:08:32Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00761,2026-08-19T23:14:16Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00201,2026-08-19T23:14:51Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00008,2026-08-19T23:17:19Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00187,2026-08-19T23:23:50Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01057,2026-08-19T23:28:04Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00697,2026-08-19T23:30:49Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00078,2026-08-19T23:34:54Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01512,2026-08-19T23:39:29Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00260,2026-08-19T23:41:37Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00160,2026-08-19T23:42:59Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00934,2026-08-19T23:47:33Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00669,2026-08-19T23:54:12Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01508,2026-08-19T23:59:08Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00158,2026-08-20T00:03:49Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00310,2026-08-20T00:15:05Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01232,2026-08-20T00:18:30Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01638,2026-08-20T00:36:51Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01472,2026-08-20T00:40:55Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00472,2026-08-20T00:42:06Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00788,2026-08-20T00:55:19Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01689,2026-08-20T00:55:42Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01012,2026-08-20T01:05:41Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01624,2026-08-20T01:13:51Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01504,2026-08-20T01:19:10Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01246,2026-08-20T01:19:18Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00148,2026-08-20T01:21:01Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01384,2026-08-20T01:26:36Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01360,2026-08-20T01:32:15Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00196,2026-08-20T01:40:10Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00453,2026-08-20T01:41:58Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00851,2026-08-20T01:43:57Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01223,2026-08-20T01:51:57Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01719,2026-08-20T01:59:33Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00422,2026-08-20T02:00:57Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01222,2026-08-20T02:01:19Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01699,2026-08-20T02:04:30Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00043,2026-08-20T02:09:37Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01171,2026-08-20T02:19:25Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01681,2026-08-20T02:19:28Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01532,2026-08-20T02:20:59Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01282,2026-08-20T02:28:39Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01143,2026-08-20T02:31:55Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00309,2026-08-20T02:33:15Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00587,2026-08-20T02:38:44Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01052,2026-08-20T02:38:44Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00057,2026-08-20T02:39:32Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00255,2026-08-20T02:42:27Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00007,2026-08-20T02:44:24Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00031,2026-08-20T02:45:22Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00064,2026-08-20T02:53:10Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00391,2026-08-20T03:04:34Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00858,2026-08-20T03:10:49Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01545,2026-08-20T03:11:52Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01311,2026-08-20T03:15:16Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00112,2026-08-20T03:18:59Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00044,2026-08-20T03:34:12Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01346,2026-08-20T03:39:30Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00975,2026-08-20T03:50:35Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01110,2026-08-20T03:51:08Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00165,2026-08-20T03:55:20Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01356,2026-08-20T03:58:49Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00743,2026-08-20T04:02:20Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00536,2026-08-20T04:02:26Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01640,2026-08-20T04:04:08Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01235,2026-08-20T04:04:17Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00020,2026-08-20T04:06:07Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00895,2026-08-20T04:06:52Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01262,2026-08-20T04:06:55Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01104,2026-08-20T04:13:22Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00176,2026-08-20T04:21:10Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00591,2026-08-20T04:21:13Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01048,2026-08-20T04:24:31Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01515,2026-08-20T04:27:32Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01786,2026-08-20T04:36:26Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01348,2026-08-20T04:44:46Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00482,2026-08-20T04:49:35Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00333,2026-08-20T04:52:29Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01112,2026-08-20T04:54:29Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00206,2026-08-20T04:55:10Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01520,2026-08-20T05:00:26Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00680,2026-08-20T05:04:37Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00558,2026-08-20T05:06:26Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01220,2026-08-20T05:10:24Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00212,2026-08-20T05:13:38Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01550,2026-08-20T05:18:07Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01264,2026-08-20T05:18:54Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00295,2026-08-20T05:20:00Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00331,2026-08-20T05:26:32Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01244,2026-08-20T05:29:14Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00455,2026-08-20T05:30:29Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00156,2026-08-20T05:31:12Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00208,2026-08-20T05:33:02Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00742,2026-08-20T05:36:10Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01584,2026-08-20T05:47:19Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00599,2026-08-20T05:47:51Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00361,2026-08-20T05:56:57Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01381,2026-08-20T06:01:52Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01049,2026-08-20T06:03:00Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00982,2026-08-20T06:09:53Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01732,2026-08-20T06:14:19Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01029,2026-08-20T06:20:24Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00658,2026-08-20T06:20:38Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00770,2026-08-20T06:35:21Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01004,2026-08-20T06:38:31Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01412,2026-08-20T06:45:35Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00405,2026-08-20T06:46:00Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00758,2026-08-20T06:50:06Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00136,2026-08-20T06:53:18Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01690,2026-08-20T06:59:23Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01617,2026-08-20T07:00:50Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00510,2026-08-20T07:08:02Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01290,2026-08-20T07:08:38Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01475,2026-08-20T07:16:52Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00223,2026-08-20T07:21:29Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00822,2026-08-20T07:26:10Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01560,2026-08-20T07:28:37Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00798,2026-08-20T07:34:11Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01208,2026-08-20T07:39:24Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00597,2026-08-20T07:40:34Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01779,2026-08-20T07:43:15Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00080,2026-08-20T07:44:19Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01303,2026-08-20T07:48:45Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01382,2026-08-20T07:54:11Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01131,2026-08-20T07:58:09Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-01363,2026-08-20T08:01:39Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00824,2026-08-20T08:03:16Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00153,2026-08-20T08:07:04Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00776,2026-08-20T08:15:06Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-01488,2026-08-20T08:16:43Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01660,2026-08-20T08:23:09Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00665,2026-08-20T08:25:40Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01748,2026-08-20T08:26:10Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-00554,2026-08-20T08:26:51Z,ACME\helpdesk1,ACME\svc_backup,ticket_review,success,benign,routine identity administration
ACT-00711,2026-08-20T08:33:36Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-01089,2026-08-20T08:35:30Z,ACME\helpdesk1,ACME\jsmith,ticket_review,success,benign,routine identity administration
ACT-01184,2026-08-20T08:39:18Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01541,2026-08-20T08:53:54Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-00973,2026-08-20T08:56:44Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
ACT-00199,2026-08-20T09:01:51Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00604,2026-08-20T09:04:12Z,ACME\helpdesk1,NT AUTHORITY\SYSTEM,ticket_review,success,benign,routine identity administration
ACT-00050,2026-08-20T09:16:46Z,ACME\helpdesk1,ACME\mrivera,ticket_review,success,benign,routine identity administration
ACT-01087,2026-08-20T09:23:56Z,ACME\helpdesk1,ACME\svc_print,ticket_review,success,benign,routine identity administration
