detection_id,_time,severity,title,host,user,expected_decision,note
ATD-007-01371,2026-08-19T13:33:50Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00474,2026-08-19T13:46:33Z,low,Background Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-007-00721,2026-08-19T13:48:25Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-00996,2026-08-19T13:56:27Z,low,Background Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-007-01706,2026-08-19T13:58:43Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00217,2026-08-19T13:59:20Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00164,2026-08-19T14:04:27Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-00387,2026-08-19T14:06:16Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00654,2026-08-19T14:11:33Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-00119,2026-08-19T14:15:47Z,low,Background Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-007-00493,2026-08-19T14:16:37Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00535,2026-08-19T14:19:04Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00538,2026-08-19T14:23:18Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-01528,2026-08-19T14:26:37Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00228,2026-08-19T14:27:00Z,low,Background Review,FILE-02,ACME\svc_print,context,background detection
ATD-007-00109,2026-08-19T14:27:18Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00307,2026-08-19T14:41:57Z,low,Background Review,FILE-02,ACME\mrivera,context,background detection
ATD-007-01636,2026-08-19T14:43:44Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01299,2026-08-19T14:47:22Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01107,2026-08-19T14:47:59Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-01110,2026-08-19T14:49:03Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-00577,2026-08-19T14:49:32Z,low,Background Review,BACKUP-01,ACME\svc_print,context,background detection
ATD-007-00142,2026-08-19T14:53:27Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-01303,2026-08-19T15:00:09Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00099,2026-08-19T15:00:12Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-00756,2026-08-19T15:03:06Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00169,2026-08-19T15:05:37Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-01709,2026-08-19T15:13:39Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-00010,2026-08-19T15:20:59Z,low,Background Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-007-01510,2026-08-19T15:21:42Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-01683,2026-08-19T15:24:03Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01057,2026-08-19T15:34:43Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-01023,2026-08-19T15:37:58Z,low,Background Review,APP-API-02,ACME\jsmith,context,background detection
ATD-007-00852,2026-08-19T15:40:44Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00549,2026-08-19T15:41:26Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00572,2026-08-19T15:42:13Z,low,Background Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-007-00050,2026-08-19T15:44:12Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-01622,2026-08-19T15:57:11Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-00329,2026-08-19T15:59:05Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00401,2026-08-19T16:05:28Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00548,2026-08-19T16:07:47Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-01488,2026-08-19T16:09:14Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-00143,2026-08-19T16:24:53Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00959,2026-08-19T16:26:26Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01290,2026-08-19T16:31:33Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-01649,2026-08-19T16:36:50Z,low,Background Review,FILE-02,ACME\jsmith,context,background detection
ATD-007-00726,2026-08-19T16:39:10Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00278,2026-08-19T16:46:37Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01449,2026-08-19T16:52:21Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00071,2026-08-19T17:06:31Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-00899,2026-08-19T17:06:39Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00918,2026-08-19T17:16:07Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00406,2026-08-19T17:17:52Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00864,2026-08-19T17:22:37Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00072,2026-08-19T17:23:10Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-01777,2026-08-19T17:38:13Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-01331,2026-08-19T17:39:01Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-00924,2026-08-19T17:43:07Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-00280,2026-08-19T17:59:03Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00015,2026-08-19T18:03:46Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01409,2026-08-19T18:09:37Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01467,2026-08-19T18:11:25Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00579,2026-08-19T18:26:20Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-00268,2026-08-19T18:28:14Z,low,Background Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-007-01542,2026-08-19T18:31:01Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01607,2026-08-19T18:31:08Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01152,2026-08-19T18:32:54Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-01719,2026-08-19T18:39:34Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00216,2026-08-19T18:41:44Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-00770,2026-08-19T18:43:32Z,low,Background Review,DC-01,ACME\jsmith,context,background detection
ATD-007-00927,2026-08-19T18:51:27Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00647,2026-08-19T18:52:32Z,low,Background Review,FILE-02,ACME\mrivera,context,background detection
ATD-007-00476,2026-08-19T18:56:29Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-00386,2026-08-19T19:03:57Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-01289,2026-08-19T19:04:00Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-01800,2026-08-19T19:06:38Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-01445,2026-08-19T19:06:39Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-01527,2026-08-19T19:08:55Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01623,2026-08-19T19:18:18Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01733,2026-08-19T19:18:58Z,low,Background Review,BACKUP-01,ACME\svc_print,context,background detection
ATD-007-00813,2026-08-19T19:23:46Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-01028,2026-08-19T19:24:26Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00559,2026-08-19T19:25:10Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01439,2026-08-19T19:30:20Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-01573,2026-08-19T19:37:39Z,low,Background Review,APP-API-02,ACME\jsmith,context,background detection
ATD-007-01406,2026-08-19T19:42:35Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00646,2026-08-19T19:43:02Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-01054,2026-08-19T19:43:32Z,low,Background Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-007-00290,2026-08-19T19:44:54Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-01533,2026-08-19T19:49:49Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-00028,2026-08-19T19:50:19Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-01716,2026-08-19T19:52:40Z,low,Background Review,DC-01,ACME\jsmith,context,background detection
ATD-007-01217,2026-08-19T19:55:20Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00934,2026-08-19T19:57:07Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01265,2026-08-19T19:59:47Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01039,2026-08-19T20:03:10Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-01093,2026-08-19T20:04:08Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-00526,2026-08-19T20:08:40Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-00186,2026-08-19T20:11:33Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00999,2026-08-19T20:15:09Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01692,2026-08-19T20:16:51Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00458,2026-08-19T20:19:15Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00699,2026-08-19T20:25:26Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01189,2026-08-19T20:27:38Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01302,2026-08-19T20:33:38Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-00145,2026-08-19T20:35:11Z,low,Background Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-007-01402,2026-08-19T20:37:39Z,low,Background Review,FILE-02,ACME\svc_print,context,background detection
ATD-007-00351,2026-08-19T20:39:39Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00410,2026-08-19T20:41:13Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00841,2026-08-19T20:41:51Z,low,Background Review,DC-01,ACME\jsmith,context,background detection
ATD-007-01154,2026-08-19T20:43:48Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00576,2026-08-19T20:45:05Z,low,Background Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-007-01506,2026-08-19T20:46:53Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-01391,2026-08-19T20:49:17Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-00134,2026-08-19T20:56:01Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01343,2026-08-19T21:03:45Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-01787,2026-08-19T21:30:34Z,low,Background Review,FILE-02,ACME\jsmith,context,background detection
ATD-007-01149,2026-08-19T21:33:26Z,low,Background Review,BACKUP-01,ACME\svc_print,context,background detection
ATD-007-00462,2026-08-19T21:33:55Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-01781,2026-08-19T21:38:38Z,low,Background Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-007-00084,2026-08-19T21:42:26Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00421,2026-08-19T21:48:57Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-00156,2026-08-19T21:57:58Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00130,2026-08-19T22:06:52Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00226,2026-08-19T22:07:06Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-01732,2026-08-19T22:07:13Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-01775,2026-08-19T22:12:18Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01667,2026-08-19T22:18:44Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01723,2026-08-19T22:21:59Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01187,2026-08-19T22:25:40Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-00976,2026-08-19T22:51:04Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00605,2026-08-19T22:56:59Z,low,Background Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-007-00450,2026-08-19T23:03:51Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00372,2026-08-19T23:05:25Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-01474,2026-08-19T23:11:02Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-00224,2026-08-19T23:15:42Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01697,2026-08-19T23:20:44Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01175,2026-08-19T23:21:06Z,low,Background Review,FILE-02,ACME\svc_print,context,background detection
ATD-007-00432,2026-08-19T23:22:54Z,low,Background Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-007-01604,2026-08-19T23:25:01Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-01421,2026-08-19T23:26:59Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01389,2026-08-19T23:38:55Z,low,Background Review,FILE-02,ACME\jsmith,context,background detection
ATD-007-01395,2026-08-19T23:51:10Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00920,2026-08-19T23:54:07Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-01235,2026-08-20T00:03:48Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01211,2026-08-20T00:06:34Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00593,2026-08-20T00:07:51Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-01521,2026-08-20T00:17:31Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01016,2026-08-20T00:19:40Z,low,Background Review,APP-API-02,ACME\jsmith,context,background detection
ATD-007-00868,2026-08-20T00:21:09Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00993,2026-08-20T00:22:15Z,low,Background Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-007-00443,2026-08-20T00:23:21Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00863,2026-08-20T00:24:35Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00447,2026-08-20T00:30:58Z,low,Background Review,BACKUP-01,ACME\svc_print,context,background detection
ATD-007-00541,2026-08-20T00:31:24Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00807,2026-08-20T00:31:45Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01198,2026-08-20T00:32:49Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-01126,2026-08-20T00:37:09Z,low,Background Review,APP-API-02,ACME\jsmith,context,background detection
ATD-007-00515,2026-08-20T00:39:42Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-00104,2026-08-20T00:41:23Z,low,Background Review,FILE-02,ACME\mrivera,context,background detection
ATD-007-00663,2026-08-20T00:42:46Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-00717,2026-08-20T00:54:42Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00737,2026-08-20T00:55:53Z,low,Background Review,DC-01,ACME\jsmith,context,background detection
ATD-007-00687,2026-08-20T01:00:56Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-01681,2026-08-20T01:02:52Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00337,2026-08-20T01:03:09Z,low,Background Review,DC-01,ACME\jsmith,context,background detection
ATD-007-00792,2026-08-20T01:11:19Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01791,2026-08-20T01:14:40Z,low,Background Review,FILE-02,ACME\mrivera,context,background detection
ATD-007-01718,2026-08-20T01:15:16Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-01276,2026-08-20T01:18:11Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00847,2026-08-20T01:20:22Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-01536,2026-08-20T01:21:22Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01762,2026-08-20T01:25:45Z,low,Background Review,APP-API-02,ACME\jsmith,context,background detection
ATD-007-01044,2026-08-20T01:30:08Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-00740,2026-08-20T01:33:44Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-00497,2026-08-20T01:34:34Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-01292,2026-08-20T01:41:16Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00137,2026-08-20T01:45:35Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01644,2026-08-20T01:46:34Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-01400,2026-08-20T01:53:34Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01288,2026-08-20T01:54:53Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00231,2026-08-20T02:05:46Z,low,Background Review,FILE-02,ACME\mrivera,context,background detection
ATD-007-00331,2026-08-20T02:11:35Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-00967,2026-08-20T02:12:43Z,low,Background Review,FILE-02,ACME\jsmith,context,background detection
ATD-007-00619,2026-08-20T02:22:09Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01261,2026-08-20T02:28:37Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00672,2026-08-20T02:29:13Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-01502,2026-08-20T02:29:54Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-00903,2026-08-20T02:39:24Z,low,Background Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-007-00507,2026-08-20T02:43:09Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01491,2026-08-20T02:45:51Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00785,2026-08-20T02:47:05Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-01702,2026-08-20T02:48:09Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00980,2026-08-20T02:51:57Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-00564,2026-08-20T02:52:19Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01401,2026-08-20T03:02:24Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01260,2026-08-20T03:03:47Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-01064,2026-08-20T03:04:53Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01544,2026-08-20T03:09:22Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00783,2026-08-20T03:11:01Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00902,2026-08-20T03:12:07Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-01001,2026-08-20T03:19:59Z,low,Background Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-007-01138,2026-08-20T03:21:55Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00128,2026-08-20T03:34:41Z,low,Background Review,FILE-02,ACME\jsmith,context,background detection
ATD-007-01754,2026-08-20T03:36:45Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00461,2026-08-20T03:38:44Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01166,2026-08-20T03:40:36Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-01410,2026-08-20T03:44:15Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-00455,2026-08-20T03:46:47Z,low,Background Review,APP-API-02,ACME\jsmith,context,background detection
ATD-007-01469,2026-08-20T03:54:20Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00749,2026-08-20T03:55:00Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-00527,2026-08-20T04:05:18Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00857,2026-08-20T04:06:38Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01532,2026-08-20T04:06:44Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01282,2026-08-20T04:07:10Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-00688,2026-08-20T04:11:53Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00479,2026-08-20T04:19:33Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00891,2026-08-20T04:24:28Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-00073,2026-08-20T04:29:48Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00984,2026-08-20T04:32:57Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-01736,2026-08-20T04:40:15Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01337,2026-08-20T04:40:37Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01612,2026-08-20T04:43:51Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00887,2026-08-20T04:45:35Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-00070,2026-08-20T04:46:24Z,low,Background Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-007-01458,2026-08-20T04:48:49Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01540,2026-08-20T04:50:54Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01344,2026-08-20T04:53:03Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00964,2026-08-20T04:57:48Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-00194,2026-08-20T04:58:29Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00326,2026-08-20T05:01:27Z,low,Background Review,FILE-02,ACME\mrivera,context,background detection
ATD-007-01108,2026-08-20T05:03:31Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01731,2026-08-20T05:16:30Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-01116,2026-08-20T05:17:11Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00276,2026-08-20T05:28:23Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-01418,2026-08-20T05:29:42Z,low,Background Review,DC-01,ACME\jsmith,context,background detection
ATD-007-00890,2026-08-20T05:31:06Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-01772,2026-08-20T05:33:07Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-01142,2026-08-20T05:35:27Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01135,2026-08-20T05:37:17Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-00397,2026-08-20T05:38:25Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01009,2026-08-20T05:39:50Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01494,2026-08-20T05:47:44Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00878,2026-08-20T05:52:24Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-01326,2026-08-20T05:58:47Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-00419,2026-08-20T06:03:08Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-01355,2026-08-20T06:05:29Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00809,2026-08-20T06:07:07Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01567,2026-08-20T06:10:17Z,low,Background Review,BACKUP-01,ACME\svc_print,context,background detection
ATD-007-01379,2026-08-20T06:11:45Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-01668,2026-08-20T06:19:33Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00649,2026-08-20T06:22:17Z,low,Background Review,DC-01,ACME\jsmith,context,background detection
ATD-007-00316,2026-08-20T06:29:43Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00875,2026-08-20T06:34:51Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01011,2026-08-20T06:51:50Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
