event_id,_time,host,user,parent_process_name,process_name,command_line,classification,note
PROC-01274,2026-08-19T16:33:51Z,JUMP-01,ACME\svc_print,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00853,2026-08-19T16:42:05Z,FILE-02,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,routine process,benign,routine process
PROC-00567,2026-08-19T16:45:08Z,BACKUP-01,ACME\jsmith,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00267,2026-08-19T16:49:22Z,FIN-WS-14,ACME\svc_print,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-00271,2026-08-19T16:51:51Z,FILE-02,ACME\svc_backup,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-01410,2026-08-19T16:52:50Z,JUMP-01,ACME\svc_print,services.exe,robocopy.exe,routine process,benign,routine process
PROC-01474,2026-08-19T17:04:26Z,BACKUP-01,ACME\mrivera,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-01727,2026-08-19T17:06:13Z,FILE-02,ACME\svc_backup,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00293,2026-08-19T17:15:09Z,BACKUP-01,ACME\jsmith,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00245,2026-08-19T17:17:47Z,APP-API-02,ACME\mrivera,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00328,2026-08-19T17:20:45Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-00875,2026-08-19T17:23:25Z,APP-API-02,ACME\jsmith,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00265,2026-08-19T17:25:02Z,PRINT-01,ACME\jsmith,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-01112,2026-08-19T17:28:45Z,FILE-02,ACME\svc_backup,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00705,2026-08-19T17:41:01Z,PRINT-01,ACME\jsmith,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-00334,2026-08-19T17:41:42Z,JUMP-01,NT AUTHORITY\SYSTEM,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-00355,2026-08-19T17:44:09Z,APP-API-02,NT AUTHORITY\SYSTEM,services.exe,cmd.exe,routine process,benign,routine process
PROC-01360,2026-08-19T17:45:58Z,DC-01,ACME\mrivera,services.exe,powershell.exe,routine process,benign,routine process
PROC-00955,2026-08-19T17:59:29Z,APP-API-02,ACME\mrivera,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00859,2026-08-19T18:03:09Z,APP-API-02,ACME\jsmith,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-00777,2026-08-19T18:05:05Z,PRINT-01,ACME\svc_print,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00317,2026-08-19T18:06:50Z,BACKUP-01,ACME\svc_print,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00525,2026-08-19T18:12:18Z,JUMP-01,ACME\svc_backup,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00639,2026-08-19T18:14:27Z,JUMP-01,ACME\svc_print,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-01722,2026-08-19T18:23:00Z,DC-01,ACME\mrivera,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-01606,2026-08-19T18:24:46Z,JUMP-01,ACME\mrivera,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01694,2026-08-19T18:24:51Z,FIN-WS-14,ACME\jsmith,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-01076,2026-08-19T18:25:37Z,BACKUP-01,ACME\mrivera,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-01066,2026-08-19T18:27:17Z,PRINT-01,NT AUTHORITY\SYSTEM,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-00981,2026-08-19T18:30:50Z,FILE-02,ACME\svc_backup,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-01581,2026-08-19T18:34:01Z,JUMP-01,ACME\svc_print,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00324,2026-08-19T18:34:54Z,DC-01,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00046,2026-08-19T18:37:51Z,BACKUP-01,ACME\svc_backup,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-00140,2026-08-19T18:38:54Z,PRINT-01,ACME\svc_print,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-01563,2026-08-19T18:43:55Z,FIN-WS-14,ACME\svc_backup,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-01761,2026-08-19T18:54:19Z,APP-API-02,ACME\svc_backup,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00672,2026-08-19T19:04:31Z,DC-01,ACME\jsmith,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00314,2026-08-19T19:07:11Z,BACKUP-01,ACME\mrivera,services.exe,powershell.exe,routine process,benign,routine process
PROC-01063,2026-08-19T19:07:32Z,DC-01,ACME\mrivera,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-01579,2026-08-19T19:08:43Z,FILE-02,ACME\jsmith,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-00098,2026-08-19T19:11:56Z,DC-01,ACME\mrivera,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-00776,2026-08-19T19:14:20Z,DC-01,ACME\mrivera,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-01649,2026-08-19T19:23:24Z,JUMP-01,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,routine process,benign,routine process
PROC-00482,2026-08-19T19:26:16Z,BACKUP-01,ACME\svc_print,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00286,2026-08-19T19:27:44Z,PRINT-01,ACME\svc_backup,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01176,2026-08-19T19:30:42Z,DC-01,ACME\mrivera,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00041,2026-08-19T19:48:29Z,FIN-WS-14,ACME\jsmith,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-01350,2026-08-19T19:51:25Z,DC-01,ACME\mrivera,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00647,2026-08-19T19:56:20Z,JUMP-01,ACME\jsmith,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00401,2026-08-19T19:58:38Z,JUMP-01,ACME\svc_print,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-00731,2026-08-19T20:01:08Z,FILE-02,ACME\svc_print,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00139,2026-08-19T20:02:16Z,APP-API-02,ACME\mrivera,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-01178,2026-08-19T20:02:39Z,FILE-02,ACME\mrivera,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-01022,2026-08-19T20:10:57Z,BACKUP-01,ACME\mrivera,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-01431,2026-08-19T20:15:00Z,BACKUP-01,ACME\svc_backup,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-00977,2026-08-19T20:18:51Z,BACKUP-01,ACME\mrivera,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00708,2026-08-19T20:20:27Z,PRINT-01,ACME\svc_print,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00927,2026-08-19T20:22:26Z,FIN-WS-14,ACME\svc_print,services.exe,robocopy.exe,routine process,benign,routine process
PROC-01653,2026-08-19T20:24:43Z,JUMP-01,ACME\svc_backup,services.exe,cmd.exe,routine process,benign,routine process
PROC-00527,2026-08-19T20:25:44Z,PRINT-01,ACME\svc_backup,services.exe,powershell.exe,routine process,benign,routine process
PROC-01591,2026-08-19T20:26:14Z,DC-01,NT AUTHORITY\SYSTEM,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-01603,2026-08-19T20:44:22Z,FILE-02,NT AUTHORITY\SYSTEM,services.exe,cmd.exe,routine process,benign,routine process
PROC-00320,2026-08-19T20:44:59Z,FILE-02,ACME\mrivera,services.exe,powershell.exe,routine process,benign,routine process
PROC-00419,2026-08-19T20:56:58Z,FIN-WS-14,NT AUTHORITY\SYSTEM,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00480,2026-08-19T20:57:56Z,DC-01,ACME\svc_print,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00794,2026-08-19T21:06:46Z,APP-API-02,ACME\mrivera,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-00105,2026-08-19T21:08:16Z,BACKUP-01,ACME\mrivera,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-01760,2026-08-19T21:21:59Z,BACKUP-01,ACME\svc_print,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-00536,2026-08-19T21:28:20Z,FILE-02,ACME\svc_backup,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00400,2026-08-19T21:30:05Z,PRINT-01,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-01283,2026-08-19T21:30:36Z,DC-01,NT AUTHORITY\SYSTEM,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-01530,2026-08-19T21:30:46Z,FIN-WS-14,ACME\mrivera,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-01677,2026-08-19T21:32:43Z,PRINT-01,ACME\svc_backup,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00429,2026-08-19T21:38:04Z,PRINT-01,ACME\svc_backup,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-01013,2026-08-19T21:45:38Z,APP-API-02,ACME\jsmith,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-01543,2026-08-19T21:47:02Z,FILE-02,NT AUTHORITY\SYSTEM,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00570,2026-08-19T21:48:06Z,APP-API-02,ACME\jsmith,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00745,2026-08-19T21:48:13Z,FIN-WS-14,ACME\mrivera,services.exe,robocopy.exe,routine process,benign,routine process
PROC-01408,2026-08-19T21:52:03Z,BACKUP-01,ACME\svc_print,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01186,2026-08-19T21:53:46Z,FILE-02,ACME\mrivera,services.exe,cmd.exe,routine process,benign,routine process
PROC-00264,2026-08-19T21:54:09Z,FIN-WS-14,ACME\svc_print,services.exe,robocopy.exe,routine process,benign,routine process
PROC-01520,2026-08-19T21:56:26Z,FILE-02,ACME\mrivera,services.exe,cmd.exe,routine process,benign,routine process
PROC-01599,2026-08-19T22:00:18Z,DC-01,ACME\jsmith,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-01037,2026-08-19T22:09:10Z,PRINT-01,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01205,2026-08-19T22:15:51Z,APP-API-02,ACME\jsmith,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00446,2026-08-19T22:18:19Z,JUMP-01,ACME\svc_backup,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00101,2026-08-19T22:23:44Z,DC-01,ACME\svc_print,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-01118,2026-08-19T22:24:13Z,PRINT-01,ACME\mrivera,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00512,2026-08-19T22:24:14Z,PRINT-01,ACME\jsmith,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00795,2026-08-19T22:30:31Z,FIN-WS-14,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-01462,2026-08-19T22:35:03Z,APP-API-02,ACME\mrivera,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-01370,2026-08-19T22:39:32Z,PRINT-01,NT AUTHORITY\SYSTEM,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00281,2026-08-19T22:53:09Z,FILE-02,ACME\mrivera,services.exe,cmd.exe,routine process,benign,routine process
PROC-00881,2026-08-19T22:57:10Z,APP-API-02,ACME\svc_backup,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-00640,2026-08-19T22:57:51Z,DC-01,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00870,2026-08-19T23:00:08Z,DC-01,ACME\jsmith,services.exe,powershell.exe,routine process,benign,routine process
PROC-01232,2026-08-19T23:02:57Z,BACKUP-01,ACME\mrivera,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-01719,2026-08-19T23:03:27Z,FILE-02,ACME\svc_print,services.exe,powershell.exe,routine process,benign,routine process
PROC-01072,2026-08-19T23:04:38Z,JUMP-01,ACME\mrivera,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00686,2026-08-19T23:05:48Z,DC-01,ACME\mrivera,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01343,2026-08-19T23:06:40Z,APP-API-02,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01424,2026-08-19T23:14:05Z,APP-API-02,ACME\jsmith,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-00049,2026-08-19T23:14:19Z,BACKUP-01,ACME\mrivera,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-01058,2026-08-19T23:15:16Z,DC-01,ACME\jsmith,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00723,2026-08-19T23:16:52Z,FIN-WS-14,NT AUTHORITY\SYSTEM,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-01156,2026-08-19T23:19:11Z,APP-API-02,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-01739,2026-08-19T23:23:29Z,DC-01,ACME\svc_backup,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01401,2026-08-19T23:30:45Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-01586,2026-08-19T23:34:12Z,FILE-02,NT AUTHORITY\SYSTEM,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-00075,2026-08-19T23:41:32Z,APP-API-02,ACME\jsmith,services.exe,powershell.exe,routine process,benign,routine process
PROC-00142,2026-08-19T23:46:01Z,PRINT-01,ACME\mrivera,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-00806,2026-08-19T23:51:18Z,JUMP-01,NT AUTHORITY\SYSTEM,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00683,2026-08-19T23:55:16Z,FIN-WS-14,ACME\svc_print,services.exe,cmd.exe,routine process,benign,routine process
PROC-00780,2026-08-20T00:00:26Z,APP-API-02,NT AUTHORITY\SYSTEM,services.exe,cmd.exe,routine process,benign,routine process
PROC-00346,2026-08-20T00:01:13Z,BACKUP-01,ACME\jsmith,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-00466,2026-08-20T00:06:32Z,PRINT-01,ACME\svc_backup,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00283,2026-08-20T00:13:40Z,PRINT-01,ACME\svc_print,services.exe,powershell.exe,routine process,benign,routine process
PROC-01555,2026-08-20T00:14:49Z,DC-01,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,routine process,benign,routine process
PROC-01505,2026-08-20T00:15:30Z,APP-API-02,NT AUTHORITY\SYSTEM,services.exe,powershell.exe,routine process,benign,routine process
PROC-00492,2026-08-20T00:29:19Z,FIN-WS-14,NT AUTHORITY\SYSTEM,services.exe,cmd.exe,routine process,benign,routine process
PROC-00922,2026-08-20T00:30:51Z,FIN-WS-14,ACME\svc_print,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-01751,2026-08-20T00:34:21Z,JUMP-01,ACME\jsmith,services.exe,robocopy.exe,routine process,benign,routine process
PROC-01321,2026-08-20T00:36:34Z,BACKUP-01,NT AUTHORITY\SYSTEM,services.exe,cmd.exe,routine process,benign,routine process
PROC-01498,2026-08-20T00:40:08Z,DC-01,ACME\svc_print,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00337,2026-08-20T00:48:59Z,FILE-02,ACME\svc_backup,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00535,2026-08-20T00:52:08Z,APP-API-02,ACME\mrivera,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-00841,2026-08-20T00:58:58Z,BACKUP-01,ACME\jsmith,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00497,2026-08-20T01:01:31Z,DC-01,ACME\jsmith,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00365,2026-08-20T01:09:04Z,APP-API-02,NT AUTHORITY\SYSTEM,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00577,2026-08-20T01:11:04Z,APP-API-02,ACME\svc_print,services.exe,powershell.exe,routine process,benign,routine process
PROC-00006,2026-08-20T01:15:20Z,PRINT-01,ACME\mrivera,services.exe,cmd.exe,routine process,benign,routine process
PROC-01036,2026-08-20T01:15:40Z,JUMP-01,ACME\svc_print,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-00182,2026-08-20T01:26:04Z,DC-01,ACME\jsmith,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00566,2026-08-20T01:30:10Z,FILE-02,ACME\svc_print,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-00242,2026-08-20T01:30:24Z,PRINT-01,ACME\svc_backup,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00833,2026-08-20T01:31:27Z,BACKUP-01,ACME\mrivera,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-00083,2026-08-20T01:31:46Z,JUMP-01,ACME\svc_print,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00676,2026-08-20T01:36:43Z,APP-API-02,ACME\jsmith,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-01048,2026-08-20T01:41:30Z,JUMP-01,NT AUTHORITY\SYSTEM,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-01483,2026-08-20T01:52:26Z,FIN-WS-14,ACME\svc_backup,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00759,2026-08-20T01:54:32Z,PRINT-01,ACME\mrivera,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00181,2026-08-20T01:55:42Z,BACKUP-01,ACME\svc_backup,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00985,2026-08-20T02:11:43Z,PRINT-01,ACME\svc_print,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-01391,2026-08-20T02:20:34Z,FIN-WS-14,ACME\mrivera,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00798,2026-08-20T02:36:00Z,FILE-02,ACME\jsmith,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-00398,2026-08-20T02:39:21Z,FIN-WS-14,ACME\svc_print,services.exe,cmd.exe,routine process,benign,routine process
PROC-00552,2026-08-20T02:46:04Z,JUMP-01,NT AUTHORITY\SYSTEM,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00375,2026-08-20T02:46:12Z,DC-01,ACME\svc_print,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01699,2026-08-20T02:46:41Z,DC-01,ACME\jsmith,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-00710,2026-08-20T02:50:08Z,DC-01,ACME\svc_backup,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-00340,2026-08-20T02:51:41Z,JUMP-01,ACME\svc_backup,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-01051,2026-08-20T02:53:54Z,FIN-WS-14,ACME\mrivera,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-01109,2026-08-20T02:54:45Z,PRINT-01,ACME\mrivera,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-01247,2026-08-20T03:00:53Z,APP-API-02,ACME\svc_print,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-00872,2026-08-20T03:05:23Z,APP-API-02,ACME\svc_print,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-00495,2026-08-20T03:08:48Z,PRINT-01,ACME\svc_print,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00382,2026-08-20T03:16:42Z,FILE-02,ACME\svc_backup,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00042,2026-08-20T03:19:35Z,APP-API-02,ACME\svc_print,services.exe,robocopy.exe,routine process,benign,routine process
PROC-01679,2026-08-20T03:24:18Z,BACKUP-01,NT AUTHORITY\SYSTEM,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-00783,2026-08-20T03:27:36Z,BACKUP-01,ACME\svc_print,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00786,2026-08-20T03:36:14Z,FILE-02,ACME\svc_backup,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-01705,2026-08-20T03:37:40Z,FIN-WS-14,ACME\svc_print,services.exe,robocopy.exe,routine process,benign,routine process
PROC-01461,2026-08-20T03:49:25Z,PRINT-01,ACME\svc_print,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-00510,2026-08-20T03:49:52Z,FIN-WS-14,ACME\jsmith,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00084,2026-08-20T03:52:45Z,FILE-02,ACME\svc_print,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00940,2026-08-20T03:55:05Z,APP-API-02,NT AUTHORITY\SYSTEM,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-01206,2026-08-20T04:01:40Z,JUMP-01,ACME\svc_print,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00472,2026-08-20T04:04:49Z,PRINT-01,ACME\jsmith,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-01005,2026-08-20T04:08:01Z,BACKUP-01,ACME\svc_print,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00873,2026-08-20T04:09:05Z,DC-01,ACME\svc_print,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-01319,2026-08-20T04:11:00Z,BACKUP-01,ACME\svc_print,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-00072,2026-08-20T04:20:27Z,FILE-02,ACME\svc_backup,services.exe,powershell.exe,routine process,benign,routine process
PROC-00474,2026-08-20T04:22:04Z,FIN-WS-14,ACME\svc_backup,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-01197,2026-08-20T04:30:54Z,JUMP-01,ACME\mrivera,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01296,2026-08-20T04:31:17Z,BACKUP-01,ACME\mrivera,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-00623,2026-08-20T04:36:44Z,BACKUP-01,ACME\svc_print,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-00089,2026-08-20T04:48:19Z,PRINT-01,ACME\mrivera,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01347,2026-08-20T04:51:00Z,PRINT-01,ACME\mrivera,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-01452,2026-08-20T04:54:15Z,FIN-WS-14,NT AUTHORITY\SYSTEM,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-00213,2026-08-20T04:56:23Z,BACKUP-01,NT AUTHORITY\SYSTEM,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00501,2026-08-20T05:07:26Z,BACKUP-01,NT AUTHORITY\SYSTEM,services.exe,robocopy.exe,routine process,benign,routine process
PROC-00878,2026-08-20T05:10:58Z,BACKUP-01,ACME\svc_print,services.exe,cmd.exe,routine process,benign,routine process
PROC-01621,2026-08-20T05:13:09Z,PRINT-01,ACME\svc_print,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-00654,2026-08-20T05:26:08Z,BACKUP-01,ACME\svc_backup,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00069,2026-08-20T05:27:49Z,APP-API-02,NT AUTHORITY\SYSTEM,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-00308,2026-08-20T05:29:02Z,APP-API-02,ACME\mrivera,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00212,2026-08-20T05:41:04Z,FILE-02,ACME\mrivera,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00633,2026-08-20T05:41:29Z,JUMP-01,ACME\svc_backup,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00377,2026-08-20T05:45:38Z,BACKUP-01,ACME\svc_backup,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00163,2026-08-20T05:52:35Z,FIN-WS-14,ACME\jsmith,services.exe,powershell.exe,routine process,benign,routine process
PROC-00173,2026-08-20T05:54:27Z,APP-API-02,ACME\mrivera,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-01619,2026-08-20T05:58:45Z,PRINT-01,ACME\svc_backup,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-00268,2026-08-20T06:05:43Z,PRINT-01,ACME\mrivera,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01390,2026-08-20T06:06:16Z,FIN-WS-14,ACME\svc_backup,services.exe,powershell.exe,routine process,benign,routine process
PROC-00247,2026-08-20T06:10:11Z,PRINT-01,NT AUTHORITY\SYSTEM,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-00830,2026-08-20T06:12:30Z,FIN-WS-14,ACME\svc_print,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-01759,2026-08-20T06:14:40Z,APP-API-02,ACME\svc_backup,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00558,2026-08-20T06:14:44Z,FIN-WS-14,ACME\jsmith,taskeng.exe,backup-agent.exe,routine process,benign,routine process
PROC-00901,2026-08-20T06:15:48Z,APP-API-02,NT AUTHORITY\SYSTEM,taskeng.exe,robocopy.exe,routine process,benign,routine process
PROC-01636,2026-08-20T06:21:46Z,APP-API-02,ACME\mrivera,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-00489,2026-08-20T06:33:36Z,JUMP-01,ACME\svc_backup,explorer.exe,backup-agent.exe,routine process,benign,routine process
PROC-00820,2026-08-20T06:39:22Z,FILE-02,ACME\svc_print,services.exe,cmd.exe,routine process,benign,routine process
PROC-00631,2026-08-20T06:43:41Z,FIN-WS-14,NT AUTHORITY\SYSTEM,services.exe,robocopy.exe,routine process,benign,routine process
PROC-01018,2026-08-20T06:44:54Z,PRINT-01,ACME\mrivera,explorer.exe,powershell.exe,routine process,benign,routine process
PROC-00468,2026-08-20T06:49:11Z,DC-01,ACME\svc_backup,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-00409,2026-08-20T06:56:03Z,DC-01,NT AUTHORITY\SYSTEM,services.exe,backup-agent.exe,routine process,benign,routine process
PROC-01089,2026-08-20T07:05:51Z,JUMP-01,ACME\mrivera,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-00992,2026-08-20T07:06:40Z,FIN-WS-14,ACME\mrivera,taskeng.exe,cmd.exe,routine process,benign,routine process
PROC-01181,2026-08-20T07:07:40Z,JUMP-01,NT AUTHORITY\SYSTEM,explorer.exe,robocopy.exe,routine process,benign,routine process
PROC-00202,2026-08-20T07:09:56Z,APP-API-02,ACME\mrivera,services.exe,powershell.exe,routine process,benign,routine process
PROC-00885,2026-08-20T07:12:11Z,BACKUP-01,ACME\jsmith,explorer.exe,cmd.exe,routine process,benign,routine process
PROC-01644,2026-08-20T07:24:31Z,PRINT-01,ACME\svc_print,taskeng.exe,powershell.exe,routine process,benign,routine process
PROC-00924,2026-08-20T07:26:03Z,BACKUP-01,ACME\svc_print,services.exe,robocopy.exe,routine process,benign,routine process
PROC-01204,2026-08-20T07:33:01Z,BACKUP-01,NT AUTHORITY\SYSTEM,explorer.exe,powershell.exe,routine process,benign,routine process
