id,_time,host,artifact,status,publisher,classification
TRUST-N-05785,2026-09-19T23:57:34Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-07163,2026-09-19T23:58:04Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-02502,2026-09-19T23:58:17Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-04228,2026-09-19T23:58:19Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05016,2026-09-19T23:59:45Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-09453,2026-09-20T00:00:09Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-08403,2026-09-20T00:00:47Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-02961,2026-09-20T00:00:50Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01799,2026-09-20T00:01:01Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-09280,2026-09-20T00:01:47Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-09022,2026-09-20T00:02:09Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-01138,2026-09-20T00:03:21Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-00690,2026-09-20T00:03:23Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-03517,2026-09-20T00:03:26Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-01168,2026-09-20T00:03:57Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-01644,2026-09-20T00:04:38Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02876,2026-09-20T00:04:53Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04178,2026-09-20T00:06:55Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03373,2026-09-20T00:07:31Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-03583,2026-09-20T00:07:47Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-07224,2026-09-20T00:07:47Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-09588,2026-09-20T00:08:03Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-03515,2026-09-20T00:08:21Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-05894,2026-09-20T00:09:30Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03224,2026-09-20T00:11:02Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-06878,2026-09-20T00:12:18Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-07450,2026-09-20T00:13:22Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03655,2026-09-20T00:13:30Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-00732,2026-09-20T00:14:54Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-02724,2026-09-20T00:15:01Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-01516,2026-09-20T00:15:26Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-08720,2026-09-20T00:15:42Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-06262,2026-09-20T00:16:29Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06144,2026-09-20T00:16:30Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00364,2026-09-20T00:16:45Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05145,2026-09-20T00:17:39Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06238,2026-09-20T00:18:08Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09845,2026-09-20T00:18:16Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09217,2026-09-20T00:18:38Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03962,2026-09-20T00:18:43Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-09639,2026-09-20T00:18:51Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-07972,2026-09-20T00:18:54Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-02499,2026-09-20T00:19:05Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09783,2026-09-20T00:19:33Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-02337,2026-09-20T00:19:40Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-08894,2026-09-20T00:19:55Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-05964,2026-09-20T00:20:36Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06568,2026-09-20T00:21:11Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-04573,2026-09-20T00:21:13Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-03156,2026-09-20T00:21:32Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-05362,2026-09-20T00:21:50Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-00607,2026-09-20T00:22:10Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-06319,2026-09-20T00:22:31Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04073,2026-09-20T00:22:48Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-03846,2026-09-20T00:23:39Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05492,2026-09-20T00:24:17Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-06754,2026-09-20T00:25:58Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03125,2026-09-20T00:26:17Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-02945,2026-09-20T00:26:18Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-08448,2026-09-20T00:26:34Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-07807,2026-09-20T00:27:03Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-07419,2026-09-20T00:28:25Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-00589,2026-09-20T00:29:00Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-03835,2026-09-20T00:29:03Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06355,2026-09-20T00:29:40Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-03760,2026-09-20T00:29:57Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07685,2026-09-20T00:30:02Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-09632,2026-09-20T00:30:15Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01240,2026-09-20T00:30:20Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-03238,2026-09-20T00:30:30Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-01720,2026-09-20T00:30:41Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-08915,2026-09-20T00:31:43Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-08094,2026-09-20T00:34:32Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-09260,2026-09-20T00:35:17Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-04086,2026-09-20T00:35:40Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02261,2026-09-20T00:35:48Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02392,2026-09-20T00:36:22Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01618,2026-09-20T00:37:34Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-04409,2026-09-20T00:37:47Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-04199,2026-09-20T00:37:50Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06159,2026-09-20T00:38:42Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-01113,2026-09-20T00:38:45Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-03703,2026-09-20T00:40:13Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-04534,2026-09-20T00:41:08Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-01139,2026-09-20T00:42:29Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01545,2026-09-20T00:43:25Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01919,2026-09-20T00:43:38Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-09795,2026-09-20T00:43:45Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-05246,2026-09-20T00:44:58Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-00396,2026-09-20T00:45:56Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03988,2026-09-20T00:46:22Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-09071,2026-09-20T00:46:32Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-06636,2026-09-20T00:47:09Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02103,2026-09-20T00:47:31Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09192,2026-09-20T00:48:19Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00157,2026-09-20T00:48:24Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-09576,2026-09-20T00:48:40Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-04817,2026-09-20T00:49:23Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09425,2026-09-20T00:49:40Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-05327,2026-09-20T00:49:53Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-01903,2026-09-20T00:49:58Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-05389,2026-09-20T00:50:29Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-08181,2026-09-20T00:51:10Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-06508,2026-09-20T00:51:17Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-00013,2026-09-20T00:51:40Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-01433,2026-09-20T00:51:59Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-03687,2026-09-20T00:52:20Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-02576,2026-09-20T00:53:15Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-06402,2026-09-20T00:53:17Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-01866,2026-09-20T00:54:10Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-06278,2026-09-20T00:54:55Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05708,2026-09-20T00:54:59Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09732,2026-09-20T00:55:59Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-00390,2026-09-20T00:56:01Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-09107,2026-09-20T00:56:12Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-03458,2026-09-20T00:56:19Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-00139,2026-09-20T00:58:03Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-07971,2026-09-20T00:58:35Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-02567,2026-09-20T00:59:57Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07325,2026-09-20T01:00:16Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-05387,2026-09-20T01:00:41Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-08983,2026-09-20T01:02:03Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-05113,2026-09-20T01:02:13Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-05021,2026-09-20T01:03:11Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-04349,2026-09-20T01:03:31Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-01633,2026-09-20T01:03:54Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00972,2026-09-20T01:04:13Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-08182,2026-09-20T01:04:14Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07050,2026-09-20T01:05:23Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-05823,2026-09-20T01:06:53Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06779,2026-09-20T01:07:25Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-09111,2026-09-20T01:07:37Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00768,2026-09-20T01:07:38Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03567,2026-09-20T01:08:31Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00819,2026-09-20T01:09:32Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-09870,2026-09-20T01:10:13Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-04351,2026-09-20T01:10:31Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-05466,2026-09-20T01:10:39Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-06525,2026-09-20T01:11:02Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-07619,2026-09-20T01:11:32Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07152,2026-09-20T01:11:38Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-08687,2026-09-20T01:11:42Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-07210,2026-09-20T01:13:32Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-09850,2026-09-20T01:13:35Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-03640,2026-09-20T01:13:55Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-08017,2026-09-20T01:14:01Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-01656,2026-09-20T01:14:22Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06520,2026-09-20T01:14:30Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-06544,2026-09-20T01:14:58Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06053,2026-09-20T01:15:19Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-08505,2026-09-20T01:17:54Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04977,2026-09-20T01:17:59Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-00426,2026-09-20T01:19:01Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-07141,2026-09-20T01:19:19Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04830,2026-09-20T01:19:25Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-08697,2026-09-20T01:21:25Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-02529,2026-09-20T01:21:40Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-05300,2026-09-20T01:22:41Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00757,2026-09-20T01:24:06Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-07637,2026-09-20T01:25:15Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03160,2026-09-20T01:26:58Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-09115,2026-09-20T01:26:58Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09849,2026-09-20T01:27:40Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-04074,2026-09-20T01:28:00Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-05290,2026-09-20T01:28:48Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-03507,2026-09-20T01:28:52Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-07269,2026-09-20T01:29:02Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-07139,2026-09-20T01:29:45Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-07541,2026-09-20T01:30:05Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-06454,2026-09-20T01:30:07Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-06395,2026-09-20T01:30:14Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02535,2026-09-20T01:30:19Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-04717,2026-09-20T01:30:55Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-08497,2026-09-20T01:31:45Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-01213,2026-09-20T01:32:17Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-06423,2026-09-20T01:32:30Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-06371,2026-09-20T01:34:14Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-06421,2026-09-20T01:34:42Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-04022,2026-09-20T01:36:59Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04381,2026-09-20T01:37:30Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-04696,2026-09-20T01:38:27Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-00149,2026-09-20T01:39:05Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-04504,2026-09-20T01:39:13Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-06469,2026-09-20T01:39:35Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-08558,2026-09-20T01:39:40Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-09365,2026-09-20T01:39:42Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-00002,2026-09-20T01:39:53Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02054,2026-09-20T01:40:34Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-09527,2026-09-20T01:41:09Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-03277,2026-09-20T01:42:00Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-03328,2026-09-20T01:42:19Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-02986,2026-09-20T01:43:43Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-03447,2026-09-20T01:43:53Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-08577,2026-09-20T01:44:33Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-00920,2026-09-20T01:45:41Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-00383,2026-09-20T01:45:43Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02905,2026-09-20T01:47:02Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-07822,2026-09-20T01:48:36Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-07219,2026-09-20T01:49:13Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-09009,2026-09-20T01:50:02Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-05267,2026-09-20T01:50:22Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-03480,2026-09-20T01:50:55Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-01577,2026-09-20T01:52:16Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-02617,2026-09-20T01:52:45Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-08232,2026-09-20T01:53:10Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-08613,2026-09-20T01:53:18Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05709,2026-09-20T01:53:28Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-08688,2026-09-20T01:54:42Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-08283,2026-09-20T01:56:07Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-02473,2026-09-20T01:56:27Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-09531,2026-09-20T01:56:36Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-08342,2026-09-20T01:56:49Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06300,2026-09-20T01:56:54Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-06678,2026-09-20T01:56:55Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-04323,2026-09-20T01:57:03Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-07225,2026-09-20T01:57:49Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-01446,2026-09-20T01:57:57Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-04969,2026-09-20T01:58:11Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-07578,2026-09-20T01:58:36Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-05610,2026-09-20T01:58:44Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-09183,2026-09-20T02:00:34Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06575,2026-09-20T02:00:41Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-09672,2026-09-20T02:01:43Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-06412,2026-09-20T02:03:18Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-07193,2026-09-20T02:03:24Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-07591,2026-09-20T02:04:33Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-07947,2026-09-20T02:04:38Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-07554,2026-09-20T02:04:44Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-05698,2026-09-20T02:05:40Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-03671,2026-09-20T02:05:43Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-01427,2026-09-20T02:05:51Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-03454,2026-09-20T02:05:55Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-08308,2026-09-20T02:06:34Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-06426,2026-09-20T02:07:09Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-03787,2026-09-20T02:07:19Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-01900,2026-09-20T02:08:18Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-09814,2026-09-20T02:08:38Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-02739,2026-09-20T02:08:54Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-03771,2026-09-20T02:08:59Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-08456,2026-09-20T02:09:03Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-01834,2026-09-20T02:10:26Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-04120,2026-09-20T02:11:31Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-04065,2026-09-20T02:12:14Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-09719,2026-09-20T02:12:42Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01816,2026-09-20T02:13:07Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-09073,2026-09-20T02:14:32Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00312,2026-09-20T02:14:53Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-08939,2026-09-20T02:15:25Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-05294,2026-09-20T02:15:53Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-01558,2026-09-20T02:17:22Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00532,2026-09-20T02:17:42Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-06887,2026-09-20T02:17:57Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-01586,2026-09-20T02:19:11Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-05891,2026-09-20T02:19:44Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-00726,2026-09-20T02:19:47Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-06679,2026-09-20T02:21:02Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-03723,2026-09-20T02:22:17Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-08936,2026-09-20T02:23:01Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06141,2026-09-20T02:23:28Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01090,2026-09-20T02:23:44Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00229,2026-09-20T02:24:06Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-09988,2026-09-20T02:24:38Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-08340,2026-09-20T02:25:18Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-02216,2026-09-20T02:25:36Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-01495,2026-09-20T02:25:39Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-06044,2026-09-20T02:25:54Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-04876,2026-09-20T02:27:46Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-09755,2026-09-20T02:28:21Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-04591,2026-09-20T02:29:21Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-06033,2026-09-20T02:30:14Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01641,2026-09-20T02:31:07Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-07178,2026-09-20T02:31:12Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-01484,2026-09-20T02:31:16Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-05416,2026-09-20T02:32:13Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-01499,2026-09-20T02:34:47Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-07065,2026-09-20T02:34:51Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-04703,2026-09-20T02:35:07Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
