id,_time,host,user,parent,process,command,classification
PROC-N-04385,2026-09-20T12:14:18Z,DC-01,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08514,2026-09-20T12:14:21Z,HR-WS-08,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03784,2026-09-20T12:14:30Z,DC-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00433,2026-09-20T12:14:43Z,DC-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01260,2026-09-20T12:15:42Z,HR-WS-22,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01091,2026-09-20T12:16:37Z,HR-WS-22,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09375,2026-09-20T12:17:08Z,HR-WS-08,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01789,2026-09-20T12:17:50Z,DC-01,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07040,2026-09-20T12:18:04Z,HR-WS-08,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00535,2026-09-20T12:18:09Z,HR-WS-22,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09110,2026-09-20T12:18:21Z,DC-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07313,2026-09-20T12:19:25Z,MGMT-01,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06913,2026-09-20T12:19:33Z,MGMT-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08688,2026-09-20T12:20:42Z,APP-06,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00703,2026-09-20T12:20:52Z,APP-06,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05451,2026-09-20T12:21:51Z,DC-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04820,2026-09-20T12:22:16Z,HR-WS-08,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03197,2026-09-20T12:22:37Z,HR-WS-08,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-04667,2026-09-20T12:22:47Z,ENG-WS-17,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02914,2026-09-20T12:22:51Z,ENG-WS-17,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01184,2026-09-20T12:23:10Z,APP-06,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05999,2026-09-20T12:23:17Z,APP-06,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-04501,2026-09-20T12:24:01Z,MGMT-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08154,2026-09-20T12:24:12Z,MGMT-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05425,2026-09-20T12:24:28Z,DC-01,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09859,2026-09-20T12:24:55Z,FIN-WS-09,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05603,2026-09-20T12:25:15Z,HR-WS-08,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06274,2026-09-20T12:25:18Z,HR-WS-22,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08686,2026-09-20T12:25:29Z,MGMT-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01618,2026-09-20T12:25:42Z,DC-01,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-02525,2026-09-20T12:26:43Z,APP-06,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07625,2026-09-20T12:26:45Z,MGMT-01,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09017,2026-09-20T12:26:51Z,HR-WS-22,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08621,2026-09-20T12:27:58Z,APP-06,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02188,2026-09-20T12:28:43Z,HR-WS-22,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02495,2026-09-20T12:29:58Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03541,2026-09-20T12:30:00Z,HR-WS-08,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06097,2026-09-20T12:30:35Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04938,2026-09-20T12:31:34Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01200,2026-09-20T12:31:56Z,PATCH-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06122,2026-09-20T12:32:22Z,APP-06,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06001,2026-09-20T12:33:07Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00300,2026-09-20T12:33:44Z,DC-01,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08249,2026-09-20T12:34:24Z,MGMT-01,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05023,2026-09-20T12:34:32Z,FIN-WS-09,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02033,2026-09-20T12:35:02Z,DC-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09579,2026-09-20T12:37:00Z,APP-06,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08940,2026-09-20T12:37:23Z,MGMT-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05179,2026-09-20T12:37:31Z,ENG-WS-17,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05708,2026-09-20T12:38:46Z,HR-WS-08,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00061,2026-09-20T12:38:50Z,MGMT-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06644,2026-09-20T12:39:28Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00363,2026-09-20T12:39:40Z,APP-06,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07345,2026-09-20T12:39:47Z,MGMT-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01348,2026-09-20T12:40:23Z,APP-06,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04757,2026-09-20T12:40:35Z,DC-01,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09219,2026-09-20T12:42:17Z,HR-WS-08,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05238,2026-09-20T12:42:31Z,MGMT-01,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08833,2026-09-20T12:44:23Z,DC-01,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-04320,2026-09-20T12:44:41Z,APP-06,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09430,2026-09-20T12:45:04Z,PATCH-01,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07298,2026-09-20T12:45:30Z,MGMT-01,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08304,2026-09-20T12:46:13Z,DC-01,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09701,2026-09-20T12:46:24Z,PATCH-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-03807,2026-09-20T12:46:30Z,PATCH-01,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07781,2026-09-20T12:47:04Z,APP-06,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-04807,2026-09-20T12:47:17Z,APP-06,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00572,2026-09-20T12:47:34Z,FIN-WS-09,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-02876,2026-09-20T12:48:56Z,PATCH-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00713,2026-09-20T12:49:02Z,APP-06,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06557,2026-09-20T12:49:09Z,ENG-WS-17,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04626,2026-09-20T12:49:17Z,HR-WS-08,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00481,2026-09-20T12:50:15Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08713,2026-09-20T12:51:10Z,PATCH-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00854,2026-09-20T12:52:13Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01793,2026-09-20T12:52:22Z,HR-WS-08,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05522,2026-09-20T12:53:14Z,FIN-WS-09,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02803,2026-09-20T12:54:00Z,ENG-WS-17,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08563,2026-09-20T12:54:12Z,DC-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08364,2026-09-20T12:55:02Z,HR-WS-22,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00550,2026-09-20T12:55:30Z,PATCH-01,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09035,2026-09-20T12:56:05Z,DC-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-02514,2026-09-20T12:56:35Z,HR-WS-08,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07627,2026-09-20T12:56:44Z,HR-WS-22,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09086,2026-09-20T12:57:04Z,PATCH-01,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03589,2026-09-20T12:58:17Z,DC-01,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02836,2026-09-20T12:58:25Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05369,2026-09-20T12:58:38Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02948,2026-09-20T12:58:51Z,HR-WS-22,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05131,2026-09-20T12:59:36Z,APP-06,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08409,2026-09-20T13:00:11Z,DC-01,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07626,2026-09-20T13:01:09Z,DC-01,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-03914,2026-09-20T13:01:23Z,DC-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04039,2026-09-20T13:01:40Z,PATCH-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09498,2026-09-20T13:01:59Z,ENG-WS-17,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06147,2026-09-20T13:02:07Z,APP-06,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06403,2026-09-20T13:02:11Z,HR-WS-08,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07536,2026-09-20T13:02:20Z,DC-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01034,2026-09-20T13:02:21Z,FIN-WS-09,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04610,2026-09-20T13:02:47Z,DC-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09512,2026-09-20T13:02:50Z,DC-01,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00356,2026-09-20T13:02:53Z,FIN-WS-09,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01170,2026-09-20T13:03:31Z,MGMT-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05010,2026-09-20T13:04:17Z,FIN-WS-09,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04952,2026-09-20T13:05:10Z,MGMT-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04826,2026-09-20T13:05:16Z,APP-06,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09527,2026-09-20T13:05:57Z,HR-WS-08,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09174,2026-09-20T13:06:13Z,APP-06,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01368,2026-09-20T13:07:00Z,APP-06,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08539,2026-09-20T13:07:35Z,ENG-WS-17,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04083,2026-09-20T13:08:32Z,HR-WS-08,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07962,2026-09-20T13:08:36Z,DC-01,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00191,2026-09-20T13:09:22Z,PATCH-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03302,2026-09-20T13:09:32Z,HR-WS-22,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00934,2026-09-20T13:09:45Z,HR-WS-22,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00860,2026-09-20T13:10:15Z,HR-WS-08,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09676,2026-09-20T13:10:48Z,DC-01,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02407,2026-09-20T13:10:52Z,ENG-WS-17,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07455,2026-09-20T13:11:32Z,ENG-WS-17,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05647,2026-09-20T13:12:40Z,PATCH-01,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09218,2026-09-20T13:12:44Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03513,2026-09-20T13:13:29Z,PATCH-01,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08254,2026-09-20T13:15:28Z,APP-06,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07440,2026-09-20T13:15:38Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01658,2026-09-20T13:15:57Z,MGMT-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00400,2026-09-20T13:16:25Z,ENG-WS-17,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09276,2026-09-20T13:16:54Z,PATCH-01,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06154,2026-09-20T13:18:45Z,DC-01,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09938,2026-09-20T13:19:59Z,HR-WS-08,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07199,2026-09-20T13:20:15Z,APP-06,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00177,2026-09-20T13:20:23Z,PATCH-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-02825,2026-09-20T13:21:20Z,ENG-WS-17,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08636,2026-09-20T13:21:21Z,HR-WS-22,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-02936,2026-09-20T13:21:27Z,HR-WS-22,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08111,2026-09-20T13:22:08Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09457,2026-09-20T13:22:09Z,FIN-WS-09,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01688,2026-09-20T13:22:44Z,FIN-WS-09,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05049,2026-09-20T13:23:17Z,HR-WS-22,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03432,2026-09-20T13:23:26Z,PATCH-01,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08100,2026-09-20T13:23:50Z,MGMT-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09055,2026-09-20T13:23:50Z,HR-WS-08,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00532,2026-09-20T13:24:39Z,HR-WS-08,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05553,2026-09-20T13:24:52Z,APP-06,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03086,2026-09-20T13:25:30Z,PATCH-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09657,2026-09-20T13:25:47Z,HR-WS-22,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06619,2026-09-20T13:26:55Z,APP-06,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06761,2026-09-20T13:27:03Z,MGMT-01,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05394,2026-09-20T13:27:26Z,ENG-WS-17,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06031,2026-09-20T13:28:01Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07187,2026-09-20T13:28:09Z,APP-06,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-03450,2026-09-20T13:29:22Z,APP-06,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08622,2026-09-20T13:30:41Z,HR-WS-22,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09433,2026-09-20T13:30:49Z,HR-WS-22,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08500,2026-09-20T13:31:41Z,PATCH-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03303,2026-09-20T13:31:53Z,ENG-WS-17,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05992,2026-09-20T13:33:06Z,ENG-WS-17,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07293,2026-09-20T13:34:01Z,FIN-WS-09,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05230,2026-09-20T13:34:03Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01821,2026-09-20T13:34:40Z,APP-06,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06113,2026-09-20T13:35:18Z,APP-06,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06301,2026-09-20T13:36:08Z,APP-06,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04469,2026-09-20T13:36:56Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09768,2026-09-20T13:38:39Z,ENG-WS-17,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09383,2026-09-20T13:39:55Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05579,2026-09-20T13:40:33Z,MGMT-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01284,2026-09-20T13:40:40Z,MGMT-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09172,2026-09-20T13:40:54Z,APP-06,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05442,2026-09-20T13:41:02Z,MGMT-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04848,2026-09-20T13:41:46Z,ENG-WS-17,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00470,2026-09-20T13:42:02Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00172,2026-09-20T13:42:36Z,ENG-WS-17,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05890,2026-09-20T13:43:11Z,HR-WS-08,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09619,2026-09-20T13:43:12Z,MGMT-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05555,2026-09-20T13:43:30Z,APP-06,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09805,2026-09-20T13:43:52Z,PATCH-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07573,2026-09-20T13:44:19Z,PATCH-01,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09368,2026-09-20T13:45:31Z,APP-06,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08431,2026-09-20T13:46:02Z,APP-06,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-03431,2026-09-20T13:46:14Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09114,2026-09-20T13:46:28Z,DC-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00101,2026-09-20T13:47:47Z,APP-06,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02953,2026-09-20T13:48:21Z,APP-06,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06450,2026-09-20T13:48:54Z,DC-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05780,2026-09-20T13:49:41Z,PATCH-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09840,2026-09-20T13:49:44Z,DC-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01695,2026-09-20T13:50:01Z,MGMT-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07061,2026-09-20T13:50:25Z,MGMT-01,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00758,2026-09-20T13:50:38Z,FIN-WS-09,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01347,2026-09-20T13:51:08Z,DC-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04396,2026-09-20T13:51:38Z,DC-01,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-04749,2026-09-20T13:52:08Z,DC-01,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09508,2026-09-20T13:53:44Z,MGMT-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07992,2026-09-20T13:53:51Z,DC-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02166,2026-09-20T13:54:43Z,APP-06,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00185,2026-09-20T13:54:55Z,ENG-WS-17,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-02738,2026-09-20T13:55:52Z,APP-06,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07249,2026-09-20T13:56:14Z,PATCH-01,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07420,2026-09-20T13:56:41Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05097,2026-09-20T13:57:24Z,PATCH-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02200,2026-09-20T13:57:39Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00035,2026-09-20T13:57:43Z,APP-06,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03748,2026-09-20T13:58:20Z,HR-WS-08,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08177,2026-09-20T13:59:00Z,MGMT-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07618,2026-09-20T14:00:01Z,APP-06,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02462,2026-09-20T14:01:27Z,PATCH-01,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01069,2026-09-20T14:02:24Z,HR-WS-08,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05909,2026-09-20T14:02:48Z,HR-WS-08,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06006,2026-09-20T14:03:46Z,MGMT-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05157,2026-09-20T14:04:00Z,DC-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08830,2026-09-20T14:04:29Z,HR-WS-22,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02052,2026-09-20T14:04:45Z,HR-WS-08,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06976,2026-09-20T14:04:50Z,PATCH-01,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07236,2026-09-20T14:04:57Z,DC-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03732,2026-09-20T14:05:26Z,MGMT-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08444,2026-09-20T14:05:33Z,ENG-WS-17,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03976,2026-09-20T14:06:01Z,PATCH-01,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06215,2026-09-20T14:06:12Z,HR-WS-08,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03113,2026-09-20T14:06:35Z,APP-06,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03441,2026-09-20T14:07:00Z,DC-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01909,2026-09-20T14:07:38Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
