id,_time,host,user,action,path,process,classification
FILE-N-04986,2026-09-20T14:44:57Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-01312,2026-09-20T14:45:35Z,MGMT-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05673,2026-09-20T14:45:53Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06335,2026-09-20T14:46:04Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-09972,2026-09-20T14:46:13Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04868,2026-09-20T14:46:20Z,DC-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-09100,2026-09-20T14:46:29Z,HR-WS-22,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-09890,2026-09-20T14:47:03Z,MGMT-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-02953,2026-09-20T14:47:04Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-04747,2026-09-20T14:48:12Z,PATCH-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-06739,2026-09-20T14:48:18Z,HR-WS-08,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08808,2026-09-20T14:49:18Z,PATCH-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-09821,2026-09-20T14:50:14Z,DC-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-01915,2026-09-20T14:50:25Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-04645,2026-09-20T14:50:35Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-00732,2026-09-20T14:50:42Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-08577,2026-09-20T14:51:08Z,FIN-WS-09,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-07534,2026-09-20T14:51:46Z,FIN-WS-09,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-08559,2026-09-20T14:51:53Z,HR-WS-22,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-06583,2026-09-20T14:52:49Z,APP-06,SYSTEM,read,approved operational file,approved process,benign
FILE-N-01019,2026-09-20T14:53:07Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-02680,2026-09-20T14:53:12Z,APP-06,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-00759,2026-09-20T14:53:13Z,HR-WS-08,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-07200,2026-09-20T14:53:39Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03243,2026-09-20T14:54:25Z,ENG-WS-17,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-00991,2026-09-20T14:54:54Z,FIN-WS-09,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-06052,2026-09-20T14:55:39Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-09834,2026-09-20T14:55:45Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-06617,2026-09-20T14:55:48Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-02716,2026-09-20T14:56:31Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-01347,2026-09-20T14:56:39Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-04871,2026-09-20T14:57:06Z,PATCH-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-04632,2026-09-20T14:57:17Z,APP-06,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-04634,2026-09-20T14:57:38Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-02021,2026-09-20T14:57:59Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-06119,2026-09-20T14:58:03Z,ENG-WS-17,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06428,2026-09-20T14:58:48Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-00668,2026-09-20T14:59:20Z,FIN-WS-09,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-07942,2026-09-20T14:59:51Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-05537,2026-09-20T15:00:02Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-07398,2026-09-20T15:00:09Z,MGMT-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-05244,2026-09-20T15:00:21Z,DC-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-02074,2026-09-20T15:00:30Z,PATCH-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-09318,2026-09-20T15:00:31Z,HR-WS-22,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-07568,2026-09-20T15:01:56Z,ENG-WS-17,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-06351,2026-09-20T15:02:03Z,ENG-WS-17,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-09803,2026-09-20T15:02:04Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-06586,2026-09-20T15:02:18Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-09145,2026-09-20T15:02:37Z,PATCH-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08222,2026-09-20T15:06:53Z,APP-06,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-04267,2026-09-20T15:06:55Z,APP-06,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08242,2026-09-20T15:06:57Z,PATCH-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-01554,2026-09-20T15:11:26Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-02500,2026-09-20T15:11:35Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-05166,2026-09-20T15:11:47Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-02629,2026-09-20T15:12:54Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-04240,2026-09-20T15:14:20Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07571,2026-09-20T15:14:37Z,DC-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-04811,2026-09-20T15:14:53Z,FIN-WS-09,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-01494,2026-09-20T15:15:09Z,FIN-WS-09,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-05930,2026-09-20T15:15:17Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-09592,2026-09-20T15:15:39Z,FIN-WS-09,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-09898,2026-09-20T15:16:14Z,ENG-WS-17,SYSTEM,create,approved operational file,approved process,benign
FILE-N-05212,2026-09-20T15:16:20Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09479,2026-09-20T15:16:44Z,PATCH-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-01345,2026-09-20T15:16:47Z,MGMT-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-00088,2026-09-20T15:17:08Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-08391,2026-09-20T15:17:30Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-08740,2026-09-20T15:18:04Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-09286,2026-09-20T15:18:31Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-02855,2026-09-20T15:19:43Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-05889,2026-09-20T15:20:21Z,ENG-WS-17,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-03928,2026-09-20T15:21:30Z,DC-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-07109,2026-09-20T15:22:21Z,ENG-WS-17,SYSTEM,read,approved operational file,approved process,benign
FILE-N-09171,2026-09-20T15:22:24Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-02093,2026-09-20T15:22:45Z,DC-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-06603,2026-09-20T15:22:58Z,MGMT-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-00691,2026-09-20T15:23:15Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-07941,2026-09-20T15:24:02Z,DC-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-09771,2026-09-20T15:25:25Z,PATCH-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-07994,2026-09-20T15:25:37Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06367,2026-09-20T15:25:50Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-00706,2026-09-20T15:25:53Z,HR-WS-22,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-00100,2026-09-20T15:26:24Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-00246,2026-09-20T15:27:54Z,APP-06,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-07173,2026-09-20T15:28:23Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-06307,2026-09-20T15:28:24Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-07234,2026-09-20T15:29:12Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-07802,2026-09-20T15:29:43Z,ENG-WS-17,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-03405,2026-09-20T15:30:05Z,HR-WS-08,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-08841,2026-09-20T15:30:39Z,FIN-WS-09,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-08415,2026-09-20T15:31:13Z,HR-WS-08,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-08541,2026-09-20T15:33:16Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-00763,2026-09-20T15:34:36Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04925,2026-09-20T15:34:58Z,MGMT-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-06687,2026-09-20T15:35:12Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-00859,2026-09-20T15:37:01Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-01390,2026-09-20T15:37:04Z,PATCH-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-01336,2026-09-20T15:37:17Z,PATCH-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-06080,2026-09-20T15:37:32Z,PATCH-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-03226,2026-09-20T15:37:37Z,APP-06,SYSTEM,read,approved operational file,approved process,benign
FILE-N-03415,2026-09-20T15:37:45Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-07598,2026-09-20T15:38:12Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-01035,2026-09-20T15:39:32Z,MGMT-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-07249,2026-09-20T15:39:53Z,APP-06,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-04157,2026-09-20T15:40:13Z,DC-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-04304,2026-09-20T15:40:16Z,APP-06,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-02262,2026-09-20T15:40:40Z,APP-06,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-08880,2026-09-20T15:41:31Z,APP-06,SYSTEM,read,approved operational file,approved process,benign
FILE-N-00251,2026-09-20T15:41:55Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-05210,2026-09-20T15:42:20Z,FIN-WS-09,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-09371,2026-09-20T15:42:27Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-03355,2026-09-20T15:43:34Z,DC-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-00703,2026-09-20T15:44:34Z,HR-WS-08,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-03479,2026-09-20T15:45:18Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06214,2026-09-20T15:45:18Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-00302,2026-09-20T15:45:53Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-09698,2026-09-20T15:46:35Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-01713,2026-09-20T15:46:46Z,DC-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-01828,2026-09-20T15:48:43Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-05062,2026-09-20T15:49:41Z,HR-WS-22,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-01677,2026-09-20T15:49:42Z,HR-WS-22,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-03511,2026-09-20T15:51:45Z,ENG-WS-17,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-04183,2026-09-20T15:51:47Z,MGMT-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06234,2026-09-20T15:52:56Z,DC-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-00148,2026-09-20T15:53:19Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-00814,2026-09-20T15:53:47Z,HR-WS-08,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-08962,2026-09-20T15:54:21Z,PATCH-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-04091,2026-09-20T15:56:32Z,APP-06,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-03864,2026-09-20T15:56:41Z,MGMT-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-07278,2026-09-20T15:57:38Z,HR-WS-08,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-07497,2026-09-20T15:57:59Z,HR-WS-08,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-01243,2026-09-20T15:58:12Z,FIN-WS-09,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-01460,2026-09-20T15:58:12Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08998,2026-09-20T15:58:55Z,ENG-WS-17,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-08923,2026-09-20T16:01:11Z,APP-06,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-04176,2026-09-20T16:01:18Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-06692,2026-09-20T16:01:19Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-05063,2026-09-20T16:01:32Z,MGMT-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09442,2026-09-20T16:01:32Z,APP-06,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-03905,2026-09-20T16:01:48Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-02087,2026-09-20T16:01:55Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06432,2026-09-20T16:01:59Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-00734,2026-09-20T16:02:40Z,HR-WS-22,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-03250,2026-09-20T16:05:11Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-09256,2026-09-20T16:05:22Z,DC-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06746,2026-09-20T16:06:13Z,FIN-WS-09,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-05817,2026-09-20T16:06:49Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-01477,2026-09-20T16:08:20Z,DC-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-02086,2026-09-20T16:09:26Z,ENG-WS-17,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06130,2026-09-20T16:09:38Z,MGMT-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-09797,2026-09-20T16:09:41Z,PATCH-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-02659,2026-09-20T16:09:42Z,ENG-WS-17,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-03256,2026-09-20T16:10:05Z,HR-WS-22,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06769,2026-09-20T16:10:26Z,PATCH-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07684,2026-09-20T16:10:41Z,FIN-WS-09,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-09617,2026-09-20T16:10:50Z,ENG-WS-17,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-07437,2026-09-20T16:10:59Z,MGMT-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01703,2026-09-20T16:12:22Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06702,2026-09-20T16:12:33Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-05714,2026-09-20T16:13:25Z,ENG-WS-17,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-01673,2026-09-20T16:14:23Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01814,2026-09-20T16:14:31Z,MGMT-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-05612,2026-09-20T16:14:36Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06197,2026-09-20T16:14:47Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06356,2026-09-20T16:16:00Z,DC-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-04125,2026-09-20T16:16:27Z,APP-06,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-08637,2026-09-20T16:16:38Z,HR-WS-22,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06486,2026-09-20T16:16:39Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-09804,2026-09-20T16:17:04Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-09503,2026-09-20T16:17:12Z,HR-WS-22,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-02223,2026-09-20T16:17:28Z,MGMT-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-02027,2026-09-20T16:17:39Z,DC-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-01155,2026-09-20T16:17:55Z,HR-WS-08,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-02616,2026-09-20T16:18:09Z,FIN-WS-09,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-06539,2026-09-20T16:18:31Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-03878,2026-09-20T16:19:25Z,PATCH-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08721,2026-09-20T16:19:27Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-00533,2026-09-20T16:20:33Z,HR-WS-08,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05601,2026-09-20T16:21:18Z,PATCH-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07387,2026-09-20T16:21:45Z,MGMT-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03375,2026-09-20T16:21:48Z,APP-06,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-07567,2026-09-20T16:22:22Z,MGMT-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-03223,2026-09-20T16:22:36Z,ENG-WS-17,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-05091,2026-09-20T16:24:10Z,ENG-WS-17,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-08349,2026-09-20T16:24:20Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-07052,2026-09-20T16:24:26Z,FIN-WS-09,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05584,2026-09-20T16:26:34Z,HR-WS-08,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-01709,2026-09-20T16:26:57Z,HR-WS-08,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-01427,2026-09-20T16:27:00Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07424,2026-09-20T16:27:22Z,HR-WS-22,SYSTEM,create,approved operational file,approved process,benign
FILE-N-03519,2026-09-20T16:27:37Z,FIN-WS-09,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-09330,2026-09-20T16:28:00Z,MGMT-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-01766,2026-09-20T16:28:24Z,ENG-WS-17,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-08943,2026-09-20T16:29:06Z,HR-WS-22,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-05253,2026-09-20T16:30:34Z,APP-06,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-00395,2026-09-20T16:30:40Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-04471,2026-09-20T16:30:44Z,FIN-WS-09,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-07051,2026-09-20T16:30:52Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-08766,2026-09-20T16:31:26Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-09009,2026-09-20T16:32:37Z,MGMT-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-04290,2026-09-20T16:32:52Z,FIN-WS-09,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-05461,2026-09-20T16:33:12Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-01538,2026-09-20T16:35:08Z,HR-WS-22,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-09784,2026-09-20T16:35:12Z,PATCH-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-07246,2026-09-20T16:35:17Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-04504,2026-09-20T16:35:28Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01451,2026-09-20T16:35:47Z,ENG-WS-17,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-09037,2026-09-20T16:35:53Z,MGMT-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05056,2026-09-20T16:35:55Z,HR-WS-22,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-04150,2026-09-20T16:35:58Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03580,2026-09-20T16:36:56Z,FIN-WS-09,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-01846,2026-09-20T16:37:21Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-08147,2026-09-20T16:37:23Z,MGMT-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-09186,2026-09-20T16:37:33Z,PATCH-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-02765,2026-09-20T16:38:51Z,ENG-WS-17,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-06309,2026-09-20T16:39:17Z,HR-WS-22,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-00381,2026-09-20T16:40:41Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-04540,2026-09-20T16:41:10Z,HR-WS-08,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-00906,2026-09-20T16:42:10Z,ENG-WS-17,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-01435,2026-09-20T16:42:43Z,PATCH-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-04292,2026-09-20T16:43:51Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-09683,2026-09-20T16:43:51Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-03838,2026-09-20T16:45:05Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-09250,2026-09-20T16:45:05Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-06206,2026-09-20T16:45:56Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-02884,2026-09-20T16:46:30Z,APP-06,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-09451,2026-09-20T16:46:35Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-03525,2026-09-20T16:46:40Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-04646,2026-09-20T16:47:10Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-05059,2026-09-20T16:47:15Z,HR-WS-08,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-02807,2026-09-20T16:47:30Z,HR-WS-22,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-02837,2026-09-20T16:47:34Z,ENG-WS-17,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06103,2026-09-20T16:47:59Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-02691,2026-09-20T16:48:05Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-01537,2026-09-20T16:48:36Z,APP-06,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-04144,2026-09-20T16:49:26Z,HR-WS-08,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-06254,2026-09-20T16:49:52Z,HR-WS-08,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-03684,2026-09-20T16:50:06Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-09544,2026-09-20T16:50:29Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-09101,2026-09-20T16:51:25Z,HR-WS-22,SYSTEM,create,approved operational file,approved process,benign
FILE-N-00231,2026-09-20T16:51:34Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-04266,2026-09-20T16:51:35Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-08076,2026-09-20T16:51:37Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04473,2026-09-20T16:52:55Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-07737,2026-09-20T16:53:08Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-03601,2026-09-20T16:55:23Z,APP-06,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-03772,2026-09-20T16:57:28Z,DC-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-08586,2026-09-20T16:57:32Z,HR-WS-08,ACME\\svc_patch,create,approved operational file,approved process,benign
