event_id,_time,host,file_path,trust_status,publisher,classification
TRUST-0281,2026-09-16T16:09:58Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0105,2026-09-16T16:22:42Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0146,2026-09-16T16:32:47Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0161,2026-09-16T16:40:36Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0247,2026-09-16T16:56:59Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0493,2026-09-16T17:00:27Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0583,2026-09-16T17:02:58Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0539,2026-09-16T17:17:16Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0201,2026-09-16T17:23:05Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0566,2026-09-16T17:29:20Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0379,2026-09-16T17:47:06Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0408,2026-09-16T18:02:02Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0444,2026-09-16T18:20:47Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0491,2026-09-16T18:23:17Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0329,2026-09-16T18:26:13Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0224,2026-09-16T18:28:34Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0300,2026-09-16T18:42:01Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0532,2026-09-16T18:47:52Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0230,2026-09-16T18:48:37Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0129,2026-09-16T19:12:20Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0549,2026-09-16T19:34:49Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0210,2026-09-16T19:35:50Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0302,2026-09-16T19:48:57Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0312,2026-09-16T19:49:18Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0291,2026-09-16T19:56:42Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0544,2026-09-16T20:11:16Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0262,2026-09-16T20:28:17Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0499,2026-09-16T20:31:49Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0407,2026-09-16T20:35:41Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0377,2026-09-16T20:38:50Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0585,2026-09-16T20:51:36Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0175,2026-09-16T20:54:56Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0582,2026-09-16T20:55:24Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0133,2026-09-16T21:09:50Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0163,2026-09-16T21:14:36Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0290,2026-09-16T21:16:26Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0416,2026-09-16T21:23:09Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0456,2026-09-16T21:32:08Z,DC-01,known application,signed,Known Publisher,benign
TRUST-0365,2026-09-16T21:33:36Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0340,2026-09-16T21:35:05Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0558,2026-09-16T21:49:58Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0225,2026-09-16T21:51:41Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0467,2026-09-16T21:52:50Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0285,2026-09-16T22:04:34Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0339,2026-09-16T22:24:51Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0496,2026-09-16T22:51:44Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0345,2026-09-16T22:53:04Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0489,2026-09-16T22:58:18Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0236,2026-09-16T23:01:44Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0524,2026-09-16T23:15:24Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0167,2026-09-16T23:22:42Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0402,2026-09-16T23:56:46Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0207,2026-09-17T00:01:15Z,DC-01,known application,signed,Known Publisher,benign
TRUST-0259,2026-09-17T00:07:27Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0250,2026-09-17T00:09:25Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0400,2026-09-17T00:17:09Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0350,2026-09-17T00:22:46Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0523,2026-09-17T00:28:02Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0560,2026-09-17T01:07:24Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0195,2026-09-17T01:09:22Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0266,2026-09-17T01:14:54Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0323,2026-09-17T01:15:05Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0434,2026-09-17T01:29:39Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0382,2026-09-17T01:30:52Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0197,2026-09-17T01:37:04Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0342,2026-09-17T01:46:01Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0166,2026-09-17T02:02:51Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0370,2026-09-17T03:00:13Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0328,2026-09-17T03:01:45Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0160,2026-09-17T03:03:30Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0578,2026-09-17T03:06:34Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0134,2026-09-17T03:19:54Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0232,2026-09-17T03:38:39Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0179,2026-09-17T03:39:00Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0542,2026-09-17T03:45:48Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0128,2026-09-17T03:49:55Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0398,2026-09-17T03:50:45Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0187,2026-09-17T03:56:01Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0275,2026-09-17T04:22:43Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0478,2026-09-17T04:32:45Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0421,2026-09-17T04:33:19Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0278,2026-09-17T04:36:41Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0573,2026-09-17T04:39:34Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0330,2026-09-17T05:14:53Z,DC-01,known application,signed,Known Publisher,benign
TRUST-0337,2026-09-17T05:31:30Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0107,2026-09-17T05:48:27Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0108,2026-09-17T05:50:50Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0413,2026-09-17T06:02:33Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0395,2026-09-17T06:24:33Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0541,2026-09-17T06:51:08Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0521,2026-09-17T06:52:14Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0482,2026-09-17T06:57:06Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0520,2026-09-17T07:19:55Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0103,2026-09-17T07:22:12Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0588,2026-09-17T07:27:10Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0381,2026-09-17T07:28:12Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0537,2026-09-17T07:49:15Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0194,2026-09-17T08:00:25Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0183,2026-09-17T08:37:54Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0457,2026-09-17T09:18:33Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0394,2026-09-17T09:32:31Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0461,2026-09-17T09:42:32Z,DC-01,known application,signed,Known Publisher,benign
TRUST-0112,2026-09-17T09:49:36Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0471,2026-09-17T10:07:02Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0118,2026-09-17T10:08:44Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0474,2026-09-17T10:27:35Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0203,2026-09-17T10:32:05Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0390,2026-09-17T10:33:09Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0106,2026-09-17T11:17:45Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0371,2026-09-17T11:46:06Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0486,2026-09-17T12:16:24Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0240,2026-09-17T12:35:47Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0192,2026-09-17T12:49:16Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0325,2026-09-17T13:08:15Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0353,2026-09-17T13:21:44Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0286,2026-09-17T13:38:40Z,DC-01,known application,signed,Known Publisher,benign
TRUST-0151,2026-09-17T13:38:58Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0332,2026-09-17T13:40:38Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0373,2026-09-17T13:49:37Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0252,2026-09-17T13:56:34Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0220,2026-09-17T14:35:22Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0480,2026-09-17T14:36:26Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0376,2026-09-17T14:38:16Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0272,2026-09-17T15:03:15Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0242,2026-09-17T15:05:59Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0169,2026-09-17T15:09:36Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0287,2026-09-17T15:12:53Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0374,2026-09-17T15:36:00Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0215,2026-09-17T15:40:37Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0244,2026-09-17T16:08:06Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0282,2026-09-17T16:14:41Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0204,2026-09-17T16:29:43Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0361,2026-09-17T16:34:56Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0554,2026-09-17T16:35:54Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0412,2026-09-17T16:39:18Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0221,2026-09-17T16:51:50Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0268,2026-09-17T16:53:23Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0483,2026-09-17T16:58:26Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0233,2026-09-17T17:16:47Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0295,2026-09-17T17:19:14Z,DC-01,known application,signed,Known Publisher,benign
TRUST-0138,2026-09-17T17:21:37Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0218,2026-09-17T17:25:40Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0386,2026-09-17T17:25:58Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0519,2026-09-17T17:27:04Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0198,2026-09-17T17:46:51Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0363,2026-09-17T17:55:13Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0164,2026-09-17T18:05:34Z,DC-01,known application,signed,Known Publisher,benign
TRUST-0181,2026-09-17T18:16:10Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0575,2026-09-17T18:26:32Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0127,2026-09-17T18:28:29Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0180,2026-09-17T18:42:33Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0254,2026-09-17T19:17:56Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0455,2026-09-17T19:46:26Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0182,2026-09-17T19:48:29Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0202,2026-09-17T19:52:47Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0131,2026-09-17T20:02:16Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0490,2026-09-17T20:28:24Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0238,2026-09-17T20:35:26Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0130,2026-09-17T20:35:44Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0535,2026-09-17T20:58:13Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0446,2026-09-17T21:00:33Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0423,2026-09-17T21:02:13Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0584,2026-09-17T21:39:24Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0132,2026-09-17T22:03:48Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0422,2026-09-17T22:21:55Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0189,2026-09-17T22:27:17Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0581,2026-09-17T22:35:16Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0564,2026-09-17T22:44:34Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0500,2026-09-17T22:45:29Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0495,2026-09-17T23:07:24Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0437,2026-09-17T23:30:54Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0143,2026-09-17T23:52:28Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0338,2026-09-18T01:45:22Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0529,2026-09-18T01:49:40Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0487,2026-09-18T01:53:38Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0277,2026-09-18T02:17:59Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0351,2026-09-18T02:26:18Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0553,2026-09-18T02:33:53Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0246,2026-09-18T02:45:06Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0452,2026-09-18T02:48:13Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0184,2026-09-18T02:52:21Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0512,2026-09-18T03:03:53Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0297,2026-09-18T03:04:16Z,HR-WS-04,known application,signed,Known Publisher,benign
TRUST-0534,2026-09-18T03:04:59Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0126,2026-09-18T03:06:36Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0525,2026-09-18T03:07:30Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0561,2026-09-18T03:18:17Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0256,2026-09-18T03:29:15Z,ENG-WS-17,known application,trusted_internal,Known Publisher,benign
TRUST-0551,2026-09-18T03:38:15Z,MGMT-01,known application,trusted_internal,Known Publisher,benign
TRUST-0249,2026-09-18T03:55:22Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0586,2026-09-18T03:58:59Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0569,2026-09-18T04:17:20Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0419,2026-09-18T04:21:42Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0322,2026-09-18T04:32:07Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0426,2026-09-18T05:33:31Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0574,2026-09-18T05:40:25Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0506,2026-09-18T05:59:19Z,HR-WS-04,known application,trusted_internal,Known Publisher,benign
TRUST-0313,2026-09-18T06:12:10Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0265,2026-09-18T06:34:58Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0411,2026-09-18T08:35:20Z,JUMP-01,known application,trusted_internal,Known Publisher,benign
TRUST-0352,2026-09-18T08:39:52Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0498,2026-09-18T08:41:54Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0502,2026-09-18T08:51:19Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0214,2026-09-18T09:02:21Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0504,2026-09-18T09:04:49Z,DC-01,known application,trusted_internal,Known Publisher,benign
TRUST-0216,2026-09-18T09:35:46Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0159,2026-09-18T09:56:16Z,MGMT-01,known application,signed,Known Publisher,benign
TRUST-0511,2026-09-18T09:59:15Z,JUMP-01,known application,signed,Known Publisher,benign
TRUST-0200,2026-09-18T10:02:59Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0284,2026-09-18T10:10:37Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0589,2026-09-18T10:30:34Z,FIN-WS-09,known application,signed,Known Publisher,benign
TRUST-0572,2026-09-18T10:39:09Z,FIN-WS-09,known application,trusted_internal,Known Publisher,benign
TRUST-0199,2026-09-18T10:44:57Z,DC-01,known application,signed,Known Publisher,benign
TRUST-0124,2026-09-18T11:35:06Z,ENG-WS-17,known application,signed,Known Publisher,benign
TRUST-0548,2026-09-18T11:39:44Z,JUMP-01,known application,signed,Known Publisher,benign
