event_id,_time,host,user,item_name,event,managed_by,classification
ITEM-0351,2026-09-16T12:23:20Z,JUMP-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0304,2026-09-16T12:27:10Z,FIN-WS-09,ACME\\jsmith,DisplayProfile,started,approved,benign
ITEM-0510,2026-09-16T12:51:19Z,JUMP-01,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0503,2026-09-16T13:11:52Z,HR-WS-04,ACME\\lchen,Teams,started,approved,benign
ITEM-0454,2026-09-16T13:23:30Z,DC-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0185,2026-09-16T13:24:56Z,DC-01,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0593,2026-09-16T13:33:31Z,ENG-WS-17,ACME\\lchen,Teams,started,approved,benign
ITEM-0478,2026-09-16T13:47:11Z,JUMP-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0150,2026-09-16T13:57:35Z,JUMP-01,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0329,2026-09-16T14:29:15Z,JUMP-01,ACME\\jsmith,DisplayProfile,started,approved,benign
ITEM-0350,2026-09-16T14:38:33Z,JUMP-01,SYSTEM,MapDrives,started,approved,benign
ITEM-0313,2026-09-16T14:53:07Z,FIN-WS-09,ACME\\mgarcia,OneDrive,started,approved,benign
ITEM-0561,2026-09-16T15:06:15Z,ENG-WS-17,SYSTEM,MapDrives,started,approved,benign
ITEM-0456,2026-09-16T15:11:59Z,FIN-WS-09,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0447,2026-09-16T16:00:11Z,HR-WS-04,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0352,2026-09-16T16:18:20Z,ENG-WS-17,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0564,2026-09-16T17:08:40Z,ENG-WS-17,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0497,2026-09-16T17:11:41Z,JUMP-01,SYSTEM,OneDrive,started,approved,benign
ITEM-0499,2026-09-16T17:12:46Z,FIN-WS-09,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0372,2026-09-16T17:13:36Z,FIN-WS-09,SYSTEM,MapDrives,started,approved,benign
ITEM-0511,2026-09-16T17:19:28Z,DC-01,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0502,2026-09-16T17:25:06Z,HR-WS-04,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0392,2026-09-16T17:41:04Z,MGMT-01,ACME\\mgarcia,OneDrive,started,approved,benign
ITEM-0467,2026-09-16T17:45:44Z,DC-01,ACME\\lchen,Teams,started,approved,benign
ITEM-0228,2026-09-16T17:50:45Z,JUMP-01,SYSTEM,MapDrives,started,approved,benign
ITEM-0343,2026-09-16T18:04:06Z,HR-WS-04,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0317,2026-09-16T18:18:27Z,HR-WS-04,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0259,2026-09-16T18:20:20Z,DC-01,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0580,2026-09-16T18:24:38Z,DC-01,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0462,2026-09-16T18:28:46Z,JUMP-01,SYSTEM,OneDrive,started,approved,benign
ITEM-0463,2026-09-16T18:32:20Z,ENG-WS-17,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0309,2026-09-16T18:37:57Z,ENG-WS-17,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0245,2026-09-16T19:07:07Z,JUMP-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0113,2026-09-16T19:10:07Z,HR-WS-04,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0453,2026-09-16T19:20:39Z,FIN-WS-09,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0550,2026-09-16T19:25:56Z,ENG-WS-17,SYSTEM,OneDrive,started,approved,benign
ITEM-0283,2026-09-16T19:41:09Z,ENG-WS-17,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0384,2026-09-16T20:03:36Z,DC-01,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0551,2026-09-16T20:04:27Z,JUMP-01,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0374,2026-09-16T20:45:10Z,MGMT-01,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0438,2026-09-16T20:52:40Z,HR-WS-04,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0279,2026-09-16T20:57:39Z,ENG-WS-17,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0242,2026-09-16T21:31:53Z,HR-WS-04,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0451,2026-09-16T21:34:07Z,DC-01,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0349,2026-09-16T21:54:17Z,HR-WS-04,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0177,2026-09-16T21:59:12Z,FIN-WS-09,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0509,2026-09-16T22:05:17Z,MGMT-01,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0544,2026-09-16T22:05:18Z,MGMT-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0107,2026-09-16T22:15:53Z,JUMP-01,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0490,2026-09-16T22:21:14Z,HR-WS-04,SYSTEM,Teams,started,approved,benign
ITEM-0485,2026-09-16T22:37:54Z,ENG-WS-17,SYSTEM,Teams,started,approved,benign
ITEM-0421,2026-09-16T22:42:31Z,HR-WS-04,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0327,2026-09-16T22:51:41Z,ENG-WS-17,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0543,2026-09-16T23:09:18Z,JUMP-01,ACME\\jsmith,Teams,started,approved,benign
ITEM-0455,2026-09-16T23:13:19Z,HR-WS-04,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0413,2026-09-16T23:13:35Z,HR-WS-04,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0181,2026-09-16T23:26:40Z,ENG-WS-17,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0567,2026-09-17T00:15:53Z,FIN-WS-09,ACME\\lchen,Teams,started,approved,benign
ITEM-0144,2026-09-17T00:16:42Z,MGMT-01,SYSTEM,OneDrive,started,approved,benign
ITEM-0153,2026-09-17T00:17:39Z,MGMT-01,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0263,2026-09-17T00:22:26Z,ENG-WS-17,ACME\\jsmith,Teams,started,approved,benign
ITEM-0443,2026-09-17T00:23:21Z,HR-WS-04,SYSTEM,Teams,started,approved,benign
ITEM-0264,2026-09-17T00:28:35Z,HR-WS-04,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0288,2026-09-17T00:34:02Z,ENG-WS-17,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0493,2026-09-17T00:36:48Z,JUMP-01,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0583,2026-09-17T01:04:17Z,ENG-WS-17,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0473,2026-09-17T01:08:16Z,JUMP-01,ACME\\lchen,Teams,started,approved,benign
ITEM-0114,2026-09-17T01:15:56Z,ENG-WS-17,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0138,2026-09-17T01:43:07Z,FIN-WS-09,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0536,2026-09-17T01:55:55Z,HR-WS-04,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0594,2026-09-17T02:03:03Z,MGMT-01,ACME\\jsmith,DisplayProfile,started,approved,benign
ITEM-0141,2026-09-17T03:00:15Z,ENG-WS-17,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0112,2026-09-17T03:06:02Z,HR-WS-04,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0229,2026-09-17T03:13:35Z,DC-01,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0217,2026-09-17T03:17:58Z,ENG-WS-17,SYSTEM,MapDrives,started,approved,benign
ITEM-0182,2026-09-17T03:31:44Z,DC-01,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0591,2026-09-17T03:39:58Z,JUMP-01,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0559,2026-09-17T03:59:11Z,DC-01,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0195,2026-09-17T04:04:04Z,FIN-WS-09,ACME\\mgarcia,OneDrive,started,approved,benign
ITEM-0222,2026-09-17T04:36:22Z,JUMP-01,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0130,2026-09-17T04:38:33Z,JUMP-01,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0415,2026-09-17T04:57:41Z,HR-WS-04,SYSTEM,OneDrive,started,approved,benign
ITEM-0573,2026-09-17T05:24:01Z,FIN-WS-09,SYSTEM,OneDrive,started,approved,benign
ITEM-0318,2026-09-17T05:39:47Z,DC-01,ACME\\lchen,Teams,started,approved,benign
ITEM-0402,2026-09-17T05:51:37Z,DC-01,ACME\\lchen,Teams,started,approved,benign
ITEM-0178,2026-09-17T05:53:17Z,MGMT-01,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0400,2026-09-17T06:05:55Z,FIN-WS-09,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0434,2026-09-17T06:08:45Z,DC-01,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0582,2026-09-17T06:17:14Z,HR-WS-04,SYSTEM,MapDrives,started,approved,benign
ITEM-0169,2026-09-17T06:27:43Z,DC-01,SYSTEM,Teams,started,approved,benign
ITEM-0383,2026-09-17T06:38:38Z,MGMT-01,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0213,2026-09-17T06:47:25Z,HR-WS-04,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0310,2026-09-17T07:08:24Z,MGMT-01,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0519,2026-09-17T07:31:23Z,JUMP-01,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0300,2026-09-17T08:03:27Z,JUMP-01,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0526,2026-09-17T08:22:15Z,FIN-WS-09,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0106,2026-09-17T08:26:55Z,DC-01,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0425,2026-09-17T08:41:58Z,FIN-WS-09,ACME\\lchen,Teams,started,approved,benign
ITEM-0576,2026-09-17T08:42:11Z,HR-WS-04,ACME\\lchen,Teams,started,approved,benign
ITEM-0507,2026-09-17T08:47:16Z,DC-01,ACME\\mgarcia,OneDrive,started,approved,benign
ITEM-0220,2026-09-17T08:50:43Z,DC-01,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0339,2026-09-17T09:05:02Z,JUMP-01,ACME\\jsmith,Teams,started,approved,benign
ITEM-0373,2026-09-17T09:08:43Z,DC-01,ACME\\jsmith,Teams,started,approved,benign
ITEM-0183,2026-09-17T09:18:22Z,FIN-WS-09,ACME\\mgarcia,OneDrive,started,approved,benign
ITEM-0243,2026-09-17T09:24:14Z,HR-WS-04,ACME\\jsmith,Teams,started,approved,benign
ITEM-0278,2026-09-17T09:24:38Z,HR-WS-04,SYSTEM,MapDrives,started,approved,benign
ITEM-0280,2026-09-17T09:31:46Z,JUMP-01,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0225,2026-09-17T09:36:27Z,MGMT-01,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0553,2026-09-17T09:47:55Z,FIN-WS-09,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0237,2026-09-17T09:55:43Z,ENG-WS-17,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0236,2026-09-17T10:00:41Z,JUMP-01,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0422,2026-09-17T10:16:40Z,MGMT-01,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0128,2026-09-17T10:30:26Z,ENG-WS-17,ACME\\jsmith,Teams,started,approved,benign
ITEM-0162,2026-09-17T10:31:38Z,DC-01,ACME\\jsmith,Teams,started,approved,benign
ITEM-0547,2026-09-17T10:34:27Z,MGMT-01,SYSTEM,OneDrive,started,approved,benign
ITEM-0258,2026-09-17T12:00:47Z,FIN-WS-09,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0142,2026-09-17T12:03:38Z,DC-01,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0365,2026-09-17T12:10:16Z,JUMP-01,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0505,2026-09-17T12:23:14Z,DC-01,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0379,2026-09-17T12:26:17Z,HR-WS-04,SYSTEM,Teams,started,approved,benign
ITEM-0207,2026-09-17T12:29:33Z,HR-WS-04,ACME\\jsmith,Teams,started,approved,benign
ITEM-0287,2026-09-17T12:35:04Z,FIN-WS-09,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0538,2026-09-17T12:37:01Z,ENG-WS-17,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0556,2026-09-17T12:50:38Z,MGMT-01,SYSTEM,MapDrives,started,approved,benign
ITEM-0210,2026-09-17T13:00:08Z,HR-WS-04,ACME\\jsmith,DisplayProfile,started,approved,benign
ITEM-0206,2026-09-17T13:08:56Z,HR-WS-04,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0354,2026-09-17T13:10:56Z,HR-WS-04,SYSTEM,MapDrives,started,approved,benign
ITEM-0560,2026-09-17T13:26:41Z,DC-01,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0367,2026-09-17T13:30:21Z,FIN-WS-09,ACME\\jsmith,DisplayProfile,started,approved,benign
ITEM-0165,2026-09-17T13:37:40Z,JUMP-01,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0439,2026-09-17T13:38:42Z,JUMP-01,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0452,2026-09-17T13:55:48Z,MGMT-01,ACME\\mgarcia,OneDrive,started,approved,benign
ITEM-0134,2026-09-17T14:05:30Z,HR-WS-04,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0347,2026-09-17T14:06:22Z,DC-01,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0197,2026-09-17T14:11:26Z,JUMP-01,ACME\\lchen,Teams,started,approved,benign
ITEM-0315,2026-09-17T14:14:27Z,HR-WS-04,ACME\\mgarcia,OneDrive,started,approved,benign
ITEM-0119,2026-09-17T14:15:25Z,MGMT-01,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0450,2026-09-17T14:42:11Z,HR-WS-04,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0516,2026-09-17T14:48:15Z,HR-WS-04,ACME\\jsmith,Teams,started,approved,benign
ITEM-0393,2026-09-17T15:11:06Z,HR-WS-04,SYSTEM,MapDrives,started,approved,benign
ITEM-0430,2026-09-17T15:11:20Z,MGMT-01,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0396,2026-09-17T15:15:34Z,ENG-WS-17,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0522,2026-09-17T15:48:10Z,MGMT-01,SYSTEM,Teams,started,approved,benign
ITEM-0466,2026-09-17T15:55:20Z,ENG-WS-17,SYSTEM,Teams,started,approved,benign
ITEM-0433,2026-09-17T15:56:38Z,ENG-WS-17,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0481,2026-09-17T16:08:44Z,DC-01,ACME\\jsmith,Teams,started,approved,benign
ITEM-0533,2026-09-17T16:25:49Z,FIN-WS-09,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0441,2026-09-17T16:26:54Z,ENG-WS-17,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0205,2026-09-17T16:46:47Z,ENG-WS-17,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0247,2026-09-17T16:56:28Z,DC-01,SYSTEM,OneDrive,started,approved,benign
ITEM-0319,2026-09-17T17:09:49Z,FIN-WS-09,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0520,2026-09-17T17:13:49Z,FIN-WS-09,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0341,2026-09-17T17:14:31Z,FIN-WS-09,SYSTEM,Teams,started,approved,benign
ITEM-0404,2026-09-17T17:29:57Z,ENG-WS-17,ACME\\mgarcia,OneDrive,started,approved,benign
ITEM-0281,2026-09-17T17:36:17Z,MGMT-01,SYSTEM,MapDrives,started,approved,benign
ITEM-0108,2026-09-17T17:59:38Z,ENG-WS-17,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0160,2026-09-17T18:38:07Z,HR-WS-04,SYSTEM,OneDrive,started,approved,benign
ITEM-0143,2026-09-17T18:46:09Z,JUMP-01,ACME\\jsmith,Teams,started,approved,benign
ITEM-0190,2026-09-17T19:05:27Z,DC-01,SYSTEM,MapDrives,started,approved,benign
ITEM-0375,2026-09-17T19:24:33Z,DC-01,ACME\\jsmith,Teams,started,approved,benign
ITEM-0380,2026-09-17T19:37:53Z,ENG-WS-17,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0163,2026-09-17T19:45:17Z,MGMT-01,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0495,2026-09-17T19:54:29Z,FIN-WS-09,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0249,2026-09-17T20:05:58Z,JUMP-01,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0575,2026-09-17T20:17:23Z,JUMP-01,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0154,2026-09-17T20:20:21Z,ENG-WS-17,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0274,2026-09-17T20:28:41Z,FIN-WS-09,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0459,2026-09-17T21:23:06Z,JUMP-01,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0525,2026-09-17T21:25:59Z,MGMT-01,SYSTEM,Teams,started,approved,benign
ITEM-0289,2026-09-17T21:26:38Z,JUMP-01,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0359,2026-09-17T21:29:42Z,JUMP-01,SYSTEM,OneDrive,started,approved,benign
ITEM-0232,2026-09-17T21:53:29Z,DC-01,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0244,2026-09-17T22:25:32Z,JUMP-01,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0167,2026-09-17T22:31:52Z,FIN-WS-09,SYSTEM,Teams,started,approved,benign
ITEM-0407,2026-09-17T22:33:18Z,DC-01,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0388,2026-09-17T23:03:29Z,HR-WS-04,ACME\\jsmith,Teams,started,approved,benign
ITEM-0102,2026-09-17T23:08:51Z,ENG-WS-17,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0432,2026-09-17T23:25:22Z,JUMP-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0389,2026-09-17T23:27:05Z,HR-WS-04,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0496,2026-09-17T23:34:05Z,ENG-WS-17,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0248,2026-09-17T23:39:35Z,MGMT-01,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0424,2026-09-17T23:41:01Z,FIN-WS-09,ACME\\lchen,Teams,started,approved,benign
ITEM-0395,2026-09-17T23:55:52Z,ENG-WS-17,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0282,2026-09-18T00:02:25Z,FIN-WS-09,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0548,2026-09-18T00:59:39Z,HR-WS-04,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0132,2026-09-18T01:20:37Z,DC-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0103,2026-09-18T01:21:13Z,JUMP-01,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0334,2026-09-18T01:21:23Z,DC-01,ACME\\lchen,Teams,started,approved,benign
ITEM-0241,2026-09-18T02:09:47Z,MGMT-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0110,2026-09-18T02:21:20Z,HR-WS-04,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0477,2026-09-18T02:29:23Z,HR-WS-04,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0437,2026-09-18T02:35:44Z,FIN-WS-09,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0532,2026-09-18T02:42:29Z,ENG-WS-17,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0524,2026-09-18T02:47:23Z,ENG-WS-17,ACME\\jsmith,DisplayProfile,started,approved,benign
ITEM-0148,2026-09-18T03:01:31Z,JUMP-01,ACME\\jsmith,Teams,started,approved,benign
ITEM-0515,2026-09-18T03:03:42Z,ENG-WS-17,ACME\\lchen,Teams,started,approved,benign
ITEM-0531,2026-09-18T03:11:58Z,DC-01,ACME\\mgarcia,OneDrive,started,approved,benign
ITEM-0246,2026-09-18T03:17:47Z,DC-01,ACME\\jsmith,DisplayProfile,started,approved,benign
ITEM-0348,2026-09-18T03:17:54Z,MGMT-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0504,2026-09-18T03:36:40Z,JUMP-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0105,2026-09-18T03:36:50Z,FIN-WS-09,SYSTEM,OneDrive,started,approved,benign
ITEM-0381,2026-09-18T03:55:38Z,ENG-WS-17,SYSTEM,MapDrives,started,approved,benign
ITEM-0414,2026-09-18T04:30:33Z,FIN-WS-09,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0364,2026-09-18T04:33:49Z,HR-WS-04,ACME\\lchen,Teams,started,approved,benign
ITEM-0117,2026-09-18T04:37:51Z,FIN-WS-09,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0557,2026-09-18T04:52:50Z,HR-WS-04,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0139,2026-09-18T05:12:52Z,DC-01,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0271,2026-09-18T05:15:27Z,JUMP-01,ACME\\jsmith,OneDrive,started,approved,benign
ITEM-0320,2026-09-18T05:25:53Z,DC-01,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0159,2026-09-18T05:31:28Z,ENG-WS-17,SYSTEM,MapDrives,started,approved,benign
ITEM-0120,2026-09-18T05:34:51Z,DC-01,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0156,2026-09-18T05:48:23Z,MGMT-01,ACME\\mgarcia,MapDrives,started,approved,benign
ITEM-0131,2026-09-18T06:06:42Z,DC-01,SYSTEM,Teams,started,approved,benign
ITEM-0123,2026-09-18T06:13:02Z,DC-01,ACME\\jsmith,DisplayProfile,started,approved,benign
ITEM-0529,2026-09-18T06:15:44Z,JUMP-01,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0445,2026-09-18T06:19:47Z,ENG-WS-17,SYSTEM,Teams,started,approved,benign
ITEM-0549,2026-09-18T06:43:41Z,DC-01,SYSTEM,MapDrives,started,approved,benign
ITEM-0585,2026-09-18T07:02:27Z,DC-01,SYSTEM,OneDrive,started,approved,benign
ITEM-0257,2026-09-18T07:03:07Z,MGMT-01,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0419,2026-09-18T07:04:54Z,JUMP-01,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0267,2026-09-18T07:06:59Z,HR-WS-04,SYSTEM,Teams,started,approved,benign
ITEM-0540,2026-09-18T07:11:17Z,DC-01,ACME\\lchen,DisplayProfile,started,approved,benign
ITEM-0101,2026-09-18T07:31:24Z,MGMT-01,ACME\\mgarcia,Teams,started,approved,benign
ITEM-0170,2026-09-18T07:49:21Z,MGMT-01,SYSTEM,OneDrive,started,approved,benign
ITEM-0323,2026-09-18T07:57:08Z,HR-WS-04,ACME\\jsmith,Teams,started,approved,benign
ITEM-0111,2026-09-18T08:04:59Z,HR-WS-04,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0370,2026-09-18T08:20:53Z,HR-WS-04,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0360,2026-09-18T09:01:58Z,ENG-WS-17,ACME\\lchen,OneDrive,started,approved,benign
ITEM-0191,2026-09-18T09:14:19Z,MGMT-01,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0442,2026-09-18T09:31:32Z,DC-01,ACME\\lchen,MapDrives,started,approved,benign
ITEM-0369,2026-09-18T09:34:08Z,MGMT-01,SYSTEM,OneDrive,started,approved,benign
ITEM-0368,2026-09-18T09:47:21Z,FIN-WS-09,SYSTEM,Teams,started,approved,benign
ITEM-0403,2026-09-18T09:50:35Z,HR-WS-04,SYSTEM,Teams,started,approved,benign
ITEM-0480,2026-09-18T09:58:55Z,FIN-WS-09,ACME\\jsmith,MapDrives,started,approved,benign
ITEM-0140,2026-09-18T10:33:00Z,DC-01,SYSTEM,Teams,started,approved,benign
ITEM-0215,2026-09-18T10:39:38Z,ENG-WS-17,SYSTEM,OneDrive,started,approved,benign
ITEM-0371,2026-09-18T10:50:52Z,HR-WS-04,SYSTEM,OneDrive,started,approved,benign
ITEM-0298,2026-09-18T10:54:16Z,FIN-WS-09,ACME\\mgarcia,DisplayProfile,started,approved,benign
ITEM-0552,2026-09-18T10:56:45Z,FIN-WS-09,ACME\\lchen,Teams,started,approved,benign
ITEM-0555,2026-09-18T11:04:12Z,FIN-WS-09,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0377,2026-09-18T11:32:30Z,JUMP-01,SYSTEM,DisplayProfile,started,approved,benign
ITEM-0129,2026-09-18T11:50:31Z,HR-WS-04,SYSTEM,Teams,started,approved,benign
