event_id,_time,host,user,policy_name,source,approved,classification
POL-0145,2026-09-16T09:47:05Z,JUMP-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0199,2026-09-16T09:49:46Z,DC-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0297,2026-09-16T09:53:13Z,HR-WS-04,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0476,2026-09-16T10:09:34Z,MGMT-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0369,2026-09-16T10:11:45Z,MGMT-01,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0113,2026-09-16T10:16:55Z,JUMP-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0421,2026-09-16T10:23:49Z,FIN-WS-09,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0250,2026-09-16T10:26:25Z,HR-WS-04,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0227,2026-09-16T10:44:50Z,HR-WS-04,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0320,2026-09-16T10:56:32Z,FIN-WS-09,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0331,2026-09-16T10:58:21Z,HR-WS-04,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0401,2026-09-16T10:59:00Z,MGMT-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0395,2026-09-16T11:05:34Z,JUMP-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0171,2026-09-16T11:13:17Z,ENG-WS-17,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0115,2026-09-16T11:21:54Z,JUMP-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0233,2026-09-16T11:29:42Z,JUMP-01,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0104,2026-09-16T11:31:47Z,FIN-WS-09,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0190,2026-09-16T11:37:58Z,MGMT-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0353,2026-09-16T11:46:46Z,DC-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0326,2026-09-16T12:26:02Z,FIN-WS-09,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0308,2026-09-16T12:48:39Z,DC-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0276,2026-09-16T12:54:37Z,MGMT-01,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0301,2026-09-16T13:02:24Z,DC-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0323,2026-09-16T13:04:25Z,FIN-WS-09,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0473,2026-09-16T13:05:38Z,DC-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0207,2026-09-16T13:13:16Z,DC-01,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0391,2026-09-16T13:21:15Z,HR-WS-04,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0193,2026-09-16T13:27:48Z,MGMT-01,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0131,2026-09-16T13:50:35Z,FIN-WS-09,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0456,2026-09-16T13:53:22Z,FIN-WS-09,SYSTEM,Browser Settings,central policy,yes,benign
POL-0536,2026-09-16T14:09:33Z,DC-01,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0129,2026-09-16T14:13:14Z,FIN-WS-09,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0581,2026-09-16T14:17:12Z,JUMP-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0335,2026-09-16T14:33:30Z,ENG-WS-17,SYSTEM,Browser Settings,central policy,yes,benign
POL-0360,2026-09-16T14:37:03Z,JUMP-01,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0518,2026-09-16T14:39:57Z,HR-WS-04,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0120,2026-09-16T14:52:46Z,JUMP-01,SYSTEM,Browser Settings,central policy,yes,benign
POL-0526,2026-09-16T15:23:10Z,ENG-WS-17,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0163,2026-09-16T15:53:56Z,FIN-WS-09,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0503,2026-09-16T16:09:14Z,JUMP-01,SYSTEM,Browser Settings,central policy,yes,benign
POL-0420,2026-09-16T16:13:34Z,HR-WS-04,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0167,2026-09-16T16:20:29Z,ENG-WS-17,SYSTEM,Browser Settings,central policy,yes,benign
POL-0148,2026-09-16T16:20:43Z,FIN-WS-09,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0378,2026-09-16T16:44:03Z,MGMT-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0244,2026-09-16T16:52:49Z,JUMP-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0423,2026-09-16T16:56:25Z,HR-WS-04,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0470,2026-09-16T17:02:31Z,FIN-WS-09,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0484,2026-09-16T17:28:48Z,MGMT-01,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0273,2026-09-16T17:32:07Z,ENG-WS-17,SYSTEM,Browser Settings,central policy,yes,benign
POL-0471,2026-09-16T17:39:18Z,FIN-WS-09,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0343,2026-09-16T18:06:09Z,MGMT-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0221,2026-09-16T18:31:34Z,JUMP-01,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0419,2026-09-16T18:37:04Z,DC-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0547,2026-09-16T18:45:28Z,FIN-WS-09,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0491,2026-09-16T18:54:55Z,FIN-WS-09,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0344,2026-09-16T19:01:24Z,ENG-WS-17,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0292,2026-09-16T19:08:44Z,JUMP-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0133,2026-09-16T19:46:14Z,DC-01,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0579,2026-09-16T19:47:14Z,FIN-WS-09,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0328,2026-09-16T19:54:27Z,DC-01,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0116,2026-09-16T19:56:44Z,MGMT-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0178,2026-09-16T20:16:13Z,ENG-WS-17,SYSTEM,Browser Settings,central policy,yes,benign
POL-0520,2026-09-16T20:28:00Z,HR-WS-04,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0514,2026-09-16T20:34:44Z,DC-01,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0386,2026-09-16T20:35:44Z,ENG-WS-17,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0543,2026-09-16T20:42:41Z,JUMP-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0182,2026-09-16T20:56:26Z,MGMT-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0416,2026-09-16T20:57:56Z,ENG-WS-17,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0402,2026-09-16T21:05:33Z,JUMP-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0222,2026-09-16T21:15:59Z,FIN-WS-09,SYSTEM,Browser Settings,central policy,yes,benign
POL-0212,2026-09-16T21:35:36Z,HR-WS-04,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0295,2026-09-16T22:14:03Z,FIN-WS-09,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0559,2026-09-16T22:15:09Z,FIN-WS-09,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0501,2026-09-16T22:34:21Z,DC-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0382,2026-09-16T22:46:51Z,DC-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0568,2026-09-16T22:58:20Z,JUMP-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0375,2026-09-16T23:21:43Z,JUMP-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0194,2026-09-16T23:28:01Z,FIN-WS-09,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0114,2026-09-16T23:38:02Z,DC-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0191,2026-09-16T23:39:39Z,HR-WS-04,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0575,2026-09-16T23:57:32Z,ENG-WS-17,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0294,2026-09-16T23:59:15Z,ENG-WS-17,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0493,2026-09-17T00:19:02Z,MGMT-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0310,2026-09-17T00:24:24Z,MGMT-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0150,2026-09-17T00:51:59Z,JUMP-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0165,2026-09-17T01:01:33Z,DC-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0358,2026-09-17T01:03:33Z,DC-01,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0454,2026-09-17T01:20:38Z,HR-WS-04,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0433,2026-09-17T01:23:19Z,HR-WS-04,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0216,2026-09-17T01:30:21Z,MGMT-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0570,2026-09-17T01:31:18Z,DC-01,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0261,2026-09-17T01:31:35Z,HR-WS-04,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0130,2026-09-17T01:39:08Z,JUMP-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0534,2026-09-17T01:52:01Z,FIN-WS-09,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0179,2026-09-17T02:11:39Z,HR-WS-04,SYSTEM,Browser Settings,central policy,yes,benign
POL-0564,2026-09-17T02:13:55Z,FIN-WS-09,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0228,2026-09-17T02:17:32Z,JUMP-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0257,2026-09-17T02:26:34Z,ENG-WS-17,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0132,2026-09-17T02:27:01Z,JUMP-01,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0184,2026-09-17T02:32:52Z,HR-WS-04,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0122,2026-09-17T02:33:28Z,FIN-WS-09,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0293,2026-09-17T02:34:19Z,HR-WS-04,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0180,2026-09-17T02:56:15Z,DC-01,SYSTEM,Browser Settings,central policy,yes,benign
POL-0453,2026-09-17T03:07:09Z,JUMP-01,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0594,2026-09-17T03:11:53Z,MGMT-01,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0290,2026-09-17T03:20:40Z,HR-WS-04,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0338,2026-09-17T03:25:55Z,JUMP-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0488,2026-09-17T03:56:30Z,DC-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0478,2026-09-17T04:13:47Z,ENG-WS-17,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0354,2026-09-17T04:31:44Z,HR-WS-04,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0322,2026-09-17T04:34:08Z,DC-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0577,2026-09-17T04:34:56Z,JUMP-01,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0562,2026-09-17T04:52:43Z,FIN-WS-09,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0317,2026-09-17T05:01:49Z,HR-WS-04,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0451,2026-09-17T05:07:49Z,ENG-WS-17,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0487,2026-09-17T05:19:04Z,MGMT-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0551,2026-09-17T05:31:52Z,JUMP-01,SYSTEM,Browser Settings,central policy,yes,benign
POL-0432,2026-09-17T05:33:43Z,FIN-WS-09,SYSTEM,Browser Settings,central policy,yes,benign
POL-0201,2026-09-17T05:43:31Z,FIN-WS-09,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0121,2026-09-17T05:47:48Z,FIN-WS-09,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0281,2026-09-17T05:50:02Z,FIN-WS-09,SYSTEM,Browser Settings,central policy,yes,benign
POL-0102,2026-09-17T06:19:43Z,MGMT-01,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0185,2026-09-17T06:39:13Z,MGMT-01,SYSTEM,Browser Settings,central policy,yes,benign
POL-0449,2026-09-17T06:43:06Z,FIN-WS-09,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0513,2026-09-17T06:51:25Z,DC-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0381,2026-09-17T07:29:40Z,JUMP-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0136,2026-09-17T07:40:17Z,ENG-WS-17,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0234,2026-09-17T07:51:27Z,HR-WS-04,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0553,2026-09-17T07:51:35Z,DC-01,SYSTEM,Browser Settings,central policy,yes,benign
POL-0205,2026-09-17T07:59:26Z,HR-WS-04,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0385,2026-09-17T08:02:32Z,ENG-WS-17,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0198,2026-09-17T08:31:00Z,MGMT-01,SYSTEM,Browser Settings,central policy,yes,benign
POL-0173,2026-09-17T08:31:35Z,JUMP-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0424,2026-09-17T08:33:51Z,DC-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0492,2026-09-17T08:52:41Z,DC-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0425,2026-09-17T08:56:20Z,HR-WS-04,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0206,2026-09-17T09:14:58Z,ENG-WS-17,SYSTEM,Browser Settings,central policy,yes,benign
POL-0533,2026-09-17T09:17:39Z,JUMP-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0352,2026-09-17T09:24:07Z,MGMT-01,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0467,2026-09-17T10:26:15Z,JUMP-01,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0550,2026-09-17T10:57:10Z,DC-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0443,2026-09-17T10:57:54Z,MGMT-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0218,2026-09-17T11:02:22Z,DC-01,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0105,2026-09-17T11:13:07Z,MGMT-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0571,2026-09-17T11:33:17Z,JUMP-01,SYSTEM,Browser Settings,central policy,yes,benign
POL-0245,2026-09-17T11:56:26Z,ENG-WS-17,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0108,2026-09-17T12:07:38Z,HR-WS-04,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0101,2026-09-17T12:17:07Z,MGMT-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0103,2026-09-17T12:27:14Z,FIN-WS-09,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0393,2026-09-17T12:43:39Z,JUMP-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0483,2026-09-17T12:44:26Z,JUMP-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0151,2026-09-17T12:46:54Z,FIN-WS-09,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0556,2026-09-17T12:55:54Z,JUMP-01,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0291,2026-09-17T13:10:25Z,FIN-WS-09,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0340,2026-09-17T13:16:36Z,ENG-WS-17,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0576,2026-09-17T13:34:52Z,DC-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0252,2026-09-17T13:52:18Z,DC-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0446,2026-09-17T13:52:25Z,FIN-WS-09,SYSTEM,Browser Settings,central policy,yes,benign
POL-0522,2026-09-17T13:59:31Z,MGMT-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0406,2026-09-17T14:15:26Z,FIN-WS-09,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0209,2026-09-17T14:52:07Z,JUMP-01,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0389,2026-09-17T14:58:13Z,MGMT-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0528,2026-09-17T15:23:50Z,ENG-WS-17,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0563,2026-09-17T15:28:06Z,JUMP-01,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0596,2026-09-17T15:31:33Z,ENG-WS-17,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0383,2026-09-17T15:49:54Z,DC-01,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0390,2026-09-17T16:58:38Z,HR-WS-04,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0224,2026-09-17T17:49:44Z,FIN-WS-09,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0489,2026-09-17T17:50:42Z,DC-01,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0306,2026-09-17T18:12:40Z,HR-WS-04,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0368,2026-09-17T18:29:12Z,FIN-WS-09,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0169,2026-09-17T18:29:41Z,DC-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0460,2026-09-17T18:43:58Z,DC-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0188,2026-09-17T18:44:42Z,DC-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0517,2026-09-17T19:00:17Z,HR-WS-04,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0486,2026-09-17T19:07:23Z,DC-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0458,2026-09-17T19:23:07Z,JUMP-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0146,2026-09-17T19:59:28Z,DC-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0548,2026-09-17T20:14:58Z,JUMP-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0203,2026-09-17T20:23:52Z,ENG-WS-17,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0361,2026-09-17T20:29:50Z,JUMP-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0254,2026-09-17T21:00:14Z,JUMP-01,SYSTEM,Browser Settings,central policy,yes,benign
POL-0319,2026-09-17T21:35:02Z,DC-01,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0561,2026-09-17T21:36:06Z,FIN-WS-09,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0204,2026-09-17T21:44:50Z,FIN-WS-09,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0490,2026-09-17T21:56:02Z,ENG-WS-17,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0195,2026-09-17T22:05:54Z,ENG-WS-17,SYSTEM,Browser Settings,central policy,yes,benign
POL-0215,2026-09-17T22:49:42Z,JUMP-01,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0187,2026-09-17T22:59:42Z,HR-WS-04,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0110,2026-09-17T23:27:02Z,MGMT-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0287,2026-09-17T23:29:21Z,ENG-WS-17,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0135,2026-09-17T23:31:14Z,HR-WS-04,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0590,2026-09-17T23:33:09Z,DC-01,SYSTEM,Browser Settings,central policy,yes,benign
POL-0394,2026-09-17T23:33:53Z,HR-WS-04,SYSTEM,Browser Settings,central policy,yes,benign
POL-0321,2026-09-17T23:42:33Z,DC-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0147,2026-09-18T00:29:18Z,HR-WS-04,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0530,2026-09-18T00:40:03Z,MGMT-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0366,2026-09-18T01:10:12Z,JUMP-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0251,2026-09-18T01:15:49Z,JUMP-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0507,2026-09-18T01:25:25Z,HR-WS-04,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0398,2026-09-18T02:18:07Z,FIN-WS-09,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0189,2026-09-18T02:19:47Z,MGMT-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0166,2026-09-18T02:20:09Z,FIN-WS-09,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0175,2026-09-18T02:25:29Z,JUMP-01,ACME\\jsmith,Desktop Baseline,central policy,yes,benign
POL-0573,2026-09-18T02:39:58Z,DC-01,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0508,2026-09-18T02:54:09Z,HR-WS-04,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0236,2026-09-18T03:05:07Z,MGMT-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0109,2026-09-18T03:31:15Z,FIN-WS-09,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0359,2026-09-18T03:32:22Z,FIN-WS-09,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0444,2026-09-18T03:45:26Z,MGMT-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0539,2026-09-18T04:00:31Z,DC-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0405,2026-09-18T04:01:15Z,DC-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0346,2026-09-18T04:04:23Z,DC-01,ACME\\lchen,Drive Mapping,central policy,yes,benign
POL-0468,2026-09-18T04:15:15Z,ENG-WS-17,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0161,2026-09-18T04:18:33Z,DC-01,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0286,2026-09-18T04:42:56Z,HR-WS-04,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0237,2026-09-18T04:57:03Z,MGMT-01,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0485,2026-09-18T05:14:03Z,ENG-WS-17,SYSTEM,Browser Settings,central policy,yes,benign
POL-0413,2026-09-18T05:24:42Z,HR-WS-04,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0258,2026-09-18T05:52:37Z,FIN-WS-09,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0174,2026-09-18T05:57:08Z,MGMT-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0202,2026-09-18T06:53:43Z,DC-01,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0498,2026-09-18T07:03:09Z,ENG-WS-17,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0481,2026-09-18T07:08:19Z,DC-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0557,2026-09-18T07:14:22Z,ENG-WS-17,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0164,2026-09-18T07:43:05Z,DC-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0466,2026-09-18T07:48:53Z,MGMT-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0270,2026-09-18T07:56:14Z,ENG-WS-17,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0100,2026-09-18T07:57:24Z,ENG-WS-17,ACME\\jsmith,Browser Settings,central policy,yes,benign
POL-0125,2026-09-18T07:58:01Z,HR-WS-04,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0496,2026-09-18T08:08:58Z,HR-WS-04,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0137,2026-09-18T08:23:45Z,ENG-WS-17,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0525,2026-09-18T08:24:40Z,ENG-WS-17,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0280,2026-09-18T08:36:41Z,MGMT-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0342,2026-09-18T08:56:16Z,ENG-WS-17,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0527,2026-09-18T09:07:38Z,HR-WS-04,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0271,2026-09-18T09:15:23Z,MGMT-01,ACME\\mgarcia,Browser Settings,central policy,yes,benign
POL-0351,2026-09-18T09:16:00Z,ENG-WS-17,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0367,2026-09-18T09:19:56Z,DC-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0475,2026-09-18T09:22:31Z,DC-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0336,2026-09-18T09:41:00Z,MGMT-01,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0298,2026-09-18T09:56:11Z,ENG-WS-17,ACME\\lchen,Browser Settings,central policy,yes,benign
POL-0304,2026-09-18T10:00:48Z,HR-WS-04,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0363,2026-09-18T10:01:08Z,DC-01,SYSTEM,Drive Mapping,central policy,yes,benign
POL-0235,2026-09-18T10:16:03Z,DC-01,ACME\\mgarcia,Desktop Baseline,central policy,yes,benign
POL-0582,2026-09-18T11:06:47Z,MGMT-01,SYSTEM,Desktop Baseline,central policy,yes,benign
POL-0248,2026-09-18T11:32:13Z,FIN-WS-09,ACME\\mgarcia,Drive Mapping,central policy,yes,benign
POL-0268,2026-09-18T11:43:46Z,MGMT-01,ACME\\lchen,Desktop Baseline,central policy,yes,benign
POL-0510,2026-09-18T11:47:30Z,ENG-WS-17,ACME\\jsmith,Drive Mapping,central policy,yes,benign
POL-0128,2026-09-18T11:59:27Z,DC-01,SYSTEM,Browser Settings,central policy,yes,benign
