event_id,_time,src_host,dest_host,user,protocol,result,classification,note
AUTH-00628,2026-08-19T16:58:22Z,FILE-02,APP-API-02,NT AUTHORITY\SYSTEM,RDP,failure,benign,routine authentication
AUTH-01099,2026-08-19T17:03:05Z,DC-01,APP-API-02,ACME\svc_print,Kerberos,failure,benign,routine authentication
AUTH-00964,2026-08-19T17:18:55Z,DC-01,FILE-02,NT AUTHORITY\SYSTEM,NTLM,failure,benign,routine authentication
AUTH-01109,2026-08-19T17:21:40Z,BACKUP-01,APP-API-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-01653,2026-08-19T17:24:52Z,BACKUP-01,APP-API-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00141,2026-08-19T17:25:49Z,BACKUP-01,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00992,2026-08-19T17:26:24Z,JUMP-01,FILE-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00214,2026-08-19T17:41:51Z,PRINT-01,APP-API-02,ACME\svc_print,Kerberos,failure,benign,routine authentication
AUTH-01137,2026-08-19T17:47:02Z,DC-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00085,2026-08-19T17:50:15Z,JUMP-01,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01033,2026-08-19T17:51:16Z,APP-API-02,APP-API-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00145,2026-08-19T17:55:36Z,JUMP-01,APP-API-02,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-01087,2026-08-19T18:02:28Z,APP-API-02,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01180,2026-08-19T18:02:53Z,DC-01,DC-01,NT AUTHORITY\SYSTEM,SMB,failure,benign,routine authentication
AUTH-00771,2026-08-19T18:16:40Z,BACKUP-01,APP-API-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00453,2026-08-19T18:22:35Z,FIN-WS-14,FILE-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00821,2026-08-19T18:36:52Z,PRINT-01,DC-01,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00660,2026-08-19T18:41:59Z,FIN-WS-14,APP-API-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00585,2026-08-19T18:45:40Z,APP-API-02,DC-01,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01021,2026-08-19T18:47:10Z,DC-01,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00312,2026-08-19T18:55:15Z,JUMP-01,APP-API-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01085,2026-08-19T18:57:21Z,DC-01,DC-01,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00681,2026-08-19T18:57:25Z,PRINT-01,DC-01,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00223,2026-08-19T19:03:50Z,FIN-WS-14,DC-01,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00783,2026-08-19T19:05:34Z,BACKUP-01,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00305,2026-08-19T19:07:07Z,FILE-02,APP-API-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00387,2026-08-19T19:14:30Z,BACKUP-01,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01313,2026-08-19T19:17:45Z,APP-API-02,FILE-02,ACME\svc_backup,RDP,failure,benign,routine authentication
AUTH-00224,2026-08-19T19:31:18Z,APP-API-02,APP-API-02,ACME\svc_print,NTLM,failure,benign,routine authentication
AUTH-01603,2026-08-19T19:31:33Z,PRINT-01,DC-01,ACME\svc_backup,SMB,failure,benign,routine authentication
AUTH-01420,2026-08-19T19:35:01Z,FIN-WS-14,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01289,2026-08-19T19:39:25Z,BACKUP-01,DC-01,ACME\svc_print,SMB,failure,benign,routine authentication
AUTH-01331,2026-08-19T19:46:00Z,FILE-02,DC-01,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00560,2026-08-19T19:46:16Z,FILE-02,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01155,2026-08-19T19:50:35Z,APP-API-02,FILE-02,ACME\mrivera,NTLM,failure,benign,routine authentication
AUTH-01158,2026-08-19T20:00:57Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00270,2026-08-19T20:01:18Z,FILE-02,APP-API-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00118,2026-08-19T20:02:24Z,PRINT-01,APP-API-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01697,2026-08-19T20:03:29Z,BACKUP-01,FILE-02,ACME\svc_backup,SMB,failure,benign,routine authentication
AUTH-01352,2026-08-19T20:22:32Z,APP-API-02,DC-01,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00292,2026-08-19T20:27:03Z,BACKUP-01,DC-01,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-00874,2026-08-19T20:29:59Z,JUMP-01,DC-01,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00186,2026-08-19T20:30:30Z,PRINT-01,DC-01,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01504,2026-08-19T20:30:48Z,BACKUP-01,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-01711,2026-08-19T20:33:05Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00770,2026-08-19T20:34:06Z,FILE-02,FILE-02,ACME\svc_backup,SMB,failure,benign,routine authentication
AUTH-01010,2026-08-19T20:36:18Z,FIN-WS-14,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01581,2026-08-19T20:37:14Z,PRINT-01,APP-API-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-01403,2026-08-19T20:44:45Z,PRINT-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00172,2026-08-19T20:55:03Z,BACKUP-01,DC-01,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01721,2026-08-19T21:04:53Z,DC-01,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01281,2026-08-19T21:06:03Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-01706,2026-08-19T21:17:46Z,FILE-02,APP-API-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-01477,2026-08-19T21:20:04Z,APP-API-02,APP-API-02,ACME\svc_print,SMB,failure,benign,routine authentication
AUTH-00148,2026-08-19T21:27:24Z,DC-01,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01370,2026-08-19T21:33:50Z,BACKUP-01,FILE-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01320,2026-08-19T21:34:01Z,JUMP-01,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00471,2026-08-19T21:40:03Z,BACKUP-01,DC-01,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01392,2026-08-19T21:47:23Z,DC-01,FILE-02,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-01278,2026-08-19T21:48:41Z,FILE-02,DC-01,ACME\svc_backup,NTLM,failure,benign,routine authentication
AUTH-00557,2026-08-19T21:51:24Z,DC-01,APP-API-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00264,2026-08-19T21:52:30Z,APP-API-02,DC-01,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-00975,2026-08-19T22:01:22Z,BACKUP-01,DC-01,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00294,2026-08-19T22:15:12Z,FIN-WS-14,APP-API-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01665,2026-08-19T22:16:28Z,JUMP-01,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00933,2026-08-19T22:20:27Z,DC-01,DC-01,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01461,2026-08-19T22:20:28Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-01659,2026-08-19T22:21:11Z,FILE-02,FILE-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-01075,2026-08-19T22:22:34Z,PRINT-01,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00813,2026-08-19T22:35:06Z,FIN-WS-14,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00360,2026-08-19T22:37:33Z,DC-01,DC-01,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-01634,2026-08-19T22:37:37Z,FIN-WS-14,DC-01,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01176,2026-08-19T22:39:35Z,FILE-02,DC-01,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00816,2026-08-19T22:40:50Z,FIN-WS-14,APP-API-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00206,2026-08-19T22:42:32Z,FIN-WS-14,DC-01,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-01080,2026-08-19T22:43:17Z,JUMP-01,APP-API-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00602,2026-08-19T22:44:16Z,DC-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,failure,benign,routine authentication
AUTH-01108,2026-08-19T22:49:41Z,APP-API-02,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01699,2026-08-19T22:50:11Z,PRINT-01,FILE-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00667,2026-08-19T22:53:04Z,FIN-WS-14,APP-API-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-01793,2026-08-19T22:54:00Z,DC-01,DC-01,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00815,2026-08-19T22:59:37Z,FIN-WS-14,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-01065,2026-08-19T23:00:00Z,DC-01,DC-01,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00049,2026-08-19T23:06:21Z,FILE-02,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00443,2026-08-19T23:08:41Z,PRINT-01,APP-API-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01702,2026-08-19T23:10:18Z,FIN-WS-14,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-01633,2026-08-19T23:15:03Z,FIN-WS-14,FILE-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00326,2026-08-19T23:15:11Z,FIN-WS-14,DC-01,NT AUTHORITY\SYSTEM,RDP,failure,benign,routine authentication
AUTH-00789,2026-08-19T23:26:24Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00627,2026-08-19T23:41:00Z,DC-01,FILE-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00713,2026-08-19T23:41:55Z,PRINT-01,FILE-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00551,2026-08-19T23:42:08Z,BACKUP-01,APP-API-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01600,2026-08-19T23:43:28Z,PRINT-01,FILE-02,ACME\svc_print,RDP,failure,benign,routine authentication
AUTH-00529,2026-08-19T23:45:19Z,FIN-WS-14,FILE-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00393,2026-08-19T23:50:30Z,FIN-WS-14,FILE-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00549,2026-08-19T23:52:15Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00028,2026-08-19T23:52:22Z,FILE-02,FILE-02,ACME\svc_backup,NTLM,failure,benign,routine authentication
AUTH-01445,2026-08-19T23:59:37Z,APP-API-02,DC-01,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00154,2026-08-20T00:00:03Z,APP-API-02,DC-01,ACME\svc_print,RDP,failure,benign,routine authentication
AUTH-00291,2026-08-20T00:05:39Z,JUMP-01,DC-01,NT AUTHORITY\SYSTEM,SMB,failure,benign,routine authentication
AUTH-01661,2026-08-20T00:09:58Z,FILE-02,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00737,2026-08-20T00:11:13Z,JUMP-01,FILE-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01095,2026-08-20T00:11:49Z,FIN-WS-14,FILE-02,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-00277,2026-08-20T00:12:25Z,BACKUP-01,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00697,2026-08-20T00:12:48Z,BACKUP-01,DC-01,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00045,2026-08-20T00:16:17Z,BACKUP-01,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01118,2026-08-20T00:16:30Z,APP-API-02,APP-API-02,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-00807,2026-08-20T00:17:15Z,DC-01,DC-01,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-00979,2026-08-20T00:17:21Z,DC-01,FILE-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01353,2026-08-20T00:19:04Z,JUMP-01,APP-API-02,ACME\svc_print,NTLM,failure,benign,routine authentication
AUTH-01556,2026-08-20T00:23:27Z,DC-01,APP-API-02,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-01205,2026-08-20T00:25:30Z,FIN-WS-14,FILE-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-01154,2026-08-20T00:32:27Z,JUMP-01,APP-API-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00911,2026-08-20T00:38:27Z,PRINT-01,DC-01,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-01644,2026-08-20T00:41:49Z,PRINT-01,DC-01,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00352,2026-08-20T00:42:10Z,FILE-02,DC-01,ACME\svc_print,RDP,failure,benign,routine authentication
AUTH-00208,2026-08-20T00:43:03Z,JUMP-01,APP-API-02,NT AUTHORITY\SYSTEM,SMB,failure,benign,routine authentication
AUTH-01325,2026-08-20T00:52:26Z,JUMP-01,APP-API-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00279,2026-08-20T00:59:39Z,FILE-02,APP-API-02,ACME\mrivera,RDP,failure,benign,routine authentication
AUTH-00978,2026-08-20T01:14:42Z,FILE-02,DC-01,ACME\mrivera,Kerberos,failure,benign,routine authentication
AUTH-00642,2026-08-20T01:23:36Z,PRINT-01,APP-API-02,ACME\svc_backup,Kerberos,failure,benign,routine authentication
AUTH-00159,2026-08-20T01:24:59Z,PRINT-01,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00962,2026-08-20T01:26:30Z,JUMP-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-01131,2026-08-20T01:27:22Z,PRINT-01,DC-01,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-01530,2026-08-20T01:28:16Z,FIN-WS-14,DC-01,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01196,2026-08-20T01:41:46Z,FILE-02,DC-01,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00250,2026-08-20T01:42:07Z,FILE-02,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01536,2026-08-20T01:43:36Z,PRINT-01,FILE-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00779,2026-08-20T01:46:18Z,JUMP-01,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00382,2026-08-20T01:51:55Z,APP-API-02,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00491,2026-08-20T02:03:08Z,FIN-WS-14,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00578,2026-08-20T02:03:30Z,APP-API-02,DC-01,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-01260,2026-08-20T02:05:10Z,FIN-WS-14,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01523,2026-08-20T02:15:53Z,PRINT-01,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01073,2026-08-20T02:22:52Z,APP-API-02,FILE-02,ACME\mrivera,NTLM,failure,benign,routine authentication
AUTH-00888,2026-08-20T02:23:50Z,DC-01,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01615,2026-08-20T02:26:38Z,APP-API-02,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-01730,2026-08-20T02:26:56Z,APP-API-02,APP-API-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00451,2026-08-20T02:29:14Z,FIN-WS-14,DC-01,NT AUTHORITY\SYSTEM,RDP,failure,benign,routine authentication
AUTH-01583,2026-08-20T02:38:17Z,PRINT-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,failure,benign,routine authentication
AUTH-01144,2026-08-20T02:40:02Z,JUMP-01,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00709,2026-08-20T02:51:20Z,FILE-02,APP-API-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00247,2026-08-20T02:53:39Z,BACKUP-01,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01412,2026-08-20T03:04:28Z,PRINT-01,FILE-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00504,2026-08-20T03:05:58Z,BACKUP-01,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01377,2026-08-20T03:07:27Z,DC-01,DC-01,ACME\mrivera,NTLM,failure,benign,routine authentication
AUTH-00241,2026-08-20T03:09:47Z,PRINT-01,APP-API-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01250,2026-08-20T03:16:42Z,FIN-WS-14,APP-API-02,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-00413,2026-08-20T03:17:01Z,FIN-WS-14,APP-API-02,ACME\mrivera,Kerberos,failure,benign,routine authentication
AUTH-01184,2026-08-20T03:21:43Z,FILE-02,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01543,2026-08-20T03:24:59Z,APP-API-02,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00760,2026-08-20T03:27:25Z,BACKUP-01,APP-API-02,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-00276,2026-08-20T03:27:43Z,APP-API-02,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00669,2026-08-20T03:35:06Z,FILE-02,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-01029,2026-08-20T03:55:33Z,APP-API-02,DC-01,NT AUTHORITY\SYSTEM,SMB,failure,benign,routine authentication
AUTH-01006,2026-08-20T04:04:12Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-01585,2026-08-20T04:10:21Z,FILE-02,DC-01,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00663,2026-08-20T04:11:08Z,BACKUP-01,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00994,2026-08-20T04:14:00Z,FIN-WS-14,APP-API-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01561,2026-08-20T04:17:13Z,BACKUP-01,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00910,2026-08-20T04:17:23Z,PRINT-01,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00897,2026-08-20T04:17:46Z,BACKUP-01,DC-01,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-01478,2026-08-20T04:18:13Z,APP-API-02,FILE-02,ACME\mrivera,Kerberos,failure,benign,routine authentication
AUTH-00687,2026-08-20T04:19:57Z,BACKUP-01,DC-01,ACME\svc_backup,NTLM,failure,benign,routine authentication
AUTH-00893,2026-08-20T04:26:25Z,FILE-02,DC-01,ACME\svc_backup,Kerberos,failure,benign,routine authentication
AUTH-01619,2026-08-20T04:27:34Z,FILE-02,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-01675,2026-08-20T04:32:59Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00501,2026-08-20T04:35:40Z,BACKUP-01,FILE-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00031,2026-08-20T04:38:43Z,FILE-02,FILE-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01071,2026-08-20T04:43:14Z,FIN-WS-14,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,failure,benign,routine authentication
AUTH-00831,2026-08-20T04:54:11Z,FIN-WS-14,APP-API-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01463,2026-08-20T05:00:07Z,PRINT-01,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-01784,2026-08-20T05:03:35Z,PRINT-01,DC-01,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00817,2026-08-20T05:05:27Z,FILE-02,DC-01,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-00303,2026-08-20T05:22:30Z,BACKUP-01,APP-API-02,ACME\svc_backup,Kerberos,failure,benign,routine authentication
AUTH-01643,2026-08-20T05:27:09Z,DC-01,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00100,2026-08-20T05:29:48Z,FILE-02,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-01062,2026-08-20T05:34:20Z,FILE-02,FILE-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00259,2026-08-20T05:34:29Z,FILE-02,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01336,2026-08-20T05:36:20Z,FIN-WS-14,DC-01,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00885,2026-08-20T05:37:36Z,JUMP-01,DC-01,ACME\svc_backup,SMB,failure,benign,routine authentication
AUTH-00198,2026-08-20T05:39:03Z,JUMP-01,FILE-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01740,2026-08-20T05:42:24Z,DC-01,FILE-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00594,2026-08-20T05:43:44Z,JUMP-01,FILE-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01728,2026-08-20T05:50:28Z,JUMP-01,FILE-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-01483,2026-08-20T05:56:27Z,BACKUP-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-01507,2026-08-20T05:59:42Z,FIN-WS-14,APP-API-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-01046,2026-08-20T06:07:45Z,PRINT-01,DC-01,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-01282,2026-08-20T06:19:40Z,FILE-02,FILE-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00124,2026-08-20T06:24:16Z,BACKUP-01,FILE-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01441,2026-08-20T06:24:39Z,PRINT-01,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00666,2026-08-20T06:25:17Z,JUMP-01,FILE-02,ACME\svc_print,SMB,failure,benign,routine authentication
AUTH-00161,2026-08-20T06:33:30Z,PRINT-01,APP-API-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00220,2026-08-20T06:35:22Z,PRINT-01,APP-API-02,ACME\svc_backup,RDP,failure,benign,routine authentication
AUTH-01450,2026-08-20T06:36:21Z,DC-01,APP-API-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00022,2026-08-20T06:36:25Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-01127,2026-08-20T06:45:15Z,APP-API-02,APP-API-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-01516,2026-08-20T06:45:18Z,BACKUP-01,DC-01,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00795,2026-08-20T06:47:05Z,PRINT-01,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01494,2026-08-20T06:50:01Z,DC-01,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01083,2026-08-20T06:50:58Z,FIN-WS-14,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00155,2026-08-20T06:52:45Z,APP-API-02,APP-API-02,ACME\jsmith,SMB,failure,benign,routine authentication
AUTH-00449,2026-08-20T07:02:14Z,JUMP-01,DC-01,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00944,2026-08-20T07:09:58Z,APP-API-02,DC-01,ACME\jsmith,SMB,failure,benign,routine authentication
AUTH-01031,2026-08-20T07:11:53Z,BACKUP-01,APP-API-02,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-00173,2026-08-20T07:20:47Z,PRINT-01,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01354,2026-08-20T07:21:08Z,JUMP-01,APP-API-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01317,2026-08-20T07:21:26Z,PRINT-01,APP-API-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00716,2026-08-20T07:27:34Z,FILE-02,APP-API-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-01406,2026-08-20T07:35:19Z,DC-01,FILE-02,ACME\mrivera,RDP,failure,benign,routine authentication
AUTH-00086,2026-08-20T07:37:14Z,BACKUP-01,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-01735,2026-08-20T07:38:40Z,FILE-02,DC-01,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-01651,2026-08-20T07:41:15Z,BACKUP-01,APP-API-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-01186,2026-08-20T07:51:13Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-01343,2026-08-20T07:52:43Z,JUMP-01,FILE-02,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-01518,2026-08-20T07:54:10Z,JUMP-01,APP-API-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00672,2026-08-20T07:56:43Z,APP-API-02,FILE-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-00190,2026-08-20T07:57:41Z,FIN-WS-14,APP-API-02,ACME\svc_print,NTLM,failure,benign,routine authentication
AUTH-01755,2026-08-20T08:04:19Z,FILE-02,APP-API-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00099,2026-08-20T08:07:30Z,PRINT-01,FILE-02,NT AUTHORITY\SYSTEM,NTLM,failure,benign,routine authentication
AUTH-00343,2026-08-20T08:10:39Z,FILE-02,APP-API-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00582,2026-08-20T08:14:37Z,DC-01,DC-01,ACME\svc_print,SMB,failure,benign,routine authentication
